customer_id,age,monthly_income_rub,visits_per_month,avg_session_minutes,support_requests_3m,purchases_last_3m,days_since_last_purchase
CUST0604,22,83901,11,8.8,1,4,36
CUST0605,53,130514,18,19.6,1,10,9
CUST0606,49,76698,9,11.6,1,2,34
CUST0607,43,148736,22,24.0,1,10,6
CUST0608,32,35759,4,5.0,2,2,72
CUST0609,45,79394,9,12.0,2,4,37
CUST0610,36,68933,7,10.8,2,4,21
CUST0611,48,76350,8,16.0,1,4,29
CUST0612,39,104824,7,12.0,0,3,20
CUST0613,43,166340,16,22.3,1,9,6
CUST0614,51,245649,19,20.6,1,12,10
CUST0615,42,47601,1,5.9,1,2,59
CUST0616,33,113778,9,10.8,0,2,15
CUST0617,33,115128,8,11.5,0,5,39
CUST0618,34,28977,3,7.3,2,1,97
CUST0619,23,33720,3,3.4,1,1,65
CUST0620,26,38081,4,5.9,3,1,69
CUST0621,23,96069,7,14.8,1,4,18
CUST0622,30,109013,10,11.5,1,4,27
CUST0623,43,205456,19,23.4,1,11,4
CUST0624,40,85860,9,10.8,1,6,17
CUST0625,52,220129,18,21.4,0,9,2
CUST0626,37,83754,7,13.6,0,5,39
CUST0627,33,96743,9,8.9,1,4,37
CUST0628,19,32747,3,7.1,1,1,53
CUST0629,34,86015,7,10.6,2,4,17
CUST0630,40,200368,19,26.7,1,9,9
CUST0631,47,203637,21,17.6,1,9,4
CUST0632,58,173856,20,23.7,1,10,11
CUST0633,34,41181,3,8.1,3,1,66
CUST0634,40,84850,10,12.0,1,4,26
CUST0635,34,50729,2,6.6,2,0,81
CUST0636,35,48400,3,5.7,1,0,60
CUST0637,33,86038,9,10.5,1,6,29
CUST0638,37,77712,8,14.2,1,3,24
CUST0639,37,103887,10,16.9,2,6,44
CUST0640,54,150459,19,19.1,1,8,5
CUST0641,22,66711,7,10.1,1,4,31
CUST0642,52,170451,22,23.8,1,11,0
CUST0643,33,56142,1,7.6,1,0,69
CUST0644,30,48114,4,4.8,1,1,96
CUST0645,38,72630,9,11.7,1,4,28
CUST0646,46,164806,15,22.4,0,11,9
CUST0647,24,30817,2,7.4,3,0,66
CUST0648,23,64351,10,7.7,1,4,27
CUST0649,44,94563,8,12.1,1,6,30
CUST0650,23,39881,2,4.0,2,2,68
CUST0651,43,68491,9,11.9,1,3,7
CUST0652,48,208777,20,21.2,1,11,5
CUST0653,49,96279,8,11.7,1,4,20
CUST0654,24,37916,1,5.6,1,1,75
CUST0655,51,158742,18,17.9,0,9,5
CUST0656,18,49374,2,4.2,1,1,91
CUST0657,55,117928,24,28.3,0,9,5
CUST0658,31,40986,2,5.2,2,0,49
CUST0659,36,83635,10,15.9,1,2,14
CUST0660,24,103109,7,15.3,2,4,27
CUST0661,24,32214,2,4.8,1,2,61
CUST0662,59,138570,19,19.5,1,10,11
CUST0663,28,34961,2,3.8,1,1,45
CUST0664,33,36733,1,6.2,0,2,69
CUST0665,32,41095,2,3.4,2,1,97
CUST0666,29,68104,12,10.3,2,5,26
CUST0667,47,155400,21,20.6,0,10,7
CUST0668,39,210111,23,23.7,1,9,11
CUST0669,38,41570,4,3.4,2,2,72
CUST0670,46,77677,9,9.3,2,5,24
CUST0671,24,32053,1,4.5,0,1,82
CUST0672,32,91042,12,11.2,1,2,35
CUST0673,47,180901,21,19.6,1,8,9
CUST0674,34,90799,7,12.5,1,3,24
CUST0675,36,73911,13,14.3,1,5,10
CUST0676,26,86214,9,14.0,0,4,24
CUST0677,57,162308,23,18.6,1,9,6
CUST0678,18,40994,11,14.7,2,4,15
CUST0679,20,56837,5,6.2,1,0,94
CUST0680,41,80628,9,8.8,2,4,32
CUST0681,19,48837,2,4.8,2,1,48
CUST0682,24,39977,3,5.3,1,1,86
CUST0683,18,50472,2,4.2,2,0,58
CUST0684,48,78270,10,10.2,1,3,24
CUST0685,43,80513,10,16.7,0,3,22
CUST0686,19,54635,1,5.2,2,1,58
CUST0687,31,93283,6,13.8,1,4,34
CUST0688,44,159994,19,18.5,0,8,8
CUST0689,53,102149,11,13.7,2,6,31
CUST0690,37,84594,10,10.4,1,1,36
CUST0691,35,44702,4,3.6,3,2,75
CUST0692,45,202550,14,22.7,1,12,2
CUST0693,24,31001,1,6.1,1,2,63
CUST0694,29,39503,3,6.5,2,1,57
CUST0695,37,141844,17,20.4,0,10,2
CUST0696,36,66725,8,11.1,1,4,19
CUST0697,31,91512,9,14.7,1,5,24
CUST0698,39,85803,10,11.6,2,4,21
CUST0699,42,76879,11,9.2,1,5,9
CUST0700,27,47143,3,5.9,2,1,97
CUST0701,32,25748,5,4.6,3,1,87
CUST0702,25,56211,3,6.9,0,1,78
CUST0703,24,42439,4,2.1,2,1,59
CUST0704,55,161487,21,23.6,1,8,5
CUST0705,20,26836,3,4.7,2,2,54
CUST0706,41,109826,7,13.3,2,4,23
CUST0707,42,98980,7,14.2,2,4,14
CUST0708,28,84237,6,13.3,1,2,26
CUST0709,34,77176,8,10.8,1,4,23
CUST0710,58,77668,8,19.2,1,2,30
CUST0711,46,153565,23,22.7,1,10,6
CUST0712,39,118826,11,12.5,1,4,15
CUST0713,45,173779,19,23.3,1,9,3
CUST0714,47,156094,18,25.6,1,10,7
CUST0715,36,95409,8,12.6,1,5,20
CUST0716,23,37239,1,7.0,1,1,90
CUST0717,29,103327,11,13.6,1,4,20
CUST0718,31,35760,3,5.0,1,1,66
CUST0719,25,84057,9,10.1,1,4,28
CUST0720,48,132170,20,18.2,1,8,10
CUST0721,41,108727,12,12.1,2,4,32
CUST0722,19,72054,10,9.1,1,5,20
CUST0723,21,41089,3,5.0,3,0,91
CUST0724,56,194415,18,22.7,1,8,9
CUST0725,30,48049,1,6.2,1,1,102
CUST0726,33,33470,2,7.4,2,0,80
CUST0727,23,51461,4,4.2,1,1,60
CUST0728,25,42440,3,5.7,1,1,70
CUST0729,40,60963,8,11.4,0,6,24
CUST0730,37,70555,9,9.9,1,1,16
CUST0731,34,54489,3,4.8,1,2,73
CUST0732,38,40588,4,8.0,1,1,58
CUST0733,25,42471,3,2.7,2,1,79
CUST0734,37,56021,9,12.4,0,4,21
CUST0735,23,38342,2,7.4,1,1,66
CUST0736,43,100989,10,9.0,0,4,19
CUST0737,18,39691,2,4.3,2,1,87
CUST0738,28,29381,2,3.6,1,0,77
CUST0739,18,99158,11,10.3,1,4,35
CUST0740,60,85630,6,10.7,0,4,30
CUST0741,32,26248,1,5.2,1,1,54
CUST0742,30,43803,3,3.3,2,1,70
CUST0743,57,202556,21,18.1,0,11,7
CUST0744,21,38182,3,3.8,1,2,75
CUST0745,38,52612,7,13.7,0,4,26
CUST0746,32,89160,10,11.7,2,3,25
CUST0747,32,43340,3,5.8,2,1,63
CUST0748,29,92893,5,10.7,2,4,25
CUST0749,40,97444,11,11.5,1,2,23
CUST0750,40,204225,18,21.7,0,6,10
CUST0751,26,44074,2,2.7,1,0,61
CUST0752,28,43424,3,5.3,2,1,78
CUST0753,29,45880,3,4.7,3,1,78
CUST0754,35,79548,6,15.4,1,5,46
CUST0755,36,74403,8,11.1,1,2,35
CUST0756,31,46239,3,6.5,2,1,83
CUST0757,36,37698,3,6.1,1,0,67
CUST0758,43,171921,22,22.7,0,10,5
CUST0759,25,41079,2,7.5,1,2,85
CUST0760,46,82673,10,9.9,0,6,17
CUST0761,34,89282,7,12.0,0,4,30
CUST0762,32,41936,2,6.6,1,0,98
CUST0763,24,52619,2,3.2,1,2,84
CUST0764,31,39600,2,6.0,1,1,76
CUST0765,45,191729,14,19.9,0,11,7
CUST0766,24,44156,2,6.8,1,0,78
CUST0767,35,40738,1,1.0,0,1,71
CUST0768,20,38282,3,5.8,1,2,63
CUST0769,33,40804,2,6.9,3,1,89
CUST0770,38,69479,9,10.6,1,3,22
CUST0771,18,35284,1,5.9,2,1,61
CUST0772,28,101870,10,14.1,1,5,21
CUST0773,36,51261,8,12.2,1,6,16
CUST0774,44,191816,23,18.9,0,7,11
CUST0775,18,30240,3,6.3,0,1,95
CUST0776,52,136808,18,20.6,0,7,12
CUST0777,34,89589,10,10.7,1,2,27
CUST0778,32,47600,1,3.7,1,1,44
CUST0779,35,98405,9,10.8,0,4,17
CUST0780,57,164010,20,16.7,1,9,11
CUST0781,33,41171,1,9.3,1,1,77
CUST0782,46,158891,16,27.5,1,10,6
CUST0783,25,87430,8,14.6,0,3,18
CUST0784,42,105522,9,9.0,0,5,15
CUST0785,50,177261,17,18.1,1,8,0
CUST0786,41,112285,9,14.2,1,6,17
CUST0787,46,194957,18,27.2,2,9,9
CUST0788,19,53307,3,5.2,2,0,69
CUST0789,45,99226,10,8.7,1,5,33
CUST0790,34,78123,9,12.0,1,5,16
CUST0791,24,30942,2,5.3,1,2,71
CUST0792,37,80995,9,13.6,1,5,18
CUST0793,32,42548,4,3.8,0,1,53
CUST0794,26,37682,2,4.6,3,0,53
CUST0795,39,37264,3,7.1,1,0,82
CUST0796,20,25000,3,5.1,1,0,57
CUST0797,27,47251,5,5.5,2,0,49
CUST0798,27,34975,1,8.1,1,0,85
CUST0799,32,81345,10,13.3,1,4,28
CUST0800,36,66875,10,12.1,1,6,14
