customer_id,age,monthly_income_rub,visits_per_month,avg_session_minutes,support_requests_3m,purchases_last_3m,days_since_last_purchase,monthly_spend_rub,premium_buyer
CUST0464,21,57582,3,4.9,1,1,49,2648.2,0
CUST0465,40,81654,9,10.3,1,6,34,6998.08,0
CUST0466,44,108079,8,11.8,0,5,38,6627.49,0
CUST0467,42,75534,8,13.4,1,3,19,5058.57,0
CUST0468,40,156353,20,20.5,0,11,0,12979.94,1
CUST0469,27,47054,4,4.4,2,1,48,3486.43,0
CUST0470,41,96239,9,10.9,1,2,24,4150.01,1
CUST0471,41,107239,8,13.7,1,3,22,5246.74,0
CUST0472,41,93754,6,8.4,1,3,26,5389.36,0
CUST0473,18,57069,3,4.9,1,1,55,2723.14,0
CUST0474,33,38394,1,4.9,0,1,70,2027.12,0
CUST0475,33,49385,4,5.4,2,0,82,500.0,0
CUST0476,20,42049,2,6.1,0,0,91,1458.11,0
CUST0477,37,106312,10,12.3,2,3,24,5505.44,0
CUST0478,34,91165,9,9.7,1,3,22,4870.98,0
CUST0479,21,104254,8,14.7,1,4,37,5701.83,0
CUST0480,38,96646,9,13.9,1,3,20,5539.38,1
CUST0481,43,110875,7,10.4,0,6,26,7601.58,0
CUST0482,26,46583,2,7.1,3,0,58,500.0,0
CUST0483,46,87831,9,10.2,2,4,22,6134.43,0
CUST0484,25,42095,3,8.0,2,2,69,1618.08,0
CUST0485,28,29196,2,5.4,1,2,79,2884.73,0
CUST0486,38,75014,9,12.0,0,3,22,5387.71,0
CUST0487,33,97501,9,5.7,1,5,12,6491.81,0
CUST0488,22,42019,1,7.9,1,1,91,1761.6,0
CUST0489,32,97918,8,7.3,1,2,35,4387.79,0
CUST0490,32,59769,7,14.2,2,5,23,5332.68,0
CUST0491,54,86980,13,15.1,0,3,19,5814.77,0
CUST0492,61,72764,9,13.4,1,4,17,5746.27,1
CUST0493,40,99123,12,14.1,1,3,20,5652.53,1
CUST0494,24,33578,1,3.0,1,0,58,500.0,0
CUST0495,41,101843,8,11.0,1,3,19,6322.2,0
CUST0496,42,104810,5,15.0,1,5,27,6414.17,0
CUST0497,40,85012,11,8.5,1,6,20,6852.33,1
CUST0498,40,78219,9,13.9,1,5,30,7139.65,1
CUST0499,63,106872,10,10.1,1,6,36,8483.28,1
CUST0500,27,97794,7,8.7,1,5,30,6537.86,0
CUST0501,30,88320,6,7.6,1,3,30,5481.86,0
CUST0502,52,147809,14,21.4,0,8,13,9277.58,1
CUST0503,41,188614,20,22.1,0,8,10,13545.23,1
CUST0504,30,95423,13,12.2,2,3,24,6176.24,0
CUST0505,31,77047,11,14.6,2,6,25,6802.33,0
CUST0506,43,74280,7,13.1,1,4,32,5913.22,0
CUST0507,18,44280,3,3.2,1,0,72,2216.72,0
CUST0508,42,178690,20,22.2,1,9,12,13309.52,1
CUST0509,44,104277,10,14.5,1,4,25,4576.48,0
CUST0510,22,31321,4,6.3,1,1,76,2279.5,0
CUST0511,25,41956,3,2.6,1,1,70,978.82,0
CUST0512,61,156578,20,27.0,0,12,7,15739.02,1
CUST0513,28,41409,2,5.6,2,1,68,1156.2,0
CUST0514,34,35995,2,6.1,3,2,54,1770.45,0
CUST0515,25,56439,1,3.1,1,1,81,1710.73,0
CUST0516,30,52581,1,7.3,1,2,53,2439.67,0
CUST0517,33,27732,3,3.9,2,2,90,1049.4,0
CUST0518,48,63708,10,14.1,1,3,31,3830.16,0
CUST0519,26,48439,2,4.5,2,2,104,500.0,0
CUST0520,40,191489,17,19.0,0,9,8,12661.95,1
CUST0521,38,183922,19,24.5,0,6,7,11863.16,1
CUST0522,36,76074,12,9.7,1,5,11,7635.73,0
CUST0523,32,47023,2,3.9,1,0,79,1409.18,0
CUST0524,40,104793,8,10.9,1,4,26,4987.26,0
CUST0525,30,49980,2,6.5,1,1,92,2057.0,0
CUST0526,53,78737,7,10.4,1,1,23,2998.38,0
CUST0527,50,149381,20,23.2,0,8,0,10581.8,1
CUST0528,48,140420,18,17.3,1,10,8,11897.07,1
CUST0529,48,65342,8,11.1,1,4,34,5783.44,0
CUST0530,31,47762,2,6.8,1,0,78,1078.13,0
CUST0531,37,78494,10,11.9,1,4,16,5045.75,0
CUST0532,42,70604,9,12.8,1,3,24,6302.61,0
CUST0533,45,95399,7,13.6,1,5,20,6290.19,0
CUST0534,39,97899,8,9.0,2,7,27,6302.79,1
CUST0535,30,54070,1,5.3,2,2,67,775.02,0
CUST0536,33,41256,3,4.8,1,2,77,2455.42,0
CUST0537,29,81167,9,10.8,1,4,17,5732.91,0
CUST0538,32,45538,3,6.0,1,0,76,664.53,0
CUST0539,35,47695,3,5.4,1,1,73,1807.55,0
CUST0540,54,147003,17,25.4,1,8,7,10984.75,1
CUST0541,51,230909,19,23.0,0,8,11,13066.33,1
CUST0542,45,61572,10,16.2,0,6,5,7975.6,0
CUST0543,31,176599,22,22.1,1,8,1,12649.87,0
CUST0544,55,113315,15,18.5,0,9,8,9382.95,1
CUST0545,30,37066,2,2.6,1,1,74,1481.23,0
CUST0546,35,94579,11,11.8,1,4,19,6608.87,0
CUST0547,41,90452,8,11.3,1,2,27,4595.95,0
CUST0548,23,59058,2,4.2,1,0,93,1952.45,0
CUST0549,30,118980,8,11.4,2,5,39,6755.05,0
CUST0550,33,60448,8,14.5,1,4,17,5571.91,0
CUST0551,41,92667,8,13.9,0,4,42,4436.89,1
CUST0552,26,37836,4,6.2,2,2,72,4829.93,0
CUST0553,28,26605,2,7.2,1,0,72,1770.02,0
CUST0554,45,116679,20,23.0,0,11,9,13624.69,1
CUST0555,30,46686,3,2.8,0,0,70,1300.26,0
CUST0556,33,52336,2,5.9,1,1,77,500.0,0
CUST0557,30,36638,4,5.0,2,1,95,1060.25,0
CUST0558,47,99362,9,14.4,3,4,25,6053.55,0
CUST0559,33,85546,6,9.4,1,4,36,5583.42,0
CUST0560,32,111995,11,12.1,1,5,17,7470.14,1
CUST0561,25,43848,2,6.1,1,0,82,1690.42,0
CUST0562,24,33345,2,4.7,1,2,79,2243.75,0
CUST0563,53,154259,20,20.2,1,10,6,11394.76,1
CUST0564,36,59754,10,14.1,3,4,20,4407.56,0
CUST0565,39,77019,9,7.6,2,3,24,3435.65,0
CUST0566,35,89819,10,15.2,1,5,34,7062.99,0
CUST0567,46,107168,10,8.8,0,4,29,6082.88,0
CUST0568,34,52792,4,3.9,2,1,49,1692.91,0
CUST0569,41,122284,9,17.4,1,4,15,7715.09,1
CUST0570,32,110499,11,14.5,1,4,24,7191.12,0
CUST0571,29,59774,3,5.1,2,2,100,3029.79,0
CUST0572,46,179977,23,22.3,1,9,6,12664.77,1
CUST0573,51,86164,9,10.1,1,6,35,6928.81,1
CUST0574,36,98448,10,12.1,1,5,22,6516.94,0
CUST0575,66,133686,16,18.1,1,10,9,11719.57,1
CUST0576,32,86094,9,8.5,0,3,29,5185.24,0
CUST0577,35,126427,21,12.7,1,6,10,8475.39,1
CUST0578,63,53629,10,8.0,1,4,25,4280.39,0
CUST0579,37,197282,18,16.8,1,9,13,13243.23,1
CUST0580,26,43089,4,6.2,2,1,71,2722.51,1
CUST0581,34,80967,8,8.9,1,6,23,7235.16,1
CUST0582,42,87418,8,12.4,1,1,30,3950.09,0
CUST0583,21,28771,3,7.9,2,0,75,617.54,0
CUST0584,42,42226,10,9.8,0,4,27,3611.44,0
CUST0585,53,166221,17,18.1,1,7,10,10256.56,1
CUST0586,24,87652,10,9.1,1,4,19,6521.21,0
CUST0587,29,56574,4,6.1,1,1,68,2439.57,0
CUST0588,31,61198,2,3.5,1,2,71,3039.87,0
CUST0589,31,40575,2,4.9,1,2,71,2541.19,0
CUST0590,20,39895,4,4.7,1,1,79,2871.53,0
CUST0591,52,183701,16,18.1,0,7,9,10950.16,1
CUST0592,18,122887,7,16.5,0,3,9,6366.77,1
CUST0593,20,29647,3,6.6,3,1,75,500.0,0
CUST0594,33,97431,11,14.2,0,5,24,6709.85,1
CUST0595,23,57680,3,5.8,1,3,90,2235.34,0
CUST0596,25,43312,2,6.2,3,0,56,500.0,0
CUST0597,53,106027,11,11.4,1,2,29,5407.88,0
CUST0598,41,86626,9,12.4,2,2,29,4363.85,0
CUST0599,33,161451,23,26.0,1,12,7,15312.43,1
CUST0600,33,79159,5,14.8,1,3,16,4619.16,0
CUST0601,54,63426,8,9.7,2,4,20,5128.36,0
CUST0602,50,98751,10,6.1,1,6,33,5346.49,1
CUST0603,39,209488,20,18.7,1,5,4,10398.76,1
CUST0604,22,83901,11,8.8,1,4,36,5422.6,0
CUST0605,53,130514,18,19.6,1,10,9,11174.87,1
CUST0606,49,76698,9,11.6,1,2,34,3534.36,0
CUST0607,43,148736,22,24.0,1,10,6,12828.14,1
CUST0608,32,35759,4,5.0,2,2,72,1776.44,0
CUST0609,45,79394,9,12.0,2,4,37,5242.03,0
CUST0610,36,68933,7,10.8,2,4,21,6141.35,0
CUST0611,48,76350,8,16.0,1,4,29,6452.5,0
CUST0612,39,104824,7,12.0,0,3,20,5782.38,0
CUST0613,43,166340,16,22.3,1,9,6,12104.54,1
CUST0614,51,245649,19,20.6,1,12,10,13439.42,1
CUST0615,42,47601,1,5.9,1,2,59,2266.93,0
CUST0616,33,113778,9,10.8,0,2,15,5233.17,0
CUST0617,33,115128,8,11.5,0,5,39,5161.76,0
CUST0618,34,28977,3,7.3,2,1,97,2648.75,0
CUST0619,23,33720,3,3.4,1,1,65,1594.81,0
CUST0620,26,38081,4,5.9,3,1,69,500.0,0
CUST0621,23,96069,7,14.8,1,4,18,6442.16,1
CUST0622,30,109013,10,11.5,1,4,27,5508.91,0
CUST0623,43,205456,19,23.4,1,11,4,15054.5,0
CUST0624,40,85860,9,10.8,1,6,17,6200.68,0
CUST0625,52,220129,18,21.4,0,9,2,13650.53,1
CUST0626,37,83754,7,13.6,0,5,39,7352.27,0
CUST0627,33,96743,9,8.9,1,4,37,5407.13,0
CUST0628,19,32747,3,7.1,1,1,53,1514.41,0
CUST0629,34,86015,7,10.6,2,4,17,5176.71,0
CUST0630,40,200368,19,26.7,1,9,9,10641.92,1
CUST0631,47,203637,21,17.6,1,9,4,12965.0,1
CUST0632,58,173856,20,23.7,1,10,11,13509.79,1
CUST0633,34,41181,3,8.1,3,1,66,2777.96,0
CUST0634,40,84850,10,12.0,1,4,26,5486.21,0
CUST0635,34,50729,2,6.6,2,0,81,935.33,0
CUST0636,35,48400,3,5.7,1,0,60,1135.64,0
CUST0637,33,86038,9,10.5,1,6,29,6369.43,0
CUST0638,37,77712,8,14.2,1,3,24,5071.12,0
CUST0639,37,103887,10,16.9,2,6,44,7971.4,0
CUST0640,54,150459,19,19.1,1,8,5,11414.71,0
CUST0641,22,66711,7,10.1,1,4,31,5633.68,0
CUST0642,52,170451,22,23.8,1,11,0,13661.22,1
CUST0643,33,56142,1,7.6,1,0,69,812.08,0
CUST0644,30,48114,4,4.8,1,1,96,500.0,0
CUST0645,38,72630,9,11.7,1,4,28,5235.51,1
CUST0646,46,164806,15,22.4,0,11,9,13943.06,0
CUST0647,24,30817,2,7.4,3,0,66,517.94,0
CUST0648,23,64351,10,7.7,1,4,27,5088.86,0
CUST0649,44,94563,8,12.1,1,6,30,7989.51,0
CUST0650,23,39881,2,4.0,2,2,68,2427.31,0
CUST0651,43,68491,9,11.9,1,3,7,4084.39,0
CUST0652,48,208777,20,21.2,1,11,5,14068.74,1
CUST0653,49,96279,8,11.7,1,4,20,5291.89,1
CUST0654,24,37916,1,5.6,1,1,75,1838.29,0
CUST0655,51,158742,18,17.9,0,9,5,11834.0,1
CUST0656,18,49374,2,4.2,1,1,91,914.12,0
CUST0657,55,117928,24,28.3,0,9,5,11972.65,1
CUST0658,31,40986,2,5.2,2,0,49,2643.58,0
CUST0659,36,83635,10,15.9,1,2,14,4543.31,1
CUST0660,24,103109,7,15.3,2,4,27,4819.81,0
CUST0661,24,32214,2,4.8,1,2,61,3432.62,0
CUST0662,59,138570,19,19.5,1,10,11,13049.21,1
CUST0663,28,34961,2,3.8,1,1,45,1489.9,0
CUST0664,33,36733,1,6.2,0,2,69,3549.8,0
CUST0665,32,41095,2,3.4,2,1,97,1762.55,0
CUST0666,29,68104,12,10.3,2,5,26,5908.03,0
CUST0667,47,155400,21,20.6,0,10,7,13168.77,1
CUST0668,39,210111,23,23.7,1,9,11,13054.24,1
CUST0669,38,41570,4,3.4,2,2,72,1829.86,0
CUST0670,46,77677,9,9.3,2,5,24,5004.16,0
CUST0671,24,32053,1,4.5,0,1,82,728.86,0
CUST0672,32,91042,12,11.2,1,2,35,4343.13,0
CUST0673,47,180901,21,19.6,1,8,9,11476.54,1
CUST0674,34,90799,7,12.5,1,3,24,5125.29,0
CUST0675,36,73911,13,14.3,1,5,10,4691.37,0
CUST0676,26,86214,9,14.0,0,4,24,6229.23,1
CUST0677,57,162308,23,18.6,1,9,6,12837.01,1
CUST0678,18,40994,11,14.7,2,4,15,4946.25,1
CUST0679,20,56837,5,6.2,1,0,94,1229.93,0
CUST0680,41,80628,9,8.8,2,4,32,5126.34,0
CUST0681,19,48837,2,4.8,2,1,48,1506.88,0
CUST0682,24,39977,3,5.3,1,1,86,500.0,0
CUST0683,18,50472,2,4.2,2,0,58,500.0,0
CUST0684,48,78270,10,10.2,1,3,24,5045.78,0
CUST0685,43,80513,10,16.7,0,3,22,5125.71,0
CUST0686,19,54635,1,5.2,2,1,58,500.0,0
CUST0687,31,93283,6,13.8,1,4,34,5138.97,0
CUST0688,44,159994,19,18.5,0,8,8,11374.71,0
CUST0689,53,102149,11,13.7,2,6,31,8002.11,0
CUST0690,37,84594,10,10.4,1,1,36,3553.29,0
CUST0691,35,44702,4,3.6,3,2,75,3205.95,0
CUST0692,45,202550,14,22.7,1,12,2,15515.09,1
CUST0693,24,31001,1,6.1,1,2,63,835.94,0
CUST0694,29,39503,3,6.5,2,1,57,1686.73,0
CUST0695,37,141844,17,20.4,0,10,2,10776.43,1
CUST0696,36,66725,8,11.1,1,4,19,6554.21,0
CUST0697,31,91512,9,14.7,1,5,24,7862.05,0
CUST0698,39,85803,10,11.6,2,4,21,5381.78,0
CUST0699,42,76879,11,9.2,1,5,9,8171.35,0
CUST0700,27,47143,3,5.9,2,1,97,1693.55,0
CUST0701,32,25748,5,4.6,3,1,87,500.0,0
CUST0702,25,56211,3,6.9,0,1,78,2060.87,0
CUST0703,24,42439,4,2.1,2,1,59,1826.96,0
CUST0704,55,161487,21,23.6,1,8,5,12418.94,1
CUST0705,20,26836,3,4.7,2,2,54,1921.68,0
CUST0706,41,109826,7,13.3,2,4,23,6291.55,0
CUST0707,42,98980,7,14.2,2,4,14,5796.11,0
CUST0708,28,84237,6,13.3,1,2,26,4131.23,0
CUST0709,34,77176,8,10.8,1,4,23,5063.35,0
CUST0710,58,77668,8,19.2,1,2,30,3754.49,1
CUST0711,46,153565,23,22.7,1,10,6,13486.82,1
CUST0712,39,118826,11,12.5,1,4,15,6607.31,0
CUST0713,45,173779,19,23.3,1,9,3,13859.14,1
CUST0714,47,156094,18,25.6,1,10,7,13121.94,1
CUST0715,36,95409,8,12.6,1,5,20,7100.98,1
CUST0716,23,37239,1,7.0,1,1,90,595.31,0
CUST0717,29,103327,11,13.6,1,4,20,5707.16,1
CUST0718,31,35760,3,5.0,1,1,66,652.02,0
CUST0719,25,84057,9,10.1,1,4,28,5406.55,0
CUST0720,48,132170,20,18.2,1,8,10,9784.83,1
CUST0721,41,108727,12,12.1,2,4,32,5497.23,0
CUST0722,19,72054,10,9.1,1,5,20,5298.36,0
CUST0723,21,41089,3,5.0,3,0,91,500.0,0
CUST0724,56,194415,18,22.7,1,8,9,13459.59,1
CUST0725,30,48049,1,6.2,1,1,102,875.61,0
CUST0726,33,33470,2,7.4,2,0,80,500.0,0
CUST0727,23,51461,4,4.2,1,1,60,2116.05,0
CUST0728,25,42440,3,5.7,1,1,70,1530.88,0
CUST0729,40,60963,8,11.4,0,6,24,6629.59,1
CUST0730,37,70555,9,9.9,1,1,16,4837.33,0
CUST0731,34,54489,3,4.8,1,2,73,4444.72,0
CUST0732,38,40588,4,8.0,1,1,58,859.13,0
CUST0733,25,42471,3,2.7,2,1,79,1749.08,0
CUST0734,37,56021,9,12.4,0,4,21,4205.04,0
CUST0735,23,38342,2,7.4,1,1,66,1911.59,0
CUST0736,43,100989,10,9.0,0,4,19,5214.95,1
CUST0737,18,39691,2,4.3,2,1,87,908.06,0
CUST0738,28,29381,2,3.6,1,0,77,500.0,0
CUST0739,18,99158,11,10.3,1,4,35,4720.71,0
CUST0740,60,85630,6,10.7,0,4,30,4581.43,0
CUST0741,32,26248,1,5.2,1,1,54,1406.63,0
CUST0742,30,43803,3,3.3,2,1,70,2274.48,0
CUST0743,57,202556,21,18.1,0,11,7,13463.59,1
CUST0744,21,38182,3,3.8,1,2,75,3017.59,0
CUST0745,38,52612,7,13.7,0,4,26,6319.15,0
CUST0746,32,89160,10,11.7,2,3,25,5548.31,1
CUST0747,32,43340,3,5.8,2,1,63,2624.86,0
CUST0748,29,92893,5,10.7,2,4,25,2693.15,0
CUST0749,40,97444,11,11.5,1,2,23,3840.65,0
CUST0750,40,204225,18,21.7,0,6,10,8994.68,1
CUST0751,26,44074,2,2.7,1,0,61,1650.88,0
CUST0752,28,43424,3,5.3,2,1,78,500.0,0
CUST0753,29,45880,3,4.7,3,1,78,1810.28,0
CUST0754,35,79548,6,15.4,1,5,46,6096.15,1
CUST0755,36,74403,8,11.1,1,2,35,4258.27,0
CUST0756,31,46239,3,6.5,2,1,83,1569.61,0
CUST0757,36,37698,3,6.1,1,0,67,501.18,0
CUST0758,43,171921,22,22.7,0,10,5,13674.7,1
CUST0759,25,41079,2,7.5,1,2,85,2531.41,0
CUST0760,46,82673,10,9.9,0,6,17,8073.3,0
CUST0761,34,89282,7,12.0,0,4,30,5813.14,0
CUST0762,32,41936,2,6.6,1,0,98,524.15,0
CUST0763,24,52619,2,3.2,1,2,84,1752.38,0
CUST0764,31,39600,2,6.0,1,1,76,500.0,0
CUST0765,45,191729,14,19.9,0,11,7,14748.8,1
CUST0766,24,44156,2,6.8,1,0,78,1870.7,0
CUST0767,35,40738,1,1.0,0,1,71,1699.5,0
CUST0768,20,38282,3,5.8,1,2,63,1463.82,0
CUST0769,33,40804,2,6.9,3,1,89,1962.14,0
CUST0770,38,69479,9,10.6,1,3,22,5229.02,0
CUST0771,18,35284,1,5.9,2,1,61,1457.94,0
CUST0772,28,101870,10,14.1,1,5,21,7452.14,0
CUST0773,36,51261,8,12.2,1,6,16,5871.65,0
CUST0774,44,191816,23,18.9,0,7,11,12588.54,1
CUST0775,18,30240,3,6.3,0,1,95,984.44,0
CUST0776,52,136808,18,20.6,0,7,12,9337.79,1
CUST0777,34,89589,10,10.7,1,2,27,2475.35,0
CUST0778,32,47600,1,3.7,1,1,44,1642.56,0
CUST0779,35,98405,9,10.8,0,4,17,5585.7,0
CUST0780,57,164010,20,16.7,1,9,11,11385.79,1
CUST0781,33,41171,1,9.3,1,1,77,1649.55,1
CUST0782,46,158891,16,27.5,1,10,6,12231.49,0
CUST0783,25,87430,8,14.6,0,3,18,6553.89,0
CUST0784,42,105522,9,9.0,0,5,15,7092.62,0
CUST0785,50,177261,17,18.1,1,8,0,11887.14,1
CUST0786,41,112285,9,14.2,1,6,17,7640.15,1
CUST0787,46,194957,18,27.2,2,9,9,13654.15,1
CUST0788,19,53307,3,5.2,2,0,69,500.0,0
CUST0789,45,99226,10,8.7,1,5,33,8235.55,0
CUST0790,34,78123,9,12.0,1,5,16,5429.26,0
CUST0791,24,30942,2,5.3,1,2,71,2743.21,0
CUST0792,37,80995,9,13.6,1,5,18,7067.1,0
CUST0793,32,42548,4,3.8,0,1,53,704.54,0
CUST0794,26,37682,2,4.6,3,0,53,1398.92,0
CUST0795,39,37264,3,7.1,1,0,82,1270.41,0
CUST0796,20,25000,3,5.1,1,0,57,500.0,0
CUST0797,27,47251,5,5.5,2,0,49,1108.06,0
CUST0798,27,34975,1,8.1,1,0,85,500.0,0
CUST0799,32,81345,10,13.3,1,4,28,6416.99,1
CUST0800,36,66875,10,12.1,1,6,14,8268.18,0
