date,team_id,planned_agents,active_agents,absence_count,shift_hours,backlog_start,backlog_end,incoming_tickets,resolved_tickets,avg_handle_time_min,overtime_hours,load_ts
2025-01-08,T013,17,17,0,136.0,6,5,11,12,22.8,0.0,2025-01-08 02:27:00
2025-06-30,T003,11,11,0,88.0,8,10,7,5,24.1,1.0,2025-06-30 03:45:00
2025-07-08,T023,18,17,1,136.0,8,0,4,19,42.3,1.4,2025-07-08 02:22:00
2025-01-31,T010,14,13,1,104.0,3,0,3,7,39.3,0.0,2025-01-31 03:55:00
2025-01-17,T011,8,8,0,64.0,9,5,4,8,22.9,0.0,2025-01-17 03:57:00
2025-06-11,T030,10,10,0,80.0,10,6,4,8,34.9,0.4,2025-06-11 02:26:00
2026-03-18,T025,15,15,0,120.0,6,3,5,8,31.0,0.4,2026-03-18 03:05:00
2026-01-07,T025,15,13,2,104.0,11,9,9,11,36.0,0.0,2026-01-07 02:16:00
2025-11-29,T005,15,13,2,97.5,4,4,5,5,39.6,0.0,2025-11-29 03:36:00
2026-01-12,T009,13,11,2,88.0,13,13,7,7,31.0,0.9,2026-01-12 03:50:00
2025-02-08,T008,5,3,2,22.5,6,2,4,8,67.0,1.1,2025-02-08 02:06:00
2025-01-23,T016,14,13,1,104.0,5,2,3,6,95.5,0.2,2025-01-23 02:49:00
2026-06-18,T005,17,16,1,128.0,2,1,11,12,32.0,0.6,2026-06-18 02:50:00
2025-05-21,T021,20,18,2,144.0,3,0,5,8,42.0,0.9,2025-05-21 02:56:00
2025-11-22,T011,6,6,0,45.0,4,0,3,12,33.2,0.0,2025-11-22 03:15:00
2026-06-27,T015,16,16,0,120.0,6,9,5,2,43.3,0.3,2026-06-27 03:13:00
2026-03-29,T008,5,5,0,37.5,9,9,3,3,68.0,0.0,2026-03-29 02:24:00
2025-11-06,T005,17,16,1,128.0,7,10,6,3,35.0,0.0,2025-11-06 02:22:00
2026-06-14,T026,8,7,1,52.5,10,7,7,10,54.1,1.3,2026-06-14 03:46:00
2025-11-21,T001,20,19,1,152.0,5,0,16,24,27.6,0.2,2025-11-21 02:48:00
2025-12-16,T029,20,18,2,144.0,5,0,7,15,18.0,0.6,2025-12-16 02:45:00
2025-06-01,T015,16,15,1,112.5,9,8,1,2,25.2,1.0,2025-06-01 02:23:00
2025-12-23,T007,10,10,0,80.0,3,5,6,4,42.5,1.1,2025-12-23 03:45:00
2025-06-04,T027,8,7,1,56.0,8,0,5,14,45.2,0.8,2025-06-04 02:53:00
2026-01-30,T029,20,20,0,160.0,10,4,9,15,39.6,0.6,2026-01-30 03:44:00
2026-03-30,T012,10,9,1,72.0,5,6,4,3,53.1,0.9,2026-03-30 03:02:00
2026-02-27,T002,15,14,1,112.0,10,6,10,14,44.3,0.0,2026-02-27 02:37:00
2025-10-24,T008,7,7,0,56.0,5,2,1,4,71.8,0.0,2025-10-24 02:26:00
2025-09-27,T031,13,12,1,90.0,10,9,1,2,34.6,0.0,2025-09-27 03:45:00
2026-04-13,T017,12,11,1,88.0,7,5,13,15,26.1,0.8,2026-04-13 02:07:00
2025-07-25,T016,14,12,2,96.0,7,0,3,10,77.9,0.0,2025-07-25 03:01:00
2026-04-01,T009,13,13,0,104.0,7,0,7,15,39.4,0.2,2026-04-01 03:25:00
2025-09-27,T028,4,4,0,30.0,3,0,2,7,85.4,0.6,2025-09-27 02:42:00
2025-08-03,T007,8,8,0,60.0,6,2,2,6,41.7,0.0,2025-08-03 02:43:00
2025-05-26,T026,10,9,1,72.0,6,3,6,9,44.5,0.7,2025-05-26 02:39:00
2025-02-06,T032,11,10,1,80.0,11,3,4,12,72.8,0.4,2025-02-06 02:15:00
2025-05-29,T010,14,13,1,104.0,8,4,6,10,53.6,0.1,2025-05-29 03:17:00
2025-07-03,T021,20,20,0,160.0,7,0,9,21,31.2,1.1,2025-07-03 02:52:00
2025-02-25,T014,17,16,1,128.0,4,3,5,6,63.6,0.8,2025-02-25 03:45:00
2026-05-22,T030,10,9,1,72.0,8,3,6,11,49.4,0.0,2026-05-22 02:25:00
2026-01-21,T009,13,13,0,104.0,6,0,5,13,32.0,0.6,2026-01-21 02:14:00
2026-06-27,T010,12,12,0,90.0,4,0,3,11,59.7,0.2,2026-06-27 03:12:00
2025-05-26,T010,14,14,0,112.0,4,3,4,5,72.1,0.5,2025-05-26 03:34:00
2025-03-10,T002,15,13,2,104.0,4,2,5,7,52.5,0.0,2025-03-10 03:58:00
2026-03-10,T013,17,16,1,128.0,7,4,7,10,28.5,0.0,2026-03-10 02:55:00
2026-02-21,T013,15,14,1,105.0,7,0,9,18,36.1,0.5,2026-02-21 02:55:00
2026-06-20,T007,8,7,1,52.5,6,6,4,4,49.4,0.8,2026-06-20 02:36:00
2026-01-18,T009,11,11,0,82.5,9,7,2,4,32.5,0.3,2026-01-18 02:47:00
2026-04-23,T006,17,17,0,136.0,7,4,3,6,73.6,0.3,2026-04-23 03:51:00
2025-09-23,T005,17,17,0,136.0,5,4,9,10,27.2,0.0,2025-09-23 03:04:00
2025-10-01,T014,17,16,1,128.0,10,6,9,13,64.2,0.9,2025-10-01 03:51:00
2025-12-20,T018,11,11,0,82.5,10,13,5,2,67.7,0.8,2025-12-20 03:10:00
2026-05-06,T002,15,15,0,120.0,11,6,12,17,71.8,0.8,2026-05-06 02:00:00
2025-09-14,T001,18,17,1,127.5,10,7,7,10,22.8,0.0,2025-09-14 03:21:00
2026-03-06,T002,15,15,0,120.0,9,6,8,11,43.3,0.7,2026-03-06 02:15:00
2025-11-05,T026,10,9,1,72.0,7,8,5,4,39.8,0.1,2025-11-05 03:17:00
2025-02-27,T019,12,11,1,88.0,9,9,6,6,50.8,0.2,2025-02-27 03:23:00
2026-02-05,T022,16,16,0,128.0,9,6,6,9,73.7,0.5,2026-02-05 02:09:00
2025-07-26,T024,14,14,0,105.0,16,15,3,4,83.0,1.0,2025-07-26 02:28:00
2025-12-24,T007,10,9,1,72.0,7,5,11,13,23.7,0.8,2025-12-24 03:01:00
2025-08-19,T022,16,15,1,120.0,6,2,6,10,56.7,0.8,2025-08-19 02:58:00
2025-02-26,T021,20,20,0,160.0,4,3,2,3,31.5,0.4,2025-02-26 02:33:00
2026-02-24,T029,20,19,1,152.0,4,0,6,13,41.6,0.7,2026-02-24 02:04:00
2025-12-21,T017,10,9,1,67.5,5,0,6,20,42.3,0.9,2025-12-21 03:30:00
2026-06-21,T006,15,15,0,112.5,7,0,6,13,66.0,0.2,2026-06-21 02:07:00
2026-03-07,T019,10,8,2,60.0,7,5,3,5,51.0,0.3,2026-03-07 02:44:00
2025-01-09,T023,18,17,1,136.0,9,4,10,15,38.8,0.0,2025-01-09 02:30:00
2025-05-06,T008,7,6,1,48.0,7,4,3,6,92.9,0.1,2025-05-06 03:50:00
2025-12-30,T019,12,12,0,96.0,7,4,5,8,29.3,0.4,2025-12-30 03:40:00
2025-08-02,T010,12,11,1,82.5,3,0,3,9,67.1,0.9,2025-08-02 03:30:00
2026-06-27,T004,8,7,1,52.5,10,4,4,10,76.5,0.7,2026-06-27 03:41:00
2025-10-08,T026,10,10,0,80.0,6,0,4,15,57.8,0.9,2025-10-08 02:19:00
2025-01-29,T009,13,12,1,96.0,5,6,7,6,24.8,1.0,2025-01-29 03:24:00
2025-05-24,T029,18,18,0,135.0,7,5,10,12,34.1,1.3,2025-05-24 02:42:00
2025-06-22,T026,8,7,1,52.5,6,5,1,2,64.1,1.0,2025-06-22 02:12:00
2026-05-17,T011,6,5,1,37.5,8,8,4,4,38.0,0.3,2026-05-17 03:38:00
2026-03-22,T015,16,16,0,120.0,9,4,4,9,30.7,0.4,2026-03-22 02:40:00
2026-01-13,T032,11,10,1,80.0,9,6,2,5,57.3,0.0,2026-01-13 02:51:00
2025-07-05,T032,9,8,1,60.0,11,10,1,2,71.8,0.0,2025-07-05 03:28:00
2026-04-10,T008,7,7,0,56.0,7,4,2,5,88.1,0.5,2026-04-10 02:12:00
2025-09-28,T013,15,14,1,105.0,4,0,7,23,37.9,0.1,2025-09-28 03:43:00
2026-04-01,T031,15,14,1,112.0,8,9,5,4,24.5,0.6,2026-04-01 02:29:00
2026-05-21,T031,15,15,0,120.0,8,5,6,9,27.0,0.6,2026-05-21 02:55:00
2026-05-08,T026,10,10,0,80.0,6,5,5,6,58.6,1.1,2026-05-08 02:54:00
2025-06-10,T012,10,10,0,80.0,11,6,4,9,65.0,0.3,2025-06-10 02:03:00
2025-06-22,T032,9,9,0,67.5,1,4,3,0,95.4,0.0,2025-06-22 03:39:00
2026-04-03,T012,10,9,1,72.0,7,9,3,1,67.4,0.1,2026-04-03 03:21:00
2025-12-27,T001,18,18,0,135.0,5,0,10,15,36.5,0.3,2025-12-27 03:17:00
2026-02-27,T030,10,8,2,64.0,10,8,10,12,35.7,0.6,2026-02-27 03:00:00
2025-06-04,T030,10,10,0,80.0,9,8,13,14,40.9,1.1,2025-06-04 03:39:00
2025-12-11,T022,16,16,0,128.0,8,4,5,9,41.8,0.0,2025-12-11 02:05:00
2025-07-29,T023,18,17,1,136.0,10,4,3,9,44.5,0.0,2025-07-29 02:04:00
2025-01-19,T020,14,13,1,97.5,3,2,5,6,90.4,0.0,2025-01-19 03:42:00
2025-05-05,T029,20,18,2,144.0,7,2,6,11,21.1,0.2,2025-05-05 03:23:00
2025-12-09,T022,16,16,0,128.0,3,0,3,8,60.1,0.7,2025-12-09 02:48:00
2026-03-27,T013,17,17,0,136.0,11,1,8,18,26.8,0.8,2026-03-27 03:31:00
2025-03-14,T025,15,14,1,112.0,9,7,7,9,39.3,0.0,2025-03-14 03:53:00
2026-05-14,T013,17,17,0,136.0,5,1,9,13,23.3,0.0,2026-05-14 03:08:00
2025-02-19,T018,13,13,0,104.0,6,3,7,10,37.5,0.0,2025-02-19 02:59:00
2025-08-21,T023,18,18,0,144.0,7,0,5,12,44.0,0.4,2025-08-21 02:18:00
2026-03-16,T023,18,18,0,144.0,5,0,6,12,47.8,0.8,2026-03-16 03:31:00
2025-02-07,T014,17,16,1,128.0,9,10,10,9,65.5,0.0,2025-02-07 03:05:00
2026-04-17,T013,17,17,0,136.0,8,6,5,7,32.2,0.0,2026-04-17 03:12:00
2025-06-14,T018,11,11,0,82.5,11,10,6,7,36.2,0.0,2025-06-14 03:35:00
2025-02-04,T027,8,8,0,64.0,9,5,8,12,31.9,0.8,2025-02-04 03:57:00
2025-09-11,T024,16,16,0,128.0,9,4,4,9,54.5,0.4,2025-09-11 02:28:00
2025-02-18,T017,12,12,0,96.0,4,0,8,16,31.4,0.8,2025-02-18 03:02:00
2025-05-26,T023,18,18,0,144.0,11,7,8,12,29.6,0.3,2025-05-26 03:25:00
2026-02-18,T018,13,12,1,96.0,7,0,14,22,52.7,0.0,2026-02-18 03:30:00
2026-02-02,T028,6,6,0,48.0,14,13,6,7,91.7,1.2,2026-02-02 02:55:00
2025-10-10,T025,15,14,1,112.0,6,5,8,9,40.8,0.0,2025-10-10 02:18:00
2025-07-17,T021,20,20,0,160.0,7,7,3,3,44.6,0.1,2025-07-17 02:31:00
2025-03-10,T009,13,13,0,104.0,7,6,12,13,41.0,0.0,2025-03-10 02:50:00
2026-04-14,T026,10,10,0,80.0,10,2,10,18,35.9,0.7,2026-04-14 03:52:00
2025-09-30,T029,20,18,2,144.0,4,4,5,5,20.3,0.1,2025-09-30 03:47:00
2025-06-28,T025,13,13,0,97.5,10,6,3,7,22.4,0.5,2025-06-28 03:13:00
2026-05-27,T032,11,10,1,80.0,9,7,4,6,90.5,0.0,2026-05-27 02:44:00
2026-01-15,T015,18,18,0,144.0,9,7,5,7,51.5,0.6,2026-01-15 03:19:00
2025-08-13,T013,17,17,0,136.0,2,2,10,10,43.0,0.0,2025-08-13 02:08:00
2026-02-21,T006,15,13,2,97.5,9,2,8,15,72.5,0.0,2026-02-21 02:02:00
2025-06-30,T018,13,13,0,104.0,4,0,5,11,47.9,0.2,2025-06-30 03:12:00
2025-04-19,T017,10,8,2,60.0,10,8,1,3,29.9,0.1,2025-04-19 03:12:00
2026-03-03,T013,17,17,0,136.0,4,0,10,15,20.0,0.1,2026-03-03 02:32:00
2026-02-07,T005,15,12,3,90.0,10,3,6,13,25.9,0.4,2026-02-07 02:52:00
2025-03-18,T031,15,15,0,120.0,8,2,2,8,40.3,0.2,2025-03-18 02:44:00
2026-03-12,T031,15,13,2,104.0,7,0,6,14,51.8,1.0,2026-03-12 03:39:00
2026-06-17,T009,13,12,1,96.0,10,8,10,12,23.8,0.8,2026-06-17 03:36:00
2025-04-25,T026,10,10,0,80.0,9,6,5,8,67.7,0.4,2025-04-25 03:56:00
2026-03-26,T009,13,13,0,104.0,8,2,8,14,26.6,0.0,2026-03-26 03:46:00
2026-01-13,T013,17,17,0,136.0,9,4,9,14,33.8,0.0,2026-01-13 02:38:00
2025-02-03,T011,8,8,0,64.0,8,5,7,10,39.1,0.0,2025-02-03 03:49:00
2026-01-14,T006,17,16,1,128.0,11,6,10,15,35.7,0.0,2026-01-14 03:54:00
2025-07-30,T004,10,10,0,80.0,9,11,2,0,62.0,0.8,2025-07-30 03:42:00
2026-04-10,T030,10,9,1,72.0,10,6,11,15,37.1,0.2,2026-04-10 02:36:00
2026-05-14,T006,17,16,1,128.0,3,1,7,9,73.7,0.3,2026-05-14 02:34:00
2026-03-27,T027,8,8,0,64.0,7,3,6,10,26.9,0.4,2026-03-27 03:57:00
2025-11-19,T032,11,11,0,88.0,5,4,2,3,78.7,0.7,2025-11-19 02:45:00
2025-04-07,T015,18,17,1,136.0,8,9,6,5,22.5,0.0,2025-04-07 02:25:00
2025-12-13,T015,16,16,0,120.0,8,11,7,4,32.4,0.4,2025-12-13 02:17:00
2025-06-13,T026,10,7,3,56.0,7,0,5,14,70.6,0.1,2025-06-13 02:31:00
2026-02-03,T020,16,16,0,128.0,8,6,2,4,54.1,1.4,2026-02-03 03:38:00
2026-06-09,T012,10,10,0,80.0,7,9,4,2,78.0,0.2,2026-06-09 02:20:00
2025-08-07,T025,15,15,0,120.0,7,2,7,12,22.9,1.2,2025-08-07 02:16:00
2025-03-19,T028,6,5,1,40.0,11,9,4,6,55.1,0.8,2025-03-19 03:51:00
2025-05-11,T015,16,15,1,112.5,4,1,3,6,51.4,0.0,2025-05-11 03:14:00
2025-10-09,T024,16,15,1,120.0,7,4,2,5,61.2,0.0,2025-10-09 03:56:00
2025-05-04,T030,8,8,0,60.0,6,1,4,9,47.4,0.3,2025-05-04 02:37:00
2025-12-11,T011,8,7,1,56.0,8,3,4,9,31.2,0.3,2025-12-11 03:14:00
2025-11-02,T017,10,10,0,75.0,7,2,4,9,24.1,0.1,2025-11-02 02:53:00
2026-01-07,T017,12,12,0,96.0,5,2,11,14,22.8,0.6,2026-01-07 03:27:00
2025-01-19,T022,14,13,1,97.5,7,0,3,10,67.2,0.0,2025-01-19 02:08:00
2025-04-25,T001,20,19,1,152.0,3,0,8,12,43.2,0.2,2025-04-25 02:40:00
2025-09-18,T006,17,17,0,136.0,12,9,4,7,73.7,0.0,2025-09-18 03:28:00
2025-02-26,T007,10,9,1,72.0,5,3,5,7,51.7,0.0,2025-02-26 03:44:00
2026-05-02,T002,13,12,1,90.0,5,4,7,8,71.5,1.0,2026-05-02 03:35:00
2026-05-19,T019,12,11,1,88.0,9,3,7,13,43.5,0.2,2026-05-19 03:31:00
2025-03-07,T007,10,10,0,80.0,5,0,2,7,52.7,0.7,2025-03-07 03:54:00
2026-05-24,T009,11,8,3,60.0,4,0,9,13,30.7,0.0,2026-05-24 03:57:00
2026-02-02,T010,14,13,1,104.0,9,6,6,9,45.1,0.7,2026-02-02 02:39:00
2025-11-23,T017,10,10,0,75.0,3,1,6,8,36.7,0.2,2025-11-23 03:16:00
2025-11-25,T009,13,11,2,88.0,8,2,9,15,18.8,0.2,2025-11-25 03:40:00
2025-03-04,T017,12,11,1,88.0,5,7,11,9,42.5,0.6,2025-03-04 02:23:00
2025-02-10,T014,17,17,0,136.0,6,5,5,6,67.2,0.0,2025-02-10 03:23:00
2026-01-17,T025,13,12,1,90.0,14,9,11,16,21.3,0.0,2026-01-17 02:27:00
2026-02-20,T011,8,8,0,64.0,10,6,1,5,51.3,0.0,2026-02-20 02:42:00
2025-05-02,T022,16,14,2,112.0,7,6,8,9,60.4,0.2,2025-05-02 02:21:00
2025-01-02,T011,8,7,1,56.0,5,3,4,6,23.9,0.0,2025-01-02 02:39:00
2025-10-09,T008,7,6,1,48.0,11,7,4,8,59.1,1.0,2025-10-09 03:38:00
2026-01-15,T010,14,13,1,104.0,8,5,5,8,37.1,0.4,2026-01-15 03:37:00
2025-05-03,T029,18,17,1,127.5,4,0,8,15,25.0,0.1,2025-05-03 02:09:00
2025-01-14,T015,18,18,0,144.0,3,0,5,10,47.0,0.7,2025-01-14 03:40:00
2025-01-03,T016,14,14,0,112.0,4,0,1,6,62.8,0.0,2025-01-03 03:28:00
2026-05-20,T019,12,12,0,96.0,8,0,6,14,27.2,0.9,2026-05-20 02:40:00
2025-11-12,T028,6,5,1,40.0,5,1,1,5,71.7,0.3,2025-11-12 03:35:00
2026-04-27,T006,17,17,0,136.0,10,6,16,20,55.8,0.0,2026-04-27 02:18:00
2025-10-11,T009,11,11,0,82.5,7,4,7,10,29.2,0.0,2025-10-11 02:15:00
2025-11-23,T014,15,15,0,112.5,7,3,1,5,75.2,0.0,2025-11-23 03:20:00
2025-08-24,T012,8,8,0,60.0,5,5,2,2,77.0,0.0,2025-08-24 03:08:00
2026-06-06,T006,15,15,0,112.5,8,9,8,7,39.8,0.0,2026-06-06 03:41:00
2026-02-03,T025,15,15,0,120.0,10,7,6,9,19.2,0.7,2026-02-03 03:03:00
2025-02-13,T019,12,12,0,96.0,4,0,5,13,48.4,0.0,2025-02-13 02:31:00
2025-03-20,T011,8,8,0,64.0,13,13,7,7,33.1,0.6,2025-03-20 02:02:00
2026-03-01,T015,16,16,0,120.0,6,2,2,6,42.9,0.1,2026-03-01 02:54:00
2025-09-06,T001,18,15,3,112.5,3,2,6,7,40.2,0.0,2025-09-06 02:12:00
2026-06-17,T004,10,10,0,80.0,7,7,3,3,62.4,0.6,2026-06-17 02:53:00
2025-08-16,T016,12,11,1,82.5,8,3,2,7,93.5,0.1,2025-08-16 03:50:00
2025-08-06,T015,18,18,0,144.0,6,0,5,13,25.8,0.3,2025-08-06 03:20:00
2025-02-19,T011,8,7,1,56.0,5,0,4,13,51.4,0.2,2025-02-19 02:34:00
2026-01-27,T018,13,13,0,104.0,6,7,10,9,74.2,0.0,2026-01-27 02:57:00
2025-05-09,T030,10,9,1,72.0,8,2,7,13,56.2,0.1,2025-05-09 03:31:00
2025-03-09,T004,8,8,0,60.0,4,0,2,6,79.3,0.9,2025-03-09 03:28:00
2026-01-08,T026,10,7,3,56.0,11,8,4,7,35.6,0.0,2026-01-08 02:43:00
2025-10-22,T024,16,15,1,120.0,9,6,2,5,92.1,0.0,2025-10-22 03:47:00
2025-08-15,T030,10,9,1,72.0,4,3,4,5,41.0,0.4,2025-08-15 02:37:00
2026-06-05,T007,10,9,1,72.0,9,4,6,11,22.6,0.1,2026-06-05 02:43:00
2026-02-07,T010,12,12,0,90.0,4,1,6,9,56.7,0.1,2026-02-07 02:23:00
2026-04-06,T007,10,10,0,80.0,7,2,3,8,49.5,0.0,2026-04-06 03:06:00
2025-09-29,T009,13,12,1,96.0,4,4,7,7,32.9,0.0,2025-09-29 02:25:00
2025-09-12,T024,16,16,0,128.0,8,0,4,13,94.4,0.6,2025-09-12 03:15:00
2025-06-18,T031,15,13,2,104.0,10,6,3,7,38.9,0.0,2025-06-18 02:36:00
2025-03-17,T016,14,14,0,112.0,6,3,3,6,60.8,0.8,2025-03-17 03:28:00
2026-06-14,T014,15,15,0,112.5,12,13,8,7,50.5,0.0,2026-06-14 03:36:00
2025-01-31,T007,10,9,1,72.0,6,0,9,22,41.2,0.0,2025-01-31 02:04:00
2025-03-12,T004,10,9,1,72.0,9,2,3,10,53.0,0.7,2025-03-12 03:50:00
2026-02-05,T007,10,10,0,80.0,7,2,5,10,22.4,0.0,2026-02-05 02:36:00
2026-02-08,T028,4,4,0,30.0,9,6,2,5,68.7,0.5,2026-02-08 03:52:00
2025-05-19,T013,17,17,0,136.0,6,4,5,7,20.3,0.0,2025-05-19 02:01:00
2025-11-17,T016,14,14,0,112.0,8,4,4,8,54.9,0.4,2025-11-17 02:54:00
2025-10-17,T005,17,16,1,128.0,4,0,3,8,33.8,0.0,2025-10-17 03:06:00
2025-02-05,T011,8,8,0,64.0,5,0,2,10,42.3,0.6,2025-02-05 03:32:00
2025-02-25,T032,11,11,0,88.0,8,2,3,9,79.5,1.2,2025-02-25 02:31:00
2025-02-04,T009,13,12,1,96.0,10,10,5,5,36.7,0.2,2025-02-04 02:53:00
2026-04-08,T029,20,20,0,160.0,8,3,4,9,41.1,1.2,2026-04-08 03:32:00
2025-08-09,T027,6,6,0,45.0,7,1,2,8,35.3,0.3,2025-08-09 02:10:00
2026-02-19,T004,10,9,1,72.0,11,4,7,14,83.1,0.2,2026-02-19 03:46:00
2025-07-22,T015,18,16,2,128.0,4,4,4,4,38.3,0.7,2025-07-22 03:19:00
2026-03-12,T024,16,15,1,120.0,10,0,4,16,60.8,0.8,2026-03-12 03:13:00
2025-12-22,T019,12,8,4,64.0,10,0,5,18,22.2,0.0,2025-12-22 03:19:00
2025-05-17,T021,18,18,0,135.0,5,0,5,12,22.2,0.0,2025-05-17 02:57:00
2026-06-01,T016,14,13,1,104.0,7,2,7,12,81.2,0.0,2026-06-01 02:48:00
2025-10-30,T005,17,16,1,128.0,7,4,4,7,32.5,0.6,2025-10-30 02:19:00
2025-04-23,T030,10,9,1,72.0,5,5,6,6,74.1,0.6,2025-04-23 02:19:00
2025-02-13,T005,17,17,0,136.0,5,4,11,12,44.5,0.0,2025-02-13 03:19:00
2025-05-19,T005,17,17,0,136.0,4,1,8,11,21.2,0.0,2025-05-19 03:36:00
2025-04-05,T006,15,15,0,112.5,6,5,6,7,46.2,0.9,2025-04-05 03:44:00
2025-04-09,T010,14,12,2,96.0,8,5,12,15,38.9,0.0,2025-04-09 02:01:00
2025-08-18,T024,16,16,0,128.0,8,4,6,10,82.3,0.9,2025-08-18 02:30:00
2025-09-27,T003,9,7,2,52.5,2,0,3,11,47.9,0.1,2025-09-27 02:39:00
2026-03-02,T009,13,12,1,96.0,2,5,10,7,38.8,0.3,2026-03-02 03:09:00
2025-07-15,T018,13,13,0,104.0,8,1,6,13,64.7,1.1,2025-07-15 03:14:00
2025-05-16,T006,17,17,0,136.0,3,5,6,4,67.6,0.0,2025-05-16 03:48:00
2025-06-22,T029,18,17,1,127.5,5,4,2,3,35.0,0.0,2025-06-22 02:31:00
2026-05-18,T006,17,16,1,128.0,5,0,4,14,38.4,0.1,2026-05-18 02:28:00
2026-03-17,T011,8,8,0,64.0,10,0,8,20,28.8,0.5,2026-03-17 03:02:00
2025-02-06,T025,15,13,2,104.0,7,7,11,11,44.4,0.5,2025-02-06 03:18:00
2025-07-23,T017,12,12,0,96.0,6,6,10,10,39.3,0.9,2025-07-23 03:40:00
2025-07-08,T012,10,10,0,80.0,5,2,1,4,56.6,0.5,2025-07-08 03:31:00
2026-01-23,T006,17,16,1,128.0,7,6,10,11,71.0,0.2,2026-01-23 02:14:00
2025-05-27,T006,17,16,1,128.0,8,1,3,10,50.0,0.0,2025-05-27 02:54:00
2025-12-20,T020,14,14,0,105.0,4,0,3,13,76.4,0.9,2025-12-20 03:52:00
2025-12-25,T014,17,16,1,128.0,7,6,2,3,45.5,0.0,2025-12-25 03:15:00
2025-08-16,T007,8,7,1,52.5,4,0,2,6,22.4,1.0,2025-08-16 03:16:00
2025-10-08,T002,15,14,1,112.0,8,5,6,9,67.4,0.3,2025-10-08 03:20:00
2025-10-21,T001,20,18,2,144.0,5,4,6,7,42.4,0.0,2025-10-21 02:19:00
2026-05-31,T015,16,16,0,120.0,3,1,1,3,48.1,0.4,2026-05-31 02:03:00
2025-12-11,T010,14,14,0,112.0,7,5,8,10,55.5,0.0,2025-12-11 02:59:00
2025-04-24,T002,15,15,0,120.0,4,0,5,9,55.5,0.0,2025-04-24 02:27:00
2025-09-26,T014,17,17,0,136.0,4,0,7,15,72.0,0.2,2025-09-26 03:08:00
2025-03-27,T014,17,16,1,128.0,7,0,12,20,50.7,0.0,2025-03-27 03:22:00
2025-10-17,T029,20,19,1,152.0,3,0,9,13,26.1,0.6,2025-10-17 03:14:00
2025-04-06,T005,15,15,0,112.5,3,0,4,9,27.8,0.3,2025-04-06 03:26:00
2026-01-28,T002,15,14,1,112.0,9,5,5,9,43.6,0.1,2026-01-28 03:10:00
2026-06-29,T016,14,13,1,104.0,8,2,5,11,76.6,0.0,2026-06-29 03:26:00
2025-03-24,T012,10,10,0,80.0,8,7,3,4,90.4,0.7,2025-03-24 02:03:00
2025-08-06,T006,17,17,0,136.0,10,3,11,18,54.8,0.1,2025-08-06 03:50:00
2025-02-14,T028,6,6,0,48.0,5,0,1,6,54.8,0.3,2025-02-14 02:46:00
2026-04-21,T012,10,9,1,72.0,4,3,4,5,55.7,0.0,2026-04-21 02:32:00
2025-09-26,T031,15,14,1,112.0,3,2,1,2,49.3,0.4,2025-09-26 03:39:00
2026-05-22,T019,12,11,1,88.0,7,3,5,9,28.5,0.5,2026-05-22 02:25:00
2025-04-11,T022,16,15,1,120.0,9,5,7,11,70.4,0.0,2025-04-11 02:14:00
2026-05-11,T022,16,16,0,128.0,9,5,6,10,64.1,0.1,2026-05-11 02:53:00
2025-04-19,T008,5,4,1,30.0,13,11,5,7,71.1,0.7,2025-04-19 03:19:00
2025-09-12,T010,14,13,1,104.0,11,10,6,7,57.0,0.1,2025-09-12 02:58:00
2026-06-28,T011,6,6,0,45.0,5,3,3,5,32.5,0.0,2026-06-28 02:24:00
2025-01-03,T007,10,7,3,56.0,6,0,5,11,24.3,0.5,2025-01-03 03:12:00
2025-06-27,T014,17,16,1,128.0,9,7,8,10,35.3,0.4,2025-06-27 03:33:00
2025-07-06,T023,16,15,1,112.5,5,2,1,4,33.9,0.2,2025-07-06 03:47:00
2026-02-18,T023,18,18,0,144.0,8,0,11,20,27.9,0.8,2026-02-18 03:40:00
2025-01-08,T004,10,10,0,80.0,9,5,7,11,73.8,0.9,2025-01-08 02:50:00
2026-01-02,T028,6,6,0,48.0,5,3,9,11,54.2,1.0,2026-01-02 02:27:00
2025-11-19,T002,15,14,1,112.0,10,9,9,10,43.4,0.0,2025-11-19 02:04:00
2025-01-27,T008,7,7,0,56.0,10,9,4,5,74.0,0.0,2025-01-27 02:15:00
2025-11-28,T017,12,11,1,88.0,5,0,3,10,43.2,1.0,2025-11-28 03:18:00
2025-03-15,T022,14,14,0,105.0,6,3,4,7,44.7,0.0,2025-03-15 02:37:00
2025-01-11,T010,12,11,1,82.5,6,3,4,7,71.7,0.0,2025-01-11 02:47:00
2025-09-02,T012,10,8,2,64.0,4,1,1,4,66.5,0.2,2025-09-02 03:23:00
2025-09-04,T015,18,17,1,136.0,8,1,3,10,54.6,0.0,2025-09-04 02:23:00
2025-10-03,T006,17,16,1,128.0,11,0,14,29,55.1,0.6,2025-10-03 02:24:00
2025-10-15,T006,17,15,2,120.0,6,0,9,21,62.5,0.5,2025-10-15 02:06:00
2025-05-21,T027,8,7,1,56.0,4,0,5,12,36.2,0.6,2025-05-21 03:27:00
2026-03-30,T024,16,15,1,120.0,11,3,3,11,86.1,0.2,2026-03-30 03:25:00
2025-01-25,T002,13,13,0,97.5,9,6,7,10,68.1,0.3,2025-01-25 03:37:00
2025-07-04,T026,10,8,2,64.0,16,12,11,15,40.1,1.7,2025-07-04 02:21:00
2026-01-03,T012,8,8,0,60.0,7,0,1,10,78.6,0.9,2026-01-03 02:43:00
