batch_id,source_system,load_date,extracted_at,loaded_at,expected_rows,loaded_rows,rejected_rows,freshness_minutes,schema_version,checksum_match,load_status,error_code
BATCH-000942,calendar,2025-06-06,2025-06-06 01:06:00,2025-06-06 01:20:00,258,258,0,14,1.0,1,success,
BATCH-000943,crm,2025-06-07,2025-06-07 01:19:00,2025-06-07 02:02:00,241,241,0,43,1.0,1,success,
BATCH-000944,portal,2025-06-07,2025-06-07 01:29:00,2025-06-07 01:45:00,31,31,0,16,1.0,1,success,
BATCH-000945,chat_platform,2025-06-07,2025-06-07 01:26:00,2025-06-07 04:39:00,188,184,4,193,1.1,1,warning,SCHEMA_DRIFT
BATCH-000946,workflow,2025-06-07,2025-06-07 01:05:00,2025-06-07 01:56:00,230,230,0,51,1.0,1,success,
BATCH-000947,workforce,2025-06-07,2025-06-07 01:27:00,2025-06-07 02:05:00,129,129,0,38,1.1,1,success,
BATCH-000948,calendar,2025-06-07,2025-06-07 01:09:00,2025-06-07 02:38:00,234,221,13,89,1.0,1,warning,ROW_REJECTED
BATCH-000949,crm,2025-06-08,2025-06-08 01:25:00,2025-06-08 02:02:00,108,108,0,37,1.1,1,success,
BATCH-000950,portal,2025-06-08,2025-06-08 01:21:00,2025-06-08 02:09:00,152,152,0,48,1.0,1,success,
BATCH-000951,chat_platform,2025-06-08,2025-06-08 01:01:00,2025-06-08 01:51:00,143,143,0,50,1.0,1,success,
BATCH-000952,workflow,2025-06-08,2025-06-08 01:11:00,2025-06-08 02:10:00,60,60,0,59,1.0,1,success,
BATCH-000953,workforce,2025-06-08,2025-06-08 01:05:00,2025-06-08 03:51:00,99,94,5,166,1.0,1,warning,SCHEMA_DRIFT
BATCH-000954,calendar,2025-06-08,2025-06-08 01:13:00,2025-06-08 01:26:00,154,154,0,13,1.0,1,success,
BATCH-000955,crm,2025-06-09,2025-06-09 01:16:00,2025-06-09 01:41:00,151,151,0,25,1.0,1,success,
BATCH-000956,portal,2025-06-09,2025-06-09 01:06:00,2025-06-09 01:58:00,49,49,0,52,1.0,1,success,
BATCH-000957,chat_platform,2025-06-09,2025-06-09 01:07:00,2025-06-09 01:24:00,190,190,0,17,1.0,1,success,
BATCH-000958,workflow,2025-06-09,2025-06-09 01:25:00,2025-06-09 02:28:00,113,113,0,63,1.0,1,success,
BATCH-000959,workforce,2025-06-09,2025-06-09 01:08:00,2025-06-09 01:44:00,192,192,0,36,1.0,1,success,
BATCH-000960,calendar,2025-06-09,2025-06-09 01:28:00,2025-06-09 02:02:00,95,95,0,34,1.0,1,success,
BATCH-000961,crm,2025-06-10,2025-06-10 01:12:00,2025-06-10 01:27:00,190,190,0,15,1.0,1,success,
BATCH-000962,portal,2025-06-10,2025-06-10 01:25:00,2025-06-10 05:16:00,154,149,5,231,1.0,1,warning,SCHEMA_DRIFT
BATCH-000963,chat_platform,2025-06-10,2025-06-10 01:28:00,2025-06-10 02:01:00,195,195,0,33,2.0,1,success,
BATCH-000964,workflow,2025-06-10,2025-06-10 01:09:00,2025-06-10 01:34:00,100,100,0,25,1.0,1,success,
BATCH-000965,workforce,2025-06-10,2025-06-10 01:24:00,2025-06-10 02:17:00,153,153,0,53,1.0,1,success,
BATCH-000966,calendar,2025-06-10,2025-06-10 01:00:00,2025-06-10 04:39:00,124,117,7,219,1.0,1,warning,SCHEMA_DRIFT
BATCH-000967,crm,2025-06-11,2025-06-11 01:02:00,2025-06-11 01:36:00,91,91,0,34,1.0,1,success,
BATCH-000968,portal,2025-06-11,2025-06-11 01:01:00,2025-06-11 01:13:00,55,55,0,12,1.0,1,success,
BATCH-000969,chat_platform,2025-06-11,2025-06-11 01:20:00,2025-06-11 01:26:00,210,210,0,6,1.0,1,success,
BATCH-000970,workflow,2025-06-11,2025-06-11 01:05:00,2025-06-11 01:25:00,139,139,0,20,1.0,1,success,
BATCH-000971,workforce,2025-06-11,2025-06-11 01:25:00,2025-06-11 04:45:00,162,154,8,200,1.0,1,warning,SCHEMA_DRIFT
BATCH-000972,calendar,2025-06-11,2025-06-11 01:01:00,2025-06-11 01:15:00,173,173,0,14,1.0,1,success,
BATCH-000973,crm,2025-06-12,2025-06-12 01:08:00,2025-06-12 01:58:00,108,108,0,50,1.0,1,success,
BATCH-000974,portal,2025-06-12,2025-06-12 01:04:00,2025-06-12 01:36:00,214,214,0,32,1.0,1,success,
BATCH-000975,chat_platform,2025-06-12,2025-06-12 01:24:00,2025-06-12 01:50:00,229,229,0,26,1.0,1,success,
BATCH-000976,workflow,2025-06-12,2025-06-12 01:11:00,2025-06-12 01:16:00,130,130,0,5,1.0,1,success,
BATCH-000977,workforce,2025-06-12,2025-06-12 01:15:00,2025-06-12 02:08:00,160,160,0,53,1.0,1,success,
BATCH-000978,calendar,2025-06-12,2025-06-12 01:20:00,2025-06-12 01:52:00,124,124,0,32,1.0,1,success,
BATCH-000979,crm,2025-06-13,2025-06-13 01:25:00,2025-06-13 02:18:00,68,68,0,53,1.0,1,success,
BATCH-000980,portal,2025-06-13,2025-06-13 01:16:00,2025-06-13 01:23:00,178,178,0,7,1.0,1,success,
BATCH-000981,chat_platform,2025-06-13,2025-06-13 01:28:00,2025-06-13 01:48:00,170,170,0,20,1.0,1,success,
BATCH-000982,workflow,2025-06-13,2025-06-13 01:17:00,2025-06-13 01:40:00,117,117,0,23,1.0,1,success,
BATCH-000983,workforce,2025-06-13,2025-06-13 01:24:00,2025-06-13 01:38:00,93,93,0,14,1.0,1,success,
BATCH-000984,calendar,2025-06-13,2025-06-13 01:24:00,2025-06-13 01:42:00,142,142,0,18,1.0,1,success,
BATCH-000985,crm,2025-06-14,2025-06-14 01:15:00,2025-06-14 01:51:00,167,167,0,36,1.1,1,success,
BATCH-000986,portal,2025-06-14,2025-06-14 01:11:00,2025-06-14 02:39:00,113,110,3,88,1.0,1,warning,SCHEMA_DRIFT
BATCH-000987,chat_platform,2025-06-14,2025-06-14 01:03:00,2025-06-14 01:27:00,27,27,0,24,1.0,1,success,
BATCH-000988,workflow,2025-06-14,2025-06-14 01:22:00,2025-06-14 02:09:00,246,246,0,47,1.1,1,success,
BATCH-000989,workforce,2025-06-14,2025-06-14 01:06:00,2025-06-14 01:34:00,117,117,0,28,1.1,1,success,
BATCH-000990,calendar,2025-06-14,2025-06-14 01:11:00,2025-06-14 01:48:00,239,239,0,37,1.0,1,success,
BATCH-000991,crm,2025-06-15,2025-06-15 01:05:00,2025-06-15 01:20:00,101,101,0,15,1.0,1,success,
BATCH-000992,portal,2025-06-15,2025-06-15 01:29:00,2025-06-15 02:13:00,88,88,0,44,1.0,1,success,
BATCH-000993,chat_platform,2025-06-15,2025-06-15 01:15:00,2025-06-15 02:06:00,87,87,0,51,1.0,1,success,
BATCH-000994,workflow,2025-06-15,2025-06-15 01:16:00,2025-06-15 01:25:00,108,108,0,9,1.0,1,success,
BATCH-000995,workforce,2025-06-15,2025-06-15 01:29:00,2025-06-15 01:54:00,200,200,0,25,1.0,1,success,
BATCH-000996,calendar,2025-06-15,2025-06-15 01:17:00,2025-06-15 01:57:00,133,133,0,40,1.0,1,success,
BATCH-000997,crm,2025-06-16,2025-06-16 01:28:00,2025-06-16 02:20:00,68,68,0,52,1.0,1,success,
BATCH-000998,portal,2025-06-16,2025-06-16 01:18:00,2025-06-16 01:43:00,236,236,0,25,1.0,1,success,
BATCH-000999,chat_platform,2025-06-16,2025-06-16 01:11:00,2025-06-16 01:35:00,133,133,0,24,1.1,1,success,
BATCH-001000,workflow,2025-06-16,2025-06-16 01:00:00,2025-06-16 01:33:00,230,230,0,33,1.1,1,success,
BATCH-001001,workforce,2025-06-16,2025-06-16 01:10:00,2025-06-16 01:57:00,246,246,0,47,1.0,1,success,
BATCH-001002,calendar,2025-06-16,2025-06-16 01:13:00,2025-06-16 01:28:00,73,73,0,15,1.1,1,success,
BATCH-001003,crm,2025-06-17,2025-06-17 01:09:00,2025-06-17 01:37:00,228,228,0,28,1.0,1,success,
BATCH-001004,portal,2025-06-17,2025-06-17 01:19:00,2025-06-17 01:54:00,256,256,0,35,1.0,1,success,
BATCH-001005,chat_platform,2025-06-17,2025-06-17 01:14:00,2025-06-17 01:32:00,164,164,0,18,1.0,1,success,
BATCH-001006,workflow,2025-06-17,2025-06-17 01:10:00,2025-06-17 12:30:00,126,0,126,680,1.0,0,failed,SRC_UNAVAILABLE
BATCH-001007,workforce,2025-06-17,2025-06-17 01:22:00,2025-06-17 01:38:00,162,162,0,16,1.0,1,success,
BATCH-001008,calendar,2025-06-17,2025-06-17 01:22:00,2025-06-17 02:02:00,181,181,0,40,1.0,1,success,
BATCH-001009,crm,2025-06-18,2025-06-18 01:08:00,2025-06-18 01:39:00,53,53,0,31,1.0,1,success,
BATCH-001010,portal,2025-06-18,2025-06-18 01:27:00,2025-06-18 02:19:00,154,154,0,52,1.1,1,success,
BATCH-001011,chat_platform,2025-06-18,2025-06-18 01:01:00,2025-06-18 01:09:00,172,172,0,8,1.0,1,success,
BATCH-001012,workflow,2025-06-18,2025-06-18 01:04:00,2025-06-18 01:09:00,61,61,0,5,1.0,1,success,
BATCH-001013,workforce,2025-06-18,2025-06-18 01:08:00,2025-06-18 04:47:00,230,219,11,219,1.0,0,warning,SCHEMA_DRIFT
BATCH-001014,calendar,2025-06-18,2025-06-18 01:04:00,2025-06-18 01:41:00,110,110,0,37,1.0,1,success,
BATCH-001015,crm,2025-06-19,2025-06-19 01:15:00,2025-06-19 01:48:00,250,250,0,33,1.0,1,success,
BATCH-001016,portal,2025-06-19,2025-06-19 01:10:00,2025-06-19 01:55:00,255,255,0,45,1.1,1,success,
BATCH-001017,chat_platform,2025-06-19,2025-06-19 01:03:00,2025-06-19 02:06:00,212,212,0,63,1.1,1,success,
BATCH-001018,workflow,2025-06-19,2025-06-19 01:26:00,2025-06-19 01:54:00,174,174,0,28,1.1,1,success,
BATCH-001019,workforce,2025-06-19,2025-06-19 01:22:00,2025-06-19 02:18:00,117,117,0,56,1.0,1,success,
BATCH-001020,calendar,2025-06-19,2025-06-19 01:26:00,2025-06-19 01:51:00,219,219,0,25,1.0,1,success,
BATCH-001021,crm,2025-06-20,2025-06-20 01:00:00,2025-06-20 01:49:00,198,198,0,49,1.0,1,success,
BATCH-001022,portal,2025-06-20,2025-06-20 01:14:00,2025-06-20 01:30:00,189,189,0,16,1.0,1,success,
BATCH-001023,chat_platform,2025-06-20,2025-06-20 01:03:00,2025-06-20 01:13:00,159,159,0,10,1.0,1,success,
BATCH-001024,workflow,2025-06-20,2025-06-20 01:17:00,2025-06-20 01:38:00,52,52,0,21,1.0,1,success,
BATCH-001025,workforce,2025-06-20,2025-06-20 01:09:00,2025-06-20 03:58:00,110,104,6,169,1.0,1,warning,LATE_ARRIVAL
BATCH-001026,calendar,2025-06-20,2025-06-20 01:15:00,2025-06-20 02:08:00,91,91,0,53,1.0,1,success,
BATCH-001027,crm,2025-06-21,2025-06-21 01:09:00,2025-06-21 01:24:00,49,49,0,15,1.0,1,success,
BATCH-001028,portal,2025-06-21,2025-06-21 01:16:00,2025-06-21 01:31:00,93,93,0,15,1.0,1,success,
BATCH-001029,chat_platform,2025-06-21,2025-06-21 01:05:00,2025-06-21 01:29:00,166,166,0,24,1.0,1,success,
BATCH-001030,workflow,2025-06-21,2025-06-21 01:20:00,2025-06-21 01:33:00,45,45,0,13,1.0,1,success,
BATCH-001031,workforce,2025-06-21,2025-06-21 01:07:00,2025-06-21 01:54:00,59,59,0,47,1.1,1,success,
BATCH-001032,calendar,2025-06-21,2025-06-21 01:10:00,2025-06-21 02:08:00,67,67,0,58,1.0,1,success,
BATCH-001033,crm,2025-06-22,2025-06-22 01:25:00,2025-06-22 02:06:00,151,151,0,41,1.0,1,success,
BATCH-001034,portal,2025-06-22,2025-06-22 01:23:00,2025-06-22 02:08:00,177,177,0,45,1.0,1,success,
BATCH-001035,chat_platform,2025-06-22,2025-06-22 01:08:00,2025-06-22 01:57:00,68,68,0,49,1.0,1,success,
BATCH-001036,workflow,2025-06-22,2025-06-22 01:02:00,2025-06-22 01:24:00,257,257,0,22,1.0,1,success,
BATCH-001037,workforce,2025-06-22,2025-06-22 01:10:00,2025-06-22 02:00:00,76,76,0,50,1.0,1,success,
BATCH-001038,calendar,2025-06-22,2025-06-22 01:20:00,2025-06-22 01:45:00,198,198,0,25,1.0,1,success,
BATCH-001039,crm,2025-06-23,2025-06-23 01:07:00,2025-06-23 02:04:00,89,89,0,57,1.0,1,success,
BATCH-001040,portal,2025-06-23,2025-06-23 01:25:00,2025-06-23 02:11:00,120,120,0,46,1.0,1,success,
BATCH-001041,chat_platform,2025-06-23,2025-06-23 01:14:00,2025-06-23 02:13:00,179,179,0,59,1.0,1,success,
BATCH-001042,workflow,2025-06-23,2025-06-23 01:18:00,2025-06-23 01:52:00,137,137,0,34,1.1,1,success,
BATCH-001043,workforce,2025-06-23,2025-06-23 01:22:00,2025-06-23 01:53:00,214,214,0,31,1.0,1,success,
BATCH-001044,calendar,2025-06-23,2025-06-23 01:22:00,2025-06-23 02:25:00,172,172,0,63,1.0,1,success,
BATCH-001045,crm,2025-06-24,2025-06-24 01:05:00,2025-06-24 01:32:00,176,176,0,27,1.0,1,success,
BATCH-001046,portal,2025-06-24,2025-06-24 01:26:00,2025-06-24 01:52:00,245,245,0,26,1.1,1,success,
BATCH-001047,chat_platform,2025-06-24,2025-06-24 01:07:00,2025-06-24 01:21:00,33,33,0,14,1.0,1,success,
BATCH-001048,workflow,2025-06-24,2025-06-24 01:13:00,2025-06-24 01:49:00,178,178,0,36,1.0,1,success,
BATCH-001049,workforce,2025-06-24,2025-06-24 01:16:00,2025-06-24 01:53:00,257,257,0,37,1.0,1,success,
BATCH-001050,calendar,2025-06-24,2025-06-24 01:09:00,2025-06-24 02:05:00,175,175,0,56,1.0,1,success,
BATCH-001051,crm,2025-06-25,2025-06-25 01:11:00,2025-06-25 01:55:00,65,65,0,44,1.0,1,success,
BATCH-001052,portal,2025-06-25,2025-06-25 01:09:00,2025-06-25 01:35:00,206,206,0,26,1.0,1,success,
BATCH-001053,chat_platform,2025-06-25,2025-06-25 01:07:00,2025-06-25 04:04:00,81,77,4,177,1.0,1,warning,SCHEMA_DRIFT
BATCH-001054,workflow,2025-06-25,2025-06-25 01:14:00,2025-06-25 01:23:00,137,137,0,9,1.0,1,success,
BATCH-001055,workforce,2025-06-25,2025-06-25 01:26:00,2025-06-25 01:50:00,56,56,0,24,1.0,1,success,
BATCH-001056,calendar,2025-06-25,2025-06-25 01:05:00,2025-06-25 01:34:00,41,41,0,29,1.0,1,success,
BATCH-001057,crm,2025-06-26,2025-06-26 01:25:00,2025-06-26 01:38:00,32,32,0,13,1.0,1,success,
BATCH-001058,portal,2025-06-26,2025-06-26 01:11:00,2025-06-26 04:43:00,151,150,1,212,1.0,1,warning,ROW_REJECTED
BATCH-001059,chat_platform,2025-06-26,2025-06-26 01:14:00,2025-06-26 01:37:00,231,231,0,23,1.0,1,success,
BATCH-001060,workflow,2025-06-26,2025-06-26 01:03:00,2025-06-26 01:57:00,126,126,0,54,1.0,1,success,
BATCH-001061,workforce,2025-06-26,2025-06-26 01:29:00,2025-06-26 01:34:00,250,250,0,5,1.1,1,success,
BATCH-001062,calendar,2025-06-26,2025-06-26 01:12:00,2025-06-26 02:07:00,95,95,0,55,1.0,1,success,
BATCH-001063,crm,2025-06-27,2025-06-27 01:22:00,2025-06-27 02:00:00,113,113,0,38,1.1,1,success,
BATCH-001064,portal,2025-06-27,2025-06-27 01:10:00,2025-06-27 04:39:00,189,178,11,209,1.1,0,warning,LATE_ARRIVAL
BATCH-001065,chat_platform,2025-06-27,2025-06-27 01:25:00,2025-06-27 01:42:00,154,154,0,17,1.0,1,success,
BATCH-001066,workflow,2025-06-27,2025-06-27 01:03:00,2025-06-27 01:53:00,214,214,0,50,1.0,1,success,
BATCH-001067,workforce,2025-06-27,2025-06-27 01:04:00,2025-06-27 01:27:00,46,46,0,23,1.0,1,success,
BATCH-001068,calendar,2025-06-27,2025-06-27 01:05:00,2025-06-27 01:26:00,142,142,0,21,1.0,1,success,
BATCH-001069,crm,2025-06-28,2025-06-28 01:28:00,2025-06-28 01:39:00,108,108,0,11,1.0,1,success,
BATCH-001070,portal,2025-06-28,2025-06-28 01:16:00,2025-06-28 01:40:00,97,97,0,24,1.1,1,success,
BATCH-001071,chat_platform,2025-06-28,2025-06-28 01:02:00,2025-06-28 01:30:00,245,245,0,28,1.0,1,success,
BATCH-001072,workflow,2025-06-28,2025-06-28 01:20:00,2025-06-28 01:25:00,101,101,0,5,1.1,1,success,
BATCH-001073,workforce,2025-06-28,2025-06-28 01:07:00,2025-06-28 01:31:00,222,222,0,24,1.0,1,success,
BATCH-001074,calendar,2025-06-28,2025-06-28 01:05:00,2025-06-28 02:08:00,109,109,0,63,1.0,1,success,
BATCH-001075,crm,2025-06-29,2025-06-29 01:27:00,2025-06-29 01:37:00,216,216,0,10,1.1,1,success,
BATCH-001076,portal,2025-06-29,2025-06-29 01:02:00,2025-06-29 01:46:00,228,228,0,44,1.0,1,success,
BATCH-001077,chat_platform,2025-06-29,2025-06-29 01:17:00,2025-06-29 01:28:00,37,37,0,11,1.1,1,success,
BATCH-001078,workflow,2025-06-29,2025-06-29 01:21:00,2025-06-29 01:51:00,171,171,0,30,1.0,1,success,
BATCH-001079,workforce,2025-06-29,2025-06-29 01:02:00,2025-06-29 03:05:00,120,113,7,123,1.1,1,warning,SCHEMA_DRIFT
BATCH-001080,calendar,2025-06-29,2025-06-29 01:01:00,2025-06-29 01:35:00,205,205,0,34,1.0,1,success,
BATCH-001081,crm,2025-06-30,2025-06-30 01:04:00,2025-06-30 01:16:00,68,68,0,12,1.1,1,success,
BATCH-001082,portal,2025-06-30,2025-06-30 01:27:00,2025-06-30 02:19:00,137,137,0,52,1.1,1,success,
BATCH-001083,chat_platform,2025-06-30,2025-06-30 01:20:00,2025-06-30 02:07:00,92,92,0,47,1.0,1,success,
BATCH-001084,workflow,2025-06-30,2025-06-30 01:11:00,2025-06-30 01:16:00,44,44,0,5,2.0,1,success,
BATCH-001085,workforce,2025-06-30,2025-06-30 01:03:00,2025-06-30 01:59:00,225,225,0,56,1.0,1,success,
BATCH-001086,calendar,2025-06-30,2025-06-30 01:20:00,2025-06-30 01:42:00,96,96,0,22,1.0,1,success,
BATCH-001087,crm,2025-07-01,2025-07-01 01:28:00,2025-07-01 01:43:00,162,162,0,15,1.0,1,success,
BATCH-001088,portal,2025-07-01,2025-07-01 01:21:00,2025-07-01 02:04:00,48,48,0,43,1.0,1,success,
BATCH-001089,chat_platform,2025-07-01,2025-07-01 01:05:00,2025-07-01 01:37:00,26,26,0,32,1.1,1,success,
BATCH-001090,workflow,2025-07-01,2025-07-01 01:17:00,2025-07-01 01:55:00,91,91,0,38,1.1,1,success,
BATCH-001091,workforce,2025-07-01,2025-07-01 01:22:00,2025-07-01 01:52:00,87,87,0,30,1.1,1,success,
BATCH-001092,calendar,2025-07-01,2025-07-01 01:09:00,2025-07-01 01:19:00,31,31,0,10,1.0,1,success,
BATCH-001093,crm,2025-07-02,2025-07-02 01:17:00,2025-07-02 01:35:00,195,195,0,18,1.0,1,success,
BATCH-001094,portal,2025-07-02,2025-07-02 01:18:00,2025-07-02 02:03:00,26,26,0,45,1.1,1,success,
BATCH-001095,chat_platform,2025-07-02,2025-07-02 01:17:00,2025-07-02 01:52:00,138,138,0,35,1.0,1,success,
BATCH-001096,workflow,2025-07-02,2025-07-02 01:05:00,2025-07-02 01:46:00,213,213,0,41,1.0,1,success,
BATCH-001097,workforce,2025-07-02,2025-07-02 01:14:00,2025-07-02 01:41:00,245,245,0,27,1.0,1,success,
BATCH-001098,calendar,2025-07-02,2025-07-02 01:26:00,2025-07-02 02:07:00,247,247,0,41,1.0,1,success,
BATCH-001099,crm,2025-07-03,2025-07-03 01:05:00,2025-07-03 01:19:00,237,237,0,14,1.0,1,success,
BATCH-001100,portal,2025-07-03,2025-07-03 01:18:00,2025-07-03 01:25:00,70,70,0,7,1.0,1,success,
BATCH-001101,chat_platform,2025-07-03,2025-07-03 01:13:00,2025-07-03 01:38:00,119,119,0,25,1.0,1,success,
BATCH-001102,workflow,2025-07-03,2025-07-03 01:24:00,2025-07-03 01:34:00,206,206,0,10,1.0,1,success,
BATCH-001103,workforce,2025-07-03,2025-07-03 01:11:00,2025-07-03 02:14:00,232,232,0,63,1.0,1,success,
BATCH-001104,calendar,2025-07-03,2025-07-03 01:26:00,2025-07-03 01:34:00,86,86,0,8,1.0,1,success,
BATCH-001105,crm,2025-07-04,2025-07-04 01:07:00,2025-07-04 02:10:00,202,202,0,63,1.0,1,success,
BATCH-001106,portal,2025-07-04,2025-07-04 01:23:00,2025-07-04 01:39:00,244,244,0,16,1.1,1,success,
BATCH-001107,chat_platform,2025-07-04,2025-07-04 01:10:00,2025-07-04 01:21:00,258,258,0,11,1.1,1,success,
BATCH-001108,workflow,2025-07-04,2025-07-04 01:29:00,2025-07-04 02:29:00,32,32,0,60,1.1,1,success,
BATCH-001109,workforce,2025-07-04,2025-07-04 01:23:00,2025-07-04 01:39:00,173,173,0,16,1.0,1,success,
BATCH-001110,calendar,2025-07-04,2025-07-04 01:06:00,2025-07-04 01:41:00,259,259,0,35,1.0,1,success,
BATCH-001111,crm,2025-07-05,2025-07-05 01:00:00,2025-07-05 01:35:00,189,189,0,35,1.0,1,success,
BATCH-001112,portal,2025-07-05,2025-07-05 01:14:00,2025-07-05 02:52:00,100,96,4,98,1.0,1,warning,SCHEMA_DRIFT
BATCH-001113,chat_platform,2025-07-05,2025-07-05 01:21:00,2025-07-05 02:14:00,144,144,0,53,1.1,1,success,
BATCH-001114,workflow,2025-07-05,2025-07-05 01:09:00,2025-07-05 11:01:00,35,0,35,592,1.0,0,failed,SRC_UNAVAILABLE
BATCH-001115,workforce,2025-07-05,2025-07-05 01:15:00,2025-07-05 01:26:00,220,220,0,11,1.0,1,success,
BATCH-001116,calendar,2025-07-05,2025-07-05 01:08:00,2025-07-05 01:39:00,55,55,0,31,1.0,1,success,
BATCH-001117,crm,2025-07-06,2025-07-06 01:08:00,2025-07-06 01:30:00,36,36,0,22,1.0,1,success,
BATCH-001118,portal,2025-07-06,2025-07-06 01:14:00,2025-07-06 01:37:00,99,99,0,23,1.0,1,success,
BATCH-001119,chat_platform,2025-07-06,2025-07-06 01:28:00,2025-07-06 02:09:00,52,52,0,41,1.0,1,success,
BATCH-001120,workflow,2025-07-06,2025-07-06 01:18:00,2025-07-06 01:52:00,232,232,0,34,1.0,1,success,
BATCH-001121,workforce,2025-07-06,2025-07-06 01:04:00,2025-07-06 01:47:00,199,199,0,43,1.0,1,success,
BATCH-001122,calendar,2025-07-06,2025-07-06 01:07:00,2025-07-06 01:28:00,28,28,0,21,1.0,1,success,
BATCH-001123,crm,2025-07-07,2025-07-07 01:17:00,2025-07-07 02:01:00,212,212,0,44,1.0,1,success,
BATCH-001124,portal,2025-07-07,2025-07-07 01:22:00,2025-07-07 02:16:00,146,146,0,54,1.0,1,success,
BATCH-001125,chat_platform,2025-07-07,2025-07-07 01:05:00,2025-07-07 01:10:00,137,137,0,5,1.1,1,success,
BATCH-001126,workflow,2025-07-07,2025-07-07 01:00:00,2025-07-07 01:34:00,105,105,0,34,1.0,1,success,
BATCH-001127,workforce,2025-07-07,2025-07-07 01:12:00,2025-07-07 01:35:00,245,245,0,23,1.0,1,success,
BATCH-001128,calendar,2025-07-07,2025-07-07 01:15:00,2025-07-07 01:34:00,231,231,0,19,1.0,1,success,
BATCH-001129,crm,2025-07-08,2025-07-08 01:11:00,2025-07-08 03:06:00,89,83,6,115,1.0,0,warning,LATE_ARRIVAL
BATCH-001130,portal,2025-07-08,2025-07-08 01:16:00,2025-07-08 01:27:00,258,258,0,11,1.0,1,success,
BATCH-001131,chat_platform,2025-07-08,2025-07-08 01:27:00,2025-07-08 01:45:00,164,164,0,18,1.0,1,success,
BATCH-001132,workflow,2025-07-08,2025-07-08 01:08:00,2025-07-08 02:05:00,167,167,0,57,2.0,1,success,
BATCH-001133,workforce,2025-07-08,2025-07-08 01:26:00,2025-07-08 01:56:00,96,96,0,30,1.0,1,success,
BATCH-001134,calendar,2025-07-08,2025-07-08 01:03:00,2025-07-08 02:06:00,252,252,0,63,1.0,1,success,
BATCH-001135,crm,2025-07-09,2025-07-09 01:17:00,2025-07-09 01:36:00,31,31,0,19,1.0,1,success,
BATCH-001136,portal,2025-07-09,2025-07-09 01:28:00,2025-07-09 01:48:00,249,249,0,20,1.0,1,success,
BATCH-001137,chat_platform,2025-07-09,2025-07-09 01:27:00,2025-07-09 01:57:00,84,84,0,30,1.0,1,success,
BATCH-001138,workflow,2025-07-09,2025-07-09 01:21:00,2025-07-09 02:13:00,155,155,0,52,1.1,1,success,
BATCH-001139,workforce,2025-07-09,2025-07-09 01:21:00,2025-07-09 01:35:00,113,113,0,14,1.0,1,success,
BATCH-001140,calendar,2025-07-09,2025-07-09 01:14:00,2025-07-09 01:22:00,74,74,0,8,1.0,1,success,
BATCH-001141,crm,2025-07-10,2025-07-10 01:11:00,2025-07-10 02:01:00,71,71,0,50,2.0,1,success,
BATCH-001142,portal,2025-07-10,2025-07-10 01:13:00,2025-07-10 01:37:00,160,160,0,24,1.0,1,success,
BATCH-001143,chat_platform,2025-07-10,2025-07-10 01:28:00,2025-07-10 01:35:00,211,211,0,7,1.0,1,success,
BATCH-001144,workflow,2025-07-10,2025-07-10 01:05:00,2025-07-10 03:58:00,151,142,9,173,1.1,1,warning,SCHEMA_DRIFT
BATCH-001145,workforce,2025-07-10,2025-07-10 01:13:00,2025-07-10 01:53:00,142,142,0,40,1.0,1,success,
BATCH-001146,calendar,2025-07-10,2025-07-10 01:24:00,2025-07-10 02:28:00,175,175,0,64,1.1,1,success,
BATCH-001147,crm,2025-07-11,2025-07-11 01:22:00,2025-07-11 01:56:00,132,132,0,34,1.0,1,success,
BATCH-001148,portal,2025-07-11,2025-07-11 01:24:00,2025-07-11 01:47:00,80,80,0,23,1.0,1,success,
BATCH-001149,chat_platform,2025-07-11,2025-07-11 01:18:00,2025-07-11 01:58:00,150,150,0,40,1.0,1,success,
BATCH-001150,workflow,2025-07-11,2025-07-11 01:26:00,2025-07-11 02:12:00,232,232,0,46,1.0,1,success,
BATCH-001151,workforce,2025-07-11,2025-07-11 01:15:00,2025-07-11 01:43:00,178,178,0,28,1.0,1,success,
BATCH-001152,calendar,2025-07-11,2025-07-11 01:20:00,2025-07-11 01:48:00,212,212,0,28,1.0,1,success,
BATCH-001153,crm,2025-07-12,2025-07-12 01:08:00,2025-07-12 01:32:00,105,105,0,24,1.0,1,success,
BATCH-001154,portal,2025-07-12,2025-07-12 01:04:00,2025-07-12 01:28:00,178,178,0,24,1.0,1,success,
BATCH-001155,chat_platform,2025-07-12,2025-07-12 01:02:00,2025-07-12 01:44:00,41,41,0,42,1.1,1,success,
BATCH-001156,workflow,2025-07-12,2025-07-12 01:27:00,2025-07-12 02:11:00,26,26,0,44,1.1,1,success,
BATCH-001157,workforce,2025-07-12,2025-07-12 01:16:00,2025-07-12 01:57:00,93,93,0,41,1.0,1,success,
BATCH-001158,calendar,2025-07-12,2025-07-12 01:14:00,2025-07-12 01:50:00,207,207,0,36,1.0,1,success,
BATCH-001159,crm,2025-07-13,2025-07-13 01:16:00,2025-07-13 01:40:00,102,102,0,24,2.0,1,success,
BATCH-001160,portal,2025-07-13,2025-07-13 01:05:00,2025-07-13 01:26:00,110,110,0,21,1.0,1,success,
BATCH-001161,chat_platform,2025-07-13,2025-07-13 01:27:00,2025-07-13 02:08:00,112,112,0,41,1.0,1,success,
