ticket_id,source_system,source_record_id,schema_version,load_ts,source_updated_at,created_at_utc,first_response_at_utc,resolved_at_utc,closed_at_utc,created_date,created_hour_local,created_weekday,channel,category,subcategory,priority,customer_segment,product,product_version,language,initial_team_id,team_id,region_id,description_length,attachment_count,is_vip,customer_tenure_days,prior_tickets_30d,prior_tickets_90d,previous_sla_breaches_90d,requested_callback,status,first_response_min,resolution_min,sla_target_min,sla_breached,reopen_count,escalation_count,csat
TCK-002047,portal,SRC-00002047,1.0,2025-12-09 11:32:27,2025-12-09 11:33:27,2025-12-09 10:11:27,2025-12-09 10:21:09,2025-12-09 11:21:21,2025-12-09 14:53:21,2025-12-09,17,1,chat,performance,timeout,critical,SMB,Analytics,2.3,ru,T018,T018,R05,1401,1,0,1718,0,5,0,0,closed,9.7,69.9,60,1.0,0,1,4.1
TCK-008624,crm,SRC-00008624,1.0,2025-08-21 15:01:59,2025-08-21 14:44:59,2025-08-21 13:12:59,2025-08-21 14:46:35,2025-08-22 18:36:59,2025-08-22 19:25:59,2025-08-21,16,3,portal,incident,availability,medium,Enterprise,API,1.6,ru,T016,T016,R04,1092,0,0,884,3,5,0,0,closed,93.6,1764.0,720,1.0,1,1,3.0
TCK-017505,portal,SRC-00017505,1.0,2025-11-21 18:48:09,2025-11-21 16:40:09,2025-11-21 15:59:09,2025-11-21 17:39:03,2025-11-21 21:19:45,2025-11-22 01:55:45,2025-11-21,18,4,chat,incident,availability,low,SMB,Analytics,1.9,ru,T007,T007,R02,1677,0,0,356,5,7,0,0,closed,99.9,320.6,1440,0.0,0,0,
TCK-020374,crm,SRC-00020374,1.0,2025-06-20 00:27:49,2025-06-19 22:47:49,2025-06-19 21:43:49,2025-06-19 23:13:13,2025-06-20 07:11:37,2025-06-20 13:07:37,2025-06-19,0,3,email,integration,connector,medium,Enterprise,Mobile,2.9,ru,T008,T008,R02,343,1,0,853,2,0,2,0,closed,89.4,567.8,720,0.0,0,0,4.3
TCK-016149,crm,SRC-00016149,1.0,2026-05-08 12:43:23,2026-05-08 11:01:23,2026-05-08 10:54:23,2026-05-08 12:13:05,2026-05-08 17:15:47,2026-05-08 21:55:47,2026-05-08,14,4,email,access,password,medium,SMB,Billing,2.8,ru,T022,T022,R06,759,1,0,997,0,7,0,0,closed,78.7,381.4,720,0.0,0,0,5.0
TCK-020212,portal,SRC-00020212,1.0,2026-04-02 11:26:40,2026-04-02 10:38:40,2026-04-02 10:25:40,2026-04-02 10:45:10,2026-04-02 11:16:28,2026-04-02 13:38:28,2026-04-02,13,3,portal,consultation,usage,high,Enterprise,Mobile,1.8,ru,T013,T013,R04,286,0,0,218,0,6,0,0,closed,19.5,50.8,240,0.0,0,0,5.0
TCK-013228,crm,SRC-00013228,1.0,2025-01-26 17:01:02,2025-01-26 17:29:02,2025-01-26 16:22:02,2025-01-26 17:15:44,2025-01-26 19:33:56,2025-01-26 21:56:56,2025-01-26,21,6,chat,billing,payment,medium,SMB,API,3.6,ru,T011,T011,R03,694,1,1,383,2,5,0,0,closed,53.7,191.9,720,0.0,0,0,4.1
TCK-019516,portal,SRC-00019516,1.0,2025-06-25 02:35:45,2025-06-25 00:53:45,2025-06-25 00:30:45,2025-06-25 01:39:21,2025-06-25 02:51:03,2025-06-25 08:44:03,2025-06-25,7,2,email,performance,latency,high,SMB,Core,1.9,ru,T017,T017,R05,2159,0,0,635,2,6,0,0,closed,68.6,140.3,240,0.0,0,1,4.5
TCK-006124,crm,SRC-00006124,1.0,2025-09-23 11:27:18,2025-09-23 10:43:18,2025-09-23 09:10:18,2025-09-23 11:24:12,2025-09-24 02:31:12,2025-09-24 04:47:12,2025-09-23,12,1,email,integration,api,low,SMB,Mobile,3.1,ru,T016,T016,R04,890,0,0,1308,0,5,0,0,closed,133.9,1040.9,1440,0.0,0,0,4.4
TCK-004871,crm,SRC-00004871,1.1,2025-12-17 18:02:38,2025-12-17 16:26:38,2025-12-17 15:29:38,2025-12-17 16:32:08,2025-12-18 20:49:32,2025-12-18 21:36:32,2025-12-17,18,2,chat,performance,throughput,medium,Enterprise,Core,4.2,ru,T003,T003,R01,1042,1,0,1176,1,4,0,0,closed,62.5,1759.9,720,1.0,0,3,3.6
TCK-019120,crm,SRC-00019120,1.0,2025-03-23 16:33:20,2025-03-23 14:27:20,2025-03-23 13:34:20,2025-03-23 14:27:08,2025-03-23 18:47:26,2025-03-23 23:10:26,2025-03-23,16,6,email,integration,webhook,medium,SMB,Analytics,3.7,ru,T006,T006,R02,1310,0,0,603,3,5,0,0,closed,52.8,313.1,720,0.0,0,0,
TCK-016116,chat_platform,SRC-00016116,1.1,2026-04-07 13:46:54,2026-04-07 13:30:54,2026-04-07 11:27:54,2026-04-07 12:01:30,2026-04-07 20:00:30,2026-04-08 00:14:30,2026-04-07,18,1,phone,access,permissions,medium,Public,Mobile,2.7,ru,T020,T020,R05,456,0,0,431,2,3,0,0,closed,33.6,512.6,720,0.0,0,0,4.5
TCK-008332,crm,SRC-00008332,1.0,2025-10-19 17:03:53,2025-10-19 15:09:53,2025-10-19 14:41:53,2025-10-19 15:07:23,2025-10-19 16:21:35,2025-10-19 18:11:35,2025-10-19,17,6,email,access,login,critical,SMB,Analytics,2.8,ru,T029,T029,R08,881,0,0,2181,0,7,0,0,closed,25.5,99.7,60,1.0,0,0,4.0
TCK-004117,portal,SRC-00004117,1.0,2025-11-18 08:18:06,2025-11-18 07:52:06,2025-11-18 06:18:06,2025-11-18 09:24:24,2025-11-18 20:26:00,2025-11-18 20:51:00,2025-11-18,9,1,email,integration,api,low,SMB,Analytics,3.1,ru,T013,T013,R04,1895,1,0,1677,0,2,1,0,closed,186.3,847.9,1440,0.0,0,0,4.6
TCK-003060,crm,SRC-00003060,1.0,2025-07-19 11:27:30,2025-07-19 11:33:30,2025-07-19 10:36:30,2025-07-19 10:44:36,2025-07-19 12:25:36,2025-07-19 18:15:36,2025-07-19,13,5,phone,consultation,usage,critical,SMB,Core,3.6,ru,T025,T025,R07,1309,1,0,1694,0,5,1,0,closed,8.1,109.1,60,1.0,0,0,4.1
TCK-015786,chat_platform,SRC-00015786,1.0,2026-03-20 11:59:12,2026-03-20 12:06:12,2026-03-20 11:45:12,2026-03-20 12:56:42,2026-03-20 14:45:42,2026-03-20 15:14:42,2026-03-20,14,4,phone,billing,invoice,medium,SMB,API,2.6,ru,T002,T002,R01,1085,0,0,2401,5,4,0,0,closed,71.5,180.5,720,0.0,1,0,4.6
TCK-013029,crm,SRC-00013029,1.0,2025-02-24 11:14:01,2025-02-24 12:32:01,2025-02-24 10:44:01,2025-02-24 11:18:07,2025-02-24 12:32:13,2025-02-24 14:21:13,2025-02-24,13,0,chat,performance,latency,high,Enterprise,Billing,4.3,ru,T008,T008,R02,1272,0,0,1294,3,10,0,0,closed,34.1,108.2,240,0.0,0,0,5.0
TCK-005032,chat_platform,SRC-00005032,1.0,2025-02-25 18:26:50,2025-02-25 18:28:50,2025-02-25 17:14:50,2025-02-25 18:17:14,2025-02-26 23:56:32,2025-02-27 03:28:32,2025-02-25,20,1,portal,integration,webhook,low,SMB,Analytics,4.3,ru,T014,T014,R04,269,2,0,534,1,3,0,0,closed,62.4,1841.7,1440,1.0,1,1,3.1
TCK-008605,crm,SRC-00008605,1.0,2025-11-12 20:27:49,2025-11-12 21:01:49,2025-11-12 20:04:49,2025-11-12 21:29:19,2025-11-13 01:40:31,2025-11-13 02:46:31,2025-11-12,23,2,email,performance,latency,medium,SMB,Mobile,1.9,ru,T025,T025,R07,1429,2,0,1181,4,5,0,0,closed,84.5,335.7,720,0.0,0,0,
TCK-018430,portal,SRC-00018430,1.0,2025-10-31 11:34:32,2025-10-31 10:50:32,2025-10-31 10:22:32,2025-10-31 12:19:32,2025-10-31 20:50:32,2025-10-31 21:31:32,2025-10-31,13,4,chat,billing,invoice,low,SMB,Analytics,3.7,ru,T030,T030,R08,2101,0,0,2506,1,2,0,0,closed,117.0,628.0,1440,0.0,0,0,
TCK-015092,crm,SRC-00015092,1.0,2025-01-21 18:39:07,2025-01-21 19:50:07,2025-01-21 18:18:07,2025-01-21 18:32:07,2025-01-21 20:28:07,2025-01-21 23:19:07,2025-01-21,22,1,phone,billing,tariff,critical,SMB,Billing,1.1,ru,T022,T022,R06,1158,0,0,898,1,7,2,0,closed,14.0,130.0,60,1.0,0,0,2.9
TCK-003580,crm,SRC-00003580,1.0,2025-03-14 14:28:37,2025-03-14 15:41:37,2025-03-14 13:50:37,2025-03-14 14:06:55,2025-03-14 16:37:31,2025-03-14 20:09:31,2025-03-14,16,4,chat,access,login,critical,SMB,Analytics,4.1,ru,T008,T008,R02,1030,0,0,402,2,3,2,0,closed,16.3,166.9,60,1.0,0,1,3.9
TCK-006742,chat_platform,SRC-00006742,1.0,2025-09-26 14:57:01,2025-09-26 14:02:01,2025-09-26 12:05:01,2025-09-26 13:43:43,2025-09-26 19:16:19,2025-09-26 23:07:19,2025-09-26,15,4,portal,billing,invoice,low,SMB,Mobile,2.6,en,T016,T016,R04,614,1,0,588,1,5,0,0,closed,98.7,431.3,1440,0.0,0,0,5.0
TCK-015222,crm,SRC-00015222,1.0,2025-09-19 14:02:19,2025-09-19 13:55:19,2025-09-19 12:47:19,2025-09-19 15:53:43,2025-09-20 03:04:43,2025-09-20 07:02:43,2025-09-19,15,4,chat,performance,throughput,low,SMB,Analytics,2.6,ru,T001,T001,R01,1554,0,0,1358,2,10,1,0,closed,186.4,857.4,1440,0.0,0,0,5.0
TCK-022050,chat_platform,SRC-00022050,1.0,2025-11-24 07:19:52,2025-11-24 08:01:52,2025-11-24 07:08:52,2025-11-24 09:57:22,2025-11-26 07:01:46,2025-11-26 10:36:46,2025-11-24,10,0,phone,incident,availability,low,Public,Mobile,3.4,ru,T030,T030,R08,277,1,0,1008,1,5,2,0,closed,168.5,2872.9,1440,1.0,1,1,
TCK-007842,chat_platform,SRC-00007842,1.0,2026-05-25 18:27:51,2026-05-25 17:29:51,2026-05-25 17:24:51,2026-05-25 21:47:57,2026-05-26 08:49:33,2026-05-26 13:40:33,2026-05-25,20,0,portal,incident,degradation,low,SMB,Analytics,3.7,ru,T029,T029,R08,2187,2,0,2095,2,6,3,1,closed,263.1,924.7,1440,0.0,0,1,4.5
TCK-018002,crm,SRC-00018002,1.0,2026-02-09 19:27:19,2026-02-09 19:16:19,2026-02-09 18:51:19,2026-02-09 20:29:19,2026-02-10 02:50:25,2026-02-10 06:37:25,2026-02-09,21,0,email,incident,availability,medium,SMB,Billing,4.8,ru,T028,T028,R07,1739,0,0,2013,5,2,0,0,closed,98.0,479.1,720,0.0,1,0,
TCK-020747,crm,SRC-00020747,1.0,2026-05-23 18:09:04,2026-05-23 19:46:04,2026-05-23 17:48:04,2026-05-23 19:17:10,2026-05-24 08:09:58,2026-05-24 11:07:58,2026-05-23,0,5,phone,integration,api,medium,SMB,Billing,3.0,ru,T017,T017,R05,907,0,0,2420,0,3,1,1,closed,89.1,861.9,720,1.0,0,0,
TCK-011164,crm,SRC-00011164,1.0,2025-04-14 14:09:45,2025-04-14 14:16:45,2025-04-14 12:31:45,2025-04-14 12:49:21,2025-04-14 19:35:45,2025-04-14 21:07:45,2025-04-14,15,0,chat,performance,throughput,high,Public,API,3.2,ru,T002,T002,R01,847,1,0,1422,1,4,2,1,closed,17.6,424.0,240,1.0,0,1,3.8
TCK-023116,chat_platform,SRC-00023116,1.0,2026-05-17 11:06:38,2026-05-17 11:45:38,2026-05-17 10:42:38,2026-05-17 12:25:14,2026-05-17 16:30:02,2026-05-17 18:39:02,2026-05-17,17,6,email,access,login,medium,SMB,Mobile,2.3,ru,T020,T020,R05,1034,0,0,1696,5,6,0,0,closed,102.6,347.4,720,0.0,0,0,5.0
TCK-023128,crm,SRC-00023128,1.0,2025-06-19 23:15:22,2025-06-19 22:40:22,2025-06-19 21:41:22,2025-06-19 22:12:52,2025-06-20 06:39:28,2025-06-20 08:16:28,2025-06-19,0,3,email,access,password,high,SMB,Analytics,2.6,ru,T015,T015,R04,1208,1,0,1592,4,1,1,0,closed,31.5,538.1,240,1.0,1,0,2.6
TCK-003985,chat_platform,SRC-00003985,1.0,2025-11-02 09:51:24,2025-11-02 09:08:24,2025-11-02 08:47:24,2025-11-02 11:47:30,2025-11-03 02:10:00,2025-11-03 02:56:00,2025-11-02,15,6,portal,incident,data_error,low,SMB,Mobile,2.7,ru,T017,T017,R05,407,0,0,1380,3,2,1,0,closed,180.1,1042.6,1440,0.0,0,0,
TCK-004753,portal,SRC-00004753,1.0,2025-01-22 09:12:55,2025-01-22 07:41:55,2025-01-22 06:27:55,2025-01-22 07:48:31,2025-01-22 23:12:43,2025-01-23 03:21:43,2025-01-22,9,2,email,performance,timeout,low,Enterprise,Billing,2.2,ru,T014,T014,R04,744,0,1,1441,2,5,3,0,closed,80.6,1004.8,1440,0.0,0,0,4.7
TCK-012314,crm,SRC-00012314,1.0,2025-12-16 09:07:55,2025-12-16 08:29:55,2025-12-16 08:02:55,2025-12-16 09:09:55,2025-12-17 12:47:49,2025-12-17 13:15:49,2025-12-16,11,1,email,performance,latency,low,Enterprise,Analytics,1.4,ru,T008,T008,R02,1938,1,0,1996,2,4,0,0,closed,67.0,1724.9,1440,1.0,0,1,3.8
TCK-008619,crm,SRC-00008619,1.0,2026-03-06 17:50:09,2026-03-06 17:37:09,2026-03-06 17:09:09,2026-03-06 17:39:27,2026-03-06 22:15:21,2026-03-06 23:54:21,2026-03-06,20,4,email,incident,availability,high,Enterprise,Analytics,2.8,ru,T003,T003,R01,403,0,0,1107,1,8,0,0,closed,30.3,306.2,240,1.0,1,1,3.9
TCK-002090,portal,SRC-00002090,1.0,2026-04-28 16:41:11,2026-04-28 15:17:11,2026-04-28 14:21:11,2026-04-28 14:42:47,2026-04-28 15:24:17,2026-04-28 16:03:17,2026-04-28,17,1,chat,access,login,high,Enterprise,Mobile,2.3,en,T003,T003,R01,723,0,0,1786,4,6,0,0,closed,21.6,63.1,240,0.0,0,0,
TCK-022914,portal,SRC-00022914,1.0,2025-06-14 10:34:24,2025-06-14 10:59:24,2025-06-14 09:35:24,2025-06-14 09:53:24,2025-06-14 10:26:30,2025-06-14 11:07:30,2025-06-14,12,5,chat,access,permissions,high,SMB,Core,2.4,ru,T025,T025,R07,2087,0,0,2268,1,10,1,0,closed,18.0,51.1,240,0.0,0,0,5.0
TCK-023233,chat_platform,SRC-00023233,1.0,2025-03-01 20:34:38,2025-03-01 19:38:38,2025-03-01 18:17:38,2025-03-01 19:08:50,2025-03-01 20:46:56,2025-03-02 00:04:56,2025-03-01,1,5,chat,access,login,medium,Enterprise,API,2.1,ru,T018,T018,R05,1286,0,0,2360,2,9,0,0,closed,51.2,149.3,720,0.0,2,1,3.8
TCK-006016,crm,SRC-00006016,1.0,2025-11-10 17:34:05,2025-11-10 18:13:05,2025-11-10 16:15:05,2025-11-10 16:36:35,2025-11-10 19:48:47,2025-11-11 01:32:47,2025-11-10,19,0,portal,access,password,high,Enterprise,Billing,4.0,ru,T029,T029,R08,966,0,0,1801,3,4,0,0,closed,21.5,213.7,240,0.0,0,0,5.0
TCK-018866,crm,SRC-00018866,1.0,2026-02-20 11:52:41,2026-02-20 12:05:41,2026-02-20 11:39:41,2026-02-20 13:12:53,2026-02-20 17:12:53,2026-02-20 21:06:53,2026-02-20,14,4,chat,integration,webhook,low,Public,Core,2.8,ru,T030,T030,R08,1371,2,0,1402,0,4,1,0,closed,93.2,333.2,1440,0.0,0,1,5.0
TCK-006648,portal,SRC-00006648,1.0,2025-10-13 21:56:27,2025-10-13 21:32:27,2025-10-13 20:20:27,2025-10-13 21:17:09,2025-10-14 13:57:21,2025-10-14 16:13:21,2025-10-13,23,0,chat,billing,tariff,low,Enterprise,Core,4.3,ru,T005,T005,R02,1922,0,0,292,1,5,1,0,closed,56.7,1056.9,1440,0.0,0,0,4.9
TCK-010121,portal,SRC-00010121,1.0,2025-05-15 23:11:24,2025-05-15 22:06:24,2025-05-15 20:20:24,2025-05-15 22:29:12,2025-05-16 12:37:06,2025-05-16 15:07:06,2025-05-15,23,3,portal,access,login,medium,SMB,Billing,4.5,ru,T005,T005,R02,1263,0,0,930,1,3,0,0,closed,128.8,976.7,720,1.0,1,0,3.4
TCK-015061,portal,SRC-00015061,1.0,2026-03-13 10:31:40,2026-03-13 11:14:40,2026-03-13 09:36:40,2026-03-13 11:23:22,2026-03-13 14:59:04,2026-03-13 19:11:04,2026-03-13,14,4,portal,performance,timeout,medium,SMB,Billing,2.1,ru,T009,T009,R03,618,0,0,444,3,6,2,0,closed,106.7,322.4,720,0.0,0,0,
TCK-004472,chat_platform,SRC-00004472,1.0,2025-08-28 14:09:35,2025-08-28 12:45:35,2025-08-28 11:30:35,2025-08-28 12:54:29,2025-08-29 19:37:41,2025-08-29 21:48:41,2025-08-28,15,3,portal,access,permissions,medium,SMB,Analytics,1.0,ru,T024,T024,R06,1857,0,0,836,4,4,2,0,closed,83.9,1927.1,720,1.0,1,0,3.5
TCK-008162,chat_platform,SRC-00008162,1.0,2025-06-21 10:32:36,2025-06-21 10:18:36,2025-06-21 09:16:36,2025-06-21 11:05:12,2025-06-21 14:13:42,2025-06-21 20:07:42,2025-06-21,14,5,email,billing,payment,medium,SMB,API,1.8,ru,T011,T011,R03,1804,0,0,569,2,6,0,0,closed,108.6,297.1,720,0.0,0,1,4.8
TCK-007232,chat_platform,SRC-00007232,1.0,2026-03-10 14:12:38,2026-03-10 13:09:38,2026-03-10 11:45:38,2026-03-10 12:42:38,2026-03-10 14:32:02,2026-03-10 16:08:02,2026-03-10,14,1,chat,integration,connector,medium,Public,Core,3.9,ru,T002,T002,R01,716,0,0,2407,4,5,2,0,closed,57.0,166.4,720,0.0,0,0,4.3
TCK-016559,portal,SRC-00016559,1.0,2025-11-22 04:48:16,2025-11-22 04:54:16,2025-11-22 03:52:16,2025-11-22 04:15:28,,,2025-11-22,7,5,email,incident,data_error,high,Enterprise,API,4.3,ru,T023,T023,R06,762,0,0,1404,2,8,1,1,open,23.2,,240,,0,0,
TCK-004070,portal,SRC-00004070,1.0,2025-07-01 13:56:41,2025-07-01 14:00:41,2025-07-01 12:40:41,2025-07-01 14:54:17,2025-07-01 17:22:23,2025-07-01 20:06:23,2025-07-01,19,1,email,consultation,configuration,medium,SMB,API,1.7,en,T017,T017,R05,198,0,0,470,1,9,1,0,closed,133.6,281.7,720,0.0,0,0,4.5
TCK-017013,portal,SRC-00017013,1.0,2025-07-23 21:55:56,2025-07-23 23:08:56,2025-07-23 21:16:56,2025-07-23 22:58:02,2025-07-24 00:35:14,2025-07-24 06:15:14,2025-07-23,0,2,portal,incident,data_error,medium,Enterprise,API,3.1,ru,T001,T001,R01,366,2,0,1081,0,4,2,0,closed,101.1,198.3,720,0.0,0,0,4.9
TCK-018696,crm,SRC-00018696,1.0,2025-12-08 14:21:50,2025-12-08 14:18:50,2025-12-08 12:49:50,2025-12-08 14:44:50,2025-12-09 00:05:56,2025-12-09 04:09:56,2025-12-08,15,0,phone,integration,webhook,medium,SMB,Billing,1.4,ru,T001,T001,R01,1522,1,0,2524,3,5,1,0,closed,115.0,676.1,720,0.0,0,0,4.4
TCK-023852,chat_platform,SRC-00023852,1.0,2025-09-08 19:15:14,2025-09-08 20:43:14,2025-09-08 18:59:14,2025-09-08 23:28:14,2025-09-09 02:53:38,2025-09-09 03:21:38,2025-09-08,21,0,chat,integration,api,low,SMB,Mobile,3.0,ru,T001,T001,R01,1161,0,0,2508,1,2,0,1,closed,269.0,474.4,1440,0.0,0,0,5.0
TCK-007349,crm,SRC-00007349,1.0,2025-08-02 00:48:19,2025-08-02 00:50:19,2025-08-01 22:56:19,2025-08-02 00:10:43,2025-08-02 03:03:55,2025-08-02 06:41:55,2025-08-01,5,4,email,access,password,medium,Enterprise,Analytics,3.3,ru,T017,T017,R05,246,0,0,1895,0,8,2,0,closed,74.4,247.6,720,0.0,0,0,3.9
TCK-017243,crm,SRC-00017243,1.0,2025-01-14 12:26:46,2025-01-14 12:01:46,2025-01-14 11:36:46,2025-01-14 12:00:04,2025-01-14 22:57:28,2025-01-14 23:46:28,2025-01-14,14,1,email,performance,timeout,high,SMB,Core,2.5,ru,T001,T001,R01,722,0,0,1956,2,1,0,0,closed,23.3,680.7,240,1.0,0,1,4.6
TCK-016470,crm,SRC-00016470,1.0,2025-05-18 14:55:50,2025-05-18 14:59:50,2025-05-18 13:26:50,2025-05-18 14:29:08,2025-05-19 13:35:08,2025-05-19 17:21:08,2025-05-18,16,6,email,incident,availability,medium,Enterprise,API,2.5,ru,T005,T005,R02,417,1,0,2371,0,5,0,0,closed,62.3,1448.3,720,1.0,3,1,3.0
TCK-022617,portal,SRC-00022617,1.0,2025-05-20 10:49:12,2025-05-20 10:53:12,2025-05-20 10:39:12,2025-05-20 12:20:42,2025-05-21 09:17:18,2025-05-21 12:28:18,2025-05-20,13,1,portal,performance,latency,low,Enterprise,Core,3.5,ru,T013,T013,R04,1420,2,0,2017,2,6,1,0,closed,101.5,1358.1,1440,0.0,2,0,4.4
TCK-006591,chat_platform,SRC-00006591,1.0,2026-02-19 18:42:00,2026-02-19 16:56:00,2026-02-19 15:43:00,2026-02-19 16:38:36,2026-02-20 02:34:18,2026-02-20 04:35:18,2026-02-19,18,3,phone,billing,invoice,medium,Enterprise,Core,4.5,ru,T014,T014,R04,928,0,0,1925,1,5,2,1,closed,55.6,651.3,720,0.0,1,0,4.5
TCK-003581,crm,SRC-00003581,1.0,2026-01-16 11:57:03,2026-01-16 12:31:03,2026-01-16 10:46:03,2026-01-16 11:40:39,2026-01-16 19:22:39,2026-01-17 00:36:39,2026-01-16,15,4,portal,integration,webhook,medium,SMB,API,4.3,ru,T009,T009,R03,1036,1,0,2497,0,7,1,0,closed,54.6,516.6,720,0.0,1,0,4.0
TCK-019980,chat_platform,SRC-00019980,1.0,2025-06-11 11:15:51,2025-06-11 09:47:51,2025-06-11 08:43:51,2025-06-11 08:59:27,2025-06-11 10:57:03,2025-06-11 15:39:03,2025-06-11,15,2,email,consultation,usage,critical,SMB,Mobile,4.2,ru,T018,T018,R05,494,2,0,1662,0,8,0,0,closed,15.6,133.2,60,1.0,0,1,3.9
TCK-021948,portal,SRC-00021948,1.0,2025-10-12 13:53:25,2025-10-12 14:00:25,2025-10-12 13:27:25,2025-10-12 14:32:37,2025-10-13 02:41:07,2025-10-13 03:39:07,2025-10-12,17,6,portal,integration,webhook,medium,SMB,Billing,4.2,ru,T021,T021,R06,1738,2,0,247,3,7,2,0,closed,65.2,793.7,720,1.0,3,0,3.2
TCK-022865,chat_platform,SRC-00022865,1.0,2026-04-04 04:00:01,2026-04-04 01:58:01,2026-04-04 01:12:01,2026-04-04 02:25:01,2026-04-04 06:22:25,2026-04-04 08:37:25,2026-04-04,5,5,email,consultation,configuration,low,SMB,Mobile,1.0,ru,T024,T024,R06,415,2,0,1465,2,3,1,0,closed,73.0,310.4,1440,0.0,0,0,4.7
TCK-007073,portal,SRC-00007073,1.0,2026-05-06 10:33:23,2026-05-06 09:59:23,2026-05-06 09:37:23,2026-05-06 11:10:35,2026-05-06 16:39:41,2026-05-06 17:26:41,2026-05-06,12,2,email,integration,webhook,high,Enterprise,API,2.0,ru,T001,T001,R01,905,0,0,1891,1,3,0,0,closed,93.2,422.3,240,1.0,0,0,4.1
TCK-019920,portal,SRC-00019920,1.0,2025-12-03 13:49:18,2025-12-03 12:39:18,2025-12-03 11:25:18,2025-12-03 12:18:42,2025-12-03 20:22:54,2025-12-03 23:42:54,2025-12-03,14,2,chat,consultation,configuration,high,SMB,API,4.2,ru,T002,T002,R01,1530,1,0,1367,2,2,1,0,closed,53.4,537.6,240,1.0,1,2,3.8
TCK-001195,portal,SRC-00001195,1.0,2026-06-08 23:49:06,2026-06-08 22:56:06,2026-06-08 21:33:06,2026-06-08 22:02:36,2026-06-09 02:02:30,2026-06-09 05:18:30,2026-06-08,0,0,chat,performance,timeout,high,Public,API,3.0,ru,T014,T014,R04,1558,0,0,1835,1,8,0,0,closed,29.5,269.4,240,1.0,0,1,3.5
TCK-018027,crm,SRC-00018027,1.0,2026-02-24 07:03:04,2026-02-24 05:21:04,2026-02-24 05:01:04,2026-02-24 06:59:46,2026-02-24 09:04:16,2026-02-24 11:59:16,2026-02-24,8,1,email,consultation,usage,medium,Enterprise,Core,4.6,ru,T005,T005,R02,760,0,1,995,1,6,1,0,closed,118.7,243.2,720,0.0,0,0,4.4
TCK-018819,crm,SRC-00018819,1.0,2025-01-24 13:00:48,2025-01-24 11:14:48,2025-01-24 11:07:48,2025-01-24 11:13:18,2025-01-24 12:15:54,2025-01-24 15:41:54,2025-01-24,14,4,email,consultation,best_practice,critical,Enterprise,Core,1.7,ru,T005,T005,R02,427,0,0,1863,1,6,0,0,closed,5.5,68.1,60,1.0,0,0,3.5
TCK-014341,chat_platform,SRC-00014341,1.0,2025-12-15 16:11:41,2025-12-15 15:13:41,2025-12-15 14:51:41,2025-12-15 17:21:11,2025-12-15 21:20:05,2025-12-16 01:04:05,2025-12-15,19,0,chat,billing,payment,low,Public,Billing,3.9,ru,T009,T009,R03,2012,0,0,606,3,3,0,0,closed,149.5,388.4,1440,0.0,0,0,4.9
TCK-013269,crm,SRC-00013269,1.0,2025-04-25 14:13:05,2025-04-25 14:08:05,2025-04-25 12:51:05,2025-04-25 14:06:11,2025-04-25 16:49:17,2025-04-25 20:12:17,2025-04-25,16,4,portal,performance,latency,medium,SMB,Core,4.0,ru,T024,T024,R06,991,0,0,1887,1,6,1,0,closed,75.1,238.2,720,0.0,0,0,4.6
TCK-010040,portal,SRC-00010040,1.0,2025-08-29 16:23:51,2025-08-29 17:04:51,2025-08-29 15:56:51,2025-08-29 17:06:51,2025-08-30 18:35:15,2025-08-30 23:42:15,2025-08-29,18,4,email,incident,degradation,medium,Enterprise,Analytics,1.4,ru,T005,T005,R02,1640,0,0,2293,0,5,4,0,closed,70.0,1598.4,720,1.0,0,0,3.5
TCK-003976,crm,SRC-00003976,1.0,2026-02-09 12:02:53,2026-02-09 13:34:53,2026-02-09 11:39:53,2026-02-09 12:30:05,2026-02-09 16:49:53,2026-02-09 19:31:53,2026-02-09,15,0,chat,billing,payment,medium,SMB,Analytics,2.6,ru,T021,T021,R06,1296,0,0,1400,2,11,1,0,closed,50.2,310.0,720,0.0,1,0,4.3
TCK-000197,portal,SRC-00000197,1.0,2026-06-09 23:46:34,2026-06-09 21:42:34,2026-06-09 21:19:34,2026-06-09 21:38:58,2026-06-09 22:41:28,2026-06-10 03:49:28,2026-06-09,0,1,phone,billing,tariff,high,Enterprise,Analytics,3.6,ru,T027,T027,R07,603,2,0,1474,0,9,2,0,closed,19.4,81.9,240,0.0,0,0,5.0
TCK-001120,chat_platform,SRC-00001120,1.0,2026-06-27 20:34:06,2026-06-27 20:24:06,2026-06-27 18:51:06,2026-06-27 21:08:36,2026-06-28 16:55:48,2026-06-28 20:48:48,2026-06-27,21,5,phone,access,password,low,Enterprise,Analytics,1.9,ru,T028,T028,R07,23,0,0,1380,2,8,1,1,closed,137.5,1324.7,1440,0.0,1,0,4.3
TCK-012951,chat_platform,SRC-00012951,1.0,2025-06-08 16:14:24,2025-06-08 15:45:24,2025-06-08 14:30:24,2025-06-08 17:57:12,2025-06-08 21:37:06,2025-06-08 21:52:06,2025-06-08,17,6,chat,access,password,medium,SMB,Billing,4.1,ru,T008,T008,R02,923,0,0,2190,2,6,0,0,closed,206.8,426.7,720,0.0,1,0,4.3
