event_id,ticket_id,event_ts_utc,event_type,status_from,status_to,team_from,team_to,actor_type,queue_name,comment_length,source_system,load_ts
EVT-00014876,TCK-008471,2025-03-08 19:16:38,closed,resolved,closed,T021,T021,system,queue_incident,567,workflow,2025-03-08 20:19:38
EVT-00045158,TCK-015941,2025-07-08 21:43:43,resolved,waiting_customer,resolved,T017,T017,agent,queue_access,55,workflow,2025-07-08 23:10:43
EVT-00083585,TCK-017167,2025-12-01 13:21:45,created,,new,T001,T001,system,queue_billing,794,crm,2025-12-01 13:54:45
EVT-00125490,TCK-006488,2026-05-04 05:47:40,created,,new,T005,T005,agent,queue_access,181,chat_platform,2026-05-04 06:41:40
EVT-00093585,TCK-021746,2026-01-09 05:46:06,transferred,in_progress,in_progress,T029,T029,agent,queue_performance,670,crm,2026-01-09 06:47:06
EVT-00048877,TCK-010901,2025-07-23 17:49:09,agent_response,in_progress,in_progress,T009,T009,agent,queue_billing,175,chat_platform,2025-07-23 18:21:09
EVT-00137526,TCK-000035,2026-06-11 04:24:23,customer_response,in_progress,in_progress,T015,T015,customer,queue_incident,399,crm,2026-06-11 05:03:23
EVT-00018022,TCK-012471,2025-03-21 18:54:30,resolved,in_progress,resolved,T001,T001,system,queue_incident,694,crm,2025-03-21 19:26:30
EVT-00117212,TCK-019836,2026-04-03 19:08:30,escalated,in_progress,in_progress,T026,T026,customer,queue_incident,160,workflow,2026-04-03 20:31:30
EVT-00101501,TCK-002603,2026-02-06 17:32:05,agent_response,in_progress,in_progress,T018,T018,agent,queue_performance,57,crm,2026-02-06 18:45:05
EVT-00041432,TCK-005103,2025-06-25 02:19:34,customer_response,in_progress,in_progress,T014,T014,agent,queue_access,649,workflow,2025-06-25 02:33:34
EVT-00082492,TCK-011185,2025-11-27 13:03:26,resolved,in_progress,resolved,T001,T001,system,queue_consultation,877,workflow,2025-11-27 13:20:26
EVT-00128467,TCK-006722,2026-05-14 09:53:01,agent_response,in_progress,in_progress,T027,T027,agent,queue_consultation,611,chat_platform,2026-05-14 11:13:01
EVT-00033608,TCK-006796,2025-05-26 21:52:09,closed,resolved,closed,T007,T007,agent,queue_billing,268,workflow,2025-05-26 22:51:09
EVT-00098774,TCK-022273,2026-01-27 22:45:57,agent_response,in_progress,in_progress,T018,T018,customer,queue_performance,807,chat_platform,2026-01-27 23:13:57
EVT-00106947,TCK-002113,2026-02-25 16:11:44,created,,new,T010,T010,agent,queue_integration,510,crm,2026-02-25 16:14:44
EVT-00144578,TCK-000396,2026-07-01 01:36:30,closed,resolved,closed,T019,T019,agent,queue_billing,839,crm,2026-07-01 02:05:30
EVT-00062453,TCK-019360,2025-09-14 06:54:55,created,,new,T019,T019,system,queue_billing,740,crm,2025-09-14 07:07:55
EVT-00112194,TCK-016014,2026-03-16 19:15:41,closed,resolved,closed,T004,T004,agent,queue_billing,134,workflow,2026-03-16 19:37:41
EVT-00107952,TCK-023709,2026-03-01 22:24:18,assigned,new,in_progress,T001,T001,agent,queue_integration,112,crm,2026-03-01 22:53:18
EVT-00054898,TCK-020573,2025-08-16 04:18:42,agent_response,in_progress,in_progress,T013,T013,customer,queue_performance,552,crm,2025-08-16 05:02:42
EVT-00052889,TCK-005456,2025-08-10 02:29:39,closed,resolved,closed,T001,T001,customer,queue_incident,260,crm,2025-08-10 02:50:39
EVT-00041038,TCK-013165,2025-06-23 12:59:08,created,,new,T022,T022,agent,queue_consultation,619,crm,2025-06-23 14:13:08
EVT-00096576,TCK-016557,2026-01-19 14:29:00,created,,new,T017,T017,agent,queue_performance,583,crm,2026-01-19 15:34:00
EVT-00057331,TCK-011855,2025-08-25 20:30:45,closed,resolved,closed,T005,T005,agent,queue_access,641,crm,2025-08-25 20:53:45
EVT-00131433,TCK-002165,2026-05-25 20:54:22,transferred,in_progress,in_progress,T017,T017,agent,queue_billing,258,crm,2026-05-25 22:13:22
EVT-00083383,TCK-019858,2025-12-01 08:11:15,closed,resolved,closed,T025,T025,agent,queue_access,465,workflow,2025-12-01 08:53:15
EVT-00032527,TCK-019245,2025-05-20 07:09:28,assigned,new,in_progress,T017,T017,agent,queue_integration,741,workflow,2025-05-20 07:35:28
EVT-00038611,TCK-014738,2025-06-13 22:41:20,agent_response,in_progress,in_progress,T011,T011,agent,queue_performance,294,chat_platform,2025-06-13 23:38:20
EVT-00138005,TCK-000698,2026-06-12 22:15:56,closed,resolved,closed,T027,T027,agent,queue_billing,311,workflow,2026-06-12 22:16:56
EVT-00080499,TCK-014842,2025-11-21 09:39:47,resolved,in_progress,resolved,T003,T003,agent,queue_integration,428,crm,2025-11-21 10:08:47
EVT-00113682,TCK-021816,2026-03-20 23:52:40,agent_response,in_progress,in_progress,T005,T005,agent,queue_incident,229,chat_platform,2026-03-21 01:03:40
EVT-00058956,TCK-003022,2025-09-01 16:27:21,resolved,in_progress,resolved,T020,T020,customer,queue_billing,9,workflow,2025-09-01 17:20:21
EVT-00054397,TCK-010082,2025-08-14 17:51:51,transferred,in_progress,in_progress,T026,T026,agent,queue_integration,11,crm,2025-08-14 18:17:51
EVT-00015281,TCK-018689,2025-03-11 09:34:08,closed,resolved,closed,T021,T021,system,queue_incident,556,workflow,2025-03-11 10:32:08
EVT-00082822,TCK-016932,2025-11-28 10:05:51,created,,new,T003,T003,agent,queue_billing,199,chat_platform,2025-11-28 10:44:51
EVT-00099047,TCK-006092,2026-01-29 02:23:21,reopened,resolved,in_progress,T028,T028,agent,queue_billing,365,chat_platform,2026-01-29 02:31:21
EVT-00006053,TCK-006753,2025-01-28 18:21:32,agent_response,in_progress,in_progress,T024,T024,agent,queue_consultation,632,crm,2025-01-28 18:54:32
EVT-00082930,TCK-009167,2025-11-28 13:07:00,created,,new,T015,T015,system,queue_integration,195,crm,2025-11-28 13:13:00
EVT-00073067,TCK-015497,2025-10-23 17:16:58,escalated,in_progress,in_progress,T020,T020,agent,queue_consultation,60,workflow,2025-10-23 18:43:58
EVT-00037264,TCK-022627,2025-06-07 18:42:48,closed,resolved,closed,T017,T017,system,queue_integration,475,crm,2025-06-07 18:53:48
EVT-00123103,TCK-001947,2026-04-24 16:47:13,agent_response,in_progress,in_progress,T008,T008,customer,queue_incident,118,chat_platform,2026-04-24 17:01:13
EVT-00090415,TCK-019562,2025-12-25 15:49:55,resolved,in_progress,resolved,T009,T009,agent,queue_access,646,crm,2025-12-25 17:10:55
EVT-00033933,TCK-019264,2025-05-26 22:18:27,assigned,new,in_progress,T009,T009,customer,queue_incident,300,workflow,2025-05-26 23:27:27
EVT-00004082,TCK-014162,2025-01-20 13:29:29,created,,new,T001,T001,agent,queue_incident,672,chat_platform,2025-01-20 13:43:29
EVT-00042028,TCK-020931,2025-06-27 09:55:03,created,,new,T026,T026,system,queue_billing,791,workflow,2025-06-27 10:37:03
EVT-00102894,TCK-008094,2026-02-12 11:38:39,agent_response,in_progress,in_progress,T026,T026,customer,queue_integration,358,workflow,2026-02-12 11:57:39
EVT-00053828,TCK-020617,2025-08-13 03:40:15,closed,resolved,closed,T005,T005,agent,queue_incident,783,workflow,2025-08-13 04:02:15
EVT-00122088,TCK-022780,2026-04-21 13:23:30,created,,new,T003,T003,agent,queue_performance,669,chat_platform,2026-04-21 14:05:30
EVT-00142221,TCK-000577,2026-06-24 13:25:20,assigned,new,in_progress,T027,T027,agent,queue_billing,5,chat_platform,2026-06-24 14:05:20
EVT-00139331,TCK-000065,2026-06-16 13:19:26,assigned,new,in_progress,T029,T029,system,queue_performance,587,crm,2026-06-16 13:41:26
EVT-00073342,TCK-003902,2025-10-24 13:44:02,created,,new,T026,T026,system,queue_incident,617,workflow,2025-10-24 14:52:02
EVT-00077884,TCK-009945,2025-11-12 20:54:36,assigned,new,in_progress,T018,T018,customer,queue_billing,692,workflow,2025-11-12 22:19:36
EVT-00070117,TCK-011202,2025-10-13 01:23:58,agent_response,in_progress,in_progress,T029,T029,agent,queue_billing,26,chat_platform,2025-10-13 01:58:58
EVT-00020098,TCK-018437,2025-03-29 11:53:55,agent_response,in_progress,in_progress,T021,T021,agent,queue_access,340,workflow,2025-03-29 12:41:55
EVT-00122336,TCK-007822,2026-04-22 18:52:34,assigned,new,in_progress,T010,T010,agent,queue_billing,546,crm,2026-04-22 19:01:34
EVT-00036544,TCK-009166,2025-06-05 10:39:20,created,,new,T008,T008,customer,queue_performance,98,crm,2025-06-05 10:49:20
EVT-00118052,TCK-002367,2026-04-06 17:02:37,assigned,new,in_progress,T029,T029,agent,queue_integration,94,crm,2026-04-06 17:39:37
EVT-00106865,TCK-011939,2026-02-25 15:32:16,transferred,in_progress,in_progress,T014,T014,customer,queue_performance,575,workflow,2026-02-25 15:58:16
EVT-00031863,TCK-023738,2025-05-19 02:32:38,resolved,in_progress,resolved,T002,T002,customer,queue_access,560,crm,2025-05-19 02:39:38
EVT-00045918,TCK-002080,2025-07-11 15:57:49,assigned,new,in_progress,T004,T004,agent,queue_billing,744,crm,2025-07-11 16:14:49
EVT-00060009,TCK-016276,2025-09-04 08:36:42,created,,new,T002,T002,agent,queue_integration,25,workflow,2025-09-04 09:01:42
EVT-00007668,TCK-003003,2025-02-04 19:17:24,status_changed,in_progress,waiting_customer,T013,T013,agent,queue_incident,221,workflow,2025-02-04 19:33:24
EVT-00105703,TCK-020702,2026-02-21 23:35:08,closed,resolved,closed,T019,T019,agent,queue_access,630,workflow,2026-02-21 23:52:08
EVT-00134495,TCK-001507,2026-06-05 11:03:43,resolved,in_progress,resolved,T014,T014,customer,queue_access,633,workflow,2026-06-05 12:05:43
EVT-00002573,TCK-012663,2025-01-14 13:16:02,agent_response,in_progress,in_progress,T006,T006,agent,queue_incident,297,workflow,2025-01-14 13:37:02
EVT-00002358,TCK-020564,2025-01-14 21:38:00,resolved,in_progress,resolved,T025,T025,agent,queue_performance,301,workflow,2025-01-14 22:01:00
EVT-00080928,TCK-009844,2025-11-23 10:34:54,closed,resolved,closed,T006,T006,agent,queue_integration,770,workflow,2025-11-23 11:30:54
EVT-00123257,TCK-017894,2026-04-25 23:00:10,customer_response,in_progress,in_progress,T005,T005,agent,queue_incident,510,chat_platform,2026-04-25 23:40:10
EVT-00117555,TCK-011426,2026-04-04 13:57:10,agent_response,in_progress,in_progress,T021,T021,agent,queue_incident,334,workflow,2026-04-04 15:22:10
EVT-00038584,TCK-010900,2025-06-13 12:15:03,created,,new,T004,T004,agent,queue_access,323,workflow,2025-06-13 13:20:03
EVT-00044026,TCK-009061,2025-07-04 06:19:04,created,,new,T012,T012,agent,queue_billing,196,workflow,2025-07-04 07:33:04
EVT-00064251,TCK-014262,2025-09-20 17:51:30,assigned,new,in_progress,T007,T007,system,queue_consultation,212,workflow,2025-09-20 18:21:30
EVT-00036459,TCK-009553,2025-06-05 04:18:19,closed,resolved,closed,T014,T014,customer,queue_performance,787,chat_platform,2025-06-05 04:44:19
EVT-00098262,TCK-021755,2026-01-26 11:31:36,created,,new,T007,T007,customer,queue_consultation,762,workflow,2026-01-26 12:24:36
EVT-00124332,TCK-005287,2026-04-29 08:11:40,created,,new,T008,T008,agent,queue_billing,579,crm,2026-04-29 08:57:40
EVT-00083459,TCK-018895,2025-12-01 09:54:19,assigned,new,in_progress,T002,T002,agent,queue_billing,295,chat_platform,2025-12-01 10:11:19
EVT-00067107,TCK-023747,2025-10-01 12:07:37,assigned,new,in_progress,T024,T024,agent,queue_billing,521,workflow,2025-10-01 12:48:37
EVT-00138922,TCK-000112,2026-06-15 18:57:19,closed,resolved,closed,T025,T025,agent,queue_billing,314,crm,2026-06-15 19:39:19
EVT-00043994,TCK-011540,2025-07-04 09:38:03,resolved,in_progress,resolved,T013,T013,agent,queue_billing,302,crm,2025-07-04 10:19:03
EVT-00026741,TCK-017156,2025-04-26 09:30:39,agent_response,in_progress,in_progress,T012,T012,agent,queue_consultation,814,crm,2025-04-26 10:47:39
EVT-00116978,TCK-022988,2026-04-02 20:16:47,closed,resolved,closed,T002,T002,agent,queue_billing,631,chat_platform,2026-04-02 21:12:47
EVT-00097175,TCK-004207,2026-01-21 21:47:18,agent_response,in_progress,in_progress,T027,T027,agent,queue_integration,462,workflow,2026-01-21 22:03:18
EVT-00128229,TCK-020692,2026-05-13 18:40:02,agent_response,in_progress,in_progress,T030,T030,agent,queue_performance,414,crm,2026-05-13 19:29:02
EVT-00030740,TCK-022506,2025-05-13 15:15:58,customer_response,in_progress,in_progress,T016,T016,agent,queue_access,782,crm,2025-05-13 15:20:58
EVT-00117922,TCK-012246,2026-04-07 07:44:09,closed,resolved,closed,T027,T027,system,queue_incident,838,crm,2026-04-07 08:10:09
EVT-00127124,TCK-010539,2026-05-09 08:35:46,assigned,new,in_progress,T029,T029,customer,queue_incident,148,workflow,2026-05-09 08:48:46
EVT-00043432,TCK-013309,2025-07-03 18:16:45,closed,resolved,closed,T001,T001,agent,queue_integration,354,crm,2025-07-03 19:30:45
EVT-00142601,TCK-000312,2026-06-25 10:50:34,created,,new,T030,T030,agent,queue_integration,208,chat_platform,2026-06-25 10:53:34
EVT-00132157,TCK-012731,2026-05-27 20:48:36,closed,resolved,closed,T001,T001,customer,queue_access,110,workflow,2026-05-27 21:25:36
EVT-00137863,TCK-000963,2026-06-11 19:20:23,agent_response,in_progress,in_progress,T013,T013,system,queue_billing,578,workflow,2026-06-11 19:54:23
EVT-00068823,TCK-012419,2025-10-07 18:09:36,created,,new,T026,T026,customer,queue_integration,759,crm,2025-10-07 19:13:36
EVT-00073055,TCK-010504,2025-10-23 17:37:03,escalated,in_progress,in_progress,T006,T006,customer,queue_incident,786,workflow,2025-10-23 18:25:03
EVT-00015558,TCK-012369,2025-03-11 17:56:28,closed,resolved,closed,T005,T005,system,queue_incident,261,workflow,2025-03-11 19:12:28
EVT-00106037,TCK-007365,2026-02-23 20:04:02,customer_response,in_progress,in_progress,T029,T029,agent,queue_integration,547,workflow,2026-02-23 21:22:02
EVT-00014903,TCK-014125,2025-03-09 02:10:14,agent_response,in_progress,in_progress,T026,T026,system,queue_performance,705,chat_platform,2025-03-09 02:14:14
EVT-00060880,TCK-006039,2025-09-08 16:25:14,escalated,in_progress,in_progress,T017,T017,agent,queue_performance,645,chat_platform,2025-09-08 17:47:14
EVT-00040663,TCK-004818,2025-06-21 12:26:09,created,,new,T029,T029,system,queue_access,391,workflow,2025-06-21 12:28:09
EVT-00007446,TCK-016334,2025-02-04 08:21:52,closed,resolved,closed,T026,T026,agent,queue_performance,344,chat_platform,2025-02-04 08:49:52
EVT-00041131,TCK-023195,2025-06-23 17:34:04,created,,new,T028,T028,agent,queue_integration,431,crm,2025-06-23 17:58:04
EVT-00133066,TCK-008696,2026-05-31 06:38:49,escalated,in_progress,in_progress,T025,T025,system,queue_consultation,254,crm,2026-05-31 07:37:49
EVT-00081929,TCK-012581,2025-11-25 22:47:00,customer_response,in_progress,in_progress,T019,T019,system,queue_incident,226,crm,2025-11-25 23:48:00
EVT-00081733,TCK-013227,2025-11-25 10:55:31,assigned,new,in_progress,T014,T014,agent,queue_access,673,crm,2025-11-25 11:00:31
EVT-00122245,TCK-020942,2026-04-22 09:21:58,assigned,new,in_progress,T027,T027,agent,queue_billing,787,workflow,2026-04-22 09:28:58
EVT-00113239,TCK-016677,2026-03-19 14:29:11,assigned,new,in_progress,T001,T001,customer,queue_access,270,crm,2026-03-19 14:38:11
EVT-00127592,TCK-003768,2026-05-11 15:11:24,created,,new,T013,T013,agent,queue_consultation,383,crm,2026-05-11 16:23:24
EVT-00028351,TCK-009688,2025-05-03 12:14:03,created,,new,T024,T024,agent,queue_incident,573,workflow,2025-05-03 12:59:03
EVT-00142493,TCK-001593,2026-06-25 03:52:35,assigned,new,in_progress,T001,T001,agent,queue_integration,377,crm,2026-06-25 04:43:35
EVT-00100685,TCK-003968,2026-02-03 21:36:28,resolved,in_progress,resolved,T008,T008,system,queue_consultation,605,crm,2026-02-03 23:03:28
EVT-00069161,TCK-021196,2025-10-09 00:58:02,assigned,new,in_progress,T002,T002,system,queue_performance,131,crm,2025-10-09 01:14:02
EVT-00034882,TCK-002181,2025-05-29 20:34:58,closed,resolved,closed,T013,T013,agent,queue_integration,336,workflow,2025-05-29 20:42:58
EVT-00043517,TCK-008225,2025-07-03 17:54:54,closed,resolved,closed,T017,T017,agent,queue_incident,829,crm,2025-07-03 17:58:54
EVT-00115140,TCK-020038,2026-03-26 18:18:11,status_changed,in_progress,in_progress,T003,T003,system,queue_billing,205,workflow,2026-03-26 18:49:11
EVT-00115972,TCK-009017,2026-03-30 15:08:28,reopened,resolved,in_progress,T005,T005,agent,queue_incident,359,workflow,2026-03-30 16:05:28
EVT-00114181,TCK-012535,2026-03-23 14:55:07,assigned,new,in_progress,T006,T006,agent,queue_incident,267,crm,2026-03-23 16:11:07
EVT-00048915,TCK-006031,2025-07-24 13:22:54,transferred,in_progress,in_progress,T017,T017,agent,queue_billing,293,crm,2025-07-24 13:52:54
EVT-00055531,TCK-007936,2025-08-18 23:21:21,agent_response,in_progress,in_progress,T018,T018,agent,queue_performance,846,crm,2025-08-18 23:57:21
EVT-00091288,TCK-020413,2025-12-28 20:24:26,assigned,new,in_progress,T013,T013,system,queue_consultation,676,crm,2025-12-28 21:44:26
EVT-00041855,TCK-020261,2025-06-26 17:40:34,agent_response,in_progress,in_progress,T026,T026,agent,queue_incident,284,crm,2025-06-26 18:46:34
EVT-00073518,TCK-007215,2025-10-25 19:37:51,assigned,new,in_progress,T018,T018,customer,queue_incident,591,workflow,2025-10-25 20:01:51
EVT-00057281,TCK-009325,2025-08-25 12:26:42,reopened,resolved,in_progress,T031,T031,agent,queue_performance,348,workflow,2025-08-25 13:10:42
EVT-00122927,TCK-018507,2026-04-24 09:27:30,assigned,new,in_progress,T006,T006,agent,queue_performance,778,crm,2026-04-24 10:03:30
EVT-00003976,TCK-006125,2025-01-20 11:53:16,reopened,resolved,in_progress,T005,T005,customer,queue_consultation,760,crm,2025-01-20 13:17:16
EVT-00090533,TCK-007508,2025-12-25 23:26:27,transferred,in_progress,in_progress,T012,T012,agent,queue_access,808,workflow,2025-12-25 23:50:27
EVT-00051153,TCK-021747,2025-08-02 07:53:16,resolved,in_progress,resolved,T018,T018,agent,queue_consultation,613,chat_platform,2025-08-02 09:06:16
EVT-00046813,TCK-003568,2025-07-16 03:45:03,assigned,new,in_progress,T006,T006,agent,queue_billing,386,crm,2025-07-16 04:26:03
EVT-00067273,TCK-005065,2025-10-01 23:00:25,closed,resolved,closed,T025,T025,system,queue_performance,234,crm,2025-10-02 00:21:25
EVT-00082957,TCK-015449,2025-11-28 16:54:05,reopened,resolved,in_progress,T027,T027,system,queue_performance,254,workflow,2025-11-28 17:44:05
EVT-00017993,TCK-003558,2025-03-22 12:37:19,closed,resolved,closed,T006,T006,agent,queue_incident,636,workflow,2025-03-22 13:21:19
EVT-00026136,TCK-004050,2025-04-23 16:22:32,assigned,new,in_progress,T029,T029,customer,queue_integration,229,crm,2025-04-23 17:48:32
EVT-00092820,TCK-014491,2026-01-05 13:19:05,escalated,in_progress,in_progress,T009,T009,customer,queue_integration,39,workflow,2026-01-05 14:19:05
EVT-00056666,TCK-006063,2025-08-22 17:59:36,assigned,new,in_progress,T022,T022,agent,queue_billing,251,workflow,2025-08-22 18:50:36
EVT-00134024,TCK-000518,2026-06-03 08:36:03,closed,resolved,closed,T010,T010,system,queue_access,809,chat_platform,2026-06-03 08:46:03
EVT-00002368,TCK-018287,2025-01-13 19:32:48,agent_response,in_progress,in_progress,T010,T010,agent,queue_billing,813,crm,2025-01-13 20:05:48
EVT-00115573,TCK-013717,2026-03-28 16:24:33,assigned,new,in_progress,T002,T002,agent,queue_integration,308,workflow,2026-03-28 16:32:33
EVT-00116581,TCK-014091,2026-04-01 15:02:57,agent_response,in_progress,in_progress,T002,T002,system,queue_integration,285,chat_platform,2026-04-01 15:56:57
EVT-00001950,TCK-004288,2025-01-12 11:31:48,assigned,new,in_progress,T020,T020,agent,queue_incident,666,workflow,2025-01-12 11:37:48
EVT-00032359,TCK-017091,2025-05-19 16:50:04,status_changed,in_progress,waiting_customer,T006,T006,agent,queue_integration,293,crm,2025-05-19 17:19:04
EVT-00046713,TCK-012381,2025-07-15 22:48:00,customer_response,in_progress,in_progress,T006,T006,customer,queue_integration,500,crm,2025-07-16 00:02:00
EVT-00084628,TCK-009214,2025-12-04 16:27:35,assigned,new,in_progress,T017,T017,agent,queue_integration,665,crm,2025-12-04 17:06:35
EVT-00110443,TCK-009972,2026-03-10 14:16:32,resolved,in_progress,resolved,T008,T008,customer,queue_access,789,crm,2026-03-10 14:49:32
EVT-00050663,TCK-009936,2025-08-01 05:05:54,closed,resolved,closed,T015,T015,customer,queue_consultation,690,crm,2025-08-01 05:51:54
EVT-00140902,TCK-000086,2026-06-21 05:26:35,escalated,in_progress,in_progress,T024,T024,agent,queue_incident,281,chat_platform,2026-06-21 05:49:35
EVT-00038213,TCK-023341,2025-06-11 19:35:35,status_changed,in_progress,in_progress,T028,T028,agent,queue_incident,876,crm,2025-06-11 19:42:35
EVT-00099821,TCK-003803,2026-01-31 22:11:50,resolved,in_progress,resolved,T017,T017,system,queue_integration,132,crm,2026-01-31 22:50:50
EVT-00025857,TCK-005150,2025-04-22 22:16:24,assigned,new,in_progress,T024,T024,system,queue_integration,52,crm,2025-04-22 22:20:24
EVT-00061629,TCK-003364,2025-09-10 21:10:22,closed,resolved,closed,T010,T010,system,queue_performance,56,crm,2025-09-10 22:23:22
EVT-00098746,TCK-008803,2026-01-28 00:55:25,resolved,in_progress,resolved,T005,T005,agent,queue_billing,7,crm,2026-01-28 01:34:25
EVT-00007731,TCK-008404,2025-02-05 01:47:34,resolved,in_progress,resolved,T024,T024,agent,queue_performance,717,crm,2025-02-05 02:26:34
EVT-00131589,TCK-008184,2026-05-26 09:03:02,status_changed,in_progress,waiting_customer,T020,T020,agent,queue_integration,193,crm,2026-05-26 09:50:02
EVT-00095639,TCK-021560,2026-01-16 17:44:55,assigned,new,in_progress,T014,T014,agent,queue_integration,880,crm,2026-01-16 18:02:55
EVT-00052084,TCK-017797,2025-08-06 19:40:21,resolved,in_progress,resolved,T013,T013,agent,queue_access,720,chat_platform,2025-08-06 20:05:21
EVT-00067557,TCK-015458,2025-10-04 23:34:47,agent_response,in_progress,in_progress,T027,T027,system,queue_access,166,crm,2025-10-05 00:28:47
EVT-00026848,TCK-016391,2025-04-26 09:13:53,created,,new,T002,T002,customer,queue_access,243,workflow,2025-04-26 09:38:53
EVT-00130816,TCK-020325,2026-05-22 11:48:56,created,,new,T002,T002,agent,queue_integration,260,workflow,2026-05-22 12:13:56
EVT-00039704,TCK-023687,2025-06-20 00:30:49,customer_response,in_progress,in_progress,T019,T019,customer,queue_billing,30,workflow,2025-06-20 00:45:49
EVT-00120714,TCK-019867,2026-04-16 10:14:26,created,,new,T032,T032,agent,queue_performance,261,crm,2026-04-16 11:18:26
EVT-00122824,TCK-018375,2026-04-23 17:47:35,created,,new,T003,T003,system,queue_integration,554,crm,2026-04-23 19:04:35
EVT-00013084,TCK-012210,2025-03-01 13:18:49,assigned,new,in_progress,T030,T030,system,queue_access,382,crm,2025-03-01 13:22:49
EVT-00112340,TCK-006860,2026-03-16 16:02:27,created,,new,T002,T002,agent,queue_access,522,workflow,2026-03-16 16:03:27
EVT-00052513,TCK-009286,2025-08-08 00:40:16,closed,resolved,closed,T005,T005,agent,queue_integration,409,workflow,2025-08-08 00:55:16
EVT-00118114,TCK-017425,2026-04-06 21:32:17,escalated,in_progress,in_progress,T001,T001,system,queue_integration,88,workflow,2026-04-06 22:58:17
EVT-00053070,TCK-012238,2025-08-10 10:28:49,escalated,in_progress,in_progress,T009,T009,system,queue_consultation,763,workflow,2025-08-10 11:46:49
EVT-00054866,TCK-010087,2025-08-15 16:31:15,created,,new,T003,T003,customer,queue_billing,812,workflow,2025-08-15 17:52:15
EVT-00099801,TCK-017139,2026-01-31 18:20:48,agent_response,in_progress,in_progress,T010,T010,agent,queue_consultation,829,crm,2026-01-31 19:49:48
EVT-00031393,TCK-021031,2025-05-15 14:29:57,created,,new,T032,T032,customer,queue_access,697,crm,2025-05-15 15:50:57
EVT-00024995,TCK-002266,2025-04-19 00:26:21,resolved,in_progress,resolved,T002,T002,agent,queue_access,569,workflow,2025-04-19 00:35:21
EVT-00002723,TCK-018792,2025-01-14 18:37:12,assigned,new,in_progress,T017,T017,agent,queue_incident,325,chat_platform,2025-01-14 19:52:12
EVT-00109011,TCK-015867,2026-03-04 18:54:38,assigned,new,in_progress,T022,T022,agent,queue_incident,262,chat_platform,2026-03-04 19:42:38
EVT-00043248,TCK-011464,2025-07-01 20:21:37,closed,resolved,closed,T019,T019,agent,queue_incident,48,workflow,2025-07-01 21:09:37
EVT-00012910,TCK-011761,2025-02-28 13:50:55,assigned,new,in_progress,T007,T007,agent,queue_integration,113,crm,2025-02-28 14:03:55
EVT-00056028,TCK-003360,2025-08-20 15:55:18,resolved,in_progress,resolved,T014,T014,system,queue_integration,269,workflow,2025-08-20 16:26:18
EVT-00140801,TCK-000282,2026-06-20 21:09:24,resolved,in_progress,resolved,T003,T003,system,queue_consultation,215,workflow,2026-06-20 22:12:24
EVT-00019626,TCK-014052,2025-03-27 11:06:48,agent_response,in_progress,in_progress,T016,T016,agent,queue_incident,460,crm,2025-03-27 11:52:48
EVT-00066614,TCK-014098,2025-09-30 00:02:38,status_changed,in_progress,in_progress,T013,T013,agent,queue_integration,567,crm,2025-09-30 01:04:38
EVT-00063782,TCK-007359,2025-09-19 00:35:24,created,,new,T002,T002,customer,queue_integration,116,crm,2025-09-19 01:59:24
EVT-00070227,TCK-011490,2025-10-13 11:44:31,escalated,in_progress,in_progress,T005,T005,customer,queue_billing,682,crm,2025-10-13 12:01:31
EVT-00057076,TCK-010805,2025-08-24 14:54:51,escalated,in_progress,in_progress,T016,T016,agent,queue_billing,695,crm,2025-08-24 16:03:51
EVT-00065865,TCK-008183,2025-09-26 13:19:57,created,,new,T002,T002,agent,queue_billing,622,crm,2025-09-26 14:05:57
EVT-00125455,TCK-007623,2026-05-03 17:13:03,assigned,new,in_progress,T023,T023,agent,queue_integration,154,chat_platform,2026-05-03 18:24:03
EVT-00045132,TCK-009172,2025-07-08 17:31:53,agent_response,in_progress,in_progress,T013,T013,agent,queue_incident,276,workflow,2025-07-08 17:55:53
EVT-00036079,TCK-008393,2025-06-03 14:03:57,assigned,new,in_progress,T024,T024,customer,queue_integration,573,crm,2025-06-03 15:08:57
EVT-00130811,TCK-021928,2026-05-22 16:40:02,assigned,new,in_progress,T012,T012,agent,queue_access,415,workflow,2026-05-22 17:43:02
EVT-00000226,TCK-023810,2025-01-03 13:56:20,transferred,in_progress,in_progress,T026,T026,customer,queue_integration,770,crm,2025-01-03 15:19:20
EVT-00063281,TCK-022881,2025-09-17 11:06:43,agent_response,in_progress,in_progress,T015,T015,agent,queue_access,758,crm,2025-09-17 11:42:43
EVT-00100797,TCK-009135,2026-02-05 11:21:56,closed,resolved,closed,T010,T010,agent,queue_access,509,workflow,2026-02-05 12:17:56
EVT-00074147,TCK-003044,2025-10-28 12:13:10,agent_response,in_progress,in_progress,T029,T029,agent,queue_performance,495,workflow,2025-10-28 13:10:10
EVT-00129596,TCK-010861,2026-05-18 19:15:37,assigned,new,in_progress,T002,T002,system,queue_performance,817,crm,2026-05-18 19:17:37
EVT-00122879,TCK-005106,2026-04-24 02:12:23,assigned,new,in_progress,T004,T004,customer,queue_integration,779,crm,2026-04-24 02:15:23
EVT-00090946,TCK-019316,2025-12-27 21:33:53,closed,resolved,closed,T030,T030,agent,queue_performance,525,crm,2025-12-27 22:55:53
EVT-00040824,TCK-015141,2025-06-24 02:12:10,customer_response,in_progress,in_progress,T032,T032,customer,queue_incident,750,workflow,2025-06-24 03:27:10
