order_id,order_date,region,sales_channel,product_category,customer_segment,quantity,unit_price,discount_rate,revenue,cost,return_flag
ORD-100249,2026-02-15,Kazan,online,Office,B2C,1,11563.36,0.059,10880.82,6591.12,0
ORD-100250,2026-02-15,Saint Petersburg,online,Electronics,SMB,2,13531.05,0.03,26255.41,18402.23,0
ORD-100251,2026-02-15,Rostov-on-Don,offline,Accessories,B2C,1,2576.42,0.057,2430.58,1159.39,0
ORD-100252,2026-02-15,Rostov-on-Don,offline,Office,B2B,1,12737.2,0.096,11510.1,7260.2,0
ORD-100253,2026-02-16,Moscow,online,Electronics,B2B,1,17178.76,0.103,15412.05,11681.56,0
ORD-100254,2026-02-16,Kazan,partner,Electronics,Enterprise,2,19532.77,0.085,35750.21,26564.57,0
ORD-100255,2026-02-16,Ekaterinburg,offline,Electronics,B2C,2,15016.51,0.04,28837.47,20422.45,0
ORD-100256,2026-02-16,Rostov-on-Don,offline,Electronics,B2C,2,15959.06,0.117,28170.35,21704.32,0
ORD-100257,2026-02-16,Rostov-on-Don,offline,Electronics,B2C,2,14330.79,0.151,24322.51,19489.87,0
ORD-100258,2026-02-16,Ekaterinburg,online,Software,B2C,1,8960.89,0.089,8167.4,3405.14,0
ORD-100259,2026-02-16,Novosibirsk,offline,Electronics,B2C,5,22029.48,0.066,102865.57,74900.23,0
ORD-100260,2026-02-16,Rostov-on-Don,marketplace,Home,B2B,1,8700.49,0.076,8037.93,5394.3,0
ORD-100261,2026-02-17,Rostov-on-Don,online,Electronics,Enterprise,2,16064.43,0.017,31588.13,21847.62,0
ORD-100262,2026-02-17,Moscow,online,Electronics,SMB,1,18058.28,0.058,17006.18,12279.63,0
ORD-100263,2026-02-17,Rostov-on-Don,marketplace,Electronics,B2B,5,18913.41,0.146,80748.12,64305.59,0
ORD-100264,2026-02-17,Rostov-on-Don,online,Accessories,SMB,1,2294.17,0.204,1826.31,1032.38,0
ORD-100265,2026-02-17,Saint Petersburg,marketplace,Software,B2B,1,9160.64,0.077,8454.06,3481.04,0
ORD-100266,2026-02-17,Ekaterinburg,offline,Electronics,SMB,1,16230.5,0.083,14890.94,11036.74,0
ORD-100267,2026-02-17,Moscow,online,Home,B2C,2,5785.28,0.066,10804.73,7173.75,1
ORD-100268,2026-02-17,Moscow,offline,Home,B2C,1,6675.57,0.118,5886.09,4138.85,0
ORD-100269,2026-02-18,Rostov-on-Don,offline,Software,B2C,1,13175.75,0.106,11780.02,5006.78,0
ORD-100270,2026-02-18,Saint Petersburg,offline,Electronics,B2C,1,15976.85,0.11,14217.81,10864.26,0
ORD-100271,2026-02-18,Moscow,online,Accessories,B2C,4,2190.73,0.128,7637.8,3943.31,0
ORD-100272,2026-02-18,Saint Petersburg,marketplace,Home,SMB,5,7726.84,0.164,32301.57,23953.2,0
ORD-100273,2026-02-18,Rostov-on-Don,partner,Home,B2C,2,5352.33,0.083,9816.62,6636.89,0
ORD-100274,2026-02-18,Novosibirsk,online,Home,B2C,2,5675.73,0.052,10755.65,7037.91,0
ORD-100275,2026-02-18,Rostov-on-Don,offline,Office,SMB,2,8825.34,0.139,15190.21,10060.89,0
ORD-100276,2026-02-19,Moscow,online,Accessories,B2C,1,2112.31,0.098,1905.15,950.54,0
ORD-100277,2026-02-19,Kazan,offline,Accessories,Enterprise,4,2392.71,0.085,8753.71,4306.88,0
ORD-100278,2026-02-19,Novosibirsk,offline,Accessories,Enterprise,1,2507.39,0.139,2158.54,1128.33,0
ORD-100279,2026-02-19,Kazan,offline,Accessories,B2B,5,2106.28,0.142,9034.11,4739.13,0
ORD-100280,2026-02-19,Moscow,marketplace,Electronics,B2B,2,16504.67,0.151,28017.11,22446.35,0
ORD-100281,2026-02-19,Moscow,partner,Accessories,B2C,1,2667.4,0.072,2475.65,1200.33,0
ORD-100282,2026-02-20,Moscow,offline,Electronics,B2C,2,12942.01,0.086,23647.4,17601.13,0
ORD-100283,2026-02-20,Moscow,marketplace,Home,B2C,3,5866.9,0.05,16720.45,10912.43,0
ORD-100284,2026-02-20,Moscow,online,Home,B2B,5,7146.07,0.12,31424.88,22152.82,0
ORD-100285,2026-02-20,Saint Petersburg,online,Accessories,B2B,1,2126.3,0.058,2002.4,956.84,0
ORD-100286,2026-02-20,Ekaterinburg,marketplace,Electronics,B2C,1,17285.14,0.088,15768.21,11753.9,0
ORD-100287,2026-02-20,Novosibirsk,offline,Home,B2B,2,5717.69,0.046,10912.15,7089.94,0
ORD-100288,2026-02-20,Kazan,marketplace,Software,SMB,1,11316.17,0.086,10347.44,4300.14,0
ORD-100289,2026-02-20,Moscow,marketplace,Home,B2B,1,7802.96,0.129,6794.25,4837.84,0
ORD-100290,2026-02-21,Rostov-on-Don,online,Software,B2C,1,13597.53,0.151,11545.45,5167.06,0
ORD-100291,2026-02-21,Rostov-on-Don,offline,Software,B2C,1,9089.38,0.058,8561.86,3453.96,0
ORD-100292,2026-02-21,Ekaterinburg,offline,Office,B2C,2,9843.17,0.053,18644.35,11221.21,1
ORD-100293,2026-02-21,Moscow,marketplace,Home,B2B,3,5493.92,0.12,14503.22,10218.69,0
ORD-100294,2026-02-21,Rostov-on-Don,offline,Office,SMB,3,8379.69,0.09,22873.63,14329.27,0
ORD-100295,2026-02-21,Ekaterinburg,online,Accessories,SMB,1,2427.94,0.159,2040.97,1092.57,0
ORD-100296,2026-02-21,Moscow,marketplace,Software,B2C,3,10398.52,0.047,29736.13,11854.31,0
ORD-100297,2026-02-21,Novosibirsk,marketplace,Accessories,SMB,2,1905.86,0.088,3477.97,1715.27,0
ORD-100298,2026-02-22,Moscow,marketplace,Home,Enterprise,2,9670.91,0.187,15723.28,11991.93,0
ORD-100299,2026-02-22,Moscow,marketplace,Software,B2C,3,13731.16,0.064,38550.65,15653.52,0
ORD-100300,2026-02-22,,offline,Office,B2C,2,10051.48,0.068,18737.87,11458.69,0
ORD-100301,2026-02-22,Rostov-on-Don,online,Home,Enterprise,1,9173.24,0.081,8429.55,5687.41,0
ORD-100302,2026-02-22,Saint Petersburg,marketplace,Accessories,B2C,1,2191.91,0.105,1960.74,986.36,0
ORD-100303,2026-02-23,Moscow,offline,Home,B2C,3,7636.49,0,22909.47,14203.87,0
ORD-100304,2026-02-23,Kazan,marketplace,Electronics,B2C,4,17738.05,0.177,58423.08,48247.5,0
ORD-100305,2026-02-23,Rostov-on-Don,marketplace,Software,B2C,4,12682.89,0.096,45880.27,19277.99,0
ORD-100306,2026-02-23,Ekaterinburg,online,Accessories,B2B,3,2515.66,0.038,7262.75,3396.14,0
ORD-100307,2026-02-23,Moscow,online,Electronics,B2B,2,15655.16,0.082,28751.58,21291.02,0
ORD-100308,2026-02-24,Saint Petersburg,online,Software,B2C,1,11878.93,0.062,11147.9,4513.99,0
ORD-100309,2026-02-24,Moscow,marketplace,Software,SMB,1,13198.14,0.116,11673.22,5015.29,1
ORD-100310,2026-02-24,Saint Petersburg,marketplace,Accessories,B2B,1,1917.33,0.165,1600.79,862.8,0
ORD-100311,2026-02-25,Moscow,marketplace,Electronics,B2C,1,16554.72,0.093,15014.38,11257.21,0
ORD-100312,2026-02-25,Ekaterinburg,online,Accessories,Enterprise,1,3026.49,0.013,2987.06,1361.92,0
ORD-100313,2026-02-25,Moscow,online,Accessories,B2B,3,2590.41,0.052,7370.82,3497.05,0
ORD-100314,2026-02-26,Kazan,offline,Office,Enterprise,5,10332.53,0.071,47973.11,29447.71,0
ORD-100315,2026-02-26,Saint Petersburg,marketplace,Office,SMB,5,9540.04,0.086,43593.31,27189.11,0
ORD-100316,2026-02-26,Moscow,marketplace,Electronics,B2B,2,13015.73,0.125,22782.28,17701.39,1
ORD-100317,2026-02-26,Kazan,online,Office,B2C,2,10400.53,0.15,17690.13,11856.6,0
ORD-100318,2026-02-27,Ekaterinburg,offline,Accessories,B2B,1,1470.4,0.118,1297.01,661.68,0
ORD-100319,2026-02-27,Rostov-on-Don,online,Home,B2B,1,6071.17,0.029,5892.92,3764.13,0
ORD-100320,2026-02-27,Moscow,online,Electronics,B2C,1,10676.04,0.072,9907.72,7259.71,0
ORD-100321,2026-02-27,Ekaterinburg,marketplace,Home,SMB,1,7920.37,0.09,7205.88,4910.63,0
ORD-100322,2026-02-27,Rostov-on-Don,offline,Home,B2C,2,9345.78,0.107,16690.76,11588.77,0
ORD-100323,2026-02-27,Novosibirsk,marketplace,Electronics,B2B,1,15988.04,0.13,13908.47,10871.87,1
ORD-100324,2026-02-28,Saint Petersburg,online,Office,Enterprise,3,5919.61,0.051,16851.16,10122.53,0
ORD-100325,2026-02-28,Saint Petersburg,offline,Office,SMB,1,10957.86,0.098,9882.21,6245.98,0
ORD-100326,2026-02-28,Moscow,marketplace,Software,Enterprise,5,14193.17,0.123,62244.62,26967.02,0
ORD-100327,2026-03-01,Moscow,online,Office,B2B,1,8130.54,0.079,7489.27,4634.41,0
ORD-100328,2026-03-01,Novosibirsk,online,Office,Enterprise,3,9505.92,0.115,25251.83,16255.12,0
ORD-100329,2026-03-01,Saint Petersburg,marketplace,Home,SMB,5,8843.93,0.163,37012.38,27416.18,0
ORD-100330,2026-03-01,Kazan,online,Electronics,B2C,1,20541.16,0.109,18306.39,13967.99,0
ORD-100331,2026-03-01,Rostov-on-Don,offline,Software,SMB,1,12898.29,0.107,11514.08,4901.35,0
ORD-100332,2026-03-02,Kazan,offline,Electronics,Enterprise,1,15827.13,0.145,13536.75,10762.45,0
ORD-100333,2026-03-02,Ekaterinburg,online,Accessories,B2C,1,2729.24,0.177,2247.39,1228.16,0
ORD-100334,2026-03-02,Moscow,offline,Electronics,B2C,2,17916.58,0.104,32107.02,24366.55,0
ORD-100335,2026-03-02,Moscow,online,Home,B2B,3,6881.56,0.099,18597.64,12799.7,0
ORD-100336,2026-03-02,Moscow,online,Home,B2C,2,6567.93,0.082,12056.86,8144.23,0
ORD-100337,2026-03-02,Saint Petersburg,offline,Electronics,SMB,1,10948.58,0.127,9557.49,7445.03,0
ORD-100338,2026-03-02,Novosibirsk,partner,Electronics,B2C,3,13177.38,0.151,33579.11,26881.86,0
ORD-100339,2026-03-03,Moscow,partner,Software,B2C,2,12345.41,0.094,22378.92,9382.51,0
ORD-100340,2026-03-03,Moscow,partner,Accessories,B2C,4,1840.29,0.136,6358.67,3312.52,0
ORD-100341,2026-03-03,Saint Petersburg,online,Home,Enterprise,1,6325.94,0.118,5582.32,3922.08,0
ORD-100342,2026-03-03,Ekaterinburg,offline,Accessories,SMB,2,2876.75,0.131,5002.17,2589.08,0
ORD-100343,2026-03-03,Novosibirsk,online,Accessories,Enterprise,2,2938.54,0.115,5202.35,2644.69,0
ORD-100344,2026-03-03,Novosibirsk,online,Office,B2B,1,9449.68,0.119,8324.06,5386.32,0
ORD-100345,2026-03-03,Novosibirsk,online,Electronics,SMB,2,13616.37,0.151,23110.83,18518.26,0
ORD-100346,2026-03-03,Moscow,online,Electronics,B2B,3,15602.5,0.042,44830.12,31829.1,0
ORD-100347,2026-03-03,Rostov-on-Don,online,Office,Enterprise,5,10079.42,0.136,43539.22,28726.35,0
ORD-100348,2026-03-04,Moscow,marketplace,Software,Enterprise,2,10713.26,0.159,18010.63,8142.08,0
ORD-100349,2026-03-04,Moscow,offline,Office,B2C,1,9907.14,0.158,8342.09,5647.07,1
ORD-100350,2026-03-04,Moscow,online,Software,SMB,4,13066.46,0.081,48050.24,19861.02,1
ORD-100351,2026-03-04,Rostov-on-Don,marketplace,Accessories,SMB,4,2921.95,0.158,9845.73,5259.51,0
ORD-100352,2026-03-04,Moscow,online,Electronics,B2C,4,17904.0,0.012,70775.04,48698.88,0
ORD-100353,2026-03-04,Rostov-on-Don,marketplace,Electronics,Enterprise,3,16642.73,0.181,40873.56,33951.17,0
ORD-100354,2026-03-04,Ekaterinburg,partner,Electronics,Enterprise,1,23458.42,0.106,20965.32,15951.73,1
ORD-100355,2026-03-04,Rostov-on-Don,partner,Accessories,B2C,2,2728.42,0.101,4903.14,2455.58,0
ORD-100356,2026-03-04,Rostov-on-Don,online,Home,SMB,1,6541.32,0.055,6182.99,4055.62,0
ORD-100357,2026-03-04,Moscow,online,Office,B2C,1,9567.39,0.111,8502.81,5453.41,0
ORD-100358,2026-03-05,Novosibirsk,offline,Software,B2C,2,13983.84,0.137,24130.55,10627.72,0
ORD-100359,2026-03-05,Ekaterinburg,online,Accessories,B2C,3,2390.23,0.144,6140.56,3226.81,0
ORD-100360,2026-03-05,Moscow,online,Electronics,SMB,2,17021.2,0.099,30657.31,23148.83,0
ORD-100361,2026-03-05,Saint Petersburg,online,Accessories,Enterprise,1,2702.46,0.095,2445.55,1216.11,0
ORD-100362,2026-03-05,Moscow,marketplace,Electronics,SMB,3,15775.73,0.164,39553.48,32182.49,1
ORD-100363,2026-03-05,Novosibirsk,online,Office,B2C,1,8804.15,0.167,7337.16,5018.37,0
ORD-100364,2026-03-05,Moscow,online,Electronics,B2C,1,17374.2,0.081,15959.19,11814.46,0
ORD-100365,2026-03-05,Ekaterinburg,online,Office,B2B,1,10735.12,0.085,9825.99,6119.02,0
ORD-100366,2026-03-05,Saint Petersburg,online,Home,B2C,1,7026.26,0.051,6670.39,4356.28,0
ORD-100367,2026-03-05,Kazan,partner,Home,B2B,2,8256.91,0.048,15724.21,10238.57,0
ORD-100368,2026-03-05,Novosibirsk,offline,Office,SMB,2,12746.91,0.151,21641.51,14531.48,0
ORD-100369,2026-03-06,Ekaterinburg,online,Electronics,Enterprise,5,16537.19,0.091,75193.78,56226.45,0
ORD-100370,2026-03-06,Saint Petersburg,partner,Software,B2B,3,11764.78,0.198,28311.84,13411.85,0
ORD-100371,2026-03-06,Saint Petersburg,online,Home,B2C,2,8550.67,0.06,16078.43,10602.83,0
ORD-100372,2026-03-06,Saint Petersburg,offline,Office,B2C,2,9713.19,0.015,19128.27,11073.04,0
ORD-100373,2026-03-06,Moscow,online,Office,B2B,1,8076.01,0.131,7019.03,4603.33,0
ORD-100374,2026-03-06,Moscow,online,Accessories,B2C,2,2456.13,0.099,4423.75,2210.52,0
ORD-100375,2026-03-06,Moscow,marketplace,Home,Enterprise,4,9304.83,0.145,31840.94,23075.98,0
ORD-100376,2026-03-06,Ekaterinburg,online,Office,SMB,1,11326.04,0.103,10159.23,6455.84,0
ORD-100377,2026-03-07,Moscow,offline,Accessories,Enterprise,1,0,0.115,1735.25,882.03,0
ORD-100378,2026-03-07,Novosibirsk,online,Electronics,SMB,1,16669.01,0.062,15633.28,11334.93,0
ORD-100379,2026-03-07,Novosibirsk,online,Electronics,B2C,1,18586.47,0.122,16322.42,12638.8,0
ORD-100380,2026-03-07,Saint Petersburg,online,Home,Enterprise,2,7073.9,0.156,11936.82,8771.64,0
ORD-100381,2026-03-07,Saint Petersburg,offline,Software,B2C,4,11778.54,0.185,38383.98,17903.38,1
ORD-100382,2026-03-07,Novosibirsk,marketplace,Electronics,B2C,1,16305.26,0.179,13378.95,11087.58,0
ORD-100383,2026-03-07,Rostov-on-Don,marketplace,Software,B2C,1,13800.69,0.195,11111.7,5244.26,0
ORD-100384,2026-03-07,Ekaterinburg,online,Accessories,SMB,3,2194.67,0.117,5812.69,2962.8,0
ORD-100385,2026-03-08,Moscow,partner,Accessories,Enterprise,3,1940.45,0.09,5298.72,2619.61,0
ORD-100386,2026-03-08,Saint Petersburg,online,Accessories,B2C,1,2389.46,0.168,1988.95,1075.26,0
ORD-100387,2026-03-08,Moscow,offline,Accessories,B2C,1,3012.05,0.053,2852.26,1355.42,0
ORD-100388,2026-03-08,Moscow,online,Home,B2C,1,8069.83,0.088,7363.64,5003.29,0
ORD-100389,2026-03-08,Rostov-on-Don,marketplace,Accessories,B2C,3,2250.01,0.091,6134.12,3037.51,0
ORD-100390,2026-03-08,Moscow,online,Home,B2B,2,6613.87,0.153,11198.22,8201.2,0
ORD-100391,2026-03-08,Kazan,partner,Accessories,Enterprise,4,2319.73,0.087,8475.36,4175.51,0
ORD-100392,2026-03-08,Saint Petersburg,marketplace,Software,B2C,2,10946.55,0.127,19108.2,8319.38,0
ORD-100393,2026-03-08,Kazan,offline,Accessories,B2C,1,2266.8,0.065,2118.45,1020.06,0
ORD-100394,2026-03-08,Moscow,partner,Software,B2C,5,16961.42,0.037,81693.13,32226.7,0
ORD-100395,2026-03-09,Saint Petersburg,offline,Accessories,B2C,2,2859.59,0.111,5084.65,2573.63,0
ORD-100396,2026-03-09,Ekaterinburg,offline,Electronics,SMB,1,12930.36,0.073,11990.84,8792.64,0
ORD-100397,2026-03-09,Saint Petersburg,online,Software,B2C,1,13897.58,0.113,12325.54,5281.08,0
ORD-100398,2026-03-09,Ekaterinburg,offline,Electronics,B2C,2,15154.57,0.127,26446.82,20610.22,0
ORD-100399,2026-03-09,Moscow,marketplace,Accessories,B2C,1,2415.84,0.084,2214.04,1087.13,0
ORD-100400,2026-03-09,Saint Petersburg,partner,Software,B2C,1,16578.46,0.081,15230.32,6299.81,0
ORD-100401,2026-03-09,Ekaterinburg,online,Home,SMB,2,7586.81,0.143,12998.03,9407.64,0
ORD-100402,2026-03-09,Novosibirsk,online,Electronics,B2B,1,20239.39,0.108,18052.9,13762.79,0
ORD-100403,2026-03-09,Ekaterinburg,offline,Electronics,B2C,2,14360.98,0.114,25456.44,19530.93,0
ORD-100404,2026-03-10,Ekaterinburg,marketplace,Home,B2C,2,8545.97,0.182,13973.28,10597.0,0
ORD-100405,2026-03-10,Moscow,online,Electronics,B2C,1,14087.42,0.106,12592.61,9579.45,0
ORD-100406,2026-03-10,Moscow,offline,Home,B2C,4,6954.74,0.113,24686.82,17247.76,0
ORD-100407,2026-03-10,Novosibirsk,marketplace,Software,B2C,1,8545.58,0.12,7517.11,3247.32,0
ORD-100408,2026-03-10,Rostov-on-Don,online,Home,B2C,1,7162.88,0.12,6302.61,4440.99,0
ORD-100409,2026-03-10,Moscow,marketplace,Accessories,B2C,3,3343.33,0.175,8270.72,4513.5,0
ORD-100410,2026-03-10,Saint Petersburg,offline,Home,SMB,1,7317.86,0.087,6683.64,4537.07,0
ORD-100411,2026-03-10,Moscow,online,ACCESSORIES,SMB,3,9710.48,0.053,27601.34,11069.95,0
ORD-100412,2026-03-11,Novosibirsk,online,Software,Enterprise,2,9894.79,0.092,17969.53,7520.04,0
ORD-100413,2026-03-11,Kazan,marketplace,Accessories,SMB,3,2901.95,0.116,7700.24,3917.63,0
ORD-100414,2026-03-11,Moscow,marketplace,,B2C,4,6712.88,0.146,22932.83,15305.37,0
ORD-100415,2026-03-11,Novosibirsk,offline,Software,B2B,2,8826.21,0.136,15244.93,6707.92,0
ORD-100416,2026-03-11,Ekaterinburg,online,Accessories,SMB,4,2447.74,0.106,8753.0,4405.93,0
ORD-100417,2026-03-11,Saint Petersburg,offline,Office,B2C,3,8841.79,0.142,22748.57,15119.46,0
ORD-100418,2026-03-11,Kazan,online,Office,SMB,1,7404.82,0.128,6457.54,4220.75,0
ORD-100419,2026-03-11,Moscow,partner,Office,SMB,1,9120.49,0.116,8061.04,5198.68,0
ORD-100420,2026-03-12,Kazan,marketplace,Software,B2C,1,13812.98,0.097,12478.08,5248.93,0
ORD-100421,2026-03-12,Kazan,marketplace,Accessories,B2C,2,3040.14,0.154,5144.98,2736.13,0
ORD-100422,2026-03-12,Novosibirsk,offline,Accessories,B2C,1,2917.84,0.082,2678.91,1313.03,0
ORD-100423,2026-03-12,Saint Petersburg,online,Accessories,B2C,1,2687.81,0.088,2452.15,1209.51,0
ORD-100424,2026-03-12,Saint Petersburg,marketplace,Electronics,B2C,2,15305.95,0.146,26127.86,20816.09,0
ORD-100425,2026-03-13,Moscow,marketplace,Software,B2B,2,7777.03,0.113,13800.73,5910.54,0
ORD-100426,2026-03-13,Moscow,marketplace,Accessories,B2C,2,2188.4,0.142,3754.16,1969.56,0
ORD-100427,2026-03-13,Ekaterinburg,online,Accessories,B2C,1,2277.12,0.18,1868.29,1024.7,0
ORD-100428,2026-03-13,Novosibirsk,offline,Accessories,SMB,2,2212.61,0.17,3672.23,1991.35,0
ORD-100429,2026-03-13,Moscow,marketplace,Electronics,B2B,4,19047.85,0.215,59781.19,51810.15,0
ORD-100430,2026-03-13,Ekaterinburg,marketplace,Accessories,B2B,2,3162.73,0.132,5493.5,2846.46,0
ORD-100431,2026-03-13,Novosibirsk,offline,Office,B2C,1,9086.25,0.119,8005.08,5179.16,0
ORD-100432,2026-03-13,Novosibirsk,partner,Home,B2B,1,9041.54,0.137,7806.26,5605.75,0
ORD-100433,2026-03-14,Saint Petersburg,offline,Home,B2B,2,7292.31,0.167,12149.23,9042.46,0
ORD-100434,2026-03-14,Novosibirsk,marketplace,Office,B2B,1,8193.95,0.188,6657.35,4670.55,0
ORD-100435,2026-03-14,Ekaterinburg,online,Electronics,SMB,4,14071.21,0.12,49529.85,38273.69,0
ORD-100436,2026-03-14,Saint Petersburg,offline,Accessories,SMB,1,2453.68,0.084,2247.34,1104.16,0
ORD-100437,2026-03-14,Moscow,partner,Software,SMB,1,13690.88,0.118,12072.99,5202.53,0
ORD-100438,2026-03-14,Novosibirsk,online,Electronics,B2C,4,22410.26,0.133,77734.56,60955.91,0
ORD-100439,2026-03-14,Kazan,marketplace,Accessories,B2C,3,2333.56,0.151,5946.65,3150.31,0
ORD-100440,2026-03-15,Moscow,offline,Accessories,B2C,1,2993.63,0.071,2782.51,1347.13,0
ORD-100441,2026-03-15,Rostov-on-Don,offline,Home,B2C,2,7024.45,0.052,13316.96,8710.32,0
ORD-100442,2026-03-15,Moscow,offline,Home,Enterprise,1,9542.12,0.131,8295.4,5916.11,0
ORD-100443,2026-03-15,Moscow,online,Accessories,SMB,1,1732.26,0.103,1554.29,779.52,0
ORD-100444,2026-03-16,Moscow,marketplace,Office,B2C,1,13259.62,0.219,10353.0,7557.98,0
ORD-100445,2026-03-16,Kazan,online,Electronics,B2B,3,17490.54,0.182,42909.33,35680.7,0
ORD-100446,2026-03-16,Novosibirsk,online,Office,B2B,1,9401.78,0.099,8469.85,5359.01,0
ORD-100447,2026-03-16,Moscow,online,Electronics,SMB,4,13361.93,0.134,46284.44,36344.45,0
ORD-100448,2026-03-16,Saint Petersburg,online,Home,B2C,3,8923.35,0.136,23139.4,16597.43,0
ORD-100449,2026-03-16,Saint Petersburg,offline,Software,B2C,2,10622.81,0.09,19337.5,8073.34,0
ORD-100450,2026-03-16,Novosibirsk,online,Home,B2C,1,6954.13,0.039,6685.65,4311.56,0
ORD-100451,2026-03-16,Kazan,online,Home,SMB,5,8222.26,0.067,38350.17,25489.01,0
ORD-100452,2026-03-16,Novosibirsk,online,Electronics,B2C,2,13146.96,0.141,22583.73,17879.87,0
ORD-100453,2026-03-16,Ekaterinburg,marketplace,Electronics,B2C,4,16950.31,0.111,60249.61,46104.84,0
ORD-100454,2026-03-17,Ekaterinburg,offline,Electronics,B2C,3,19626.67,0.107,52588.37,40038.41,0
ORD-100455,2026-03-17,Ekaterinburg,online,Electronics,B2C,2,18582.75,0.099,33496.26,25272.54,0
ORD-100456,2026-03-17,Moscow,online,Home,B2C,2,6125.96,0.162,10270.32,7596.19,0
ORD-100457,2026-03-17,Kazan,marketplace,Electronics,Enterprise,1,14044.7,0.22,10949.97,9550.4,0
ORD-100458,2026-03-17,Ekaterinburg,online,Home,B2C,2,7225.62,0.064,13521.39,8959.77,0
ORD-100459,2026-03-17,Moscow,online,Accessories,SMB,4,2741.71,0.171,9087.07,4935.08,0
ORD-100460,2026-03-18,Novosibirsk,offline,Software,SMB,2,12179.81,0.083,22349.14,9256.66,0
ORD-100461,2026-03-18,Rostov-on-Don,offline,Home,B2B,1,4927.79,0.163,4126.02,3055.23,0
ORD-100462,2026-03-18,Moscow,offline,Software,B2C,1,13592.43,0.112,12070.55,5165.12,0
ORD-100463,2026-03-18,Ekaterinburg,marketplace,Software,B2C,1,9448.89,0.143,8100.67,3590.58,0
ORD-100464,2026-03-18,Rostov-on-Don,online,Accessories,SMB,1,2470.4,0.139,2126.79,1111.68,0
ORD-100465,2026-03-18,Novosibirsk,online,Office,Enterprise,4,11895.53,0.124,41665.2,27121.81,0
ORD-100466,2026-03-18,Kazan,online,Software,SMB,2,10100.65,0.093,18314.39,7676.49,0
ORD-100467,2026-03-18,Rostov-on-Don,online,Accessories,B2C,5,2577.81,0.15,10952.78,5800.07,0
ORD-100468,2026-03-19,Novosibirsk,online,Accessories,SMB,2,2567.84,0.158,4325.74,2311.06,0
ORD-100469,2026-03-19,Moscow,offline,Electronics,SMB,2,13783.71,0.128,24030.37,18745.85,0
ORD-100470,2026-03-19,Saint Petersburg,offline,Accessories,B2B,1,2509.36,0.131,2180.86,1129.21,0
ORD-100471,2026-03-19,Kazan,marketplace,Electronics,B2C,1,19068.55,0.118,16824.39,12966.61,0
ORD-100472,2026-03-19,Novosibirsk,marketplace,Accessories,SMB,4,2628.06,0.197,8441.28,4730.51,0
ORD-100473,2026-03-19,Moscow,offline,Office,SMB,2,8466.21,0.108,15097.69,9651.48,0
ORD-100474,2026-03-19,Kazan,online,Software,B2C,1,14612.89,0.115,12931.62,5552.9,0
ORD-100475,2026-03-19,Novosibirsk,offline,Accessories,B2C,4,1752.97,0.062,6578.03,3155.35,0
ORD-100476,2026-03-20,Moscow,offline,Office,SMB,4,9885.22,0.053,37452.91,22538.3,0
ORD-100477,2026-03-20,Moscow,offline,Home,B2C,3,7303.69,0.072,20333.23,13584.86,0
ORD-100478,2026-03-20,Ekaterinburg,marketplace,Accessories,B2C,1,2175.99,0.167,1812.34,979.2,0
ORD-100479,2026-03-21,Moscow,marketplace,Home,B2C,2,5787.72,0.125,10123.1,7176.77,0
ORD-100480,2026-03-21,Moscow,offline,Office,B2B,1,7351.13,0.098,6627.8,4190.14,0
ORD-100481,2026-03-21,Saint Petersburg,online,Software,B2B,2,13197.08,0.156,22272.91,10029.78,0
ORD-100482,2026-03-21,Kazan,marketplace,Software,B2C,1,12713.31,0.116,11234.99,4831.06,0
ORD-100483,2026-03-21,Moscow,offline,Software,SMB,3,9525.49,0.07,26573.36,10859.06,0
ORD-100484,2026-03-21,Kazan,marketplace,Home,SMB,2,6562.59,0.123,11510.35,8137.61,0
ORD-100485,2026-03-21,Ekaterinburg,partner,Accessories,B2C,3,2236.96,0.21,5299.94,3019.9,0
ORD-100486,2026-03-21,Saint Petersburg,online,Electronics,SMB,4,14116.77,0.107,50424.9,38397.61,0
ORD-100487,2026-03-21,Ekaterinburg,offline,Office,B2B,1,6880.5,0.02,6744.17,3921.88,0
ORD-100488,2026-03-21,Saint Petersburg,marketplace,Home,B2C,1,8955.9,0.172,7415.73,5552.66,0
ORD-100489,2026-03-22,Novosibirsk,online,Home,Enterprise,2,6899.82,0.112,12251.43,8555.78,0
ORD-100490,2026-03-22,Kazan,offline,Office,B2C,1,8184.48,0.107,7305.26,4665.15,0
ORD-100491,2026-03-22,Moscow,offline,Accessories,B2C,2,2517.32,0.146,4297.52,2265.59,0
ORD-100492,2026-03-22,Rostov-on-Don,marketplace,Accessories,B2C,1,1912.6,0.178,1571.34,860.67,0
ORD-100493,2026-03-22,Saint Petersburg,online,Accessories,B2B,2,2468.97,0.143,4232.78,2222.07,0
ORD-100494,2026-03-22,Saint Petersburg,offline,Accessories,B2C,1,2615.31,0.161,2193.67,1176.89,0
ORD-100495,2026-03-22,Rostov-on-Don,online,Accessories,SMB,1,2517.63,0.141,2161.69,1132.93,0
ORD-100496,2026-03-22,Novosibirsk,online,Software,SMB,1,16751.67,0.157,14116.77,6365.63,0
ORD-100497,2026-03-22,Novosibirsk,partner,Electronics,SMB,1,13540.63,0.188,10989.97,9207.63,0
ORD-100498,2026-03-22,Moscow,marketplace,Home,B2B,1,7000.7,0.125,6123.3,4340.43,0
