order_id,order_date,region,channel,category,product,quantity,unit_price,discount_pct,status
ORD-100266,2026-04-20,Екатеринбург,retail,Мониторы,Монитор 24,4,15335.66,0,completed
ORD-100267,2026-04-17,Екатеринбург,retail,Смартфоны,Смартфон Plus,1,40573.28,0.05,completed
ORD-100268,2026-01-27,Москва,online,Аксессуары,Мышь беспроводная,2,1748.99,0,completed
ORD-100269,2026-03-16,Москва,retail,Ноутбуки,Ноутбук Start 14,3,50183.43,0,completed
ORD-100270,2026-06-30,Краснодар,retail,Сетевое оборудование,Wi-Fi роутер,5,5936.17,0,completed
ORD-100271,2026-04-24,Санкт-Петербург,online,Ноутбуки,Ноутбук Pro 15,1,77612.07,0.1,completed
ORD-100272,2026-06-23,Москва,online,Сетевое оборудование,Wi-Fi роутер,2,6305.75,0.1,cancelled
ORD-100273,2026-05-29,Казань,partner,Периферия,Принтер,4,19881.71,0.15,completed
ORD-100274,2026-04-14,Екатеринбург,retail,Аксессуары,Гарнитура,2,5024.82,0.05,completed
ORD-100275,2026-01-20,Москва,retail,Хранение данных,Внешний диск 2 ТБ,1,10288.55,0.15,completed
ORD-100276,2026-06-08,Москва,online,Смартфоны,Смартфон Plus,1,36621.2,0.1,completed
ORD-100277,2026-01-05,Екатеринбург,online,Ноутбуки,Ноутбук Pro 15,1,79258.74,0.1,cancelled
ORD-100278,2026-03-27,Санкт-Петербург,partner,Мониторы,Монитор 24,2,17112.87,0,completed
ORD-100279,2026-05-06,Санкт-Петербург,retail,Смартфоны,Смартфон Lite,2,20417.63,0,completed
ORD-100280,2026-02-14,Казань,online,  Периферия ,Принтер,1,18846.46,0.2,completed
ORD-100281,2026-05-27,Краснодар,online,Периферия,Сканер,2,15291.75,0,completed
ORD-100282,2026-01-13,Новосибирск,online,Мониторы,Монитор 27,1,25487.67,0.05,completed
ORD-100283,2026-06-01,Новосибирск,online,Аксессуары,Гарнитура,1,4915.82,0.1,completed
ORD-100284,2026-04-28,Санкт-Петербург,online,Аксессуары,Гарнитура,1,4766.69,0.05,cancelled
ORD-100285,2026-01-29,Краснодар,partner,Хранение данных,Внешний диск 2 ТБ,1,11113.9,0,completed
ORD-100286,2026-04-11,Новосибирск,retail,Мониторы,Монитор 24,5,15880.9,0,completed
ORD-100287,2026-06-16,Краснодар,retail,Аксессуары,Клавиатура,3,3223.38,0,completed
ORD-100288,2026-05-23,Екатеринбург,online,Хранение данных,SSD 1 ТБ,1,9241.63,0,completed
ORD-100289,2026-03-16,Казань,online,Периферия,Принтер,4,19990.21,0.1,completed
ORD-100290,2026-05-04,Санкт-Петербург,online,Мониторы,Монитор 24,1,16815.26,0.2,completed
ORD-100291,2026-01-24,Санкт-Петербург,retail,Смартфоны,Смартфон Plus,4,38958.52,0.15,completed
ORD-100292,2026-02-13,Екатеринбург,retail,Хранение данных,Внешний диск 2 ТБ,2,10879.84,0,completed
ORD-100293,2026-04-21,Екатеринбург,online,Мониторы,Монитор 27,3,24925.39,0.05,cancelled
ORD-100294,2026-02-09,Санкт-Петербург,partner,Сетевое оборудование,Wi-Fi роутер,1,6558.9,0.05,completed
ORD-100295,2026-01-17,Краснодар,partner,Периферия,Принтер,3,20191.08,0,completed
ORD-100296,2026-03-23,Новосибирск,online,Хранение данных,Внешний диск 2 ТБ,1,11015.45,0.05,completed
ORD-100297,2026-01-06,Санкт-Петербург,online,Периферия,Сканер,1,15471.94,0.05,completed
ORD-100298,2026-03-24,Москва,partner,Хранение данных,SSD 1 ТБ,1,9144.76,0.2,completed
ORD-100299,2026-02-04,Москва,partner,Периферия,Принтер,2,19214.5,0,completed
ORD-100300,2026-03-25,Москва,online,Сетевое оборудование,Коммутатор,2,9141.83,0.2,completed
ORD-100301,2026-03-20,Екатеринбург,online,Сетевое оборудование,Wi-Fi роутер,1,6330.17,0.2,completed
ORD-100302,2026-03-26,Санкт-Петербург,retail,Сетевое оборудование,Wi-Fi роутер,2,6019.01,0.1,completed
ORD-100303,2026-04-14,Новосибирск,partner,Смартфоны,Смартфон Lite,1,20850.02,0.2,completed
ORD-100304,2026-03-29,Санкт-Петербург,retail,Ноутбуки,Ноутбук Pro 15,3,79369.87,0,completed
ORD-100305,2026-05-12,Новосибирск,retail,Мониторы,Монитор 24,2,16606.73,0.05,cancelled
ORD-100306,2026-04-03,Новосибирск,partner,Смартфоны,Смартфон Plus,1,41012.79,0,completed
ORD-100307,2026-06-03,Краснодар,online,Сетевое оборудование,Wi-Fi роутер,1,6076.39,0,completed
ORD-100308,2026-03-21,Казань,online,Мониторы,Монитор 24,1,17380.17,0,completed
ORD-100309,2026-06-04,Екатеринбург,online,Ноутбуки,Ноутбук Pro 15,5,77336.49,0,completed
ORD-100310,2026-06-02,Санкт-Петербург,online,Смартфоны,Смартфон Plus,1,41674.93,0.15,cancelled
ORD-100311,2026-06-24,Казань,online,Хранение данных,Внешний диск 2 ТБ,1,9835.16,0,completed
ORD-100312,2026-03-17,Новосибирск,online,Мониторы,Монитор 27,2,23466.97,0.05,completed
ORD-100313,2026-02-02,Краснодар,retail,Ноутбуки,Ноутбук Start 14,2,46067.68,0,completed
ORD-100314,2026-06-21,Москва,online,Периферия,Принтер,1,19511.44,0,completed
ORD-100315,2026-04-21,Москва,online,Сетевое оборудование,Коммутатор,1,8820.43,0,completed
ORD-100316,2026-06-28,Москва,partner,Ноутбуки,Ноутбук Pro 15,1,76977.09,0.1,completed
ORD-100317,2026-01-18,Москва,online,Смартфоны,Смартфон Plus,2,40434.66,0.05,completed
ORD-100318,2026-02-16,Санкт-Петербург,online,Сетевое оборудование,Коммутатор,2,8387.83,0.05,completed
ORD-100319,2026-06-14,Санкт-Петербург,partner,Мониторы,Монитор 24,3,15967.01,0.15,completed
ORD-100320,2026-05-31,Новосибирск,online,Аксессуары,Мышь беспроводная,1,1964.14,0.05,completed
ORD-100321,2026-01-12,Москва,online,Ноутбуки,Ноутбук Start 14,3,49666.5,0,completed
ORD-100322,2026-05-08,Москва,online,Аксессуары,Гарнитура,3,4680.78,0,completed
ORD-100323,2026-04-11,Краснодар,online,Сетевое оборудование,Wi-Fi роутер,1,6378.52,0.05,completed
ORD-100324,2026-04-07,Новосибирск,retail,Аксессуары,Гарнитура,1,4962.87,0.05,completed
ORD-100325,2026-02-05,Казань,retail,Периферия,Принтер,3,20957.28,0.1,completed
ORD-100326,2026-05-10,Санкт-Петербург,online,Хранение данных,Внешний диск 2 ТБ,3,10910.21,0,completed
ORD-100327,2026-04-07,Санкт-Петербург,online,Аксессуары,Клавиатура,1,3236.87,0,completed
ORD-100328,2026-06-13,Екатеринбург,online,Аксессуары,Клавиатура,2,3093.54,0,completed
ORD-100329,2026-02-01,Краснодар,online,Хранение данных,SSD 1 ТБ,1,9196.6,0,completed
ORD-100330,2026-03-24,Казань,online,Аксессуары,Гарнитура,1,4986.7,0.05,returned
ORD-100331,2026-01-01,Екатеринбург,retail,Ноутбуки,Ноутбук Start 14,1,0,0,cancelled
ORD-100332,2026-04-17,Новосибирск,retail,Аксессуары,Гарнитура,1,4922.81,0.05,completed
ORD-100333,2026-06-05,Москва,online,Сетевое оборудование,Wi-Fi роутер,1,6480.1,0.1,completed
ORD-100334,2026-06-21,Краснодар,online,Мониторы,Монитор 27,2,25002.7,0.15,Completed 
ORD-100335,2026-03-10,Санкт-Петербург,partner,Смартфоны,Смартфон Lite,1,21399.87,0.1,completed
ORD-100336,2026-03-22,Екатеринбург,retail,Сетевое оборудование,Коммутатор,1,8270.62,0,completed
ORD-100337,2026-05-08,Москва,retail,Аксессуары,Гарнитура,1,4701.18,0,cancelled
ORD-100338,2026-05-24,Казань,retail,Периферия,Сканер,2,15317.28,0.1,completed
ORD-100339,2026-04-14,Екатеринбург,online,Мониторы,Монитор 24,5,17355.57,0.05,cancelled
ORD-100340,2026-02-12,Москва,online,Сетевое оборудование,Коммутатор,1,8579.37,0,cancelled
ORD-100341,2026-04-05,Краснодар,retail,Мониторы,Монитор 24,2,16804.84,0,completed
ORD-100342,2026-06-18,Казань,retail,Мониторы,Монитор 24,1,17054.27,0.2,completed
ORD-100343,2026-03-12,Краснодар,retail,Смартфоны,Смартфон Lite,1,22073.33,0.1,completed
ORD-100344,2026-06-16,Москва,online,Смартфоны,Смартфон Lite,3,22764.71,0,completed
ORD-100345,2026-02-27,Санкт-Петербург,partner,Смартфоны,Смартфон Lite,2,20423.52,0,completed
ORD-100346,2026-06-30,Москва,online,Хранение данных,Внешний диск 2 ТБ,2,9956.45,0.1,completed
ORD-100347,2026-04-26,Екатеринбург,online,Хранение данных,SSD 1 ТБ,2,9405.98,0.1,completed
ORD-100348,2026-06-25,Новосибирск,online,Ноутбуки,Ноутбук Start 14,1,47724.37,0,completed
ORD-100349,2026-02-12,Санкт-Петербург,online,Хранение данных,SSD 1 ТБ,1,9225.86,0,completed
ORD-100350,2026-01-30,Санкт-Петербург,online,Периферия,Сканер,5,15504.83,0.2,completed
ORD-100351,2026-06-24,Казань,online,Мониторы,Монитор 27,1,23773.39,0,completed
ORD-100352,2026-02-24,Казань,online,Мониторы,Монитор 27,2,25291.7,0.15,completed
ORD-100353,2026-01-07,Санкт-Петербург,retail,Сетевое оборудование,Коммутатор,2,9108.0,0,completed
ORD-100354,2026-03-30,Екатеринбург,online,Хранение данных,SSD 1 ТБ,1,8905.81,0.05,completed
ORD-100355,2026-03-27,Новосибирск,partner,Аксессуары,Гарнитура,1,4796.32,0.05,completed
ORD-100356,2026-06-20,Москва,online,Ноутбуки,Ноутбук Pro 15,1,74622.02,0.05,completed
ORD-100357,2026-01-29,Екатеринбург,partner,Сетевое оборудование,Wi-Fi роутер,2,6147.62,0.15,completed
ORD-100358,2026-03-01,Казань,retail,Хранение данных,Внешний диск 2 ТБ,5,10195.29,0,completed
ORD-100359,2026-01-08,Екатеринбург,online,Хранение данных,SSD 1 ТБ,2,9386.82,0,returned
ORD-100360,2026-03-12,Казань,online,Ноутбуки,Ноутбук Pro 15,1,77225.45,0,completed
ORD-100361,2026-02-13,Санкт-Петербург,retail,Ноутбуки,Ноутбук Start 14,1,51610.1,0.05,cancelled
ORD-100362,2026-03-28,Санкт-Петербург,online,Хранение данных,Внешний диск 2 ТБ,4,9700.98,0.1,completed
ORD-100363,2026-06-14,Москва,online,Аксессуары,Мышь беспроводная,1,1898.66,0.1,cancelled
ORD-100364,2026-04-01,Санкт-Петербург,partner,Периферия,Сканер,1,16467.37,0,completed
ORD-100365,2026-03-23,Москва,partner,Аксессуары,Клавиатура,1,3214.43,0.2,completed
ORD-100366,2026-04-10,Краснодар,partner,Мониторы,Монитор 24,2,17207.5,0.2,completed
ORD-100367,2026-01-14,Екатеринбург,online,Смартфоны,Смартфон Plus,1,37369.19,0.05,completed
ORD-100368,2026-04-12,Санкт-Петербург,online,Смартфоны,Смартфон Lite,1,20582.15,0.1,completed
ORD-100369,2026-04-10,Москва,online,Смартфоны,Смартфон Plus,2,38512.69,0,completed
ORD-100370,2026-05-09,Санкт-Петербург,online,Хранение данных,SSD 1 ТБ,1,9756.84,0.1,cancelled
ORD-100371,2026-03-07,Казань,online,Мониторы,Монитор 24,3,16042.76,0,completed
ORD-100372,2026-01-22,Казань,online,Мониторы,Монитор 27,1,26140.63,0.1,completed
ORD-100373,2026-04-08,Москва,online,Аксессуары,Клавиатура,1,3123.86,0.05,completed
ORD-100374,2026-03-08,Новосибирск,retail,Смартфоны,Смартфон Lite,1,20389.88,0.15,completed
ORD-100375,2026-06-02,Москва,online,Периферия,Принтер,2,21212.1,0,completed
ORD-100376,2026-01-11,Краснодар,retail,Смартфоны,Смартфон Plus,5,41021.67,0.1,completed
ORD-100377,2026-04-16,Краснодар,online,Смартфоны,Смартфон Lite,1,21812.97,0,completed
ORD-100378,2026-06-23,Казань,retail,Ноутбуки,Ноутбук Pro 15,2,76930.79,0,completed
ORD-100379,2026-05-12,Екатеринбург,online,Хранение данных,SSD 1 ТБ,3,9308.28,0.2,completed
ORD-100380,2026-01-04,Казань,partner,Ноутбуки,Ноутбук Start 14,3,46418.75,0,completed
ORD-100381,2026-04-27,Москва,retail,Аксессуары,Мышь беспроводная,5,1948.99,0,completed
ORD-100382,2026-03-16,Москва,online,Периферия,Сканер,1,15744.83,0.05,completed
ORD-100383,2026-01-03,Казань,online,Смартфоны,Смартфон Lite,1,20622.8,0.05,completed
ORD-100384,2026-02-24,Новосибирск,online,Ноутбуки,Ноутбук Start 14,5,48050.42,0.15,completed
ORD-100385,2026-05-10,Краснодар,partner,Смартфоны,Смартфон Plus,3,41679.46,0.1,completed
ORD-100386,2026-02-02,Санкт-Петербург,retail,Мониторы,Монитор 27,3,24156.84,0,completed
ORD-100387,2026-02-19,Краснодар,retail,Мониторы,Монитор 27,1,24614.38,0,completed
ORD-100388,2026-01-09,Москва,retail,Мониторы,Монитор 27,2,24567.09,0.1,completed
ORD-100389,2026-03-07,Москва,retail,Смартфоны,Смартфон Plus,5,39918.36,0.1,completed
ORD-100390,2026-05-11,,retail,Аксессуары,Мышь беспроводная,3,1897.12,0.05,completed
ORD-100391,2026-06-09,Краснодар,online,Ноутбуки,Ноутбук Pro 15,4,73921.8,0.05,completed
ORD-100392,2026-01-08,Санкт-Петербург,online,Смартфоны,Смартфон Lite,1,22331.03,0,completed
ORD-100393,2026-04-03,Краснодар,partner,Смартфоны,Смартфон Plus,1,41443.46,0.1,completed
ORD-100394,2026-05-06,Санкт-Петербург,online,Ноутбуки,Ноутбук Start 14,2,48031.88,0.1,completed
ORD-100395,2026-04-29,Санкт-Петербург,online,Ноутбуки,Ноутбук Start 14,2,47142.21,0.05,completed
ORD-100396,2026-04-11,Москва,retail,Периферия,Принтер,3,19606.12,0.05,completed
ORD-100397,2026-05-15,Новосибирск,online,Мониторы,Монитор 27,1,23710.18,0,completed
ORD-100398,2026-02-09,Краснодар,online,Мониторы,Монитор 27,2,24238.53,0.1,completed
ORD-100399,2026-01-11,Краснодар,partner,Аксессуары,Мышь беспроводная,2,1869.73,0.15,completed
ORD-100400,2026-05-26,Новосибирск,online,Периферия,Сканер,1,16346.59,0,completed
ORD-100401,2026-06-14,Краснодар,partner,Хранение данных,Внешний диск 2 ТБ,1,11012.44,0,completed
ORD-100402,2026-05-07,Москва,retail,Ноутбуки,Ноутбук Pro 15,5,77292.29,0,completed
ORD-100403,2026-06-22,Краснодар,retail,  Сетевое оборудование ,Коммутатор,1,8840.65,0.15,completed
ORD-100404,2026-04-03,Москва,online,Мониторы,Монитор 27,1,25289.79,0.2,completed
ORD-100405,2026-01-04,Екатеринбург,online,Хранение данных,SSD 1 ТБ,1,9072.05,0.2,completed
ORD-100406,2026-02-05,Санкт-Петербург,partner,Ноутбуки,Ноутбук Start 14,1,49281.11,0,completed
ORD-100407,2026-03-18,Санкт-Петербург,online,Аксессуары,Мышь беспроводная,2,1973.66,0,cancelled
ORD-100408,2026-04-08,Казань,partner,Мониторы,Монитор 27,1,24359.45,0,completed
ORD-100409,2026-04-17,Краснодар,partner,Периферия,Принтер,2,19226.89,0.05,cancelled
ORD-100410,2026-03-06,Санкт-Петербург,online,Сетевое оборудование,Wi-Fi роутер,1,6021.76,0.05,completed
ORD-100411,2026-02-16,Москва,partner,Аксессуары,Гарнитура,1,4637.84,0,completed
ORD-100412,2026-01-17,Новосибирск,online,Ноутбуки,Ноутбук Pro 15,1,75850.78,0,completed
ORD-100413,2026-02-13,Казань,online,Хранение данных,SSD 1 ТБ,2,9754.88,0,cancelled
ORD-100414,2026-02-06,Екатеринбург,online,Хранение данных,SSD 1 ТБ,1,9589.87,0.1,completed
ORD-100415,2026-04-26,Санкт-Петербург,online,Периферия,Принтер,3,19455.58,0,completed
ORD-100416,2026-03-19,Краснодар,retail,Аксессуары,Мышь беспроводная,2,1996.57,0,completed
ORD-100417,2026-03-17,Екатеринбург,online,Смартфоны,Смартфон Lite,3,23192.21,0.05,completed
ORD-100418,2026-05-21,Краснодар,online,Смартфоны,Смартфон Plus,3,37119.33,0.1,completed
ORD-100419,2026-03-17,Санкт-Петербург,online,Хранение данных,Внешний диск 2 ТБ,1,10570.31,0.05,completed
ORD-100420,2026-05-14,Краснодар,online,Хранение данных,Внешний диск 2 ТБ,5,9862.54,0,completed
ORD-100421,2026-06-19,Краснодар,retail,Периферия,Принтер,2,20577.97,0,completed
ORD-100422,2026-03-27,Казань,online,Аксессуары,Гарнитура,3,4704.73,0,completed
ORD-100423,2026-02-03,Екатеринбург,online,Аксессуары,Мышь беспроводная,1,1760.68,0.05,cancelled
ORD-100424,2026-01-09,Краснодар,online,Хранение данных,SSD 1 ТБ,2,9762.33,0,completed
ORD-100425,2026-04-06,Новосибирск,online,Аксессуары,Мышь беспроводная,1,1788.53,0.05,completed
ORD-100426,2026-04-15,Новосибирск,online,Сетевое оборудование,Коммутатор,2,8997.34,0,completed
ORD-100427,2026-05-13,Екатеринбург,online,Смартфоны,Смартфон Lite,2,22024.55,0,completed
ORD-100428,2026-02-09,Санкт-Петербург,online,Мониторы,Монитор 24,3,16025.77,0.1,completed
ORD-100429,2026-03-30,Москва,retail,Хранение данных,Внешний диск 2 ТБ,1,10928.86,0,completed
ORD-100430,2026-06-18,Казань,retail,Сетевое оборудование,Wi-Fi роутер,4,6336.44,0,completed
ORD-100431,2026-04-13,Краснодар,partner,Аксессуары,Мышь беспроводная,1,1891.19,0,completed
ORD-100432,2026-05-17,Краснодар,online,Аксессуары,Мышь беспроводная,2,1884.92,0.1,completed
ORD-100433,2026-04-17,Краснодар,retail,Аксессуары,Клавиатура,1,3126.38,0,completed
ORD-100434,2026-05-14,Екатеринбург,partner,Периферия,Принтер,1,19112.18,0,completed
ORD-100435,2026-02-15,Казань,online,Ноутбуки,Ноутбук Start 14,2,47277.51,0,cancelled
ORD-100436,2026-04-26,Москва,partner,Периферия,Сканер,1,14605.48,0.05,completed
ORD-100437,2026-01-02,Краснодар,online,Сетевое оборудование,Wi-Fi роутер,1,5986.73,0.05,completed
ORD-100438,2026-05-20,Москва,retail,Смартфоны,Смартфон Plus,2,41018.21,0.2,completed
ORD-100439,2026-03-17,Санкт-Петербург,online,Аксессуары,Мышь беспроводная,1,1972.74,0,completed
ORD-100440,2026-06-13,Казань,retail,Аксессуары,Гарнитура,1,4476.2,0.05,returned
ORD-100441,2026-01-04,Новосибирск,retail,Хранение данных,SSD 1 ТБ,2,8981.8,0.05,completed
ORD-100442,2026-06-22,Санкт-Петербург,partner,Ноутбуки,Ноутбук Start 14,3,45765.83,0,completed
ORD-100443,2026-01-15,Новосибирск,online,Мониторы,Монитор 24,1,15924.92,0.1,returned
ORD-100444,2026-04-27,Москва,online,Хранение данных,SSD 1 ТБ,2,8723.59,0.1,completed
ORD-100445,2026-02-27,Санкт-Петербург,online,Сетевое оборудование,Коммутатор,1,8745.98,0.15,completed
ORD-100446,2026-05-25,Новосибирск,retail,Хранение данных,Внешний диск 2 ТБ,1,11112.09,0.1,completed
ORD-100447,2026-04-26,Санкт-Петербург,online,Аксессуары,Мышь беспроводная,1,1836.38,0,completed
ORD-100448,2026-03-12,Москва,online,Ноутбуки,Ноутбук Pro 15,1,76383.13,0,completed
ORD-100449,2026-01-08,Новосибирск,online,Ноутбуки,Ноутбук Start 14,1,47073.72,0,completed
ORD-100450,2026-03-13,Санкт-Петербург,online,Мониторы,Монитор 27,5,26162.57,0,completed
ORD-100451,2026-05-17,Москва,online,Ноутбуки,Ноутбук Pro 15,1,76610.32,0,completed
ORD-100452,2026-01-31,Екатеринбург,retail,Ноутбуки,Ноутбук Start 14,1,51632.01,0,cancelled
ORD-100453,2026-04-18,Новосибирск,retail,Сетевое оборудование,Wi-Fi роутер,3,6019.83,0,completed
ORD-100454,2026-04-09,Санкт-Петербург,retail,Мониторы,Монитор 27,2,25837.82,0,completed
ORD-100455,2026-02-12,Санкт-Петербург,online,Сетевое оборудование,Wi-Fi роутер,2,6291.13,0.2,completed
ORD-100456,2026-01-04,Казань,partner,Смартфоны,Смартфон Lite,2,21511.21,0.1,completed
ORD-100457,2026-04-17,Санкт-Петербург,online,Смартфоны,Смартфон Plus,1,39145.99,0.1,completed
ORD-100458,2026-01-14,Краснодар,online,Сетевое оборудование,Коммутатор,1,9019.85,0.1,completed
ORD-100459,2026-03-25,Москва,retail,Хранение данных,Внешний диск 2 ТБ,1,9939.68,0.1,completed
ORD-100460,2026-04-19,Новосибирск,online,Смартфоны,Смартфон Plus,1,37146.3,0,completed
ORD-100461,2026-01-25,Краснодар,retail,Ноутбуки,Ноутбук Pro 15,3,69739.42,0,completed
ORD-100462,2026-01-22,Москва,online,Хранение данных,SSD 1 ТБ,1,9883.12,0,completed
ORD-100463,2026-06-01,Краснодар,retail,Аксессуары,Мышь беспроводная,5,1966.11,0.05,completed
ORD-100464,2026-02-10,Новосибирск,online,Ноутбуки,Ноутбук Start 14,1,46822.75,0,returned
ORD-100465,2026-04-26,Новосибирск,online,Ноутбуки,Ноутбук Start 14,1,46428.44,0.05,completed
ORD-100466,2026-01-20,Новосибирск,online,Ноутбуки,Ноутбук Start 14,2,51461.08,0.2,completed
ORD-100467,2026-02-21,Санкт-Петербург,online,Аксессуары,Гарнитура,0,4440.65,0,cancelled
ORD-100468,2026-01-17,Москва,online,Хранение данных,SSD 1 ТБ,3,9118.95,0.1,completed
ORD-100469,2026-03-07,Екатеринбург,retail,Мониторы,Монитор 27,5,23884.48,0.05,completed
ORD-100470,2026-03-21,Новосибирск,online,Ноутбуки,Ноутбук Pro 15,1,74979.12,0,completed
ORD-100471,2026-03-17,Новосибирск,retail,Аксессуары,Клавиатура,1,3474.6,0.15,cancelled
ORD-100472,2026-01-06,Казань,online,Периферия,Принтер,1,18927.47,0,completed
ORD-100473,2026-06-06,Санкт-Петербург,online,Ноутбуки,Ноутбук Start 14,2,49286.23,0,completed
ORD-100474,2026-06-08,Казань,partner,Сетевое оборудование,Коммутатор,1,8842.9,0.05,completed
ORD-100475,2026-05-30,Москва,retail,Периферия,Принтер,2,20995.1,0,cancelled
ORD-100476,2026-03-07,Казань,retail,Периферия,Сканер,3,16591.05,0,completed
ORD-100477,2026-01-14,Санкт-Петербург,online,Ноутбуки,Ноутбук Start 14,2,49417.53,0,completed
ORD-100478,2026-03-10,Москва,online,Смартфоны,Смартфон Lite,1,22884.9,0,completed
ORD-100479,2026-03-08,Краснодар,online,Аксессуары,Гарнитура,1,4985.87,0.15,completed
ORD-100480,2026-02-10,Санкт-Петербург,retail,Сетевое оборудование,Wi-Fi роутер,1,6210.8,0.1,completed
ORD-100481,2026-06-03,Санкт-Петербург,online,Ноутбуки,Ноутбук Pro 15,1,74696.66,0.1,completed
ORD-100482,2026-01-05,Санкт-Петербург,retail,Ноутбуки,Ноутбук Start 14,3,50712.63,0.15,returned
ORD-100483,2026-02-19,Екатеринбург,partner,Периферия,Сканер,2,15342.5,0,completed
ORD-100484,2026-05-28,Краснодар,retail,Хранение данных,Внешний диск 2 ТБ,1,10326.01,0.05,completed
ORD-100485,2026-04-27,Казань,retail,Мониторы,Монитор 27,2,24258.03,0.05,completed
ORD-100486,2026-01-05,Новосибирск,online,Хранение данных,SSD 1 ТБ,1,9352.9,0.1,completed
ORD-100487,2026-01-30,Казань,partner,Хранение данных,Внешний диск 2 ТБ,1,10178.4,0.1,completed
ORD-100488,2026-04-18,Москва,online,Смартфоны,Смартфон Lite,5,22077.18,0,completed
ORD-100489,2026-04-28,Санкт-Петербург,online,Периферия,Сканер,3,14534.85,0.1,completed
ORD-100490,2026-02-15,Екатеринбург,partner,Аксессуары,Гарнитура,5,4568.95,0.1,completed
ORD-100491,2026-03-23,Краснодар,online,Смартфоны,Смартфон Plus,2,38342.06,0.05,completed
ORD-100492,2026-01-31,Санкт-Петербург,retail,Аксессуары,Клавиатура,2,3401.66,0,completed
ORD-100493,2026-05-28,Краснодар,online,Хранение данных,SSD 1 ТБ,2,9792.36,0,completed
ORD-100494,2026-05-18,Санкт-Петербург,retail,Смартфоны,Смартфон Lite,1,22814.03,0.1,completed
ORD-100495,2026-06-29,Екатеринбург,retail,Аксессуары,Мышь беспроводная,3,1794.86,0.05,completed
ORD-100496,2026-03-20,Москва,retail,Смартфоны,Смартфон Plus,1,39996.17,0.05,completed
ORD-100497,2026-01-31,Казань,partner,Мониторы,Монитор 24,1,16201.92,0,completed
ORD-100498,2026-05-25,Москва,partner,Мониторы,Монитор 27,1,24573.78,0,returned
ORD-100499,2026-01-02,Екатеринбург,retail,Смартфоны,Смартфон Plus,2,41367.33,0,completed
ORD-100500,2026-06-06,Екатеринбург,online,Сетевое оборудование,Wi-Fi роутер,2,6105.92,0.1,completed
ORD-100501,2026-05-13,Санкт-Петербург,online,Аксессуары,Мышь беспроводная,3,1890.95,0.1,completed
ORD-100502,2026-01-12,Москва,partner,Ноутбуки,Ноутбук Pro 15,5,69380.65,0,cancelled
ORD-100503,2026-03-07,Краснодар,online,Сетевое оборудование,Коммутатор,5,8316.52,0,completed
ORD-100504,2026-04-23,Екатеринбург,online,Аксессуары,Гарнитура,5,4676.55,0,completed
ORD-100505,2026-05-15,Екатеринбург,online,Периферия,Принтер,1,19267.84,0.05,completed
ORD-100506,2026-04-26,Москва,retail,Смартфоны,Смартфон Lite,1,22864.52,0.2,cancelled
ORD-100507,2026-05-23,Новосибирск,retail,Хранение данных,Внешний диск 2 ТБ,2,10795.73,0.1,cancelled
ORD-100508,2026-03-11,Москва,online,Аксессуары,Клавиатура,1,3127.31,0.1,completed
ORD-100509,2026-02-07,Москва,partner,Сетевое оборудование,Wi-Fi роутер,3,5955.48,0.05,returned
ORD-100510,2026-01-03,Москва,retail,Аксессуары,Гарнитура,2,4883.0,0.15,completed
ORD-100511,2026-05-29,Москва,partner,Смартфоны,Смартфон Lite,3,21252.79,0,completed
ORD-100512,2026-06-03,,online,Смартфоны,Смартфон Lite,5,20745.6,0.1,completed
ORD-100513,2026-01-28,Екатеринбург,online,Сетевое оборудование,Коммутатор,3,8802.46,0,completed
ORD-100514,2026-05-15,Краснодар,online,Аксессуары,Мышь беспроводная,2,1773.78,0.15,completed
ORD-100515,2026-04-03,Москва,online,Сетевое оборудование,Wi-Fi роутер,1,5805.12,0,completed
ORD-100516,2026-03-26,Краснодар,partner,Периферия,Принтер,1,20629.74,0.05,returned
ORD-100517,2026-02-04,Москва,online,Периферия,Сканер,1,16235.24,0,completed
ORD-100518,2026-04-09,Новосибирск,retail,Ноутбуки,Ноутбук Pro 15,1,71982.85,0,completed
ORD-100519,2026-03-21,Санкт-Петербург,online,Ноутбуки,Ноутбук Pro 15,1,77858.31,0.05,completed
ORD-100520,2026-06-23,Краснодар,retail,Смартфоны,Смартфон Plus,1,39958.93,0,completed
ORD-100521,2026-05-19,Казань,online,Смартфоны,Смартфон Plus,1,41704.1,0,completed
ORD-100522,2026-03-29,Краснодар,retail,Хранение данных,SSD 1 ТБ,2,9857.82,0.15,completed
ORD-100523,2026-04-07,Санкт-Петербург,online,Смартфоны,Смартфон Lite,5,23205.49,0.05,completed
ORD-100524,2026-02-07,Санкт-Петербург,online,Сетевое оборудование,Wi-Fi роутер,2,6215.13,0.1,completed
ORD-100525,2026-01-17,Краснодар,retail,Сетевое оборудование,Коммутатор,1,8551.21,0,completed
ORD-100526,2026-03-30,Екатеринбург,online,Аксессуары,Мышь беспроводная,2,1962.45,0,completed
ORD-100527,2026-02-03,Новосибирск,retail,Смартфоны,Смартфон Plus,1,40425.15,0,completed
ORD-100528,2026-03-02,Казань,partner,Ноутбуки,Ноутбук Pro 15,2,71182.15,0.1,cancelled
ORD-100529,2026-04-15,Санкт-Петербург,online,Аксессуары,Гарнитура,4,4829.89,0,completed
ORD-100530,2026-06-05,Краснодар,online,Периферия,Сканер,2,15007.86,0,completed
