ticket_id,created_at,created_date,week_start,month_start,hour,weekday_number,weekday_name,is_weekend,period_part,customer_id,region_id,region_name_clean,macro_region_clean,support_team,channel,category,priority,first_response_min,first_response_bucket,resolution_hours,resolution_bucket,sla_breached,sla_status,satisfaction_score,satisfaction_band,segment,registration_date,loyalty_level,is_premium,record_count,channel_hypothesis_group,priority_hypothesis_group,sla_hypothesis_group
TCK-001402,2026-05-29 10:21:00,2026-05-29,2026-05-25,2026-05-01,10,5,Пятница,0,Вторая половина,CUST-0104,R04,Екатеринбург,Урал,team_d,email,refund,low,12.7,5–15 мин,10.1,8–24 ч,0,SLA выполнен,4.1,Средняя,vip,2026-01-09,platinum,1,1,email,other,sla_ok
TCK-000615,2026-05-07 18:08:00,2026-05-07,2026-05-04,2026-05-01,18,4,Четверг,0,Вторая половина,CUST-0094,R01,Москва,Центр,team_a,email,delivery,normal,23.0,15–30 мин,30.0,24–48 ч,0,SLA выполнен,3.7,Средняя,b2c,2026-01-09,bronze,0,1,email,normal,sla_ok
TCK-000426,2026-06-08 08:22:00,2026-06-08,2026-06-08,2026-06-01,8,1,Понедельник,0,Вторая половина,CUST-0284,R01,Москва,Центр,team_a,chat,login,low,1.0,До 5 мин,3.3,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-01-09,silver,0,1,chat,other,sla_ok
TCK-000480,2026-03-02 14:08:00,2026-03-02,2026-03-02,2026-03-01,14,1,Понедельник,0,Первая половина,CUST-0167,R04,Екатеринбург,Урал,team_d,phone,technical,normal,6.2,5–15 мин,4.7,До 8 ч,0,SLA выполнен,,,b2b,2025-06-21,gold,0,1,other,normal,sla_ok
TCK-001324,2026-04-03 08:06:00,2026-04-03,2026-03-30,2026-04-01,8,5,Пятница,0,Первая половина,CUST-0272,R05,Новосибирск,Сибирь,team_e,email,refund,normal,97.5,Более 60 мин,15.8,8–24 ч,0,SLA выполнен,3.5,Средняя,b2c,2025-07-06,bronze,0,1,email,normal,sla_ok
TCK-001188,2026-03-14 13:55:00,2026-03-14,2026-03-09,2026-03-01,13,6,Суббота,1,Первая половина,CUST-0239,R07,Нижний Новгород,Поволжье,team_c,web_form,delivery,normal,13.4,5–15 мин,26.2,24–48 ч,1,SLA нарушен,3.3,Средняя,b2c,2024-02-25,bronze,0,1,other,normal,sla_breached
TCK-000967,2026-05-06 11:51:00,2026-05-06,2026-05-04,2026-05-01,11,3,Среда,0,Вторая половина,CUST-0285,R01,Москва,Центр,team_a,email,payment,normal,17.7,15–30 мин,28.2,24–48 ч,1,SLA нарушен,,,b2c,2024-04-12,silver,0,1,email,normal,sla_breached
TCK-001246,2026-03-05 17:39:00,2026-03-05,2026-03-02,2026-03-01,17,4,Четверг,0,Первая половина,CUST-0072,R07,Нижний Новгород,Поволжье,team_c,phone,refund,critical,5.2,5–15 мин,14.8,8–24 ч,1,SLA нарушен,4.0,Средняя,b2c,2024-11-26,silver,0,1,other,other,sla_breached
TCK-001427,2026-05-14 14:38:00,2026-05-14,2026-05-11,2026-05-01,14,4,Четверг,0,Вторая половина,CUST-0088,R04,Екатеринбург,Урал,team_d,phone,login,normal,10.1,5–15 мин,7.0,До 8 ч,0,SLA выполнен,4.0,Средняя,b2c,2024-09-05,bronze,0,1,other,normal,sla_ok
TCK-000919,2026-05-30 18:53:00,2026-05-30,2026-05-25,2026-05-01,18,6,Суббота,1,Вторая половина,CUST-0110,R01,Москва,Центр,team_a,email,delivery,high,5.6,5–15 мин,13.1,8–24 ч,1,SLA нарушен,2.7,Низкая,b2b,2024-10-24,platinum,0,1,email,high,sla_breached
TCK-000629,2026-03-24 19:06:00,2026-03-24,2026-03-23,2026-03-01,19,2,Вторник,0,Первая половина,CUST-0082,R07,Нижний Новгород,Поволжье,team_c,chat,delivery,low,3.3,До 5 мин,24.1,24–48 ч,0,SLA выполнен,4.8,Высокая,b2c,2025-08-25,gold,0,1,chat,other,sla_ok
TCK-001086,2026-06-04 09:46:00,2026-06-04,2026-06-01,2026-06-01,9,4,Четверг,0,Вторая половина,CUST-0323,R01,Москва,Центр,team_a,email,technical,normal,68.0,Более 60 мин,48.9,48–72 ч,1,SLA нарушен,,,b2c,2025-03-08,silver,0,1,email,normal,sla_breached
TCK-000848,2026-05-25 15:25:00,2026-05-25,2026-05-25,2026-05-01,15,1,Понедельник,0,Вторая половина,CUST-0163,R05,Новосибирск,Сибирь,team_e,chat,account,normal,3.4,До 5 мин,4.4,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-04-17,bronze,0,1,chat,normal,sla_ok
TCK-000100,2026-05-20 15:41:00,2026-05-20,2026-05-18,2026-05-01,15,3,Среда,0,Вторая половина,CUST-0278,R08,Краснодар,Юг,team_f,chat,delivery,normal,4.7,До 5 мин,25.3,24–48 ч,1,SLA нарушен,3.8,Средняя,b2c,2024-04-27,,0,1,chat,normal,sla_breached
TCK-001171,2026-03-16 08:22:00,2026-03-16,2026-03-16,2026-03-01,8,1,Понедельник,0,Первая половина,CUST-0287,R05,Новосибирск,Сибирь,team_e,chat,technical,high,4.6,До 5 мин,11.1,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2026-02-07,gold,0,1,chat,high,sla_ok
TCK-000630,2026-04-08 08:04:00,2026-04-08,2026-04-06,2026-04-01,8,3,Среда,0,Первая половина,CUST-0138,R06,Ростов-на-Дону,Юг,team_f,web_form,payment,high,154.4,Более 60 мин,21.2,8–24 ч,1,SLA нарушен,2.0,Низкая,b2c,2024-12-28,bronze,0,1,other,high,sla_breached
TCK-001335,2026-04-08 19:05:00,2026-04-08,2026-04-06,2026-04-01,19,3,Среда,0,Первая половина,CUST-0289,R01,Москва,Центр,team_a,chat,payment,normal,9.2,5–15 мин,12.4,8–24 ч,1,SLA нарушен,4.6,Высокая,b2c,2026-01-18,silver,0,1,chat,normal,sla_breached
TCK-000708,2026-03-30 18:26:00,2026-03-30,2026-03-30,2026-03-01,18,1,Понедельник,0,Первая половина,CUST-0255,R01,Москва,Центр,team_a,chat,login,normal,1.1,До 5 мин,1.7,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-04-12,silver,0,1,chat,normal,sla_ok
TCK-000938,2026-05-21 16:16:00,2026-05-21,2026-05-18,2026-05-01,16,4,Четверг,0,Вторая половина,CUST-0244,R02,Санкт-Петербург,Северо-Запад,team_b,email,payment,low,21.5,15–30 мин,6.7,До 8 ч,0,SLA выполнен,4.3,Средняя,b2c,2025-11-29,bronze,0,1,email,other,sla_ok
TCK-001160,2026-03-10 10:14:00,2026-03-10,2026-03-09,2026-03-01,10,2,Вторник,0,Первая половина,CUST-0247,R02,Санкт-Петербург,Северо-Запад,team_b,email,payment,high,10.1,5–15 мин,21.8,8–24 ч,1,SLA нарушен,3.2,Средняя,b2c,2024-11-21,bronze,0,1,email,high,sla_breached
TCK-001033,2026-06-03 13:26:00,2026-06-03,2026-06-01,2026-06-01,13,3,Среда,0,Вторая половина,CUST-0323,R08,Краснодар,Юг,team_f,chat,delivery,low,6.8,5–15 мин,14.6,8–24 ч,0,SLA выполнен,4.3,Средняя,b2c,2025-03-08,silver,0,1,chat,other,sla_ok
TCK-000945,2026-04-10 11:47:00,2026-04-10,2026-04-06,2026-04-01,11,5,Пятница,0,Первая половина,CUST-0182,R07,Нижний Новгород,Поволжье,team_c,chat,technical,normal,3.1,До 5 мин,6.8,До 8 ч,0,SLA выполнен,5.0,Высокая,b2b,2025-06-02,platinum,0,1,chat,normal,sla_ok
TCK-001359,2026-05-16 18:05:00,2026-05-16,2026-05-11,2026-05-01,18,6,Суббота,1,Вторая половина,CUST-0294,R08,Краснодар,Юг,team_f,chat,refund,low,1.3,До 5 мин,40.2,24–48 ч,0,SLA выполнен,4.9,Высокая,b2c,2024-12-04,silver,0,1,chat,other,sla_ok
TCK-000635,2026-05-16 21:04:00,2026-05-16,2026-05-11,2026-05-01,21,6,Суббота,1,Вторая половина,CUST-0107,R07,Нижний Новгород,Поволжье,team_c,web_form,account,high,18.2,15–30 мин,13.4,8–24 ч,1,SLA нарушен,,,b2c,2025-04-29,silver,0,1,other,high,sla_breached
TCK-000431,2026-05-04 12:28:00,2026-05-04,2026-05-04,2026-05-01,12,1,Понедельник,0,Вторая половина,CUST-0246,R01,Москва,Центр,team_a,phone,delivery,normal,7.3,5–15 мин,21.4,8–24 ч,0,SLA выполнен,3.6,Средняя,b2b,2025-07-14,silver,0,1,other,normal,sla_ok
TCK-000434,2026-06-07 15:08:00,2026-06-07,2026-06-01,2026-06-01,15,7,Воскресенье,1,Вторая половина,CUST-0111,R02,Санкт-Петербург,Северо-Запад,team_b,phone,account,normal,10.6,5–15 мин,10.7,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-05-30,silver,0,1,other,normal,sla_ok
TCK-001411,2026-04-15 10:20:00,2026-04-15,2026-04-13,2026-04-01,10,3,Среда,0,Первая половина,CUST-0119,R07,Нижний Новгород,Поволжье,team_c,email,login,critical,8.7,5–15 мин,2.8,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-08-02,gold,0,1,email,other,sla_ok
TCK-001037,2026-04-06 14:07:00,2026-04-06,2026-04-06,2026-04-01,14,1,Понедельник,0,Первая половина,CUST-0050,R01,Москва,Центр,team_a,email,refund,low,54.0,30–60 мин,33.6,24–48 ч,0,SLA выполнен,2.5,Низкая,b2c,2025-01-03,bronze,0,1,email,other,sla_ok
TCK-001174,2026-03-18 18:52:00,2026-03-18,2026-03-16,2026-03-01,18,3,Среда,0,Первая половина,CUST-0157,R03,Казань,Поволжье,team_c,phone,login,high,14.3,5–15 мин,0.9,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-02-04,silver,0,1,other,high,sla_ok
TCK-000977,2026-03-27 17:08:00,2026-03-27,2026-03-23,2026-03-01,17,5,Пятница,0,Первая половина,CUST-0133,R07,Нижний Новгород,Поволжье,team_c,email,payment,low,3.6,До 5 мин,5.3,До 8 ч,0,SLA выполнен,4.4,Средняя,b2c,2025-07-24,bronze,0,1,email,other,sla_ok
TCK-000237,2026-05-29 18:55:00,2026-05-29,2026-05-25,2026-05-01,18,5,Пятница,0,Вторая половина,CUST-0031,R05,Новосибирск,Сибирь,team_e,email,payment,normal,24.1,15–30 мин,13.9,8–24 ч,0,SLA выполнен,4.1,Средняя,b2b,2026-02-26,silver,0,1,email,normal,sla_ok
TCK-000603,2026-03-27 15:12:00,2026-03-27,2026-03-23,2026-03-01,15,5,Пятница,0,Первая половина,CUST-0036,R07,Нижний Новгород,Поволжье,team_c,phone,payment,low,13.7,5–15 мин,6.0,До 8 ч,0,SLA выполнен,,,b2c,2024-07-19,silver,0,1,other,other,sla_ok
TCK-001482,2026-04-04 09:32:00,2026-04-04,2026-03-30,2026-04-01,9,6,Суббота,1,Первая половина,CUST-0065,R03,Казань,Поволжье,team_c,email,payment,normal,115.9,Более 60 мин,7.8,До 8 ч,0,SLA выполнен,3.7,Средняя,b2c,2025-09-12,bronze,0,1,email,normal,sla_ok
TCK-001456,2026-04-05 19:50:00,2026-04-05,2026-03-30,2026-04-01,19,7,Воскресенье,1,Первая половина,CUST-0183,R08,Краснодар,Юг,team_f,email,technical,normal,24.7,15–30 мин,23.1,8–24 ч,0,SLA выполнен,4.6,Высокая,b2c,2025-12-19,bronze,0,1,email,normal,sla_ok
TCK-000271,2026-03-18 16:16:00,2026-03-18,2026-03-16,2026-03-01,16,3,Среда,0,Первая половина,CUST-0173,R05,Новосибирск,Сибирь,team_e,web_form,account,normal,9.5,5–15 мин,16.1,8–24 ч,0,SLA выполнен,4.9,Высокая,b2c,2024-12-24,gold,0,1,other,normal,sla_ok
TCK-001477,2026-06-08 21:37:00,2026-06-08,2026-06-08,2026-06-01,21,1,Понедельник,0,Вторая половина,CUST-0107,R99,Неизвестный регион,Неизвестно,,email,payment,high,25.2,15–30 мин,12.2,8–24 ч,1,SLA нарушен,2.8,Низкая,b2c,2025-04-29,silver,0,1,email,high,sla_breached
TCK-000209,2026-05-11 17:51:00,2026-05-11,2026-05-11,2026-05-01,17,1,Понедельник,0,Вторая половина,CUST-0264,R05,Новосибирск,Сибирь,team_e,chat,account,low,4.0,До 5 мин,8.1,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-04-24,bronze,0,1,chat,other,sla_ok
TCK-000372,2026-03-07 21:19:00,2026-03-07,2026-03-02,2026-03-01,21,6,Суббота,1,Первая половина,CUST-0009,R01,Москва,Центр,team_a,phone,delivery,normal,3.5,До 5 мин,12.9,8–24 ч,0,SLA выполнен,4.7,Высокая,b2c,2025-12-26,bronze,0,1,other,normal,sla_ok
TCK-000433,2026-03-22 12:01:00,2026-03-22,2026-03-16,2026-03-01,12,7,Воскресенье,1,Первая половина,CUST-0219,R07,Нижний Новгород,Поволжье,team_c,email,delivery,normal,16.0,15–30 мин,9.2,8–24 ч,0,SLA выполнен,4.8,Высокая,vip,2025-03-09,platinum,1,1,email,normal,sla_ok
TCK-000359,2026-05-29 09:04:00,2026-05-29,2026-05-25,2026-05-01,9,5,Пятница,0,Вторая половина,CUST-0166,R05,Новосибирск,Сибирь,team_e,email,account,normal,109.9,Более 60 мин,8.2,8–24 ч,0,SLA выполнен,4.0,Средняя,b2c,2024-03-12,bronze,0,1,email,normal,sla_ok
TCK-000059,2026-03-31 14:42:00,2026-03-31,2026-03-30,2026-03-01,14,2,Вторник,0,Первая половина,CUST-0160,R01,Москва,Центр,team_a,email,refund,low,64.2,Более 60 мин,7.1,До 8 ч,0,SLA выполнен,4.0,Средняя,b2b,2026-02-28,gold,0,1,email,other,sla_ok
TCK-000745,2026-06-08 14:46:00,2026-06-08,2026-06-08,2026-06-01,14,1,Понедельник,0,Вторая половина,CUST-0139,R03,Казань,Поволжье,team_c,email,login,low,40.5,30–60 мин,2.9,До 8 ч,0,SLA выполнен,5.0,Высокая,b2b,2024-09-06,silver,0,1,email,other,sla_ok
TCK-000355,2026-03-18 14:04:00,2026-03-18,2026-03-16,2026-03-01,14,3,Среда,0,Первая половина,CUST-0096,R03,Казань,Поволжье,team_c,chat,technical,low,7.4,5–15 мин,11.2,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-12-11,gold,0,1,chat,other,sla_ok
TCK-001166,2026-04-28 19:20:00,2026-04-28,2026-04-27,2026-04-01,19,2,Вторник,0,Вторая половина,CUST-0233,R08,Краснодар,Юг,team_f,email,account,critical,40.9,30–60 мин,4.3,До 8 ч,0,SLA выполнен,5.0,Высокая,vip,2025-02-16,gold,1,1,email,other,sla_ok
TCK-000737,2026-04-16 15:33:00,2026-04-16,2026-04-13,2026-04-01,15,4,Четверг,0,Первая половина,CUST-0182,R06,Ростов-на-Дону,Юг,team_f,chat,refund,normal,5.1,5–15 мин,17.6,8–24 ч,0,SLA выполнен,4.6,Высокая,b2b,2025-06-02,platinum,0,1,chat,normal,sla_ok
TCK-001200,2026-04-18 18:43:00,2026-04-18,2026-04-13,2026-04-01,18,6,Суббота,1,Первая половина,CUST-0176,R08,Краснодар,Юг,team_f,email,login,normal,36.9,30–60 мин,3.4,До 8 ч,0,SLA выполнен,4.5,Высокая,b2c,2025-09-05,bronze,0,1,email,normal,sla_ok
TCK-000728,2026-05-06 15:41:00,2026-05-06,2026-05-04,2026-05-01,15,3,Среда,0,Вторая половина,CUST-0154,R02,Санкт-Петербург,Северо-Запад,team_b,chat,payment,normal,12.7,5–15 мин,15.0,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-08-12,silver,0,1,chat,normal,sla_ok
TCK-001234,2026-06-05 21:44:00,2026-06-05,2026-06-01,2026-06-01,21,5,Пятница,0,Вторая половина,CUST-0077,R03,Казань,Поволжье,team_c,email,account,normal,94.0,Более 60 мин,4.1,До 8 ч,0,SLA выполнен,3.8,Средняя,b2c,2025-07-31,silver,0,1,email,normal,sla_ok
TCK-000368,2026-04-30 08:58:00,2026-04-30,2026-04-27,2026-04-01,8,4,Четверг,0,Вторая половина,CUST-0077,R02,Санкт-Петербург,Северо-Запад,team_b,phone,login,normal,26.5,15–30 мин,6.2,До 8 ч,0,SLA выполнен,4.5,Высокая,b2c,2025-07-31,silver,0,1,other,normal,sla_ok
TCK-000999,2026-04-21 14:24:00,2026-04-21,2026-04-20,2026-04-01,14,2,Вторник,0,Вторая половина,CUST-0030,R01,Москва,Центр,team_a,phone,account,low,15.8,15–30 мин,0.6,До 8 ч,1,SLA нарушен,4.6,Высокая,b2b,2025-09-10,silver,0,1,other,other,sla_breached
TCK-001430,2026-03-12 17:38:00,2026-03-12,2026-03-09,2026-03-01,17,4,Четверг,0,Первая половина,CUST-0150,R02,Санкт-Петербург,Северо-Запад,team_b,web_form,technical,high,6.2,5–15 мин,30.3,24–48 ч,1,SLA нарушен,3.7,Средняя,b2c,2026-02-26,silver,0,1,other,high,sla_breached
TCK-001403,2026-03-18 21:31:00,2026-03-18,2026-03-16,2026-03-01,21,3,Среда,0,Первая половина,CUST-0153,R01,Москва,Центр,team_a,chat,login,high,4.0,До 5 мин,10.9,8–24 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-06-24,bronze,0,1,chat,high,sla_ok
TCK-001134,2026-05-27 09:45:00,2026-05-27,2026-05-25,2026-05-01,9,3,Среда,0,Вторая половина,CUST-0029,R01,Москва,Центр,team_a,chat,technical,high,18.4,15–30 мин,66.8,48–72 ч,1,SLA нарушен,2.7,Низкая,b2c,2024-12-17,silver,0,1,chat,high,sla_breached
TCK-000713,2026-03-30 15:35:00,2026-03-30,2026-03-30,2026-03-01,15,1,Понедельник,0,Первая половина,CUST-0273,R01,Москва,Центр,team_a,web_form,delivery,normal,9.3,5–15 мин,8.0,8–24 ч,0,SLA выполнен,4.7,Высокая,b2c,2024-07-22,bronze,0,1,other,normal,sla_ok
TCK-000234,2026-05-13 12:32:00,2026-05-13,2026-05-11,2026-05-01,12,3,Среда,0,Вторая половина,CUST-0326,R02,Санкт-Петербург,Северо-Запад,team_b,phone,payment,critical,1.4,До 5 мин,8.7,8–24 ч,1,SLA нарушен,3.4,Средняя,b2c,2025-05-30,bronze,0,1,other,other,sla_breached
TCK-000839,2026-05-20 19:00:00,2026-05-20,2026-05-18,2026-05-01,19,3,Среда,0,Вторая половина,CUST-0261,R04,Екатеринбург,Урал,team_d,chat,delivery,high,3.1,До 5 мин,21.4,8–24 ч,1,SLA нарушен,3.9,Средняя,b2c,2025-11-20,bronze,0,1,chat,high,sla_breached
TCK-000197,2026-05-01 18:15:00,2026-05-01,2026-04-27,2026-05-01,18,5,Пятница,0,Вторая половина,CUST-0009,R08,Краснодар,Юг,team_f,email,delivery,low,41.1,30–60 мин,13.7,8–24 ч,0,SLA выполнен,3.6,Средняя,b2c,2025-12-26,bronze,0,1,email,other,sla_ok
TCK-001270,2026-06-03 10:48:00,2026-06-03,2026-06-01,2026-06-01,10,3,Среда,0,Вторая половина,CUST-0239,R05,Новосибирск,Сибирь,team_e,email,payment,high,70.6,Более 60 мин,18.5,8–24 ч,1,SLA нарушен,2.8,Низкая,b2c,2024-02-25,bronze,0,1,email,high,sla_breached
TCK-000082,2026-06-04 20:03:00,2026-06-04,2026-06-01,2026-06-01,20,4,Четверг,0,Вторая половина,CUST-0085,R02,Санкт-Петербург,Северо-Запад,team_b,chat,delivery,high,8.2,5–15 мин,15.7,8–24 ч,1,SLA нарушен,4.1,Средняя,b2c,2025-09-20,bronze,0,1,chat,high,sla_breached
TCK-001415,2026-04-15 13:13:00,2026-04-15,2026-04-13,2026-04-01,13,3,Среда,0,Первая половина,CUST-0037,R05,Новосибирск,Сибирь,team_e,chat,delivery,normal,2.9,До 5 мин,19.3,8–24 ч,0,SLA выполнен,,,b2c,2025-07-24,silver,0,1,chat,normal,sla_ok
TCK-000354,2026-06-08 20:00:00,2026-06-08,2026-06-08,2026-06-01,20,1,Понедельник,0,Вторая половина,CUST-0109,R06,Ростов-на-Дону,Юг,team_f,chat,payment,normal,4.6,До 5 мин,12.0,8–24 ч,0,SLA выполнен,4.7,Высокая,b2c,2024-04-20,silver,0,1,chat,normal,sla_ok
TCK-001165,2026-05-27 10:25:00,2026-05-27,2026-05-25,2026-05-01,10,3,Среда,0,Вторая половина,CUST-0088,R01,Москва,Центр,team_a,email,delivery,normal,42.0,30–60 мин,15.4,8–24 ч,0,SLA выполнен,4.0,Средняя,b2c,2024-09-05,bronze,0,1,email,normal,sla_ok
TCK-000112,2026-03-31 09:02:00,2026-03-31,2026-03-30,2026-03-01,9,2,Вторник,0,Первая половина,CUST-0194,R01,Москва,Центр,team_a,web_form,payment,high,1.5,До 5 мин,8.0,8–24 ч,0,SLA выполнен,5.0,Высокая,b2b,2024-07-07,,0,1,other,high,sla_ok
TCK-001287,2026-04-02 17:57:00,2026-04-02,2026-03-30,2026-04-01,17,4,Четверг,0,Первая половина,CUST-0011,R01,Москва,Центр,team_a,email,technical,normal,56.6,30–60 мин,27.9,24–48 ч,1,SLA нарушен,3.3,Средняя,b2c,2026-01-22,silver,0,1,email,normal,sla_breached
TCK-000789,2026-05-24 09:54:00,2026-05-24,2026-05-18,2026-05-01,9,7,Воскресенье,1,Вторая половина,CUST-0119,R05,Новосибирск,Сибирь,team_e,phone,technical,low,1.5,До 5 мин,13.6,8–24 ч,0,SLA выполнен,4.7,Высокая,b2c,2024-08-02,gold,0,1,other,other,sla_ok
TCK-000994,2026-04-24 09:02:00,2026-04-24,2026-04-20,2026-04-01,9,5,Пятница,0,Вторая половина,CUST-0006,,Неизвестный регион,Неизвестно,,email,account,low,114.3,Более 60 мин,3.0,До 8 ч,0,SLA выполнен,4.2,Средняя,vip,2025-07-02,,1,1,email,other,sla_ok
TCK-000383,2026-04-07 20:42:00,2026-04-07,2026-04-06,2026-04-01,20,2,Вторник,0,Первая половина,CUST-0045,R01,Москва,Центр,team_a,phone,technical,normal,17.6,15–30 мин,30.3,24–48 ч,1,SLA нарушен,3.8,Средняя,b2b,2024-04-12,gold,0,1,other,normal,sla_breached
TCK-001425,2026-03-09 21:39:00,2026-03-09,2026-03-09,2026-03-01,21,1,Понедельник,0,Первая половина,CUST-0022,R01,Москва,Центр,team_a,email,delivery,high,14.2,5–15 мин,21.5,8–24 ч,1,SLA нарушен,3.1,Средняя,b2c,2024-04-18,bronze,0,1,email,high,sla_breached
TCK-000662,2026-05-08 10:28:00,2026-05-08,2026-05-04,2026-05-01,10,5,Пятница,0,Вторая половина,CUST-0282,R06,Ростов-на-Дону,Юг,team_f,email,delivery,high,16.3,15–30 мин,21.0,8–24 ч,1,SLA нарушен,3.2,Средняя,b2c,2024-11-15,silver,0,1,email,high,sla_breached
TCK-000600,2026-03-20 15:39:00,2026-03-20,2026-03-16,2026-03-01,15,5,Пятница,0,Первая половина,CUST-0306,R02,Санкт-Петербург,Северо-Запад,team_b,email,payment,low,60.9,Более 60 мин,11.1,8–24 ч,0,SLA выполнен,4.8,Высокая,b2c,2025-04-09,silver,0,1,email,other,sla_ok
TCK-000887,2026-03-04 17:06:00,2026-03-04,2026-03-02,2026-03-01,17,3,Среда,0,Первая половина,CUST-0148,R05,Новосибирск,Сибирь,team_e,email,delivery,normal,37.6,30–60 мин,1.4,До 8 ч,0,SLA выполнен,4.3,Средняя,b2c,2024-03-28,bronze,0,1,email,normal,sla_ok
TCK-000544,2026-05-29 09:17:00,2026-05-29,2026-05-25,2026-05-01,9,5,Пятница,0,Вторая половина,CUST-0213,R02,Санкт-Петербург,Северо-Запад,team_b,chat,payment,critical,3.1,До 5 мин,8.1,8–24 ч,1,SLA нарушен,4.5,Высокая,b2c,2024-03-30,silver,0,1,chat,other,sla_breached
TCK-000424,2026-05-25 20:00:00,2026-05-25,2026-05-25,2026-05-01,20,1,Понедельник,0,Вторая половина,CUST-0175,R01,Москва,Центр,team_a,email,delivery,high,39.3,30–60 мин,52.0,48–72 ч,1,SLA нарушен,1.7,Низкая,b2c,2025-11-05,bronze,0,1,email,high,sla_breached
TCK-001120,2026-06-05 17:39:00,2026-06-05,2026-06-01,2026-06-01,17,5,Пятница,0,Вторая половина,CUST-0072,R03,Казань,Поволжье,team_c,web_form,payment,low,44.0,30–60 мин,18.6,8–24 ч,0,SLA выполнен,3.9,Средняя,b2c,2024-11-26,silver,0,1,other,other,sla_ok
TCK-001325,2026-04-17 14:43:00,2026-04-17,2026-04-13,2026-04-01,14,5,Пятница,0,Первая половина,CUST-0309,R04,Екатеринбург,Урал,team_d,email,technical,normal,39.0,30–60 мин,3.0,До 8 ч,0,SLA выполнен,4.5,Высокая,b2c,2025-12-28,silver,0,1,email,normal,sla_ok
TCK-000395,2026-06-03 16:39:00,2026-06-03,2026-06-01,2026-06-01,16,3,Среда,0,Вторая половина,CUST-0212,R02,Санкт-Петербург,Северо-Запад,team_b,email,refund,normal,20.1,15–30 мин,21.9,8–24 ч,0,SLA выполнен,4.4,Средняя,b2c,2024-06-08,silver,0,1,email,normal,sla_ok
TCK-001498,2026-04-14 11:47:00,2026-04-14,2026-04-13,2026-04-01,11,2,Вторник,0,Первая половина,CUST-0282,R03,Казань,Поволжье,team_c,phone,account,normal,16.1,15–30 мин,6.5,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2024-11-15,silver,0,1,other,normal,sla_ok
TCK-001035,2026-04-29 13:17:00,2026-04-29,2026-04-27,2026-04-01,13,3,Среда,0,Вторая половина,CUST-0130,R03,Казань,Поволжье,team_c,email,account,normal,56.5,30–60 мин,11.9,8–24 ч,0,SLA выполнен,4.5,Высокая,b2c,2024-01-10,gold,0,1,email,normal,sla_ok
TCK-000673,2026-05-18 14:51:00,2026-05-18,2026-05-18,2026-05-01,14,1,Понедельник,0,Вторая половина,CUST-0294,R05,Новосибирск,Сибирь,team_e,email,technical,critical,12.9,5–15 мин,31.2,24–48 ч,1,SLA нарушен,4.1,Средняя,b2c,2024-12-04,silver,0,1,email,other,sla_breached
TCK-001243,2026-06-06 15:03:00,2026-06-06,2026-06-01,2026-06-01,15,6,Суббота,1,Вторая половина,CUST-0157,R01,Москва,Центр,team_a,email,delivery,low,30.3,30–60 мин,8.8,8–24 ч,0,SLA выполнен,4.8,Высокая,b2c,2024-02-04,silver,0,1,email,other,sla_ok
TCK-001284,2026-03-05 13:46:00,2026-03-05,2026-03-02,2026-03-01,13,4,Четверг,0,Первая половина,CUST-0252,R03,Казань,Поволжье,team_c,phone,technical,normal,8.0,5–15 мин,49.3,48–72 ч,1,SLA нарушен,2.5,Низкая,b2b,2024-05-24,silver,0,1,other,normal,sla_breached
TCK-001161,2026-04-23 17:40:00,2026-04-23,2026-04-20,2026-04-01,17,4,Четверг,0,Вторая половина,CUST-0134,R02,Санкт-Петербург,Северо-Запад,team_b,email,technical,low,69.4,Более 60 мин,29.0,24–48 ч,0,SLA выполнен,3.2,Средняя,b2c,2025-10-14,silver,0,1,email,other,sla_ok
TCK-001404,2026-04-08 09:41:00,2026-04-08,2026-04-06,2026-04-01,9,3,Среда,0,Первая половина,CUST-0031,R01,Москва,Центр,team_a,chat,account,normal,1.7,До 5 мин,18.1,8–24 ч,0,SLA выполнен,5.0,Высокая,b2b,2026-02-26,silver,0,1,chat,normal,sla_ok
TCK-000637,2026-06-03 13:50:00,2026-06-03,2026-06-01,2026-06-01,13,3,Среда,0,Вторая половина,CUST-0314,R05,Новосибирск,Сибирь,team_e,web_form,delivery,low,19.2,15–30 мин,5.6,До 8 ч,0,SLA выполнен,5.0,Высокая,b2c,2025-01-09,bronze,0,1,other,other,sla_ok
TCK-000552,2026-03-06 08:10:00,2026-03-06,2026-03-02,2026-03-01,8,5,Пятница,0,Первая половина,CUST-0287,R01,Москва,Центр,team_a,web_form,login,high,26.9,15–30 мин,5.9,До 8 ч,0,SLA выполнен,4.6,Высокая,b2c,2026-02-07,gold,0,1,other,high,sla_ok
