order_id,order_date,region,channel,customer_type,category,subcategory,quantity,unit_price,discount_percent,revenue,cost,profit,profit_margin,delivery_days,rating
RM-00861,2026-02-13,Новосибирск,Онлайн,Повторный,Электроника,Смартфоны,5,28272.6,15,120158.55,77514.55,42644.0,0.3549,3,3.7
RM-01006,2026-02-13,Самара,Магазин,Новый,Электроника,Смартфоны,3,33983.3,5,96852.4,72401.9,24450.51,0.2525,6,4.5
RM-01091,2026-02-13,Казань,Онлайн,Повторный,Красота,Парфюмерия,3,1952.88,20,4686.91,3804.59,882.32,0.1883,2,5.0
RM-00019,2026-02-14,Екатеринбург,Магазин,Новый,Спорт,Фитнес,4,8182.34,15,27819.96,19548.42,8271.53,0.2973,3,5.0
RM-00585,2026-02-14,Москва,Магазин,Повторный,Дом и кухня,Техника для дома,6,4428.8,0,26572.8,19610.74,6962.06,0.262,2,5.0
RM-00589,2026-02-14,Москва,Онлайн,Повторный,Канцтовары,Письменные принадлежности,2,1248.49,5,2372.13,1877.34,494.79,0.2086,3,4.6
RM-00696,2026-02-14,Казань,Онлайн,Корпоративный,Дом и кухня,Техника для дома,9,8017.73,0,72159.57,49168.22,22991.35,0.3186,4,4.6
RM-00998,2026-02-14,Москва,Онлайн,Повторный,Дом и кухня,Посуда,3,4981.85,15,12703.72,8622.84,4080.88,0.3212,5,4.0
RM-01149,2026-02-14,Москва,Магазин,Повторный,Одежда,Повседневная,3,4203.3,20,10087.92,7754.69,2333.23,0.2313,3,4.8
RM-01170,2026-02-14,Санкт-Петербург,Онлайн,Новый,Дом и кухня,Техника для дома,5,3311.48,15,14073.79,8679.35,5394.44,0.3833,2,4.5
RM-00398,2026-02-15,Екатеринбург,Онлайн,Повторный,Одежда,Повседневная,2,2915.41,25,4373.12,3940.06,433.06,0.099,7,4.0
RM-00040,2026-02-16,Казань,Онлайн,Корпоративный,Электроника,Аксессуары,5,25174.01,5,119576.55,70333.94,49242.61,0.4118,2,4.5
RM-00070,2026-02-16,Нижний Новгород,Партнеры,Новый,Одежда,Повседневная,3,5581.26,10,15069.4,11228.87,3840.53,0.2549,2,5.0
RM-00076,2026-02-16,Санкт-Петербург,Онлайн,Новый,Спорт,Туризм,4,6127.06,20,19606.59,14039.93,5566.66,0.2839,6,4.1
RM-00171,2026-02-16,Нижний Новгород,Онлайн,Новый,Одежда,Спортивная,4,3596.88,15,12229.39,9364.77,2864.63,0.2342,2,4.5
RM-00267,2026-02-16,Санкт-Петербург,Онлайн,Повторный,Красота,Парфюмерия,3,3864.05,5,11012.54,8466.44,2546.1,0.2312,6,3.8
RM-00323,2026-02-16,Новосибирск,Онлайн,Новый,Одежда,Спортивная,4,4812.57,20,15400.22,10964.47,4435.75,0.288,3,5.0
RM-00330,2026-02-16,Казань,Магазин,Повторный,Дом и кухня,Посуда,4,5152.13,20,16486.82,12981.59,3505.23,0.2126,6,4.0
RM-00895,2026-02-16,Казань,Онлайн,Новый,Канцтовары,Бумага,2,711.81,5,1352.44,1554.17,-201.74,-0.1492,2,5.0
RM-01075,2026-02-16,Екатеринбург,Магазин,Новый,Дом и кухня,Посуда,3,4735.45,15,12075.4,9465.44,2609.96,0.2161,5,3.5
RM-00447,2026-02-17,Ростов-на-Дону,Онлайн,Новый,Электроника,Аксессуары,2,17336.24,5,32938.86,21723.55,11215.3,0.3405,7,3.4
RM-00807,2026-02-17,Екатеринбург,Онлайн,Повторный,Электроника,Смартфоны,4,23247.9,15,79042.86,51777.97,27264.89,0.3449,5,4.0
RM-00182,2026-02-18,Новосибирск,Онлайн,Повторный,Одежда,Повседневная,5,3150.11,0,15750.55,11205.25,4545.3,0.2886,7,3.8
RM-00325,2026-02-18,Москва,Онлайн,Повторный,Канцтовары,Бумага,3,1473.05,10,3977.23,2771.38,1205.85,0.3032,3,4.2
RM-00347,2026-02-18,Новосибирск,Онлайн,Новый,Канцтовары,Письменные принадлежности,4,1149.58,0,4598.32,3579.69,1018.63,0.2215,4,4.3
RM-00457,2026-02-18,Москва,Магазин,Новый,Дом и кухня,Посуда,3,4960.4,15,12649.02,9552.08,3096.94,0.2448,1,5.0
RM-00825,2026-02-18,Самара,Магазин,Повторный,Канцтовары,Письменные принадлежности,4,759.97,15,2583.9,2538.81,45.09,0.0175,4,5.0
RM-01021,2026-02-18,Казань,Онлайн,Повторный,Электроника,Смартфоны,5,15958.47,10,71813.11,54834.77,16978.34,0.2364,4,4.6
RM-01094,2026-02-18,Нижний Новгород,Онлайн,Новый,Электроника,Аксессуары,1,19554.6,0,19554.6,13273.95,6280.65,0.3212,3,4.9
RM-00011,2026-02-19,Казань,Онлайн,Повторный,Красота,Парфюмерия,3,2858.88,15,7290.14,6004.94,1285.21,0.1763,5,4.1
RM-00135,2026-02-19,Самара,Магазин,Новый,Спорт,Туризм,1,9815.34,5,9324.57,6857.16,2467.41,0.2646,6,3.6
RM-00235,2026-02-19,Москва,Партнеры,Повторный,Электроника,Аксессуары,3,14908.9,0,44726.7,28759.78,15966.92,0.357,5,3.7
RM-00324,2026-02-19,Ростов-на-Дону,Онлайн,Повторный,Электроника,Аксессуары,4,19564.03,25,58692.09,42968.08,15724.01,0.2679,7,4.1
RM-00409,2026-02-19,Новосибирск,Магазин,Повторный,Канцтовары,Письменные принадлежности,2,983.58,25,1475.37,1694.73,-219.36,-0.1487,5,4.1
RM-00471,2026-02-19,Новосибирск,Онлайн,Новый,Спорт,Фитнес,3,7236.0,10,19537.2,12539.48,6997.72,0.3582,3,5.0
RM-00551,2026-02-19,Новосибирск,Онлайн,Новый,Канцтовары,Письменные принадлежности,2,529.69,15,900.47,1249.18,-348.7,-0.3872,6,4.3
RM-00955,2026-02-19,Санкт-Петербург,Онлайн,Повторный,Одежда,Повседневная,2,4700.57,10,8461.03,5356.23,3104.8,0.367,2,5.0
RM-01128,2026-02-19,Москва,Онлайн,Корпоративный,Электроника,Смартфоны,11,19886.05,5,207809.22,148719.41,59089.81,0.2843,2,5.0
RM-00578,2026-02-20,Ростов-на-Дону,Онлайн,Повторный,Дом и кухня,Техника для дома,1,3100.42,30,2170.29,2051.9,118.39,0.0546,5,4.6
RM-00818,2026-02-20,Москва,Онлайн,Новый,Дом и кухня,Техника для дома,2,6313.01,0,12626.02,9348.86,3277.16,0.2596,3,5.0
RM-01174,2026-02-20,москва,Магазин,Повторный,Канцтовары,Бумага,3,643.47,5,1833.89,1595.66,238.23,0.1299,4,4.3
RM-01199,2026-02-20,Нижний Новгород,Онлайн,Повторный,Дом и кухня,Посуда,4,5695.67,10,20504.41,14925.5,5578.91,0.2721,6,4.2
RM-00353,2026-02-21,Москва,Онлайн,Повторный,Дом и кухня,Посуда,2,4191.5,25,6287.25,4941.58,1345.67,0.214,2,5.0
RM-00609,2026-02-21,Новосибирск,Онлайн,Корпоративный,Канцтовары,Бумага,9,764.9,20,5507.28,3983.99,1523.29,0.2766,3,4.8
RM-00828,2026-02-21,Санкт-Петербург,Партнеры,Повторный,Канцтовары,Письменные принадлежности,2,1102.28,5,2094.33,1668.65,425.68,0.2033,5,4.2
RM-00564,2026-02-22,Самара,Магазин,Повторный,Дом и кухня,Техника для дома,4,7621.55,10,27437.58,16590.14,10847.44,0.3953,3,5.0
RM-00606,2026-02-22,Нижний Новгород,Магазин,Новый,Дом и кухня,Посуда,2,6230.99,5,11838.88,8336.22,3502.66,0.2959,6,3.6
RM-00750,2026-02-22,Москва,Онлайн,Повторный,Спорт,Фитнес,3,7659.05,15,19530.58,12700.6,6829.98,0.3497,4,4.5
RM-00921,2026-02-22,Самара,Партнеры,Новый,Одежда,Спортивная,4,3172.55,5,12055.69,9457.08,2598.61,0.2156,4,4.5
RM-01009,2026-02-22,Санкт-Петербург,Магазин,Новый,Канцтовары,Письменные принадлежности,5,909.69,0,4548.45,3466.45,1082.0,0.2379,5,4.7
RM-00086,2026-02-23,Санкт-Петербург,Онлайн,Новый,Дом и кухня,Посуда,2,4597.04,10,8274.67,6463.13,1811.54,0.2189,5,4.1
RM-00113,2026-02-23,Санкт-Петербург,Онлайн,Повторный,Канцтовары,Письменные принадлежности,4,1033.05,0,4132.2,3319.23,812.97,0.1967,2,5.0
RM-00565,2026-02-23,Санкт-Петербург,Онлайн,Повторный,Одежда,Повседневная,4,5366.48,15,18246.03,13231.06,5014.97,0.2749,5,
RM-00722,2026-02-23,Самара,Магазин,Новый,Дом и кухня,Техника для дома,3,4254.52,10,11487.2,7923.35,3563.86,0.3102,7,3.8
RM-01100,2026-02-23,Нижний Новгород,Магазин,Новый,Дом и кухня,Посуда,3,7385.59,0,22156.77,15557.34,6599.43,0.2979,4,4.7
RM-00098,2026-02-24,Новосибирск,Партнеры,Повторный,Канцтовары,Бумага,4,787.43,5,2992.23,2844.41,147.83,0.0494,5,4.5
RM-00100,2026-02-24,Москва,Партнеры,Повторный,Канцтовары,Письменные принадлежности,5,838.52,15,3563.71,2653.37,910.34,0.2554,4,4.4
RM-00136,2026-02-24,Новосибирск,Магазин,Новый,Одежда,Спортивная,3,3362.7,15,8574.88,6170.51,2404.37,0.2804,6,3.8
RM-00174,2026-02-24,Нижний Новгород,Онлайн,Повторный,Спорт,Фитнес,6,6190.07,5,35283.4,23706.76,11576.64,0.3281,2,5.0
RM-00376,2026-02-24,Ростов-на-Дону,Онлайн,Повторный,Красота,Уход,4,2206.32,25,6618.96,5169.76,1449.2,0.2189,6,3.7
RM-00721,2026-02-24,Казань,Магазин,Повторный,Дом и кухня,Посуда,1,4432.0,5,4210.4,3217.26,993.14,0.2359,6,4.6
RM-00768,2026-02-24,Москва,Онлайн,Новый,Канцтовары,Письменные принадлежности,1,949.33,20,759.46,967.85,-208.39,-0.2744,3,4.4
RM-00645,2026-02-25,Санкт-Петербург,Магазин,Повторный,Красота,Парфюмерия,5,2251.61,15,9569.34,6811.07,2758.27,0.2882,2,4.7
RM-00970,2026-02-25,Екатеринбург,Партнеры,Повторный,Спорт,Туризм,2,4350.76,0,8701.52,6424.6,2276.92,0.2617,4,4.9
RM-00985,2026-02-25,Москва,Магазин,Новый,Электроника,Аксессуары,1,20916.84,0,20916.84,13429.22,7487.62,0.358,5,4.7
RM-01186,2026-02-25,Санкт-Петербург,Партнеры,Новый,Красота,Уход,15,3677.97,15,46894.12,36016.56,10877.56,0.232,3,4.8
RM-00036,2026-02-26,Москва,Партнеры,Повторный,Дом и кухня,Техника для дома,2,5729.47,0,11458.94,9036.28,2422.66,0.2114,5,4.0
RM-00210,2026-02-26,Москва,Онлайн,Повторный,Красота,Парфюмерия,1,2099.7,15,1784.74,1594.33,190.41,0.1067,3,4.7
RM-00317,2026-02-26,Санкт-Петербург,Магазин,Повторный,Спорт,Фитнес,2,6109.93,10,10997.87,7159.15,3838.72,0.349,6,3.3
RM-00698,2026-02-26,Санкт-Петербург,Партнеры,Новый,Дом и кухня,Техника для дома,3,7153.59,0,21460.77,14190.25,7270.52,0.3388,5,5.0
RM-00706,2026-02-26,Нижний Новгород,Партнеры,Повторный,Дом и кухня,Посуда,1,6081.75,5,5777.66,4140.42,1637.24,0.2834,6,4.3
RM-00886,2026-02-26,Казань,Онлайн,Повторный,Канцтовары,Письменные принадлежности,4,679.85,0,2719.4,2309.4,410.0,0.1508,5,4.1
RM-00949,2026-02-26,Москва,Онлайн,Повторный,Канцтовары,Бумага,1,876.22,10,788.6,930.98,-142.38,-0.1805,2,5.0
RM-00952,2026-02-26,Новосибирск,Онлайн,Повторный,Красота,Уход,5,2393.89,15,10174.03,8151.26,2022.77,0.1988,7,3.6
RM-01008,2026-02-26,Казань,Партнеры,Корпоративный,Спорт,Фитнес,3,9036.45,20,21687.48,15196.97,6490.51,0.2993,3,5.0
RM-00158,2026-02-27,Ростов-на-Дону,Онлайн,Повторный,Одежда,Спортивная,5,3034.47,5,14413.73,10248.84,4164.89,0.289,4,4.3
RM-00209,2026-02-27,Самара,Онлайн,Повторный,Красота,Уход,3,1916.51,5,5462.05,3915.32,1546.74,0.2832,7,3.8
RM-00280,2026-02-27,Новосибирск,Онлайн,Новый,Электроника,Аксессуары,2,17491.6,0,34983.2,24145.89,10837.31,0.3098,7,3.4
RM-00363,2026-02-27,Москва,Магазин,Повторный,Красота,Уход,2,1895.83,10,3412.49,2701.1,711.39,0.2085,2,4.2
RM-00453,2026-02-27,Ростов-на-Дону,Онлайн,Новый,Спорт,Фитнес,5,6816.32,10,30673.44,23827.49,6845.95,0.2232,6,4.8
RM-00516,2026-02-27,Москва,Магазин,Новый,Электроника,Аксессуары,2,14306.58,10,25751.84,18864.48,6887.37,0.2675,2,4.8
RM-00673,2026-02-27,Нижний Новгород,Магазин,Повторный,Одежда,Повседневная,3,6819.23,0,20457.69,15728.57,4729.12,0.2312,3,5.0
RM-00705,2026-02-27,Самара,Магазин,Повторный,Спорт,Туризм,1,7450.86,10,6705.77,5206.82,1498.95,0.2235,7,3.6
RM-00881,2026-02-27,Санкт-Петербург,Партнеры,Новый,Электроника,Аксессуары,1,17147.23,5,16289.87,12066.2,4223.67,0.2593,3,5.0
RM-00964,2026-02-27,Казань,Онлайн,Повторный,Красота,Парфюмерия,4,4182.05,10,15055.38,10995.91,4059.47,0.2696,6,4.0
RM-01055,2026-02-27,Москва,Онлайн,Новый,Спорт,Фитнес,3,4846.94,15,12359.7,7980.76,4378.94,0.3543,3,5.0
RM-01086,2026-02-27,Ростов-на-Дону,Магазин,Новый,Красота,Парфюмерия,2,2828.38,5,5373.92,4000.28,1373.64,0.2556,6,3.2
RM-00005,2026-02-28,Санкт-Петербург,Онлайн,Повторный,Электроника,Аксессуары,3,17156.42,25,38601.94,23198.86,15403.09,0.399,2,5.0
RM-00061,2026-02-28,Самара,Онлайн,Повторный,Одежда,Спортивная,3,4255.48,5,12128.12,9209.9,2918.22,0.2406,4,4.4
RM-00156,2026-02-28,Москва,Партнеры,Повторный,Дом и кухня,Посуда,2,4114.46,15,6994.58,4516.47,2478.11,0.3543,3,5.0
RM-00514,2026-02-28,Новосибирск,Магазин,Повторный,Канцтовары,Письменные принадлежности,3,1464.31,25,3294.7,3093.99,200.7,0.0609,6,3.9
RM-01004,2026-02-28,Нижний Новгород,Магазин,Повторный,Дом и кухня,Техника для дома,3,6577.36,5,18745.48,12831.1,5914.38,0.3155,2,5.0
RM-01069,2026-02-28,Екатеринбург,Магазин,Повторный,Одежда,Повседневная,4,2923.95,10,10526.22,8272.85,2253.37,0.2141,6,4.1
RM-00160,2026-03-01,Москва,Онлайн,Новый,Дом и кухня,Техника для дома,9,5597.21,10,45337.42,28110.37,17227.05,0.38,4,4.0
RM-00254,,Новосибирск,Онлайн,Новый,Электроника,Смартфоны,6,17784.01,0,106704.06,67559.79,39144.27,0.3668,6,3.4
RM-00676,2026-03-01,Москва,Магазин,Повторный,Канцтовары,Бумага,3,945.39,5,2694.36,2325.28,369.07,0.137,1,4.9
RM-00871,2026-03-01,Москва,Магазин,Новый,Спорт,Туризм,5,4336.0,10,19512.02,15208.71,4303.3,0.2205,1,5.0
RM-00951,2026-03-01,Новосибирск,Магазин,Новый,Одежда,Спортивная,3,3726.69,0,11180.08,8474.9,2705.18,0.242,6,4.0
RM-01119,2026-03-01,Санкт-Петербург,Магазин,Новый,Красота,Парфюмерия,4,4614.86,10,16613.48,11109.51,5503.98,0.3313,2,4.9
RM-01200,2026-03-01,Казань,Магазин,Корпоративный,Дом и кухня,Посуда,8,5422.52,10,39042.18,24774.08,14268.1,0.3655,5,4.0
RM-00042,2026-03-02,Москва,Онлайн,Повторный,Красота,Уход,2,2580.82,20,4129.31,3002.14,1127.17,0.273,2,5.0
RM-00288,2026-03-02,Нижний Новгород,Партнеры,Новый,Одежда,Спортивная,6,3457.91,20,16597.96,11898.86,4699.1,0.2831,4,4.4
RM-00318,2026-03-02,Нижний Новгород,Онлайн,Корпоративный,Электроника,Смартфоны,6,27266.86,25,122700.89,92455.44,30245.44,0.2465,3,5.0
RM-00387,2026-03-02,Казань,Партнеры,Новый,Спорт,Фитнес,5,6387.35,15,27146.26,18705.08,8441.17,0.311,3,4.9
RM-00638,2026-03-02,Новосибирск,Магазин,Новый,Одежда,Спортивная,2,3276.54,10,5897.78,4289.6,1608.18,0.2727,6,3.7
RM-00725,2026-03-02,Москва,Магазин,Корпоративный,Дом и кухня,Посуда,7,5207.91,15,30987.09,23816.08,7171.02,0.2314,4,4.2
RM-00808,2026-03-02,Москва,Магазин,Новый,Электроника,Смартфоны,1,27409.14,5,26038.68,19099.12,6939.56,0.2665,4,5.0
RM-00827,2026-03-02,Екатеринбург,Онлайн,Новый,Дом и кухня,Техника для дома,4,7177.6,25,21532.81,15440.88,6091.92,0.2829,5,4.1
RM-00940,2026-03-02,Москва,Онлайн,Повторный,Дом и кухня,Техника для дома,3,7080.52,5,20179.49,12947.82,7231.67,0.3584,2,4.8
RM-00007,2026-03-03,Самара,Онлайн,Повторный,Спорт,Туризм,1,4650.61,15,3953.01,3412.02,540.99,0.1369,6,3.9
RM-00277,2026-03-03,Москва,Партнеры,Повторный,Спорт,Фитнес,3,7353.19,15,18750.63,13185.64,5565.0,0.2968,4,4.0
RM-00454,2026-03-03,Самара,Магазин,Повторный,Электроника,Смартфоны,2,13853.22,25,20779.82,14706.32,6073.51,0.2923,6,4.3
RM-00469,2026-03-03,Москва,Онлайн,Новый,Спорт,Фитнес,2,6610.33,5,12559.63,9682.46,2877.17,0.2291,4,5.0
RM-00697,2026-03-03,Санкт-Петербург,Онлайн,Новый,Электроника,Аксессуары,1,21063.17,5,20010.02,14491.39,5518.63,0.2758,6,4.3
RM-00833,2026-03-03,Москва,Магазин,Повторный,Одежда,Спортивная,2,3245.95,15,5518.12,4019.17,1498.95,0.2716,2,4.2
RM-01001,2026-03-03,Ростов-на-Дону,Магазин,Новый,Красота,Парфюмерия,1,2576.08,0,2576.08,2207.62,368.46,0.143,4,5.0
RM-01097,2026-03-03,Казань,Онлайн,Новый,Красота,Уход,1,6229.69,15,5295.24,4436.71,858.53,0.1621,4,4.0
RM-00024,2026-03-04,Санкт-Петербург,Онлайн,Повторный,Одежда,Спортивная,2,5667.21,0,11334.42,7909.01,3425.42,0.3022,3,5.0
RM-00312,2026-03-04,Санкт-Петербург,Онлайн,Новый,Канцтовары,Письменные принадлежности,1,1217.69,0,1217.69,1156.26,61.44,0.0505,2,4.8
RM-00388,2026-03-04,Самара,Магазин,Новый,Красота,Парфюмерия,7,2928.59,15,17425.11,13383.76,4041.35,0.2319,5,4.1
RM-00448,2026-03-04,Нижний Новгород,Онлайн,Новый,Электроника,Аксессуары,4,31195.7,5,118543.66,74813.76,43729.9,0.3689,3,4.9
RM-00695,2026-03-04,Казань,Онлайн,Повторный,Электроника,Смартфоны,1,23169.42,5,22010.95,14850.5,7160.45,0.3253,2,5.0
RM-01028,2026-03-04,Санкт-Петербург,Онлайн,Повторный,Спорт,Туризм,3,7367.56,25,16577.01,10472.87,6104.14,0.3682,4,4.3
RM-00054,2026-03-05,Самара,Магазин,Новый,Красота,Парфюмерия,3,3298.04,10,8904.71,7323.98,1580.73,0.1775,4,5.0
RM-00352,2026-03-05,Ростов-на-Дону,Партнеры,Повторный,Одежда,Повседневная,2,6864.7,10,12356.46,9083.59,3272.88,0.2649,7,3.9
RM-00359,2026-03-05,Самара,Магазин,Корпоративный,Дом и кухня,Техника для дома,8,5614.01,0,44912.09,28698.38,16213.72,0.361,7,3.5
RM-00563,2026-03-05,Екатеринбург,Магазин,Новый,Красота,Парфюмерия,2,3962.81,0,7925.62,5311.76,2613.86,0.3298,5,3.8
RM-00633,2026-03-05,Москва,Онлайн,Корпоративный,Красота,Уход,9,1729.19,25,11672.07,7609.77,4062.29,0.348,4,4.5
RM-00668,2026-03-05,Нижний Новгород,Онлайн,Повторный,Одежда,Повседневная,5,2489.78,15,10581.58,7547.06,3034.52,0.2868,6,4.4
RM-00670,2026-03-05,Санкт-Петербург,Онлайн,Повторный,Красота,Уход,3,1595.88,25,3590.74,2967.62,623.12,0.1735,4,4.9
RM-00720,2026-03-05,Москва,Онлайн,Новый,Красота,Парфюмерия,1,1799.04,5,1709.09,1441.07,268.02,0.1568,3,4.8
RM-00766,2026-03-05,Москва,Онлайн,Повторный,Электроника,Смартфоны,1,32947.55,0,32947.55,22258.77,10688.78,0.3244,5,3.7
RM-00896,2026-03-05,Москва,Онлайн,Новый,Дом и кухня,Техника для дома,2,4529.86,10,8153.74,6339.59,1814.15,0.2225,2,5.0
RM-01145,2026-03-05,Самара,Партнеры,Новый,Спорт,Туризм,1,7284.62,15,6191.93,5136.66,1055.27,0.1704,7,4.2
RM-00116,2026-03-06,Новосибирск,Партнеры,Повторный,Спорт,Фитнес,6,8507.79,10,45942.09,29542.62,16399.48,0.357,7,4.0
RM-00197,2026-03-06,Ростов-на-Дону,Онлайн,Повторный,Канцтовары,Письменные принадлежности,1,669.98,5,636.48,1047.69,-411.21,-0.6461,6,4.4
RM-00646,2026-03-06,Новосибирск,Онлайн,Новый,Электроника,Аксессуары,1,17016.06,5,16165.26,12392.91,3772.35,0.2334,3,4.9
RM-00681,2026-03-06,Ростов-на-Дону,Онлайн,Новый,Одежда,Спортивная,3,4902.93,5,13973.36,8937.95,5035.41,0.3604,7,2.7
RM-01080,2026-03-06,Казань,Магазин,Повторный,Красота,Парфюмерия,3,3322.22,0,9966.66,6949.82,3016.84,0.3027,2,4.7
RM-01102,2026-03-06,Санкт-Петербург,Магазин,Корпоративный,Одежда,Повседневная,4,8145.45,20,26065.44,19802.35,6263.09,0.2403,2,5.0
RM-01168,2026-03-06,Казань,Онлайн,Повторный,Дом и кухня,Техника для дома,3,7016.57,25,15787.28,9931.52,5855.76,0.3709,6,4.9
RM-00004,2026-03-07,Санкт-Петербург,Магазин,Новый,Спорт,Фитнес,5,6201.08,5,29455.12,17626.73,11828.39,0.4016,3,4.6
RM-00291,2026-03-07,Казань,Магазин,Повторный,Электроника,Смартфоны,3,30751.99,5,87643.18,54474.85,33168.33,0.3784,6,4.3
RM-00415,2026-03-07,Санкт-Петербург,Партнеры,Новый,Дом и кухня,Посуда,4,8934.05,0,35736.2,24452.12,11284.08,0.3158,4,4.7
RM-00419,2026-03-07,Новосибирск,Онлайн,Новый,Дом и кухня,Посуда,2,5802.94,0,11605.88,8875.02,2730.86,0.2353,6,3.9
RM-00500,2026-03-07,Санкт-Петербург,Онлайн,Новый,Красота,Уход,2,1978.74,20,3165.98,2427.56,738.43,0.2332,6,3.6
RM-00570,2026-03-07,Новосибирск,Онлайн,Повторный,Спорт,Туризм,2,11648.3,25,17472.45,11853.46,5618.99,0.3216,4,5.0
RM-00614,2026-03-07,Санкт-Петербург,Магазин,Повторный,Спорт,Туризм,3,5943.5,20,14264.39,11245.11,3019.28,0.2117,4,3.7
RM-00671,2026-03-07,Екатеринбург,Онлайн,Новый,Одежда,Спортивная,2,5416.95,10,9750.51,6545.61,3204.9,0.3287,7,2.5
RM-00781,2026-03-07,Самара,Магазин,Корпоративный,Электроника,Аксессуары,8,15347.13,15,104360.47,71279.41,33081.06,0.317,4,4.4
RM-00944,2026-03-07,Самара,Магазин,Новый,Спорт,Туризм,2,9477.32,10,17059.18,12090.98,4968.2,0.2912,6,3.6
RM-01142,2026-03-07,Санкт-Петербург,Онлайн,Повторный,Канцтовары,Бумага,6,928.04,20,4454.61,3531.88,922.73,0.2071,4,4.9
RM-01144,2026-03-07,Москва,Онлайн,Новый,Одежда,Повседневная,5,3554.58,15,15106.98,10566.86,4540.11,0.3005,1,5.0
RM-01194,2026-03-07,Казань,Магазин,Новый,Красота,Парфюмерия,1,1171.66,5,1113.08,1478.58,-365.5,-0.3284,4,4.2
RM-01196,2026-03-07,Нижний Новгород,Партнеры,Повторный,Одежда,Спортивная,6,4507.55,0,27045.28,18157.7,8887.58,0.3286,4,4.1
RM-00213,2026-03-08,Казань,Онлайн,Новый,Канцтовары,Бумага,3,683.66,15,1743.32,1906.34,-163.02,-0.0935,2,5.0
RM-00492,2026-03-08,Санкт-Петербург,Онлайн,Новый,Спорт,Туризм,2,6151.36,0,12302.71,8690.56,3612.15,0.2936,5,4.7
RM-00755,2026-03-08,Санкт-Петербург,Онлайн,Новый,Спорт,Туризм,4,6560.49,0,26241.96,17545.97,8696.0,0.3314,4,4.7
RM-00996,2026-03-08,Санкт-Петербург,Онлайн,Повторный,Одежда,Повседневная,6,3425.32,15,17469.11,12718.07,4751.04,0.272,6,4.2
RM-00066,2026-03-09,Москва,Партнеры,Повторный,Красота,Уход,2,4227.37,10,7609.26,6098.56,1510.7,0.1985,2,5.0
RM-00189,2026-03-09,Москва,Магазин,Повторный,Дом и кухня,Техника для дома,4,3965.12,0,15860.48,12197.82,3662.66,0.2309,1,5.0
RM-00432,2026-03-09,Москва,Онлайн,Новый,Дом и кухня,Посуда,1,9217.54,0,9217.54,7056.26,2161.28,0.2345,5,4.4
RM-00522,2026-03-09,Екатеринбург,Онлайн,Корпоративный,Красота,Парфюмерия,8,3341.04,10,24055.51,17862.25,6193.26,0.2575,6,4.3
RM-00643,2026-03-09,Санкт-Петербург,Магазин,Повторный,Спорт,Туризм,4,6148.1,0,24592.41,15851.83,8740.58,0.3554,6,3.1
RM-00679,2026-03-09,Самара,Онлайн,Повторный,Электроника,Смартфоны,2,56929.01,5,108165.11,67683.9,40481.22,0.3743,5,5.0
RM-00973,2026-03-09,Санкт-Петербург,Магазин,Повторный,Дом и кухня,Техника для дома,3,5349.44,0,16048.33,12514.8,3533.53,0.2202,5,3.7
RM-01133,2026-03-09,Екатеринбург,Магазин,Повторный,Канцтовары,Бумага,3,1187.2,25,2671.19,2640.0,31.19,0.0117,6,3.4
RM-01189,2026-03-09,Новосибирск,Онлайн,Новый,Красота,Парфюмерия,3,2459.61,0,7378.83,4988.98,2389.85,0.3239,3,4.2
RM-00018,2026-03-10,Санкт-Петербург,Магазин,Новый,Спорт,Туризм,7,4903.28,10,30890.63,22193.69,8696.94,0.2815,2,5.0
RM-00075,2026-03-10,Самара,Магазин,Корпоративный,Дом и кухня,Техника для дома,11,5651.49,0,62166.43,39094.98,23071.45,0.3711,7,4.0
RM-00190,2026-03-10,Ростов-на-Дону,Магазин,Новый,Одежда,Повседневная,5,3984.49,5,18926.32,13402.16,5524.15,0.2919,6,3.9
RM-00688,2026-03-10,Москва,Магазин,Новый,Дом и кухня,Посуда,5,4614.66,10,20765.99,13329.25,7436.74,0.3581,4,4.3
RM-00717,2026-03-10,Ростов-на-Дону,Партнеры,Повторный,Электроника,Смартфоны,2,21587.32,20,34539.72,21846.75,12692.97,0.3675,7,4.1
RM-00757,2026-03-10,Нижний Новгород,Магазин,Повторный,Дом и кухня,Посуда,2,7733.08,15,13146.24,8427.46,4718.78,0.3589,6,3.5
RM-00987,2026-03-10,Самара,Онлайн,Повторный,Канцтовары,Бумага,7,1217.59,5,8096.94,6260.23,1836.71,0.2268,6,4.1
RM-00244,2026-03-11,Санкт-Петербург,Онлайн,Новый,Одежда,Спортивная,1,5423.13,10,4880.82,3466.06,1414.76,0.2899,4,4.2
RM-00381,2026-03-11,Самара,Онлайн,Новый,Дом и кухня,Посуда,4,4894.29,10,17619.43,13857.45,3761.98,0.2135,4,4.1
RM-00504,2026-03-11,Самара,Магазин,Повторный,Одежда,Повседневная,2,3161.98,20,5059.17,4456.94,602.22,0.119,3,4.8
RM-00710,2026-03-11,Новосибирск,Магазин,Повторный,Красота,Уход,2,2829.19,10,5092.54,4342.05,750.48,0.1474,7,4.0
RM-00986,2026-03-11,Москва,Онлайн,Повторный,Спорт,Фитнес,2,13268.72,25,19903.08,14938.58,4964.5,0.2494,3,5.0
RM-01013,2026-03-11,Нижний Новгород,Онлайн,Новый,Электроника,Смартфоны,2,25066.65,15,42613.31,29286.86,13326.45,0.3127,5,3.3
