ticket_id,created_at,customer_id,region_id,channel,category,priority,first_response_min,resolution_hours,sla_breached,satisfaction_score
TCK-001482,2026-04-04 09:32:00,CUST-0065,R03,email,payment,normal,115.9,7.8,0,3.7
TCK-001456,2026-04-05 19:50:00,CUST-0183,R08,email,technical,normal,24.7,23.1,0,4.6
TCK-000271,2026-03-18 16:16:00,CUST-0173,R05,web_form,account,normal,9.5,16.1,0,4.9
TCK-001477,2026-06-08 21:37:00,CUST-0107,R99,email,payment,high,25.2,12.2,1,2.8
TCK-000209,2026-05-11 17:51:00,CUST-0264,R05,chat,account,low,4.0,8.1,0,5.0
TCK-000372,2026-03-07 21:19:00,CUST-0009,R01,phone,delivery,normal,3.5,12.9,0,4.7
TCK-000433,2026-03-22 12:01:00,CUST-0219,R07,email,delivery,normal,16.0,9.2,0,4.8
TCK-000359,2026-05-29 09:04:00,CUST-0166,R05,email,account,normal,109.9,8.2,0,4.0
TCK-000059,2026-03-31 14:42:00,CUST-0160,R01,email,refund,low,64.2,7.1,0,4.0
TCK-000745,2026-06-08 14:46:00,CUST-0139,R03,email,login,low,40.5,2.9,0,5.0
TCK-000355,2026-03-18 14:04:00,CUST-0096,R03,chat,technical,low,7.4,11.2,0,5.0
TCK-001166,2026-04-28 19:20:00,CUST-0233,R08,email,account,critical,40.9,4.3,0,5.0
TCK-000737,2026-04-16 15:33:00,CUST-0182,R06,chat,refund,normal,5.1,17.6,0,4.6
TCK-001200,2026-04-18 18:43:00,CUST-0176,R08,email,login,normal,36.9,3.4,0,4.5
TCK-000728,2026-05-06 15:41:00,CUST-0154,R02,chat,PAYMENT,normal,12.7,15.0,0,5.0
TCK-001234,2026-06-05 21:44:00,CUST-0077,R03,email,account,normal,94.0,4.1,0,3.8
TCK-000368,2026-04-30 08:58:00,CUST-0077,R02,phone,login,normal,26.5,6.2,0,4.5
TCK-000999,2026-04-21 14:24:00,CUST-0030,R01,phone,account,low,15.8,0.6,1,4.6
TCK-001430,2026-03-12 17:38:00,CUST-0150,R02,web_form,technical,high,6.2,30.3,1,3.7
TCK-001403,2026-03-18 21:31:00,CUST-0153,R01,chat,login,high,4.0,10.9,0,5.0
TCK-001134,2026-05-27 09:45:00,CUST-0029,R01,chat,technical,high,18.4,66.8,1,2.7
TCK-000713,2026-03-30 15:35:00,CUST-0273,R01,web_form,delivery,normal,9.3,8.0,0,4.7
TCK-000234,2026-05-13 12:32:00,CUST-0326,R02,phone,payment,critical,1.4,8.7,1,3.4
TCK-000839,2026-05-20 19:00:00,CUST-0261,R04,chat,delivery,high,3.1,21.4,1,3.9
TCK-000197,2026-05-01 18:15:00,CUST-0009,R08,email,delivery,low,41.1,13.7,0,3.6
TCK-001270,2026-06-03 10:48:00,CUST-0239,R05,email,PAYMENT,high,70.6,18.5,1,2.8
TCK-000082,2026-06-04 20:03:00,CUST-0085,R02,chat,delivery,high,8.2,15.7,1,4.1
TCK-001415,2026-04-15 13:13:00,CUST-0037,R05,chat,delivery,normal,2.9,19.3,0,
TCK-000354,2026-06-08 20:00:00,CUST-0109,R06,chat,payment,normal,4.6,12.0,0,4.7
TCK-001165,2026-05-27 10:25:00,CUST-0088,R01,email,delivery,normal,42.0,15.4,0,4.0
TCK-000112,2026-03-31 09:02:00,CUST-0194,R01,web_form,payment,high,1.5,8.0,0,5.0
TCK-001287,2026-04-02 17:57:00,CUST-0011,R01,email,technical,normal,56.6,27.9,1,3.3
TCK-000789,2026-05-24 09:54:00,CUST-0119,R05,phone,technical,low,1.5,13.6,0,4.7
TCK-000994,2026-04-24 09:02:00,CUST-0006,,email,account,low,114.3,3.0,0,4.2
TCK-000383,2026-04-07 20:42:00,CUST-0045,R01,phone,technical,normal,17.6,30.3,1,3.8
TCK-001425,2026-03-09 21:39:00,CUST-0022,R01,email,delivery,high,14.2,21.5,1,3.1
TCK-000662,2026-05-08 10:28:00,CUST-0282,R06,email,delivery,high,16.3,21.0,1,3.2
TCK-000600,2026-03-20 15:39:00,CUST-0306,R02,email,payment,low,60.9,11.1,0,4.8
TCK-000887,2026-03-04 17:06:00,CUST-0148,R05,email,delivery,normal,37.6,1.4,0,4.3
TCK-000544,2026-05-29 09:17:00,CUST-0213,R02,chat,payment,critical,3.1,8.1,1,4.5
TCK-000424,2026-05-25 20:00:00,CUST-0175,R01,email,delivery,high,39.3,52.0,1,1.7
TCK-001120,2026-06-05 17:39:00,CUST-0072,R03,web_form,payment,low,44.0,18.6,0,3.9
TCK-001325,2026-04-17 14:43:00,CUST-0309,R04,email,technical,normal,39.0,3.0,0,4.5
TCK-000395,2026-06-03 16:39:00,CUST-0212,R02,email,refund,normal,20.1,21.9,0,4.4
TCK-001498,2026-04-14 11:47:00,CUST-0282,R03,phone,account,normal,16.1,6.5,0,5.0
TCK-001035,2026-04-29 13:17:00,CUST-0130,R03,email,account,normal,56.5,11.9,0,4.5
TCK-000673,2026-05-18 14:51:00,CUST-0294,R05,email,technical,critical,12.9,31.2,1,4.1
TCK-001243,2026-06-06 15:03:00,CUST-0157,R01,email,delivery,low,30.3,8.8,0,4.8
TCK-001284,2026-03-05 13:46:00,CUST-0252,R03,phone,technical,normal,8.0,49.3,1,2.5
TCK-001161,2026-04-23 17:40:00,CUST-0134,R02,email,technical,low,69.4,29.0,0,3.2
TCK-001404,2026-04-08 09:41:00,CUST-0031,R01,chat,account,normal,1.7,18.1,0,5.0
TCK-000637,2026-06-03 13:50:00,CUST-0314,R05,web_form,delivery,low,19.2,5.6,0,5.0
TCK-000552,2026-03-06 08:10:00,CUST-0287,R01,web_form,login,high,26.9,5.9,0,4.6
TCK-001182,2026-04-28 16:55:00,CUST-0225,R03,chat,delivery,normal,2.2,9.4,0,5.0
TCK-001067,2026-05-04 13:21:00,CUST-0030,R03,email,payment,normal,34.8,3.7,0,4.9
TCK-000766,2026-04-02 12:04:00,CUST-0122,R01,email,login,normal,41.9,3.3,0,4.3
TCK-000255,2026-04-24 20:21:00,CUST-0304,R04,chat,delivery,normal,5.9,10.4,0,
TCK-000323,2026-03-07 20:06:00,CUST-0200,R03,web_form,refund,high,8.5,11.2,0,5.0
TCK-001102,2026-03-13 14:28:00,CUST-0049,R01,chat,delivery,normal,5.4,7.6,0,5.0
TCK-000862,2026-04-28 08:26:00,CUST-0277,R01,phone,delivery,normal,10.7,154.7,1,5.0
TCK-001036,2026-05-26 11:15:00,CUST-0064,R02,phone,technical,normal,9.5,10.7,0,5.0
TCK-000794,2026-03-24 20:17:00,CUST-0037,R07,chat,login,high,4.4,8.6,0,4.5
TCK-001008,2026-05-02 14:06:00,CUST-0093,R01,email,refund,normal,10.8,3.8,0,4.2
TCK-001117,2026-06-04 21:01:00,CUST-0234,R05,chat, technical ,normal,4.1,28.0,1,3.8
TCK-000719,2026-04-06 20:02:00,CUST-0004,R05,chat,technical,normal,4.8,46.0,1,3.8
TCK-000087,2026-03-13 20:32:00,CUST-0239,R01,chat,delivery,high,1.3,13.1,1,4.6
TCK-001432,2026-03-17 19:00:00,CUST-0219,R01,chat,technical,critical,1.2,27.4,1,4.2
TCK-000266,2026-03-22 20:15:00,CUST-0008,R01,web_form,delivery,low,5.3,9.2,0,4.2
TCK-000288,2026-03-15 13:27:00,CUST-0151,R01,phone,payment,low,18.8,3.9,0,4.6
TCK-001494,2026-03-25 11:36:00,CUST-0262,R03,web_form,technical,normal,8.4,26.8,0,4.1
TCK-000874,2026-04-17 11:31:00,CUST-0315,R01,email,payment,normal,22.1,16.9,0,4.3
TCK-001138,2026-06-05 12:54:00,CUST-0059,R05,chat,account,low,1.9,152.8,1,5.0
TCK-000539,2026-04-16 14:02:00,CUST-0099,R08,EMAIL,login,normal,7.7,4.7,0,5.0
TCK-000416,2026-06-03 08:37:00,CUST-0189,R01,EMAIL,refund,normal,20.7,12.5,0,5.0
TCK-001366,2026-05-11 18:50:00,CUST-0074,R02,email,account,normal,19.6,7.2,0,4.5
TCK-000222,2026-05-12 12:12:00,CUST-0305,R03,web_form,technical,normal,37.2,19.5,0,4.1
TCK-000114,2026-05-27 19:00:00,CUST-0027,R01,chat,delivery,high,1.3,18.5,1,3.9
TCK-000579,2026-05-27 11:51:00,CUST-0065,R02,phone,account,low,24.5,1.5,0,5.0
TCK-000590,2026-04-15 08:31:00,CUST-0085,R04,chat,payment,normal,6.3,6.8,0,5.0
TCK-000175,2026-05-17 09:59:00,CUST-0093,R02,chat,technical,low,1.7,35.2,0,
TCK-001357,2026-03-16 20:19:00,CUST-0226,R02,email,delivery,normal,94.8,6.5,0,4.0
TCK-000362,2026-03-25 17:50:00,CUST-0189,R02,email,payment,critical,15.0,15.3,1,4.2
TCK-001241,2026-04-15 20:41:00,CUST-0321,R01,web_form,delivery,critical,14.6,24.3,1,3.1
TCK-001023,2026-03-28 10:02:00,CUST-0258,R02,email,delivery,normal,31.4,35.8,1,2.6
TCK-001139,2026-05-18 10:18:00,CUST-0259,R05,chat,refund,normal,5.8,16.9,0,4.7
TCK-000286,2026-05-29 18:58:00,CUST-0170,R06,email,login,normal,5.0,6.8,0,4.7
TCK-001132,2026-03-10 15:25:00,CUST-0288,R04,chat,technical,high,-8.0,17.9,1,4.0
TCK-000381,2026-04-02 16:42:00,CUST-0138,R08,email,login,high,24.1,13.8,1,3.0
TCK-001206,2026-05-20 18:35:00,CUST-0311,R01,phone,technical,high,17.7,8.8,0,5.0
TCK-000032,2026-06-01 12:09:00,CUST-0004,R07,chat,refund,normal,3.7,29.2,1,4.4
TCK-001254,2026-04-10 10:42:00,CUST-0137,R08,email,refund,low,16.9,41.7,0,4.6
TCK-000211,2026-03-03 14:08:00,CUST-0310,R01,email,account,critical,16.6,10.5,1,3.7
TCK-000980,2026-03-30 20:53:00,CUST-0249,R01,web_form,payment,normal,26.1,8.6,0,4.0
TCK-000452,2026-06-03 20:19:00,CUST-0301,R02,chat,technical,high,2.9,40.8,1,3.9
TCK-000818,2026-04-02 15:57:00,CUST-0221,R01,phone,technical,normal,12.0,18.1,0,4.4
TCK-001043,2026-04-02 18:56:00,CUST-0181,R01,chat,payment,normal,5.8,23.8,0,4.6
TCK-000943,2026-05-15 09:17:00,CUST-0259,R08,email,payment,normal,15.2,5.0,0,4.6
TCK-000375,2026-04-01 10:57:00,CUST-0204,R04,email,login,low,32.7,3.4,0,4.0
TCK-000463,2026-03-12 16:17:00,CUST-0138,R05,email,account,normal,45.0,2.3,0,5.0
TCK-000189,2026-06-08 17:21:00,CUST-0078,R08,chat,delivery,normal,7.6,20.5,0,4.6
TCK-001066,2026-03-08 19:26:00,CUST-0132,R05,phone,technical,normal,46.1,10.7,0,4.9
TCK-000947,2026-03-22 12:29:00,CUST-0008,R04,chat,technical,high,2.7,33.6,1,
TCK-000808,2026-03-13 08:18:00,CUST-0249,R03,chat,payment,high,1.9,11.1,0,5.0
TCK-000090,2026-04-30 16:37:00,CUST-0140,R01,web_form,login,normal,36.1,6.7,0,4.9
TCK-000382,2026-04-28 12:34:00,CUST-0120,R01,chat,payment,low,6.4,2.2,0,5.0
TCK-001090,2026-04-12 12:54:00,CUST-0200,R01,web_form,technical,normal,75.1,24.0,0,2.9
TCK-000084,2026-03-18 08:41:00,CUST-0179,R01,email,refund,normal,52.7,26.2,1,2.6
TCK-000680,2026-05-19 14:06:00,CUST-0151,R02,chat,account,normal,6.2,9.9,0,5.0
TCK-000049,2026-06-03 15:38:00,CUST-0039,R03,phone,technical,normal,4.6,15.1,0,5.0
TCK-001358,2026-05-01 14:24:00,CUST-0025,R02,phone,login,high,6.7,3.6,0,5.0
TCK-000156,2026-05-22 20:07:00,CUST-0047,R08,web_form,technical,low,2.7,5.2,0,4.3
TCK-000406,2026-03-18 10:01:00,CUST-0269,R07,phone,PAYMENT,high,14.7,4.0,0,4.1
TCK-001150,2026-03-30 13:40:00,CUST-0287,R02,chat,technical,critical,6.6,24.8,1,3.7
TCK-001262,2026-04-10 09:53:00,CUST-0214,R06,email,delivery,high,43.7,24.7,1,2.4
TCK-001173,2026-04-24 17:34:00,CUST-0247,R07,phone,refund,normal,8.8,24.0,0,3.8
TCK-001212,2026-03-06 17:21:00,CUST-0100,R05,web_form,technical,normal,12.1,11.6,0,4.8
TCK-001194,2026-04-14 15:03:00,CUST-0289,R03,chat,login,high,1.7,5.1,0,5.0
TCK-001491,2026-04-01 16:56:00,CUST-0011,R06,chat,account,high,1.3,9.1,0,5.0
TCK-000716,2026-04-02 13:45:00,CUST-0189,R02,chat,account,low,2.8,3.9,0,5.0
TCK-000180,2026-06-04 19:33:00,CUST-0216,R07,chat,delivery,high,5.3,24.5,1,
TCK-000536,2026-04-10 19:31:00,CUST-0252,R05,email,payment,high,37.0,8.3,0,3.7
TCK-001256,2026-04-22 17:11:00,CUST-0324,R05,chat,account,low,12.2,5.4,0,4.9
TCK-001109,2026-04-17 21:12:00,CUST-0198,R02,email,technical,normal,24.0,8.2,0,5.0
TCK-001113,2026-03-25 09:32:00,CUST-0012,R01,email,technical,high,29.0,13.1,1,3.5
TCK-000825,2026-04-16 18:48:00,CUST-0133,R02,email,login,low,34.3,3.8,0,5.0
TCK-000364,2026-05-11 12:03:00,CUST-0004,R03,web_form,refund,high,25.2,76.9,1,1.3
TCK-001186,2026-04-13 11:22:00,CUST-0084,R01,email,payment,normal,72.9,27.9,1,3.5
TCK-001341,2026-04-11 18:45:00,CUST-0010,R04,chat,technical,low,6.6,20.1,0,4.4
TCK-000347,2026-05-19 21:06:00,CUST-0188,R03,phone,technical,normal,15.2,18.2,0,4.1
TCK-001448,2026-03-24 10:47:00,CUST-0068,R01,chat,delivery,normal,1.7,30.8,1,4.4
TCK-000523,2026-04-28 12:30:00,CUST-0026,R03,web_form,account,normal,67.0,4.9,0,4.2
TCK-000666,2026-05-11 13:26:00,CUST-0140,R01,phone, Refund ,low,4.0,47.2,0,3.7
TCK-000950,2026-03-20 19:30:00,CUST-0087,R01,email,login,normal,17.3,10.4,1,3.5
TCK-001027,2026-05-04 11:52:00,CUST-0268,R02,email,delivery,normal,49.3,10.7,0,3.5
TCK-001151,2026-05-07 20:52:00,CUST-0147,R06,chat,refund,high,12.8,12.4,1,4.3
TCK-001232,2026-06-03 17:02:00,CUST-0145,R07,email,technical,low,33.6,8.7,0,4.7
TCK-000244,2026-04-24 21:50:00,CUST-0166,R01,email,technical,critical,9.9,18.6,1,3.2
TCK-000813,2026-04-04 16:29:00,CUST-0212,R05,web_form,technical,low,20.5,6.6,0,5.0
TCK-000545,2026-05-08 10:21:00,CUST-0139,R08, WEB_FORM,technical,normal,68.1,22.9,0,4.6
TCK-000773,2026-06-05 15:58:00,CUST-0014,R05,web_form,delivery ,high,14.8,62.4,1,2.6
TCK-000901,2026-05-28 12:09:00,CUST-0084,R04,web_form,delivery,high,10.0,8.4,0,4.3
TCK-001050,2026-05-19 10:36:00,CUST-0319,R07,email,technical,normal,12.8,10.5,0,4.3
TCK-001431,2026-05-01 20:24:00,CUST-0328,R07,email,payment,normal,37.1,16.5,0,4.2
TCK-000553,2026-05-14 12:40:00,CUST-0054,R04,chat,payment,normal,8.6,5.9,0,5.0
TCK-000309,2026-05-26 19:17:00,CUST-0021,R04,chat,technical,high,9.8,17.9,1,4.3
TCK-001407,2026-04-06 16:57:00,CUST-0298,R02,chat,account,low,2.9,12.4,0,5.0
TCK-000399,2026-03-25 17:16:00,CUST-0065,R08,phone,technical,normal,8.2,57.7,1,2.7
TCK-000371,2026-03-04 15:57:00,CUST-0182,R04,phone,account,normal,16.8,1.8,0,4.9
TCK-000055,2026-03-21 19:18:00,CUST-0057,R02,web_form,delivery,normal,31.9,18.1,0,4.7
TCK-000975,2026-04-17 12:45:00,CUST-0127,R05,email,delivery,critical,45.1,21.3,1,3.5
TCK-000576,2026-05-15 20:31:00,CUST-0060,R02,chat,login,normal,6.6,2.3,0,5.0
TCK-000313,2026-05-19 16:19:00,CUST-0234,R04,chat,account,normal,13.9,9.7,0,5.0
TCK-000932,2026-03-10 18:14:00,CUST-0099,R99,chat,technical,low,4.6,3.3,0,5.0
TCK-000110,2026-04-17 12:04:00,CUST-0187,R02,email,technical,normal,23.8,74.4,1,2.6
TCK-000986,2026-05-07 08:08:00,CUST-0016,R01,email,account,normal,105.4,4.8,0,2.8
TCK-001194,2026-04-14 15:03:00,CUST-0289,R03,chat,login,high,1.7,5.1,0,5.0
TCK-000101,2026-05-20 08:02:00,CUST-0104,R06,email,technical,normal,31.8,17.3,0,4.3
TCK-001272,2026-05-15 21:35:00,CUST-0254,R05,email,login,low,23.2,1.9,0,4.7
TCK-000678,2026-03-25 11:16:00,CUST-0201,R01,email,technical,normal,39.1,24.5,1,2.8
TCK-001386,2026-04-07 13:29:00,CUST-0071,R02,chat,delivery,high,4.2,5.3,0,4.5
TCK-000267,2026-03-02 19:21:00,CUST-0129,R06,chat,account,normal,1.6,4.0,0,5.0
TCK-001470,2026-04-24 10:08:00,CUST-0236,R01,chat,delivery,normal,5.8,26.8,1,4.6
TCK-000297,2026-06-08 11:06:00,CUST-0058,R03,phone,delivery,normal,16.7,28.9,1,3.4
TCK-000535,2026-03-24 13:01:00,CUST-0177,R04,chat,login,high,4.2,12.4,1,4.9
TCK-001228,2026-04-02 15:35:00,CUST-0299,R03,chat,delivery,normal,5.7,7.6,0,5.0
TCK-000707,2026-05-25 11:19:00,CUST-0258,R01,chat,delivery,critical,2.6,16.4,1,4.7
TCK-001381,2026-06-02 15:49:00,CUST-0161,R02,email,account,normal,53.7,14.5,0,4.2
TCK-000378,2026-05-25 19:10:00,CUST-0243,R01,email,PAYMENT,high,31.7,1.4,0,5.0
TCK-000287,2026-05-11 10:40:00,CUST-0262,R07,web_form,delivery,normal,34.1,16.4,0,4.4
TCK-001449,2026-04-09 10:37:00,CUST-0329,R02,web_form,account,normal,30.5,27.4,1,3.6
TCK-001038,2026-04-20 12:00:00,CUST-0085,R01,chat,login,low,5.6,1.7,0,4.6
TCK-000127,2026-04-29 11:44:00,CUST-0181,R08,chat,technical,normal,3.0,23.9,0,5.0
TCK-000328,2026-05-10 16:16:00,CUST-0048,R02,chat,login,normal,7.0,2.2,0,5.0
TCK-000293,2026-04-26 21:29:00,CUST-0268,R08,email,technical,normal,16.3,22.4,0,2.7
TCK-000555,2026-06-01 20:19:00,CUST-0051,R04,phone,technical,low,5.6,54.6,1,3.0
TCK-000865,2026-06-05 21:45:00,CUST-0140,R04,email,delivery,low,17.4,10.6,0,3.9
TCK-000742,2026-03-28 15:09:00,CUST-0113,R01,chat,account,critical,2.0,3.6,0,5.0
TCK-000356,2026-05-11 17:09:00,CUST-0094,R01,email,refund,normal,45.3,36.7,1,3.0
TCK-000171,2026-05-08 08:04:00,CUST-0111,R06,email,technical,high,20.2,63.3,1,2.2
TCK-001068,2026-03-03 17:21:00,CUST-0278,R07,chat,payment,normal,1.5,10.0,0,5.0
TCK-000924,2026-06-06 09:39:00,CUST-0125,R08,web_form,login,low,8.6,8.9,0,5.0
TCK-000922,2026-05-04 19:08:00,CUST-0191,R01,email,refund,high,9.3,86.2,1,
TCK-000210,2026-05-11 13:08:00,CUST-0135,R01,web_form,account,normal,53.3,9.6,0,3.8
TCK-001296,2026-03-04 19:12:00,CUST-0283,R01,web_form,technical,normal,16.6,20.7,0,5.0
TCK-000533,2026-03-27 21:23:00,CUST-0136,R01,email,technical,low,53.2,40.2,0,3.1
TCK-000141,2026-04-08 20:07:00,CUST-0276,R01,chat,technical,normal,10.3,16.6,0,5.0
TCK-001089,2026-04-23 13:40:00,CUST-0228,R07,chat,technical,high,3.0,18.7,1,4.2
TCK-001001,2026-03-27 19:43:00,CUST-0188,R05,chat,technical,normal,1.5,7.0,0,5.0
TCK-000883,2026-04-09 18:30:00,CUST-0224,R02,email,account,normal,19.9,11.3,0,4.4
TCK-001198,2026-04-28 20:59:00,CUST-0005,R07,web_form,refund,normal,27.6,20.9,0,4.0
TCK-000695,2026-03-19 19:33:00,CUST-0045,R05,chat,refund,normal,16.1,68.9,1,2.4
TCK-001413,2026-04-01 16:41:00,CUST-0015,R02,email,account,low,95.3,5.9,0,3.0
TCK-000927,2026-04-09 16:28:00,CUST-0158,R05,email,refund,normal,15.8,33.3,1,3.2
TCK-000200,2026-06-01 14:49:00,CUST-0148,R01,email,delivery,low,12.4,8.1,0,4.2
TCK-000900,2026-04-01 11:00:00,CUST-0045,R04,chat,payment,normal,3.4,5.4,0,5.0
TCK-001224,2026-04-23 18:59:00,CUST-0164,R01,email,payment,normal,67.5,5.7,0,4.1
TCK-000783,2026-03-02 10:33:00,CUST-0168,R01,chat,delivery,normal,10.3,30.9,1,2.7
TCK-001356,2026-06-03 12:28:00,CUST-0281,R03,email,delivery,high,13.7,24.3,1,3.5
TCK-000869,2026-04-11 17:10:00,CUST-0325,R06,email,account,normal,131.9,9.1,0,3.2
TCK-000011,2026-03-12 15:32:00,CUST-0133,R01,web_form,payment,normal,13.0,3.8,0,5.0
TCK-000148,2026-05-25 18:51:00,CUST-0099,R06,email,login,critical,15.9,7.5,1,2.9
TCK-001311,2026-04-07 10:47:00,CUST-0011,R04,chat,account,normal,2.7,2.9,0,5.0
TCK-000283,2026-03-18 13:08:00,CUST-0094,R05,email,delivery,normal,37.3,5.4,0,5.0
TCK-000299,2026-03-13 09:31:00,CUST-0273,R03,email,delivery,low,8.8,22.4,0,4.2
TCK-000621,2026-04-10 20:01:00,CUST-0106,R02,email,delivery,critical,21.4,16.8,1,3.8
TCK-000292,2026-04-30 20:20:00,CUST-0267,R01,chat,account,critical,2.6,13.6,0,4.7
TCK-000515,2026-04-17 18:20:00,CUST-0174,R05,email,login,normal,40.0,16.0,0,4.6
TCK-001053,2026-03-17 14:13:00,CUST-0069,R05,chat,payment,normal,3.3,23.0,0,5.0
TCK-001049,2026-04-16 14:14:00,CUST-0316,R03,email,technical,normal,32.7,40.4,1,2.5
TCK-000577,2026-05-26 21:02:00,CUST-0199,R02, Chat ,refund,high,36.7,120.0,1,1.0
TCK-000571,2026-03-24 19:08:00,CUST-0059,R07,email,delivery,normal,30.5,22.4,0,4.5
TCK-000130,2026-03-17 15:08:00,CUST-0288,R01,chat,technical,normal,10.3,17.4,0,4.8
TCK-000586,2026-06-06 17:36:00,CUST-0282,R07,email,payment,low,43.4,4.1,0,4.4
TCK-000332,2026-05-28 17:18:00,CUST-0120,R04,chat,technical,normal,3.1,45.2,1,3.0
TCK-000324,2026-03-01 17:52:00,CUST-0208,,chat,technical,critical,6.5,12.9,1,3.8
TCK-000810,2026-03-25 11:47:00,CUST-0013,R07,chat,technical,normal,7.5,15.2,0,5.0
TCK-000486,2026-05-27 11:55:00,CUST-0225,R04,email,delivery,normal,51.5,40.7,1,2.8
TCK-000568,2026-03-09 13:19:00,CUST-0127,R06,phone,login,normal,3.5,3.1,0,5.0
TCK-000136,2026-03-26 11:09:00,CUST-0204,R01,chat,login,normal,11.9,12.1,0,5.0
TCK-000514,2026-04-13 19:11:00,CUST-0008,R02,Phone ,payment,normal,37.8,4.2,0,4.9
TCK-000966,2026-05-07 15:47:00,CUST-0173,R05,phone,refund,normal,12.9,11.1,0,4.4
TCK-000763,2026-03-25 20:45:00,CUST-0002,R06,email,login,normal,71.3,5.4,0,4.4
TCK-000436,2026-04-25 11:28:00,CUST-0118,R01,phone,technical,normal,17.0,20.5,0,4.4
TCK-000712,2026-04-15 14:35:00,CUST-0030,R04,chat,delivery,normal,4.8,24.5,1,
TCK-000665,2026-04-10 19:13:00,CUST-0217,R06,web_form,technical,normal,24.9,10.8,0,4.3
TCK-000632,2026-05-12 10:28:00,CUST-0005,R03,chat, Refund ,low,3.2,9.7,0,5.0
TCK-000827,2026-03-20 10:43:00,CUST-0230,R01,phone,technical,normal,4.0,38.3,1,3.2
TCK-000159,2026-05-22 13:08:00,CUST-0211,R01,chat,payment,high,5.3,5.7,0,4.7
TCK-001025,2026-03-31 16:59:00,CUST-0197,R07,chat,account,high,2.4,16.9,1,4.5
TCK-001303,2026-04-07 08:10:00,CUST-0197,R04,chat,login,normal,9.1,9.4,0,4.7
TCK-001253,2026-04-11 20:44:00,CUST-0205,R04,phone,login,high,4.7,2.2,0,5.0
TCK-000353,2026-04-16 16:02:00,CUST-0284,R02,chat,login,normal,6.0,2.6,0,5.0
TCK-000840,2026-03-17 09:36:00,CUST-0069,R01,chat,delivery,normal,6.6,21.7,0,4.3
TCK-001306,2026-05-27 14:13:00,CUST-0166,R01,web_form,delivery,normal,15.5,11.1,0,5.0
TCK-001435,2026-05-16 20:00:00,CUST-0030,R04,web_form,technical,high,4.6,14.6,1,3.5
TCK-001109,2026-04-17 21:12:00,CUST-0198,R02,email,technical,normal,24.0,8.2,0,5.0
TCK-000598,2026-05-06 19:28:00,CUST-0126,R01,web_form,payment,normal,58.7,14.1,0,4.6
TCK-001464,2026-03-06 08:18:00,CUST-0122,R02,chat,payment,normal,1.9,10.7,0,5.0
TCK-000196,2026-04-16 20:45:00,CUST-0070,R08,web_form,technical,high,7.2,32.1,1,3.5
TCK-001250,2026-03-23 12:48:00,CUST-0187,R01,chat,payment,normal,2.8,3.5,0,4.8
TCK-000622,2026-03-12 11:14:00,CUST-0068,R01,chat,technical,normal,21.8,20.5,0,4.7
TCK-000439,2026-04-16 17:15:00,CUST-0264,R01,phone,payment,low,5.3,7.2,0,4.3
TCK-000411,2026-04-12 08:05:00,CUST-0038,R01,phone,technical,normal,9.3,23.7,0,4.5
TCK-000652,2026-03-07 18:43:00,CUST-0278,R04,chat,delivery,high,2.8,25.3,1,3.7
TCK-001446,2026-05-10 14:27:00,CUST-0173,R03,phone,technical,normal,23.3,226.4,1,2.8
TCK-000097,2026-04-05 11:54:00,CUST-0187,R03,email,delivery,normal,17.9,19.5,0,4.5
TCK-000591,2026-04-12 12:27:00,CUST-0136,R02,email,account,high,17.8,12.2,1,3.8
TCK-000157,2026-05-07 21:57:00,CUST-0166,R02,web_form,payment,low,24.7,18.0,0,3.9
TCK-000420,2026-05-07 19:32:00,CUST-0321,R01,email,technical,normal,91.2,21.8,0,3.8
TCK-001406,2026-04-29 18:11:00,CUST-0183,R04,email,delivery,normal,71.0,5.5,0,3.1
TCK-000478,2026-06-02 16:47:00,CUST-0313,R01,phone,login,normal,2.2,5.9,0,5.0
TCK-000616,2026-03-25 19:23:00,CUST-0170,R01,chat,technical,normal,9.0,28.9,1,4.2
TCK-000655,2026-05-31 19:39:00,CUST-0090,R04,chat,refund,low,1.1,12.4,0,4.7
TCK-001215,2026-03-19 21:02:00,CUST-0046,R04,chat,technical,normal,6.1,7.3,0,5.0
TCK-000448,2026-04-17 11:12:00,CUST-0289,R04,email,refund,low,4.1,18.4,0,3.3
TCK-000179,2026-04-23 18:42:00,CUST-0217,R05,web_form,delivery,low,32.2,12.7,0,4.4
TCK-000391,2026-03-23 19:19:00,CUST-0248,R02,chat,technical,normal,6.9,21.8,0,4.1
TCK-001300,2026-06-03 18:39:00,CUST-0312,R06,email,account,high,26.3,18.9,1,3.3
TCK-000650,2026-03-29 15:52:00,CUST-0013,R01,chat,delivery,high,3.1,25.2,1,4.2
TCK-001251,2026-05-12 11:26:00,CUST-0001,,web_form,delivery,low,18.9,21.0,0,4.7
TCK-001044,2026-04-08 11:46:00,CUST-0200,R08,phone,technical,high,9.9,74.0,1,2.9
TCK-001322,2026-05-28 20:00:00,CUST-0014,R01,chat,delivery,critical,1.0,5.5,0,4.9
TCK-001379,2026-05-29 14:40:00,CUST-0300,R01,web_form,payment,normal,13.8,24.5,1,3.0
TCK-000875,2026-05-29 10:31:00,CUST-0034,R03,chat,login,normal,1.7,7.0,0,5.0
TCK-001114,2026-06-03 10:38:00,CUST-0097,R05,phone,delivery,normal,6.0,6.3,0,5.0
TCK-000753,2026-04-10 16:47:00,CUST-0116,R01,email,delivery,low,53.5,46.1,0,2.8
