order_id,order_date,customer_id,product_id,region_id,channel,delivery_type,quantity,unit_price,discount_pct,delivery_fee,promised_days,actual_delivery_days,order_status,payment_method,campaign,review_score
O0001813,2024-07-25,C00564,P0064,R05,app,standard,1,762.76,0.0989,149.0,4,4,delivered,card,welcome,4.0
O0001814,2025-04-16,C03177,P0098,R02,app,standard,2,435.26,0.0114,0.0,5,4,cancelled,card,none,
O0001815,2025-07-16,C02003,P0086,R05,web,standard,2,4124.07,0.1247,0.0,5,6,delivered,card,promo_code,5.0
O0001816,2025-12-27,C02068,P0025,R07,app,standard,1,5508.48,0.1074,0.0,3,2,delivered,sbp,loyalty,4.0
O0001817,2024-11-26,C06287,P0002,R01,marketplace,standard,1,16160.99,0.1624,0.0,4,4,delivered,card,promo_code,5.0
O0001818,2025-10-23,C06934,P0086,R01,web,standard,5,3492.1,0.2547,99.0,5,4,delivered,card,seasonal,4.0
O0001819,2025-05-20,C02923,P0067,R02,app,standard,2,474.74,0.1329,0.0,3,6,delivered,sbp,seasonal,3.0
O0001820,2024-01-08,C05721,P0012,R02,app,standard,3,7123.96,0.0596,149.0,4,5,delivered,card,loyalty,4.0
O0001821,2024-11-04,C01125,P0060,R06,web,pickup,3,8004.42,0.0391,0.0,0,0,cancelled,sbp,none,
O0001822,2024-11-05,C05383,P0029,R09,app,pickup,4,437.01,0.0031,0.0,0,0,delivered,card,none,4.0
O0001823,2024-04-13,C00401,P0098,R08,app,pickup,1,423.95,0.1996,0.0,0,0,delivered,sbp,seasonal,5.0
O0001824,2024-11-29,C02372,P0001,R03,app,standard,2,21703.04,0.0149,99.0,4,4,delivered,card,none,5.0
O0001825,2024-04-11,C03980,P0024,R09,app,standard,2,1497.09,0.1692,99.0,4,4,delivered,card,seasonal,4.0
O0001826,2025-09-28,C00466,P0007,R01,app,standard,2,27746.0,0.1333,99.0,4,4,delivered,card,welcome,5.0
O0001827,2024-10-16,C00845,P0041,R01,app,standard,1,3102.89,0.0551,99.0,5,5,delivered,cash_on_delivery,promo_code,4.0
O0001828,2024-06-04,C02228,P0098,R02,marketplace,standard,2,412.08,0.1679,149.0,5,5,delivered,card,seasonal,4.0
O0001829,2025-03-30,C03324,P0114,R05,app,express,1,14644.12,0.0344,199.0,1,1,delivered,sbp,none,4.0
O0001830,2025-10-13,C01416,P0068,R05,app,pickup,1,6271.82,0.0218,0.0,0,0,delivered,sbp,none,5.0
O0001831,2025-11-28,C02220,P0114,R11,web,standard,2,14127.27,0.1323,99.0,5,5,delivered,card,promo_code,5.0
O0001832,2025-11-06,C01139,P0027,R03,web,standard,1,2402.42,0.0061,99.0,3,5,delivered,sbp,none,4.0
O0001833,2025-10-30,C00705,P0101,R03,web,standard,2,8813.6,0.0489,0.0,3,3,delivered,card,none,4.0
O0001834,2024-10-06,C02910,P0078,R01,app,standard,3,1187.25,0.0253,99.0,4,4,delivered,sbp,none,5.0
O0001835,2025-01-05,C01470,P0005,R05,app,standard,1,16808.45,0.0397,149.0,4,5,delivered,card,none,4.0
O0001836,2024-10-22,C04536,P0104,R05,app,express,1,1009.55,0.1523,199.0,1,1,delivered,sbp,promo_code,5.0
O0001837,2025-11-21,C01505,P0001,R07,app,pickup,1,23719.28,0.1986,0.0,0,0,delivered,card,promo_code,5.0
O0001838,2024-03-23,C01241,P0050,R11,app,standard,1,2577.96,0.1215,0.0,5,6,delivered,card,loyalty,4.0
O0001839,2025-02-19,C02524,P0086,R03,app,standard,1,4130.92,0.0123,0.0,3,3,delivered,sbp,none,4.0
O0001840,2024-07-25,C00733,P0098,R02,app,pickup,1,382.36,0.0857,0.0,0,0,delivered,card,welcome,5.0
O0001841,2025-10-08,C00332,P0005,R11,web,express,1,16565.95,0.0941,249.0,1,1,delivered,card,loyalty,4.0
O0001842,2024-10-01,C05340,P0040,R01,app,standard,2,3805.54,0.2096,99.0,5,4,delivered,card,seasonal,4.0
O0001843,2025-10-17,C01154,P0098,R08,app,standard,2,387.04,0.1085,149.0,4,5,delivered,card,loyalty,4.0
O0001844,2025-11-24,C04306,P0078,R03,web,pickup,2,1145.28,0.0423,0.0,0,0,delivered,card,none,5.0
O0001845,2024-05-26,C02115,P0077,R03,app,express,3,2255.97,0.1347,249.0,2,2,delivered,card,welcome,4.0
O0001846,2025-07-31,C02280,P0078,R02,marketplace,pickup,1,1106.0,0.2251,0.0,0,0,delivered,card,seasonal,4.0
O0001847,2024-10-08,C01067,P0021,R01,app,standard,1,3173.69,0.1226,0.0,4,3,delivered,sbp,loyalty,4.0
O0001848,2024-11-10,C01524,P0072,R08,web,standard,2,3205.46,0.1613,0.0,5,6,delivered,sbp,promo_code,4.0
O0001849,2024-08-15,C04001,P0012,R02,app,standard,3,7102.77,0.0669,0.0,4,5,delivered,card,loyalty,5.0
O0001850,2025-04-11,C04139,P0113,R10,web,standard,1,909.28,0.0486,0.0,4,5,delivered,card,none,4.0
O0001851,2024-10-03,C01997,P0098,R05,web,standard,1,398.75,0.2286,149.0,4,5,delivered,sbp,seasonal,3.0
O0001852,2025-07-20,C01383,P0003,R01,marketplace,pickup,4,20840.65,0.0189,0.0,0,0,delivered,sbp,none,4.0
O0001853,2025-08-18,C02382,P0078,R10,app,express,3,1162.88,0.1001,199.0,2,2,delivered,card,promo_code,4.0
O0001854,2024-11-06,C00619,P0007,R05,app,pickup,3,23862.98,0.1486,0.0,0,0,delivered,sbp,promo_code,5.0
O0001855,2024-01-05,C03709,P0112,R11,marketplace,express,2,10905.44,0.1191,199.0,1,2,delivered,sbp,promo_code,4.0
O0001856,2024-03-01,C05770,P0078,R01,app,standard,2,1135.66,0.1321,0.0,5,5,delivered,card,promo_code,5.0
O0001857,2024-08-14,C04392,P0050,R05,app,pickup,2,2689.63,0.1403,0.0,0,0,delivered,card,promo_code,4.0
O0001858,2025-12-08,C00199,P0063,R06,app,standard,1,892.52,0.0952,99.0,3,5,delivered,card,loyalty,3.0
O0001859,2024-11-05,C01903,P0015,R04,app,standard,2,18937.55,0.0385,99.0,4,5,delivered,card,none,4.0
O0001860,2025-07-23,C03291,P0068,R03,app,standard,1,6251.94,0.0171,0.0,5,7,delivered,card,none,3.0
O0001861,2025-11-28,C06375,P0118,R01,web,pickup,3,1034.52,0.115,0.0,0,0,delivered,card,loyalty,4.0
O0001862,2024-10-02,C01147,P0109,R08,web,pickup,2,10781.6,0.0905,0.0,0,0,delivered,card,promo_code,4.0
O0001863,2025-02-25,C00506,P0092,R11,web,standard,2,2520.21,0.0322,0.0,5,5,delivered,card,none,5.0
O0001864,2025-10-10,C03712,P0098,R07,web,standard,3,405.56,0.0535,0.0,5,7,delivered,card,loyalty,4.0
O0001865,2025-04-10,C03903,P0073,R02,marketplace,express,1,413.66,0.0832,249.0,1,1,delivered,card,welcome,5.0
O0001866,2024-04-07,C06867,P0002,R01,app,standard,2,18657.7,0.045,99.0,4,4,delivered,card,none,4.0
O0001867,2025-08-12,C03772,P0015,R06,app,standard,1,19359.51,0.0443,99.0,4,4,delivered,card,none,5.0
O0001868,2025-11-11,C00177,P0098,R05,web,standard,1,417.43,0.1796,0.0,5,5,delivered,sbp,seasonal,5.0
O0001869,2025-08-11,C04670,P0098,R01,web,pickup,3,401.79,0.0828,0.0,0,0,delivered,card,welcome,5.0
O0001870,2025-07-30,C01354,P0050,R10,app,pickup,1,2577.73,0.151,0.0,0,0,delivered,sbp,promo_code,5.0
O0001871,2025-08-01,C05715,P0083,R09,marketplace,standard,2,2360.57,0.0076,0.0,5,4,delivered,card,none,4.0
O0001872,2025-04-08,C03096,P0039,R08,app,pickup,1,623.45,0.08,0.0,0,0,delivered,card,promo_code,4.0
O0001873,2024-07-26,C06046,P0003,R08,app,pickup,1,22447.75,0.0416,0.0,0,0,delivered,cash_on_delivery,loyalty,5.0
O0001874,2025-11-15,C01154,P0097,R08,web,standard,3,2029.54,0.0244,0.0,5,5,delivered,card,none,5.0
O0001875,2024-04-21,C04195,P0077,R02,app,standard,1,2214.52,0.1739,99.0,3,5,delivered,card,seasonal,3.0
O0001876,2025-09-22,C04911,P0098,R12,app,standard,3,412.73,0.0343,99.0,4,5,delivered,sbp,none,4.0
O0001877,2024-10-14,C00339,P0002,R07,app,standard,2,19392.68,0.041,0.0,5,5,delivered,sbp,none,5.0
O0001878,2025-05-28,C03316,P0098,R10,web,express,1,412.95,0.0368,249.0,1,1,delivered,sbp,none,5.0
O0001879,2025-09-07,C04756,P0100,R11,marketplace,standard,2,4766.23,0.01,0.0,4,4,delivered,sbp,none,5.0
O0001880,2025-09-02,C04362,P0031,R05,web,express,1,536.18,0.2354,299.0,2,2,delivered,sbp,seasonal,4.0
O0001881,2024-05-17,C00762,P0034,R01,marketplace,standard,1,7878.11,0.0493,99.0,5,5,delivered,card,none,5.0
O0001882,2025-04-06,C00280,P0064,R10,web,standard,2,600.83,0.2385,149.0,3,2,delivered,sbp,seasonal,4.0
O0001883,2024-06-30,C01437,P0058,R06,app,standard,2,2730.78,0.0471,99.0,4,4,delivered,cash_on_delivery,none,5.0
O0001884,2024-04-07,C01632,P0078,R07,app,standard,3,1094.13,0.1182,0.0,4,6,delivered,cash_on_delivery,loyalty,4.0
O0001885,2025-01-13,C04211,P0003,R03,web,standard,3,23055.66,0.2739,0.0,5,5,delivered,card,seasonal,4.0
O0001886,2025-12-25,C00206,P0095,R07,app,standard,2,704.79,0.0423,0.0,4,5,delivered,card,none,3.0
O0001887,2025-12-22,C01900,P0068,R04,app,standard,2,5973.38,0.0021,0.0,5,7,returned,cash_on_delivery,none,2.0
O0001888,2025-03-07,C01559,P0114,R06,web,pickup,1,14154.02,0.1887,0.0,0,0,delivered,card,seasonal,4.0
O0001889,2025-08-14,C05862,P0055,R02,marketplace,express,1,1094.92,0.0147,299.0,1,1,cancelled,card,none,
O0001890,2024-07-27,C02485,P0117,R02,marketplace,express,2,4800.34,0.0013,249.0,2,2,delivered,card,none,4.0
O0001891,2024-07-07,C05059,P0067,R01,web,express,3,580.52,0.0224,249.0,1,1,delivered,sbp,none,5.0
O0001892,2025-06-24,C05780,P0064,R04,app,standard,1,680.04,0.2547,0.0,5,5,delivered,card,seasonal,4.0
O0001893,2025-08-24,C04951,P0086,R04,web,standard,3,4105.07,0.2083,0.0,3,5,delivered,cash_on_delivery,promo_code,4.0
O0001894,2025-07-21,C00813,P0046,R02,web,express,3,708.97,0.0524,299.0,2,4,delivered,card,loyalty,4.0
O0001895,2024-04-01,C05171,P0075,R03,web,standard,2,2152.7,0.0303,0.0,4,4,cancelled,card,none,
O0001896,2024-10-12,C05947,P0075,R07,web,express,2,2207.7,0.018,199.0,2,2,delivered,card,none,3.0
O0001897,2024-02-11,C02594,P0101,R11,app,pickup,1,8124.19,0.0678,0.0,0,0,delivered,sbp,loyalty,4.0
O0001898,2025-08-24,C06224,P0101,R02,web,express,2,8366.76,0.1278,199.0,2,2,delivered,sbp,loyalty,5.0
O0001899,2024-09-11,C04820,P0050,R05,marketplace,standard,4,2604.86,0.017,0.0,5,5,returned,card,none,3.0
O0001900,2024-11-24,C04978,P0028,R07,app,standard,3,1401.68,0.2607,0.0,4,4,delivered,card,seasonal,5.0
O0001901,2025-03-12,C03811,P0090,R12,app,pickup,2,636.45,0.0999,0.0,0,0,delivered,cash_on_delivery,promo_code,4.0
O0001902,2024-01-01,C02658,P0078,R01,app,express,2,997.28,0.2514,199.0,1,1,returned,card,seasonal,5.0
O0001903,2024-10-11,C02247,P0114,R06,app,pickup,1,15038.68,0.0903,0.0,0,0,delivered,card,welcome,4.0
O0001904,2025-07-10,C05604,P0050,R03,app,pickup,2,2461.07,0.1726,0.0,0,0,delivered,card,seasonal,4.0
O0001905,2024-08-24,C05884,P0114,R09,app,express,3,14198.64,0.0341,249.0,2,3,delivered,card,none,5.0
O0001906,2025-03-05,C02310,P0057,R04,marketplace,standard,2,1698.9,0.0192,0.0,4,7,returned,sbp,none,3.0
O0001907,2025-12-20,C04402,P0003,R05,web,standard,1,20806.31,0.0482,0.0,3,4,delivered,card,none,4.0
O0001908,2024-04-12,C05081,P0047,R01,web,standard,2,4780.0,0.193,0.0,4,4,delivered,sbp,seasonal,4.0
O0001909,2024-08-10,C01414,P0079,R10,web,pickup,3,5135.49,0.0419,0.0,0,0,delivered,sbp,none,5.0
O0001910,2025-06-05,C04392,P0034,R05,app,pickup,1,7888.86,0.2126,0.0,0,0,delivered,sbp,promo_code,4.0
O0001911,2025-03-27,C02356,P0008,R02,web,express,2,6812.36,0.1371,249.0,1,1,delivered,card,welcome,5.0
O0001912,2025-12-20,C01909,P0112,R08,web,express,3,11116.15,0.1256,249.0,1,0,delivered,card,seasonal,4.0
O0001913,2024-02-02,C02202,P0062,R07,web,standard,1,714.84,0.0071,149.0,4,4,delivered,card,none,4.0
O0001914,2025-10-27,C02278,P0047,R02,web,express,2,4692.4,0.0474,249.0,2,2,delivered,card,none,4.0
O0001915,2024-12-25,C03446,P0051,R01,app,pickup,2,5826.64,0.2792,0.0,0,0,delivered,cash_on_delivery,seasonal,5.0
O0001916,2024-07-09,C02485,P0067,R02,web,standard,1,577.68,0.1014,99.0,4,5,delivered,card,loyalty,3.0
O0001917,2025-01-03,C05046,P0089,R08,marketplace,standard,3,7050.43,0.0161,149.0,5,5,delivered,card,none,5.0
O0001918,2024-11-15,C06310,P0055,R10,app,standard,2,1209.3,0.0762,149.0,3,3,delivered,cash_on_delivery,loyalty,4.0
O0001919,2024-06-01,C05412,P0003,R10,web,standard,2,21460.71,0.0315,0.0,3,5,delivered,card,none,3.0
O0001920,2024-07-04,C03841,P0050,R02,web,pickup,3,2462.11,0.2062,0.0,0,0,returned,card,seasonal,3.0
O0001921,2024-08-25,C04771,P0078,R03,app,standard,2,1166.42,0.0511,0.0,4,6,delivered,sbp,loyalty,4.0
O0001922,2025-02-17,C06302,P0024,R10,app,standard,4,1653.35,0.0053,99.0,3,3,delivered,card,none,4.0
O0001923,2024-03-15,C04166,P0112,R05,marketplace,standard,3,11322.14,0.1007,99.0,4,5,delivered,sbp,loyalty,3.0
O0001924,2024-03-19,C00414,P0052,R10,app,standard,2,2696.54,0.0932,149.0,5,4,delivered,cash_on_delivery,loyalty,5.0
O0001925,2024-09-25,C02071,P0067,R09,app,standard,3,562.67,0.0364,99.0,5,5,returned,cash_on_delivery,none,3.0
O0001926,2025-06-24,C02306,P0098,R09,app,standard,1,423.83,0.1858,99.0,3,5,delivered,card,promo_code,3.0
O0001927,2025-12-20,C06884,P0040,R09,web,standard,2,3779.91,0.0249,0.0,5,5,delivered,card,none,5.0
O0001928,2024-01-12,C05163,P0109,R04,web,standard,2,10237.55,0.199,149.0,4,4,delivered,card,seasonal,4.0
O0001929,2025-12-17,C02971,P0096,R11,app,standard,3,1428.05,0.0362,0.0,4,4,delivered,card,none,5.0
O0001930,2025-06-07,C02477,P0098,R07,web,standard,2,424.29,0.2017,0.0,4,4,delivered,sbp,seasonal,5.0
O0001931,2025-11-09,C06733,P0074,R09,web,standard,1,963.32,0.035,99.0,3,3,delivered,sbp,none,5.0
O0001932,2025-02-03,C05341,P0055,R09,marketplace,standard,3,1247.74,0.0047,99.0,4,7,delivered,sbp,none,4.0
O0001933,2024-12-12,C01348,P0015,R04,web,standard,2,17178.46,0.2157,0.0,4,5,delivered,sbp,seasonal,4.0
O0001934,2025-08-23,C03318,P0003,R06,app,pickup,2,21065.95,0.2086,0.0,0,0,delivered,card,promo_code,5.0
O0001935,2025-02-16,C01503,P0007,R12,web,express,3,25469.2,0.0094,249.0,2,2,delivered,card,none,5.0
O0001936,2025-11-07,C06918,P0068,R07,app,express,4,5577.83,0.0983,249.0,2,2,delivered,cash_on_delivery,welcome,5.0
O0001937,2025-11-05,C03998,P0098,R03,marketplace,standard,2,390.58,0.0489,0.0,5,7,delivered,sbp,none,3.0
O0001938,2025-01-29,C00564,P0111,R05,web,standard,4,7814.17,0.1327,99.0,3,4,delivered,sbp,welcome,4.0
O0001939,2025-03-08,C02169,P0119,R09,web,standard,3,2653.0,0.0166,0.0,4,6,delivered,card,none,4.0
O0001940,2024-12-09,C03730,P0070,R02,web,standard,2,2492.43,0.1404,149.0,4,4,delivered,card,welcome,5.0
O0001941,2025-06-10,C03593,P0039,R11,web,standard,1,697.58,0.0331,0.0,5,5,delivered,card,none,5.0
O0001942,2025-06-04,C01462,P0067,R05,app,pickup,3,580.95,0.0168,0.0,0,0,delivered,cash_on_delivery,none,5.0
O0001943,2025-05-09,C04801,P0114,R12,app,standard,2,13466.22,0.0905,0.0,5,8,delivered,sbp,loyalty,3.0
O0001944,2024-02-27,C01560,P0078,R12,app,standard,5,1115.68,0.0416,99.0,5,5,delivered,card,loyalty,4.0
O0001945,2025-12-13,C06879,P0098,R05,web,standard,4,435.65,0.042,0.0,3,3,returned,card,none,3.0
O0001946,2024-09-28,C05779,P0003,R02,app,standard,3,24845.87,0.0444,0.0,4,4,delivered,card,none,4.0
O0001947,2024-07-25,C03127,P0003,R07,web,standard,2,21876.86,0.0471,0.0,4,5,delivered,card,none,5.0
O0001948,2024-06-27,C02510,P0106,R01,app,express,1,1867.45,0.0859,199.0,1,4,delivered,card,promo_code,3.0
O0001949,2024-03-04,C01154,P0078,R08,app,standard,1,1071.24,0.0412,99.0,3,3,delivered,card,loyalty,4.0
O0001950,2024-12-09,C00592,P0022,R02,web,standard,1,4682.5,0.0044,0.0,3,3,delivered,sbp,none,4.0
O0001951,2024-02-08,C05271,P0050,R04,app,standard,1,2466.15,0.1387,0.0,5,5,delivered,cash_on_delivery,seasonal,5.0
O0001952,2024-05-17,C06223,P0096,R08,app,express,1,1336.23,0.1989,299.0,2,2,delivered,card,seasonal,4.0
O0001953,2024-01-06,C03483,P0003,R07,web,standard,3,19481.6,0.1312,0.0,3,3,delivered,cash_on_delivery,welcome,4.0
O0001954,2024-05-28,C06292,P0055,R12,web,standard,2,1128.6,0.0273,0.0,5,7,returned,card,none,2.0
O0001955,2025-12-29,C06634,P0022,R05,app,standard,4,4185.99,0.1971,0.0,3,3,delivered,card,seasonal,4.0
O0001956,2025-02-08,C04155,P0002,R01,web,standard,3,17725.89,0.2532,149.0,5,5,delivered,card,seasonal,4.0
O0001957,2024-03-02,C01758,P0050,R01,app,express,1,2580.73,0.0902,199.0,1,1,returned,sbp,welcome,4.0
O0001958,2025-02-28,C05732,P0012,R01,app,express,4,6248.52,0.0361,199.0,1,3,delivered,card,none,4.0
O0001959,2025-03-29,C01454,P0044,R02,web,standard,1,3179.39,0.2424,99.0,3,4,delivered,card,seasonal,4.0
O0001960,2025-02-13,C06517,P0012,R01,app,express,1,6372.35,0.0308,199.0,1,1,delivered,card,none,4.0
O0001961,2024-09-28,C01247,P0064,R12,marketplace,standard,4,629.69,0.0582,0.0,4,5,delivered,card,loyalty,4.0
O0001962,2025-05-14,C02485,P0025,R02,app,express,3,5620.13,0.0381,249.0,1,0,delivered,card,none,4.0
O0001963,2024-05-02,C00854,P0050,R03,marketplace,standard,1,2608.43,0.2105,0.0,5,6,delivered,card,seasonal,4.0
O0001964,2024-07-04,C01964,P0100,R01,app,standard,1,4645.35,0.1601,0.0,4,4,delivered,card,seasonal,5.0
O0001965,2025-12-29,C03526,P0040,R01,web,express,1,3734.63,0.0858,249.0,1,1,delivered,cash_on_delivery,loyalty,5.0
O0001966,2024-11-17,C02694,P0067,R09,web,standard,3,485.44,0.1781,99.0,3,3,delivered,card,promo_code,4.0
O0001967,2024-05-06,C04385,P0069,R01,web,pickup,3,322.68,0.036,0.0,0,0,delivered,sbp,none,5.0
O0001968,2024-07-02,C02509,P0064,R11,app,standard,3,627.77,0.0449,99.0,5,6,delivered,sbp,none,4.0
O0001969,2025-07-08,C03985,P0043,R08,app,standard,3,1628.27,0.0551,0.0,4,4,delivered,sbp,promo_code,4.0
O0001970,2024-04-10,C04390,P0113,R01,web,express,2,880.8,0.0241,249.0,2,2,delivered,card,none,4.0
O0001971,2024-10-11,C06500,P0062,R01,web,pickup,4,758.71,0.2124,0.0,0,0,delivered,card,promo_code,4.0
O0001972,2024-09-23,C06183,P0045,R11,app,express,2,2895.62,0.1618,249.0,1,2,returned,card,seasonal,3.0
O0001973,2024-07-10,C01859,P0003,R11,app,express,2,22477.02,0.0454,249.0,1,1,delivered,card,none,4.0
O0001974,2024-12-19,C03288,P0090,R03,app,pickup,3,583.14,0.0632,0.0,0,0,delivered,sbp,promo_code,4.0
O0001975,2024-04-05,C00698,P0015,R02,marketplace,express,1,18652.63,0.0966,249.0,2,2,delivered,card,loyalty,5.0
O0001976,2024-12-09,C01476,P0063,R01,web,standard,4,971.93,0.1486,149.0,4,5,delivered,sbp,seasonal,3.0
O0001977,2024-01-31,C02042,P0044,R09,web,standard,2,3051.45,0.1285,0.0,5,4,delivered,card,loyalty,4.0
O0001978,2025-12-16,C06667,P0018,R06,web,standard,1,2515.03,0.0111,99.0,4,4,returned,card,none,4.0
O0001979,2025-04-02,C05284,P0062,R03,app,express,1,792.81,0.1578,199.0,1,1,delivered,card,promo_code,4.0
O0001980,2024-03-08,C06298,P0098,R12,web,express,1,436.73,0.0482,199.0,1,1,delivered,card,none,4.0
O0001981,2024-06-10,C02077,P0038,R06,marketplace,pickup,2,774.08,0.0696,0.0,0,0,delivered,cash_on_delivery,loyalty,4.0
O0001982,2025-07-17,C06019,P0097,R02,web,standard,2,1797.97,0.0219,99.0,4,4,delivered,card,none,5.0
O0001983,2025-07-13,C05405,P0030,R04,web,pickup,2,1556.93,0.0814,0.0,0,0,delivered,sbp,welcome,5.0
O0001984,2024-10-18,C00987,P0030,R04,web,standard,1,1738.88,0.0173,0.0,4,4,delivered,card,none,5.0
O0001985,2024-05-06,C02252,P0118,R09,app,pickup,2,923.55,0.1821,0.0,0,0,delivered,card,seasonal,5.0
O0001986,2025-02-03,C04984,P0067,R06,web,standard,1,506.31,0.0908,0.0,5,7,delivered,sbp,promo_code,4.0
O0001987,2024-08-16,C02279,P0098,R09,app,standard,2,387.83,0.0133,0.0,4,5,delivered,sbp,none,4.0
O0001988,2024-03-26,C01738,P0011,R05,web,standard,1,21157.59,0.1206,0.0,4,4,delivered,sbp,welcome,5.0
O0001989,2024-10-05,C06930,P0077,R02,marketplace,pickup,2,2233.39,0.0453,0.0,0,0,delivered,card,none,5.0
O0001990,2025-07-29,C03395,P0078,R04,web,standard,2,1081.3,0.041,0.0,5,7,returned,card,none,3.0
O0001991,2024-10-11,C02439,P0098,R07,web,express,1,393.91,0.0272,249.0,1,0,cancelled,card,none,
O0001992,2024-02-08,C02497,P0098,R07,app,standard,2,406.05,0.0821,0.0,4,4,delivered,card,welcome,4.0
O0001993,2024-04-14,C04336,P0041,R07,app,express,1,3562.66,0.0141,199.0,1,1,returned,card,none,3.0
O0001994,2025-03-26,C04507,P0088,R02,web,pickup,4,5333.0,0.05,0.0,0,0,delivered,sbp,loyalty,4.0
O0001995,2025-01-21,C06060,P0096,R07,app,standard,2,1292.76,0.1201,0.0,4,4,delivered,sbp,welcome,4.0
O0001996,2025-05-29,C04576,P0096,R01,web,pickup,3,1330.03,0.0207,0.0,0,0,returned,card,none,4.0
O0001997,2025-03-06,C06574,P0024,R07,app,standard,3,1436.61,0.0626,0.0,4,6,cancelled,card,promo_code,
O0001998,2024-12-30,C04017,P0098,R08,app,standard,2,410.07,0.0337,0.0,4,4,delivered,card,none,4.0
O0001999,2024-12-18,C03446,P0086,R01,web,standard,2,3831.53,0.0478,99.0,4,4,delivered,card,none,4.0
O0002000,2025-12-12,C05517,P0003,R06,web,standard,2,21224.56,0.167,99.0,3,4,delivered,card,seasonal,4.0
O0002001,2025-10-16,C01402,P0078,R02,app,standard,1,1008.56,0.0032,99.0,3,5,delivered,sbp,none,3.0
O0002002,2024-10-30,C04431,P0003,R05,web,express,4,21878.09,0.0092,299.0,2,1,delivered,card,none,5.0
O0002003,2025-05-11,C02774,P0003,R01,app,express,3,21749.78,0.0928,299.0,1,1,delivered,card,welcome,5.0
O0002004,2024-01-20,C00898,P0011,R09,web,standard,2,21732.83,0.0756,149.0,5,5,delivered,card,loyalty,5.0
O0002005,2024-01-20,C02222,P0098,R09,web,express,1,382.97,0.045,199.0,2,4,delivered,sbp,none,3.0
O0002006,2024-09-16,C04410,P0064,R08,app,standard,2,644.59,0.0329,0.0,5,6,delivered,card,none,3.0
O0002007,2025-08-01,C06591,P0086,R06,web,pickup,3,4156.32,0.1246,0.0,0,0,delivered,card,loyalty,5.0
O0002008,2025-11-22,C03845,P0119,R08,app,standard,3,3011.78,0.1981,0.0,4,4,delivered,card,promo_code,4.0
O0002009,2025-06-05,C02867,P0114,R07,web,standard,2,14809.37,0.216,0.0,3,4,delivered,card,seasonal,3.0
O0002010,2025-06-23,C06289,P0098,R11, WEB ,standard,4,421.65,0.0206,0.0,3,2,delivered,card,none,4.0
O0002011,2024-01-31,C01313,P0045,R08,app,pickup,3,3115.26,0.0488,0.0,0,0,delivered,card,none,5.0
O0002012,2025-11-25,C00564,P0098,R05,app,standard,2,454.14,0.0296,99.0,4,5,delivered,card,none,3.0
O0002013,2024-03-18,C02267,P0054,R06,web,pickup,3,5249.13,0.0385,0.0,0,0,delivered,card,none,4.0
O0002014,2025-12-04,C00614,P0025,R11,web,standard,5,5564.31,0.0265,99.0,3,2,delivered,sbp,none,4.0
O0002015,2024-05-01,C02909,P0098,R11,app,express,1,427.85,0.0038,299.0,1,1,cancelled,cash_on_delivery,none,
O0002016,2024-02-01,C01644,P0098,R07,app,pickup,1,372.79,0.1229,0.0,0,0,delivered,sbp,welcome,5.0
O0002017,2025-02-28,C01215,P0098,R01,web,standard,1,419.69,0.1974,0.0,3,4,delivered,card,seasonal,4.0
O0002018,2024-04-08,C01268,P0055,,app,standard,1,1264.65,0.1134,149.0,5,5,delivered,card,loyalty,4.0
O0002019,2024-01-28,C01713,P0097,R02,marketplace,standard,2,1956.59,0.1626,0.0,5,5,delivered,sbp,seasonal,5.0
O0002020,2025-05-23,C03771,P0016,R08,app,express,2,27959.4,0.1308,249.0,1,1,delivered,cash_on_delivery,seasonal,5.0
O0002021,2025-07-19,C00012,P0086,R02,web,pickup,1,4161.72,0.1508,0.0,0,0,delivered,sbp,seasonal,4.0
O0002022,2024-08-29,C04322,P0019,R01,marketplace,standard,3,18358.1,0.0125,99.0,5,5,delivered,cash_on_delivery,none,4.0
O0002023,2025-02-01,C04926,P0003,R01,web,standard,2,19360.51,0.0057,0.0,3,2,delivered,sbp,none,5.0
O0002024,2025-03-17,C05012,P0001,R12,app,standard,3,22618.22,0.0012,0.0,5,5,delivered,card,none,5.0
O0002025,2024-05-17,C03558,P0115,R05,web,express,2,10091.3,0.0197,249.0,2,3,delivered,card,none,4.0
O0002026,2024-11-30,C03237,P0001,R10,app,standard,3,19538.0,0.124,0.0,4,4,delivered,sbp,promo_code,5.0
O0002027,2025-04-27,C04236,P0063,R12,web,standard,1,983.94,0.0306,99.0,5,5,delivered,cash_on_delivery,none,4.0
O0002028,2025-11-01,C02077,P0098,R06,web,standard,1,401.55,0.0662,99.0,3,4,delivered,card,loyalty,4.0
O0002029,2024-11-19,C00834,P0078,R12,marketplace,standard,1,1143.16,0.0468,0.0,5,6,delivered,card,none,4.0
O0002030,2025-06-18,C03565,P0008,R02,web,express,1,6531.55,0.0949,299.0,2,2,delivered,sbp,welcome,5.0
O0002031,2025-01-02,C06070,P0009,R01,app,express,2,21941.11,0.0096,249.0,1,1,delivered,card,none,5.0
O0002032,2025-06-24,C03403,P0019,R01,app,standard,2,19147.29,0.0194,149.0,3,3,cancelled,sbp,none,
O0002033,2025-08-26,C01948,P0030,R04,web,standard,1,1698.72,0.1456,0.0,4,6,delivered,card,welcome,5.0
O0002034,2025-01-29,C01391,P0100,R07,app,pickup,1,4921.09,0.0469,0.0,0,0,delivered,sbp,none,5.0
