customer_id,registration_date,home_region_id,customer_type,acquisition_channel,loyalty_level
C01781,2022-04-05,R11,B2C,partner,New
C01782,2024-07-30,R04,B2C,organic,Silver
C01783,2024-10-27,R08,B2C,social,New
C01784,2022-10-02,R09,B2C,organic,Bronze
C01785,2024-01-05,R03,B2C,organic,Silver
C01786,2024-11-15,R11,B2C,paid_search,Bronze
C01787,2024-04-06,R01,B2C,referral,Gold
C01788,2022-12-08,R12,B2C,organic,Silver
C01789,2024-06-29,R08,B2C,social,Silver
C01790,2024-11-05,R01,B2C,organic,Bronze
C01791,2022-01-14,R07,B2C,social,New
C01792,2024-02-16,R01,B2C,social,Silver
C01793,2023-11-22,R08,B2C,social,New
C01794,2023-05-18,R09,B2C,organic,Silver
C01795,2022-03-02,R06,B2B,organic,Gold
C01796,2022-04-25,R10,B2C,referral,Bronze
C01797,2024-10-23,R01,B2C,paid_search,Silver
C01798,2025-02-06,R02,B2C,organic,Bronze
C01799,2023-07-28,R04,B2C,paid_search,Bronze
C01800,2025-07-10,R01,B2C,organic,Bronze
C01801,2025-06-23,R04,B2C,paid_search,Silver
C01802,2024-06-30,R02,B2C,paid_search,Gold
C01803,2024-03-06,R03,B2C,organic,Bronze
C01804,2025-08-13,R04,B2C,paid_search,Silver
C01805,2024-04-14,R10,B2C,social,Bronze
C01806,2025-07-02,R02,B2C,partner,Bronze
C01807,2025-09-02,R10,B2B,social,Silver
C01808,2022-09-24,R04,B2C,paid_search,Silver
C01809,2024-06-23,R03,B2C,referral,Silver
C01810,2024-09-28,R05,B2C,organic,Gold
C01811,2025-01-27,R04,B2C,social,New
C01812,2023-04-24,R02,B2C,organic,Bronze
C01813,2025-03-25,R05,B2C,organic,Bronze
C01814,2023-10-30,R01,B2C,social,Silver
C01815,2023-06-14,R03,B2C,organic,New
C01816,2022-08-03,R06,B2C,social,New
C01817,2023-03-16,R04,B2C,social,Silver
C01818,2025-08-27,R09,B2C,organic,Bronze
C01819,2024-09-07,R02,B2C,paid_search,Silver
C01820,2024-09-21,R12,B2C,social,Gold
C01821,2025-05-11,R09,B2C,social,Bronze
C01822,2023-01-01,R12,B2C,referral,Bronze
C01823,2024-06-24,R09,B2C,paid_search,Gold
C01824,2023-05-24,R01,B2C,referral,Silver
C01825,2025-03-06,R05,B2C,paid_search,New
C01826,2023-08-02,R02,B2C,organic,Silver
C01827,2025-03-16,R09,B2C,social,Bronze
C01828,2024-10-20,R06,B2C,organic,Silver
C01829,2024-11-22,R02,B2C,organic,Silver
C01830,2025-06-21,R11,B2C,organic,New
C01831,2024-12-18,R01,B2C,referral,Silver
C01832,2023-03-17,R06,B2C,partner,New
C01833,2023-12-15,R08,B2C,partner,Gold
C01834,2023-10-09,R01,B2C,organic,Silver
C01835,2022-03-30,R06,B2C,paid_search,Gold
C01836,2024-03-23,R09,B2C,referral,New
C01837,2023-08-22,R01,B2C,paid_search,Bronze
C01838,2023-06-23,R05,B2B,paid_search,New
C01839,2022-05-31,R02,B2C,organic,Bronze
C01840,2023-11-22,R07,B2C,paid_search,Bronze
C01841,2024-03-03,R01,B2C,social,Silver
C01842,2022-05-25,R11,B2C,paid_search,Bronze
C01843,2024-05-19,R11,B2C,organic,Gold
C01844,2022-08-18,R02,B2C,social,Bronze
C01845,2022-07-18,R03,B2B,social,Bronze
C01846,2023-07-04,R06,B2C,organic,Silver
C01847,2023-06-17,R08,B2C,paid_search,Bronze
C01848,2025-06-06,R04,B2C,partner,Silver
C01849,2022-04-03,R01,B2C,social,Silver
C01850,2023-04-24,R01,B2B,social,Silver
C01851,2024-10-02,R12,B2C,social,Silver
C01852,2022-12-08,R04,B2B,partner,Silver
C01853,2025-09-05,R10,B2C,paid_search,Gold
C01854,2024-10-13,R05,B2C,organic,New
C01855,2025-07-19,R11,B2C,paid_search,Bronze
C01856,2025-07-23,R01,B2C,referral,Silver
C01857,2022-05-30,R01,B2C,organic,New
C01858,2023-09-21,R11,B2C,organic,Bronze
C01859,2024-10-16,R11,B2C,organic,Silver
C01860,2022-01-12,R03,B2C,social,New
C01861,2023-09-11,R03,B2C,social,Bronze
C01862,2024-07-31,R04,B2C,paid_search,Silver
C01863,2024-12-21,R04,B2C,organic,New
C01864,2023-07-23,R02,B2C,social,New
C01865,2025-03-27,R11,B2C,organic,Silver
C01866,2024-07-11,R02,B2C,social,Silver
C01867,2022-03-04,R07,B2C,organic,Silver
C01868,2023-01-16,R01,B2C,referral,Bronze
C01869,2025-07-08,R01,B2C,paid_search,New
C01870,2022-01-04,R07,B2C,social,Silver
C01871,2022-05-28,R03,B2C,organic,New
C01872,2023-04-17,R07,B2C,organic,Gold
C01873,2025-09-22,R01,B2C,social,Silver
C01874,2024-08-22,R11,B2C,paid_search,New
C01875,2022-07-22,R08,B2C,referral,Silver
C01876,2023-06-23,R10,B2C,paid_search,Gold
C01877,2025-07-10,R01,B2C,paid_search,Gold
C01878,2022-10-28,R03,B2C,referral,Silver
C01879,2024-02-27,R03,B2C,paid_search,New
C01880,2023-09-28,R05,B2C,referral,Silver
C01881,2024-11-07,R02,B2C,paid_search,Silver
C01882,2024-10-26,R01,B2C,paid_search,Silver
C01883,2025-02-14,R03,B2C,referral,Bronze
C01884,2022-06-13,R02,B2C,organic,Gold
C01885,2023-09-14,R03,B2C,organic,Bronze
C01886,2024-08-05,R02,B2C,organic,Bronze
C01887,2023-07-28,R02,B2C,paid_search,Bronze
C01888,2024-07-02,R06,B2C,social,Bronze
C01889,2024-05-20,R03,B2C,organic,Bronze
C01890,2023-05-23,R03,B2C,organic,New
C01891,2022-05-18,R05,B2C,organic,Bronze
C01892,2025-08-21,R08,B2C,organic,New
C01893,2025-02-04,R03,B2C,organic,Bronze
C01894,2025-05-09,R06,B2C,organic,New
C01895,2023-02-15,R12,B2C,referral,Bronze
C01896,2023-03-09,R05,B2C,social,Bronze
C01897,2023-03-19,R11,B2C,organic,Bronze
C01898,2022-02-12,R09,B2C,organic,Silver
C01899,2022-08-21,R01,B2C,organic,Bronze
C01900,2023-02-27,R04,B2C,paid_search,Silver
C01901,2025-09-13,R07,B2C,paid_search,New
C01902,2022-10-08,R12,B2C,referral,Bronze
C01903,2023-11-27,R04,B2C,social,New
C01904,2024-01-20,R01,B2C,paid_search,Bronze
C01905,2023-05-08,R06,B2C,organic,Silver
C01906,2025-06-11,R01,B2C,social,Silver
C01907,2022-05-08,R08,B2C,partner,Bronze
C01908,2025-04-06,R05,B2C,organic,Bronze
C01909,2024-10-15,R08,B2C,referral,Bronze
C01910,2023-02-23,R10,B2C,organic,Gold
C01911,2024-11-17,R06,B2C,social,New
C01912,2025-08-21,R06,B2C,organic,New
C01913,2022-02-20,R08,B2C,social,New
C01914,2022-02-10,R10,B2C,organic,Gold
C01915,2024-01-15,R10,B2B,paid_search,Gold
C01916,2025-06-29,R01,B2C,social,Bronze
C01917,2022-03-28,R05,B2C,social,New
C01918,2024-11-30,R02,B2C,social,Silver
C01919,2025-07-08,R10,B2C,organic,Bronze
C01920,2023-10-28,R07,B2C,social,New
C01921,2025-04-01,R04,B2C,organic,Bronze
C01922,2024-11-02,R02,B2C,social,Bronze
C01923,2022-10-21,R03,B2B,organic,Bronze
C01924,2025-03-15,R07,B2C,paid_search,Silver
C01925,2024-08-15,R02,B2C,paid_search,Silver
C01926,2022-01-18,R01,B2C,partner,Bronze
C01927,2024-02-17,R10,B2C,social,New
C01928,2024-06-14,R08,B2C,organic,New
C01929,2025-01-02,R02,B2C,social,Gold
C01930,2024-11-21,R02,B2C,organic,New
C01931,2023-10-14,R12,B2B,organic,Bronze
C01932,2023-02-14,R07,B2C,paid_search,New
C01933,2022-09-20,R06,B2C,referral,New
C01934,2022-05-02,R03,B2C,partner,Bronze
C01935,2024-05-25,R03,B2C,partner,New
C01936,2025-08-06,R01,B2C,organic,Silver
C01937,2022-04-20,R08,B2C,organic,Bronze
C01938,2024-08-20,R01,B2C,referral,Silver
C01939,2024-03-11,R01,B2C,organic,Silver
C01940,2022-08-24,R08,B2C,social,Bronze
C01941,2022-10-19,R11,B2C,partner,Silver
C01942,2023-01-25,R08,B2C,organic,Gold
C01943,2024-07-26,R04,B2C,paid_search,New
C01944,2023-02-13,R05,B2C,referral,Silver
C01945,2025-02-07,R04,B2C,social,Silver
C01946,2023-05-22,R03,B2C,partner,Silver
C01947,2022-05-30,R05,B2C,social,New
C01948,2022-05-11,R04,B2C,organic,New
C01949,2023-07-02,R06,B2C,referral,Bronze
C01950,2023-07-13,R11,B2C,social,New
C01951,2024-10-01,R12,B2B,partner,Bronze
C01952,2023-10-18,R01,B2C,paid_search,Gold
C01953,2022-08-13,R03,B2C,paid_search,Bronze
C01954,2022-10-19,R02,B2B,paid_search,Bronze
C01955,2024-02-15,R03,B2C,organic,Bronze
C01956,2023-04-03,R02,B2C,partner,Bronze
C01957,2024-07-08,R02,B2C,partner,Silver
C01958,2025-06-17,R08,B2C,paid_search,Silver
C01959,2023-05-01,R05,B2C,partner,Bronze
C01960,2024-01-26,R11,B2C,paid_search,Bronze
C01961,2025-02-12,R01,B2C,referral,New
C01962,2022-10-15,R01,B2C,social,Gold
C01963,2023-12-01,R03,B2C,social,Bronze
C01964,2023-02-22,R01,B2C,social,Bronze
C01965,2024-05-08,R02,B2C,social,Bronze
C01966,2024-10-14,R12,B2B,referral,New
C01967,2022-07-12,R02,B2C,paid_search,Bronze
C01968,2022-09-14,R02,B2C,referral,Gold
C01969,2022-02-01,R06,B2B,organic,New
C01970,2022-01-17,R05,B2C,organic,New
C01971,2022-03-11,R06,B2C,social,New
C01972,2024-08-25,R03,B2C,social,New
C01973,2025-05-22,R09,B2C,referral,Gold
C01974,2023-07-15,R01,B2C,organic,Silver
C01975,2025-04-23,R04,B2C,organic,Gold
C01976,2024-09-25,R07,B2C,paid_search,Silver
C01977,2025-01-10,R10,B2C,referral,Silver
C01978,2024-10-09,R03,B2C,partner,Bronze
C01979,2022-10-01,R06,B2C,referral,Bronze
C01980,2023-12-18,R01,B2C,paid_search,Silver
C01981,2023-12-21,R02,B2C,referral,Silver
C01982,2024-05-28,R01,B2C,organic,Silver
C01983,2024-12-25,R08,B2C,partner,Bronze
C01984,2022-06-04,R02,B2C,paid_search,Silver
C01985,2024-07-12,R08,B2C,paid_search,New
C01986,2025-02-14,R01,B2C,social,Bronze
C01987,2022-06-08,R10,B2C,referral,Bronze
C01988,2023-07-23,R09,B2C,organic,Bronze
C01989,2025-05-10,R01,B2C,organic,Bronze
C01990,2022-02-03,R01,B2C,social,Silver
C01991,2022-08-08,R01,B2C,partner,Silver
C01992,2025-01-05,R10,B2C,social,Bronze
C01993,2022-08-24,R02,B2C,organic,Bronze
C01994,2024-08-19,R05,B2C,social,New
C01995,2025-05-18,R04,B2C,organic,New
C01996,2023-11-14,R09,B2C,organic,Bronze
C01997,2023-10-26,R05,B2C,organic,Silver
C01998,2023-08-10,R05,B2C,paid_search,Silver
C01999,2023-05-26,R12,B2C,paid_search,New
C02000,2023-06-05,R01,B2C,organic,Gold
C02001,2024-01-28,R09,B2C,organic,Bronze
C02002,2025-05-11,R01,B2C,social,Silver
C02003,2025-09-05,R05,B2C,organic,Bronze
C02004,2025-03-31,R10,B2C,organic,Silver
C02005,2022-06-13,R07,B2C,paid_search,Bronze
C02006,2023-02-24,R07,B2C,social,New
C02007,2024-11-02,R02,B2C,referral,Bronze
C02008,2024-01-17,R04,B2C,paid_search,Silver
C02009,2023-04-03,R03,B2C,social,Gold
C02010,2023-03-03,R05,B2C,referral,Silver
C02011,2022-06-10,R04,B2C,social,Silver
C02012,2023-04-01,R03,B2C,paid_search,New
C02013,2023-08-01,R03,B2C,organic,Silver
C02014,2023-07-24,R02,B2C,organic,Silver
C02015,2024-01-22,R03,B2C,paid_search,Bronze
C02016,2023-01-09,R01,B2C,paid_search,Bronze
C02017,2022-10-09,R10,B2C,partner,New
C02018,2025-04-30,R06,B2B,organic,New
C02019,2023-07-09,R01,B2C,paid_search,New
C02020,2022-12-15,R07,B2C,partner,Silver
C02021,2024-05-20,R10,B2C,social,Silver
C02022,2024-01-13,R02,B2C,organic,New
C02023,2024-02-29,R01,B2C,partner,Gold
C02024,2022-10-31,R01,B2C,paid_search,Silver
C02025,2024-09-17,R01,B2C,organic,Bronze
C02026,2022-09-21,R08,B2C,paid_search,Gold
C02027,2025-02-19,R12,B2C,organic,Gold
C02028,2023-08-04,R01,B2C,referral,New
C02029,2023-07-15,R08,B2C,organic,Gold
C02030,2023-06-16,R01,B2B,referral,Bronze
C02031,2023-08-03,R06,B2C,organic,New
C02032,2024-06-29,R08,B2C,partner,New
C02033,2023-11-11,R03,B2C,organic,Silver
C02034,2022-06-23,R01,B2C,partner,Gold
C02035,2024-02-15,R06,B2C,organic,Bronze
C02036,2023-01-01,R12,B2C,referral,Bronze
C02037,2022-05-29,R02,B2C,referral,Bronze
C02038,2025-02-23,R02,B2C,social,Silver
C02039,2023-03-04,R01,B2B,organic,New
C02040,2024-03-25,R05,B2C,social,Silver
C02041,2022-08-24,R06,B2C,social,Silver
C02042,2023-04-10,R09,B2C,paid_search,New
C02043,2023-06-13,R08,B2C,social,Gold
C02044,2022-07-03,R10,B2C,partner,Gold
C02045,2025-08-25,R09,B2C,partner,Bronze
C02046,2023-03-03,R02,B2C,paid_search,Silver
C02047,2024-03-08,R05,B2C,organic,Silver
C02048,2024-02-14,R03,B2C,organic,New
C02049,2023-08-11,R03,B2B,social,New
C02050,2024-03-12,R11,B2C,partner,Silver
C02051,2024-02-14,R07,B2C,paid_search,Bronze
C02052,2022-04-20,R12,B2C,organic,Silver
C02053,2024-07-04,R04,B2C,paid_search,Bronze
C02054,2022-06-06,R05,B2C,paid_search,Silver
C02055,2023-08-19,R05,B2C,partner,New
C02056,2023-05-15,R01,B2C,social,New
C02057,2023-09-05,R02,B2C,organic,New
C02058,2022-04-09,R05,B2C,paid_search,Bronze
C02059,2024-08-18,R01,B2C,organic,Silver
C02060,2023-07-28,R11,B2C,social,Silver
C02061,2022-03-25,R01,B2C,social,Bronze
C02062,2022-01-05,R02,B2C,organic,Silver
C02063,2024-01-10,R08,B2C,paid_search,Bronze
C02064,2024-07-01,R01,B2C,referral,Bronze
C02065,2024-01-20,R11,B2C,referral,Gold
C02066,2024-09-13,R08,B2C,paid_search,Bronze
C02067,2024-11-01,R01,B2C,paid_search,Silver
C02068,2025-04-08,R07,B2C,partner,New
C02069,2025-09-07,R06,B2C,social,Bronze
C02070,2025-04-26,R08,B2C,partner,Silver
C02071,2024-12-25,R09,B2C,organic,Silver
C02072,2023-08-14,R08,B2C,organic,Silver
C02073,2023-11-21,R06,B2B,organic,Gold
C02074,2024-04-23,R03,B2C,referral,Silver
C02075,2022-08-20,R07,B2C,social,Silver
C02076,2024-07-16,R12,B2C,organic,Bronze
C02077,2024-03-16,R06,B2C,partner,Bronze
C02078,2023-12-14,R07,B2C,partner,Silver
C02079,2025-02-16,R04,B2C,organic,Silver
C02080,2024-07-29,R08,B2C,social,Bronze
C02081,2025-06-30,R12,B2C,social,Bronze
C02082,2025-08-29,R02,B2C,organic,New
C02083,2025-02-03,R02,B2C,social,New
C02084,2023-02-12,R05,B2C,organic,Bronze
C02085,2022-09-16,R05,B2C,referral,Silver
C02086,2023-02-14,R06,B2C,referral,Silver
C02087,2024-09-02,R01,B2C,referral,Gold
C02088,2025-03-29,R03,B2C,social,Silver
C02089,2025-04-19,R06,B2C,organic,New
C02090,2024-07-25,R06,B2C,paid_search,Silver
C02091,2024-07-21,R07,B2C,social,Silver
C02092,2025-07-27,R08,B2C,paid_search,Silver
C02093,2024-07-27,R07,B2C,social,Bronze
C02094,2022-07-12,R09,B2C,paid_search,Silver
C02095,2023-11-16,R06,B2C,organic,New
C02096,2023-05-07,R05,B2C,paid_search,Bronze
C02097,2024-05-22,R06,B2C,social,New
C02098,2024-05-20,R01,B2C,paid_search,Bronze
C02099,2023-02-08,R02,B2C,social,Gold
C02100,2023-02-15,R05,B2C,paid_search,New
C02101,2022-05-02,R10,B2C,referral,New
C02102,2023-02-06,R07,B2C,social,Silver
C02103,2025-02-07,R01,B2C,paid_search,Gold
C02104,2024-06-15,R06,B2C,paid_search,Bronze
C02105,2025-07-15,R02,B2C,paid_search,Bronze
C02106,2025-06-22,R08,B2C,organic,Bronze
C02107,2025-03-18,R09,B2C,social,Silver
C02108,2022-09-03,R06,B2C,organic,Silver
C02109,2023-04-03,R06,B2C,referral,New
C02110,2022-03-20,R03,B2C,referral,Gold
C02111,2022-05-09,R04,B2C,paid_search,Silver
C02112,2022-11-13,R10,B2C,referral,Silver
C02113,2023-01-19,R08,B2C,social,New
C02114,2022-01-22,R05,B2C,organic,Gold
C02115,2025-02-27,R03,B2C,social,Bronze
C02116,2023-12-23,R01,B2C,partner,Bronze
C02117,2024-06-16,R01,B2C,organic,Bronze
C02118,2024-06-13,R02,B2C,organic,Bronze
C02119,2025-08-16,R03,B2C,social,New
C02120,2022-07-21,R11,B2C,paid_search,New
C02121,2023-04-15,R05,B2C,social,Bronze
C02122,2023-02-27,R02,B2C,social,Bronze
C02123,2024-01-25,R01,B2C,referral,Silver
C02124,2023-12-22,R03,B2C,organic,Silver
C02125,2024-12-17,R09,B2C,paid_search,Silver
C02126,2024-02-07,R03,B2C,referral,New
C02127,2022-11-17,R08,B2B,paid_search,Bronze
C02128,2024-02-13,R09,B2C,paid_search,Silver
C02129,2025-08-12,R01,B2C,organic,Silver
C02130,2024-03-03,R06,B2C,organic,Bronze
C02131,2024-03-21,R12,B2C,paid_search,Gold
C02132,2022-08-29,R03,B2C,paid_search,Silver
C02133,2022-01-11,R01,B2C,social,Silver
C02134,2022-10-14,R11,B2C,social,Silver
C02135,2022-02-04,R10,B2C,referral,Bronze
C02136,2023-09-12,R05,B2C,referral,Gold
C02137,2025-04-22,R05,B2C,organic,Gold
C02138,2023-09-04,R02,B2C,organic,Silver
C02139,2024-06-02,R09,B2C,referral,Gold
C02140,2025-03-17,R05,B2C,paid_search,Gold
C02141,2024-11-10,R01,B2C,paid_search,Silver
C02142,2024-06-09,R07,B2C,organic,New
C02143,2023-01-20,R11,B2C,social,Bronze
C02144,2023-07-30,R09,B2C,organic,Silver
C02145,2023-07-01,R02,B2C,organic,Silver
C02146,2024-12-29,R01,B2C,paid_search,Bronze
C02147,2023-07-14,R11,B2C,social,Bronze
C02148,2025-07-07,R11,B2C,organic,Gold
C02149,2022-09-13,R05,B2C,social,Bronze
C02150,2022-08-24,R07,B2C,paid_search,New
C02151,2024-09-07,R04,B2B,paid_search,Silver
C02152,2024-11-12,R04,B2C,paid_search,Bronze
C02153,2024-07-18,R01,B2C,organic,New
C02154,2023-02-26,R01,B2B,paid_search,Silver
C02155,2022-01-13,R02,B2B,referral,Gold
C02156,2023-03-17,R09,B2C,organic,Bronze
C02157,2023-10-01,R01,B2C,partner,Bronze
C02158,2023-07-20,R02,B2C,organic,Bronze
C02159,2025-06-16,R05,B2B,paid_search,Silver
C02160,2025-03-28,R02,B2C,social,Bronze
C02161,2024-11-27,R02,B2C,referral,Bronze
C02162,2022-01-31,R06,B2C,organic,Silver
C02163,2022-06-24,R03,B2B,organic,Gold
C02164,2023-08-18,R06,B2C,social,Bronze
C02165,2024-05-01,R11,B2C,organic,Silver
C02166,2024-07-19,R01,B2C,social,Silver
C02167,2023-02-10,R11,B2C,referral,New
C02168,2022-06-01,R11,B2C,organic,Silver
C02169,2023-03-26,R09,B2C,referral,Bronze
C02170,2024-12-20,R06,B2C,organic,New
C02171,2025-09-12,R06,B2C,referral,New
C02172,2025-07-13,R07,B2C,partner,New
C02173,2024-03-23,R07,B2C,social,Silver
C02174,2022-05-05,R01,B2C,partner,Silver
C02175,2025-08-17,R12,B2C,referral,Silver
C02176,2022-07-29,R06,B2B,organic,Silver
C02177,2023-01-03,R08,B2C,organic,Bronze
C02178,2025-08-26,R03,B2B,organic,Gold
C02179,2023-11-21,R01,B2C,paid_search,Gold
C02180,2022-09-28,R05,B2C,social,Bronze
C02181,2023-11-19,R05,B2C,paid_search,Silver
C02182,2022-04-19,R04,B2C,social,Silver
C02183,2023-03-09,R03,B2C,paid_search,Bronze
C02184,2025-07-27,R02,B2C,organic,New
C02185,2023-02-13,R05,B2C,organic,Bronze
C02186,2025-05-07,R03,B2C,partner,Gold
C02187,2024-01-14,R12,B2C,paid_search,Silver
C02188,2024-06-16,R02,B2C,paid_search,Silver
C02189,2024-08-20,R03,B2C,organic,Gold
C02190,2024-01-25,R02,B2C,partner,New
C02191,2022-02-16,R05,B2C,organic,Gold
C02192,2025-06-12,R05,B2C,social,Bronze
C02193,2023-10-13,R07,B2C,organic,Silver
C02194,2024-06-16,R11,B2B,organic,Bronze
C02195,2024-01-29,R02,B2C,social,Bronze
C02196,2024-06-20,R07,B2C,social,Bronze
C02197,2023-05-01,R01,B2C,social,Bronze
C02198,2025-03-01,R02,B2C,organic,New
C02199,2022-11-04,R04,B2C,partner,Bronze
C02200,2024-06-13,R01,B2C,paid_search,Silver
C02201,2024-03-02,R06,B2C,partner,Gold
C02202,2023-11-21,R07,B2C,organic,New
C02203,2022-01-31,R08,B2C,paid_search,New
C02204,2023-06-18,R05,B2C,paid_search,Silver
C02205,2022-03-07,R06,B2C,social,Silver
C02206,2023-11-20,R03,B2C,social,Silver
C02207,2024-07-30,R01,B2C,paid_search,Gold
C02208,2023-12-17,R01,B2C,organic,New
C02209,2024-11-02,R07,B2C,organic,Bronze
C02210,2023-05-09,R12,B2C,organic,Gold
C02211,2023-02-24,R01,B2C,referral,Silver
C02212,2023-09-06,R05,B2C,organic,Bronze
C02213,2022-11-10,R08,B2C,organic,Gold
C02214,2025-01-02,R09,B2C,paid_search,Bronze
C02215,2025-01-13,R05,B2C,organic,New
C02216,2023-07-25,R06,B2C,partner,New
C02217,2024-12-21,R07,B2C,paid_search,Silver
C02218,2022-02-04,R10,B2C,partner,Silver
C02219,2022-07-31,R01,B2C,social,New
C02220,2023-01-23,R11,B2C,paid_search,Bronze
C02221,2023-06-16,R01,B2C,paid_search,Silver
C02222,2022-11-14,R09,B2C,social,New
C02223,2023-12-03,R01,B2C,social,Silver
C02224,2024-12-22,R02,B2C,organic,Bronze
C02225,2023-09-17,R01,B2C,referral,Gold
C02226,2023-09-08,R04,B2C,paid_search,Silver
C02227,2022-03-23,R03,B2C,paid_search,Bronze
C02228,2023-01-19,R02,B2C,paid_search,Silver
C02229,2025-01-10,R04,B2C,social,Silver
C02230,2025-01-14,R03,B2C,paid_search,Bronze
C02231,2022-05-23,R08,B2C,paid_search,Bronze
C02232,2022-01-27,R10,B2B,organic,Silver
C02233,2025-02-11,R07,B2C,paid_search,Silver
C02234,2022-08-27,R01,B2C,organic,Silver
C02235,2024-02-26,R02,B2C,referral,Bronze
C02236,2025-02-06,R11,B2C,paid_search,Silver
C02237,2024-12-13,R01,B2C,partner,Silver
C02238,2024-01-24,R03,B2B,social,Bronze
C02239,2023-05-31,R11,B2B,social,Bronze
C02240,2024-11-25,R11,B2C,partner,Bronze
C02241,2024-08-09,R04,B2C,organic,Silver
C02242,2025-02-21,R07,B2C,paid_search,New
C02243,2023-12-05,R04,B2C,organic,Gold
C02244,2025-07-13,R08,B2C,organic,Bronze
C02245,2024-11-19,R01,B2C,paid_search,Silver
C02246,2022-03-28,R01,B2C,social,New
C02247,2023-02-07,R06,B2C,referral,Silver
C02248,2024-12-30,R02,B2C,organic,Bronze
C02249,2022-06-08,R07,B2C,social,Silver
C02250,2024-08-28,R03,B2B,organic,Gold
C02251,2023-04-12,R10,B2C,organic,New
C02252,2022-10-11,R09,B2C,organic,New
C02253,2024-01-10,R05,B2C,social,New
C02254,2025-06-29,R08,B2C,paid_search,Bronze
C02255,2025-05-13,R02,B2C,organic,Silver
C02256,2023-07-08,R05,B2C,organic,New
C02257,2022-01-06,R02,B2C,paid_search,Silver
C02258,2025-04-30,R10,B2C,referral,Bronze
C02259,2025-05-13,R09,B2C,organic,Gold
C02260,2024-04-08,R11,B2C,social,Bronze
C02261,2024-05-10,R10,B2B,social,Gold
C02262,2023-12-23,R12,B2C,paid_search,Bronze
C02263,2022-08-07,R02,B2C,organic,Gold
C02264,2022-07-16,R11,B2C,partner,Silver
C02265,2025-06-05,R06,B2C,paid_search,Bronze
C02266,2022-03-10,R04,B2C,paid_search,Silver
C02267,2024-02-02,R06,B2C,referral,Bronze
C02268,2023-05-12,R03,B2C,referral,Bronze
C02269,2022-01-09,R02,B2C,social,Bronze
C02270,2025-06-12,R02,B2C,referral,Gold
C02271,2022-01-26,R01,B2C,organic,Silver
C02272,2025-03-17,R05,B2C,referral,New
C02273,2024-11-30,R10,B2C,paid_search,Silver
C02274,2024-12-22,R06,B2C,referral,Bronze
C02275,2022-08-10,R05,B2C,paid_search,New
C02276,2025-04-21,R04,B2C,organic,New
C02277,2024-03-30,R04,B2C,paid_search,New
C02278,2023-07-05,R02,B2C,social,Silver
C02279,2024-07-21,R09,B2C,paid_search,Bronze
C02280,2023-04-13,R02,B2C,referral,New
C02281,2023-01-18,R08,B2C,organic,Bronze
C02282,2023-01-30,R08,B2C,organic,Gold
C02283,2024-02-19,R06,B2C,paid_search,Silver
C02284,2024-04-02,R10,B2C,paid_search,Bronze
C02285,2022-11-25,R02,B2B,social,Silver
C02286,2022-12-03,R10,B2C,partner,New
C02287,2025-07-19,R08,B2C,social,Gold
C02288,2023-12-06,R09,B2C,paid_search,New
C02289,2025-03-23,R07,B2C,paid_search,New
C02290,2023-03-29,R10,B2C,partner,Bronze
C02291,2023-01-30,R12,B2C,social,New
C02292,2023-12-25,R04,B2C,referral,New
C02293,2024-12-02,R09,B2C,organic,Silver
C02294,2023-11-17,R08,B2B,social,Bronze
C02295,2023-02-08,R04,B2C,organic,New
C02296,2025-08-07,R11,B2C,social,Silver
C02297,2024-02-23,R03,B2C,referral,Silver
C02298,2023-06-24,R06,B2C,referral,Gold
C02299,2022-01-14,R01,B2C,organic,New
C02300,2024-02-09,R02,B2C,referral,Silver
C02301,2024-04-30,R10,B2C,organic,Silver
C02302,2025-06-25,R03,B2C,paid_search,Bronze
C02303,2022-11-12,R03,B2C,social,Bronze
C02304,2022-08-11,R02,B2C,paid_search,Bronze
C02305,2025-09-30,R05,B2C,paid_search,New
C02306,2024-01-24,R09,B2B,social,Silver
C02307,2022-02-06,R11,B2C,social,Silver
C02308,2022-05-25,R01,B2C,social,New
C02309,2023-10-13,R06,B2C,paid_search,Bronze
C02310,2024-04-25,R04,B2C,social,Gold
C02311,2022-11-30,R06,B2C,paid_search,Bronze
C02312,2023-05-16,R04,B2C,organic,Bronze
C02313,2024-10-04,R03,B2C,paid_search,Gold
C02314,2025-08-17,R04,B2C,social,New
C02315,2023-11-04,R06,B2C,organic,Silver
C02316,2023-07-23,R05,B2C,organic,Silver
C02317,2023-05-10,R04,B2C,partner,Bronze
C02318,2022-07-06,R09,B2C,referral,Bronze
C02319,2022-03-14,R08,B2C,social,Gold
C02320,2025-02-15,R03,B2C,referral,New
C02321,2022-02-20,R09,B2C,partner,New
C02322,2025-01-28,R10,B2C,paid_search,Bronze
C02323,2022-12-05,R01,B2C,organic,Silver
C02324,2024-08-09,R06,B2C,social,Bronze
C02325,2025-07-26,R02,B2C,partner,Bronze
C02326,2024-10-22,R08,B2C,social,Bronze
C02327,2024-09-25,R02,B2C,organic,Bronze
C02328,2022-12-29,R07,B2C,partner,Silver
C02329,2024-03-29,R02,B2C,social,Gold
C02330,2024-05-28,R05,B2C,paid_search,Bronze
C02331,2023-08-06,R11,B2B,partner,Silver
C02332,2022-02-22,R03,B2C,social,Silver
C02333,2025-06-03,R10,B2C,referral,Silver
C02334,2022-09-27,R12,B2C,partner,Bronze
C02335,2025-08-25,R10,B2C,organic,New
