line_id,order_id,order_datetime,customer_id,loyalty_member,customer_age_group,store_id,store_name,admin_district,district,latitude,longitude,sales_channel,product_id,product_name,product_category,size,quantity,unit_price_rub,discount_pct,promo_code,payment_method,gross_revenue_rub,discount_amount_rub,net_revenue_rub,unit_cost_rub,total_cost_rub,gross_profit_rub,customer_rating
L0000451,O000287,2025-11-07 14:46:52,,Нет,,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Касса,P007,Фильтр-кофе,Кофейные напитки,M,1,270.0,0,,Банковская карта,270.0,0.0,270.0,85.0,85.0,185.0,5.0
L0009254,O005765,2025-11-01 12:48:27,,Нет,,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,20,LOYAL10,СБП,300.0,60.0,240.0,107.0,107.0,133.0,
L0001583,O001002,2025-03-17 16:25:38,C01355,Да,55+,S012,КофеТочка Сокольники,ВАО,Сокольники,55.7892,37.6797,Касса,P004,Латте,Кофейные напитки,M,1,330.0,0,,Банковская карта,330.0,0.0,330.0,119.0,119.0,211.0,
L0006405,O004003,2025-02-07 19:40:24,,Нет,,S019,КофеТочка Нагатино,ЮАО,Нагатино-Садовники,55.6788,37.6537,Доставка,P007,Фильтр-кофе,Кофейные напитки,S,1,230.0,0,,Банковская карта,230.0,0.0,230.0,70.0,70.0,160.0,
L0004772,O002975,2025-10-10 14:55:49,C02502,Да,25–34,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Мобильное приложение,P004,Латте,Кофейные напитки,L,1,365.0,0,,СБП,365.0,0.0,365.0,132.0,132.0,233.0,
L0009935,O006201,2025-03-05 08:25:46,C01010,Да,18–24,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Касса,P002,Американо,Кофейные напитки,S,3,200.0,15,WELCOME5,Банковская карта,600.0,90.0,510.0,58.0,174.0,336.0,
L0004096,O002554,2025-12-25 09:37:40,,Нет,,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Мобильное приложение,P004,Латте,Кофейные напитки,L,2,365.0,0,,СБП,730.0,0.0,730.0,132.0,264.0,466.0,
L0003546,O002211,2025-05-26 09:56:11,,Нет,,S004,КофеТочка Басманная,ЦАО,Басманный,55.7667,37.6749,Мобильное приложение,P001,Эспрессо,Кофейные напитки,M,1,200.0,0,,СБП,200.0,0.0,200.0,63.0,63.0,137.0,
L0009080,O005654,2025-05-17 10:18:56,,Нет,,S004,КофеТочка Басманная,ЦАО,Басманный,55.7667,37.6749,Касса,P010,Какао,Чай и другие напитки,M,1,320.0,0,,Банковская карта,320.0,0.0,320.0,120.0,120.0,200.0,
L0004721,O002939,2025-04-19 16:13:42,,Нет,,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Касса,P006,Раф,Кофейные напитки,M,2,380.0,0,,Банковская карта,760.0,0.0,760.0,147.0,294.0,466.0,
L0007624,O004751,2025-06-27 06:05:04,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P017,Брауни,Десерты,Не применимо,1,250.0,0,,Банковская карта,250.0,0.0,250.0,118.0,118.0,132.0,5.0
L0004358,O002714,2025-04-10 08:39:40,C01659,Да,45–54,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Доставка,P005,Флэт уайт,Кофейные напитки,L,1,375.0,15,LOYAL10,Банковская карта,375.0,56.25,318.75,136.0,136.0,182.75,4.0
L0003211,O002003,2025-12-28 11:36:08,C00024,Да,35–44,S027,КофеТочка Щукино,СЗАО,Щукино,55.8071,37.4648,Мобильное приложение,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,390.0,0,,СБП,390.0,0.0,390.0,205.0,205.0,185.0,
L0006124,O003823,2025-01-13 16:21:31,,Нет,,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Касса,P016,Морковный торт,Десерты,Не применимо,1,300.0,0,,СБП,300.0,0.0,300.0,148.0,148.0,152.0,
L0004627,O002886,2025-07-02 11:31:42,C00005,Да,25–34,S029,КофеТочка Митино,СЗАО,Митино,55.8452,37.3618,Мобильное приложение,P007,Фильтр-кофе,Кофейные напитки,L,1,315.0,0,,Банковская карта,315.0,0.0,315.0,98.0,98.0,217.0,5.0
L0000036,O000022,2025-12-02 06:19:34,C01056,Да,18–24,S016,КофеТочка Марьино,ЮВАО,Марьино,55.649,37.7432,Касса,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,390.0,0,,Банковская карта,390.0,0.0,390.0,205.0,205.0,185.0,5.0
L0005500,O003438,2025-10-28 08:11:49,C01864,Да,25–34,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Касса,P005,Флэт уайт,Кофейные напитки,S,2,300.0,0,,Банковская карта,600.0,0.0,600.0,108.0,216.0,384.0,5.0
L0009260,O005768,2025-06-18 09:38:06,C00863,Да,18–24,S027,КофеТочка Щукино,СЗАО,Щукино,55.8071,37.4648,Касса,P008,Чай чёрный,Чай и другие напитки,M,1,260.0,10,LOYAL10,Банковская карта,260.0,26.0,234.0,70.0,70.0,164.0,5.0
L0002625,O001639,2025-09-11 11:19:28,,Нет,,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Касса,P007,Фильтр-кофе,Кофейные напитки,M,1,270.0,15,WELCOME5,СБП,270.0,40.5,229.5,85.0,85.0,144.5,
L0000363,O000230,2025-11-06 09:32:26,,Нет,,S012,КофеТочка Сокольники,ВАО,Сокольники,55.7892,37.6797,Мобильное приложение,P008,Чай чёрный,Чай и другие напитки,M,1,260.0,15,LUNCH15,СБП,260.0,39.0,221.0,70.0,70.0,151.0,
L0000239,O000153,2025-11-05 07:57:06,C01462,Да,18–24,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Касса,P005,Флэт уайт,Кофейные напитки,S,1,300.0,0,,Банковская карта,300.0,0.0,300.0,108.0,108.0,192.0,
L0005488,O003430,2025-08-22 14:34:02,C01653,Да,25–34,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P016,Морковный торт,Десерты,Не применимо,1,310.0,0,,Наличные,310.0,0.0,310.0,148.0,148.0,162.0,
L0004443,O002766,2025-09-26 19:02:27,C01103,Да,45–54,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Мобильное приложение,P002,Американо,Кофейные напитки,S,1,200.0,0,,Банковская карта,200.0,0.0,200.0,58.0,58.0,142.0,
L0007435,O004628,2025-07-13 08:51:01,C01727,Да,25–34,S004,КофеТочка Басманная,ЦАО,Басманный,55.7667,37.6749,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,15,LUNCH15,Банковская карта,300.0,45.0,255.0,107.0,107.0,148.0,
L0005165,O003226,2025-08-01 16:53:29,C02330,Да,25–34,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Касса,P001,Эспрессо,Кофейные напитки,S,1,160.0,0,,Банковская карта,160.0,0.0,160.0,48.0,48.0,112.0,
L0009086,O005658,2025-06-29 21:34:02,,Нет,,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Касса,P013,Булочка с корицей,Выпечка,Не применимо,1,210.0,0,,СБП,210.0,0.0,210.0,96.0,96.0,114.0,
L0009161,O005707,2025-12-18 11:10:11,C01358,Да,25–34,S030,КофеТочка Зеленоград,ЗелАО,Матушкино,55.9964,37.1904,Касса,P002,Американо,Кофейные напитки,L,1,275.0,0,,Банковская карта,275.0,0.0,275.0,86.0,86.0,189.0,5.0
L0004364,O002717,2025-04-13 10:03:02,,Нет,,S021,КофеТочка Гагаринская,ЮЗАО,Гагаринский,55.7046,37.5503,Мобильное приложение,P007,Фильтр-кофе,Кофейные напитки,M,1,270.0,0,,СБП,270.0,0.0,270.0,85.0,85.0,185.0,
L0007594,O004732,2025-01-21 12:22:38,C00074,Да,35–44,S015,КофеТочка Лефортово,ЮВАО,Лефортово,55.7556,37.7047,Доставка,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,400.0,0,,СБП,400.0,0.0,400.0,205.0,205.0,195.0,
L0001308,O000835,2025-10-01 08:45:42,C01545,Да,55+,S022,КофеТочка Академическая,ЮЗАО,Академический,55.6875,37.5724,Касса,P013,Булочка с корицей,Выпечка,Не применимо,2,210.0,0,,Банковская карта,420.0,0.0,420.0,96.0,192.0,228.0,
L0009361,O005835,2025-04-14 13:24:57,C00099,Да,18–24,S007,КофеТочка Беговая,САО,Беговой,55.7818,37.5597,Касса,P002,Американо,Кофейные напитки,M,1,240.0,0,,СБП,240.0,0.0,240.0,73.0,73.0,167.0,
L0009617,O005998,2025-06-08 11:21:50,C00794,Да,25–34,S026,КофеТочка Кунцево,ЗАО,Кунцево,55.7301,37.4457,Доставка,P015,Чизкейк,Десерты,Не применимо,1,330.0,0,,СБП,330.0,0.0,330.0,164.0,164.0,166.0,
L0002102,O001324,2025-10-10 11:47:46,C02262,Да,25–34,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Касса,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,390.0,0,,Наличные,390.0,0.0,390.0,205.0,205.0,185.0,
L0008265,O005157,2025-02-07 13:36:30,C00527,Да,25–34,S021,КофеТочка Гагаринская,ЮЗАО,Гагаринский,55.7046,37.5503,Касса,P001,Эспрессо,Кофейные напитки,M,1,200.0,0,,Наличные,200.0,0.0,200.0,63.0,63.0,137.0,
L0003039,O001895,2025-02-16 07:30:07,,Нет,,S026,КофеТочка Кунцево,ЗАО,Кунцево,55.7301,37.4457,Касса,P017,Брауни,Десерты,Не применимо,2,250.0,0,,Банковская карта,500.0,0.0,500.0,118.0,236.0,264.0,4.0
L0004275,O002660,2025-05-14 11:51:03,C02237,Да,25–34,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Доставка,P002,Американо,Кофейные напитки,M,1,240.0,0,,Банковская карта,240.0,0.0,240.0,73.0,73.0,167.0,5.0
L0005051,O003153,2025-10-28 10:34:18,C01324,Да,18–24,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Мобильное приложение,P001,Эспрессо,Кофейные напитки,L,1,235.0,0,,Банковская карта,235.0,0.0,235.0,76.0,76.0,159.0,
L0001321,O000843,2025-09-16 17:40:04,C00527,Да,18–24,S004,КофеТочка Басманная,ЦАО,Басманный,55.7667,37.6749,Мобильное приложение,P006,Раф,Кофейные напитки,L,2,415.0,0,,Банковская карта,830.0,0.0,830.0,160.0,320.0,510.0,
L0004421,O002755,2025-09-01 09:11:33,,Нет,,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Касса,P002,Американо,Кофейные напитки,M,2,240.0,5,LOYAL10,Банковская карта,480.0,24.0,456.0,73.0,146.0,310.0,
L0006322,O003951,2025-06-01 11:59:20,,Нет,,S004,КофеТочка Басманная,ЦАО,Басманный,55.7667,37.6749,Касса,P013,Булочка с корицей,Выпечка,Не применимо,1,210.0,0,,Банковская карта,210.0,0.0,210.0,96.0,96.0,114.0,
L0006722,O004199,2025-07-05 12:59:41,C02470,Да,35–44,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Касса,P004,Латте,Кофейные напитки,M,1,320.0,0,,Банковская карта,320.0,0.0,320.0,119.0,119.0,201.0,
L0000226,O000146,2025-10-08 13:48:17,C01923,Да,25–34,S022,КофеТочка Академическая,ЮЗАО,Академический,55.6875,37.5724,Доставка,P015,Чизкейк,Десерты,Не применимо,1,330.0,0,,Банковская карта,330.0,0.0,330.0,164.0,164.0,166.0,
L0003593,O002242,2025-04-08 19:01:07,C02524,Да,55+,S016,КофеТочка Марьино,ЮВАО,Марьино,55.649,37.7432,Мобильное приложение,P006,Раф,Кофейные напитки,M,1,380.0,0,,Банковская карта,380.0,0.0,380.0,147.0,147.0,233.0,
L0005927,O003697,2025-09-02 17:12:15,C00738,Да,18–24,S015,КофеТочка Лефортово,ЮВАО,Лефортово,55.7556,37.7047,Доставка,P006,Раф,Кофейные напитки,M,1,380.0,5,APP10,Банковская карта,380.0,19.0,361.0,147.0,147.0,214.0,5.0
L0005924,O003696,2025-09-01 17:16:17,,Нет,,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Касса,P010,Какао,Чай и другие напитки,S,1,280.0,0,,СБП,280.0,0.0,280.0,105.0,105.0,175.0,5.0
L0005082,O003174,2025-07-17 07:27:57,,Нет,,S025,КофеТочка Раменки,ЗАО,Раменки,55.705,37.51,Мобильное приложение,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,0,,Банковская карта,250.0,0.0,250.0,118.0,118.0,132.0,
L0004902,O003058,2025-03-20 13:18:29,,Нет,,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Мобильное приложение,P002,Американо,Кофейные напитки,M,1,240.0,0,,Банковская карта,240.0,0.0,240.0,73.0,73.0,167.0,
L0009301,O005794,2025-09-20 10:49:59,,Нет,,S021,КофеТочка Гагаринская,ЮЗАО,Гагаринский,55.7046,37.5503,Мобильное приложение,P011,Круассан классический,Выпечка,Не применимо,1,190.0,0,,Банковская карта,190.0,0.0,190.0,86.0,86.0,104.0,
L0002811,O001749,2025-09-25 21:41:18,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Мобильное приложение,P019,Сэндвич овощной,Сэндвичи,Не применимо,1,360.0,0,,Банковская карта,360.0,0.0,360.0,184.0,184.0,176.0,
L0006937,O004328,2025-05-27 08:23:51,C02259,Да,18–24,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Касса,P003,Капучино,Кофейные напитки,S,1,260.0,0,,Банковская карта,260.0,0.0,260.0,92.0,92.0,168.0,
L0001606,O001015,2025-03-20 10:27:22,,Нет,,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Мобильное приложение,P002,Американо,Кофейные напитки,L,1,275.0,0,,Банковская карта,275.0,0.0,275.0,86.0,86.0,189.0,
L0006481,O004053,2025-05-26 11:49:53,C02413,Да,45–54,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Мобильное приложение,P013,Булочка с корицей,Выпечка,Не применимо,1,210.0,0,,Банковская карта,210.0,0.0,210.0,96.0,96.0,114.0,4.0
L0007792,O004858,2025-06-08 09:14:59,,Нет,,S019,КофеТочка Нагатино,ЮАО,Нагатино-Садовники,55.6788,37.6537,Касса,P013,Булочка с корицей,Выпечка,Не применимо,2,210.0,0,,Банковская карта,420.0,0.0,420.0,96.0,192.0,228.0,
L0001270,O000806,2025-02-11 20:42:36,,Нет,,S022,КофеТочка Академическая,ЮЗАО,Академический,55.6875,37.5724,Доставка,P008,Чай чёрный,Чай и другие напитки,L,1,295.0,0,,Банковская карта,295.0,0.0,295.0,83.0,83.0,212.0,
L0001709,O001076,2025-04-02 08:14:01,,Нет,,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Мобильное приложение,P003,Капучино,Кофейные напитки,L,1,335.0,10,LOYAL10,Банковская карта,335.0,33.5,301.5,120.0,120.0,181.5,
L0000204,O000132,2025-05-31 11:18:16,C01788,Да,25–34,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Доставка,P003,Капучино,Кофейные напитки,M,1,300.0,0,,Банковская карта,300.0,0.0,300.0,107.0,107.0,193.0,4.0
L0000389,O000247,,,Нет,,S005,КофеТочка Пресня,ЦАО,Пресненский,55.7608,37.5574,Касса,P016,Морковный торт,Десерты,Не применимо,1,300.0,0,,СБП,300.0,0.0,300.0,148.0,148.0,152.0,
L0009012,O005611,2025-12-17 17:23:57,,Нет,,S011,КофеТочка Бутырская,СВАО,Бутырский,55.8084,37.5811,Доставка,P004,Латте,Кофейные напитки,L,1,365.0,0,,Банковская карта,365.0,0.0,365.0,132.0,132.0,233.0,5.0
L0003918,O002449,2025-11-23 09:47:20,,Нет,,S009,КофеТочка Останкино,СВАО,Останкинский,55.8211,37.6208,Доставка,P003,Капучино,Кофейные напитки,L,1,335.0,0,,Банковская карта,335.0,0.0,335.0,120.0,120.0,215.0,5.0
L0006179,O003861,2025-08-27 14:41:28,C00087,Да,18–24,S028,КофеТочка Строгино,СЗАО,Строгино,55.8037,37.4026,Мобильное приложение,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,10,LUNCH15,Банковская карта,250.0,25.0,225.0,118.0,118.0,107.0,
L0005640,O003521,2025-09-21 14:48:43,,Нет,,S007,КофеТочка Беговая,САО,Беговой,55.7818,37.5597,Доставка,P010,Какао,Чай и другие напитки,M,1,320.0,0,,СБП,320.0,0.0,320.0,120.0,120.0,200.0,
L0004717,O002937,2025-02-24 18:29:36,C00654,Да,35–44,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,5,WELCOME5,Банковская карта,300.0,15.0,285.0,107.0,107.0,178.0,
L0003243,O002022,2025-06-27 14:37:37,,Нет,,S025,КофеТочка Раменки,ЗАО,Раменки,55.705,37.51,Доставка,P008,Чай чёрный,Чай и другие напитки,L,1,295.0,5,APP10,Банковская карта,295.0,14.75,280.25,83.0,83.0,197.25,
L0008896,O005541,2025-12-28 17:29:25,,Нет,,S030,КофеТочка Зеленоград,ЗелАО,Матушкино,55.9964,37.1904,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,0,,Наличные,300.0,0.0,300.0,107.0,107.0,193.0,
L0003811,O002378,2025-02-04 14:37:45,,Нет,,S016,КофеТочка Марьино,ЮВАО,Марьино,55.649,37.7432,Касса,P016,Морковный торт,Десерты,Не применимо,2,290.0,0,,Банковская карта,580.0,0.0,580.0,148.0,296.0,284.0,
L0001353,O000864,2025-08-04 09:36:34,,Нет,,S025,КофеТочка Раменки,ЗАО,Раменки,55.705,37.51,Касса,P001,Эспрессо,Кофейные напитки,L,2,235.0,0,,Наличные,470.0,0.0,470.0,76.0,152.0,318.0,
L0003612,O002253,2025-02-10 17:56:17,,Нет,,S021,КофеТочка Гагаринская,ЮЗАО,Гагаринский,55.7046,37.5503,Касса,P018,Сэндвич с индейкой,сэндвичи,Не применимо,1,390.0,0,,Банковская карта,390.0,0.0,390.0,205.0,205.0,185.0,
L0005880,O003669,2025-07-01 17:42:31,C00451,Да,25–34,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P003,Капучино,Кофейные напитки,M,1,300.0,0,,Банковская карта,300.0,0.0,300.0,107.0,107.0,193.0,
L0000269,O000172,2025-11-27 16:42:44,C01240,Да,35–44,S027,КофеТочка Щукино,СЗАО,Щукино,55.8071,37.4648,Касса,P002,Американо,Кофейные напитки,M,1,240.0,0,,Банковская карта,240.0,0.0,240.0,73.0,73.0,167.0,
L0008092,O005043,2025-08-12 10:53:28,C01530,Да,18–24,S029,КофеТочка Митино,СЗАО,Митино,55.8452,37.3618,Мобильное приложение,P002,Американо,Кофейные напитки,S,1,200.0,0,,Банковская карта,200.0,0.0,200.0,58.0,58.0,142.0,
L0002537,O001585,2025-08-03 16:19:55,C00054,Да,35–44,S017,КофеТочка Кузьминки,ЮВАО,Кузьминки,55.7056,37.7656,Доставка,P006,Раф,Кофейные напитки,M,1,380.0,0,,Банковская карта,380.0,0.0,380.0,147.0,147.0,233.0,5.0
L0007948,O004961,2025-08-31 14:09:40,,Нет,,S023,КофеТочка Южное Бутово,ЮЗАО,Южное Бутово,55.5417,37.5304,Доставка,P010,Какао,Чай и другие напитки,S,1,280.0,10,DELIVERY20,Банковская карта,280.0,28.0,252.0,105.0,105.0,147.0,
L0005345,O003341,2025-09-07 14:58:15,,Нет,,S016,КофеТочка Марьино,ЮВАО,Марьино,55.649,37.7432,Мобильное приложение,P011,Круассан классический,Выпечка,Не применимо,1,190.0,15,WELCOME5,СБП,190.0,28.5,161.5,86.0,86.0,75.5,5.0
L0006181,O003862,2025-12-25 18:26:30,C02600,Да,45–54,S008,КофеТочка Хорошёво,САО,Хорошёвский,55.7764,37.5014,Доставка,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,0,,СБП,250.0,0.0,250.0,118.0,118.0,132.0,
L0004826,O003015,2025-08-08 13:02:26,C02420,Да,35–44,S012,КофеТочка Сокольники,ВАО,Сокольники,55.7892,37.6797,Доставка,P004,Латте,Кофейные напитки,M,1,330.0,0,,Банковская карта,330.0,0.0,330.0,119.0,119.0,211.0,
L0008999,O005603,2025-01-31 13:48:53,C02277,Да,55+,S030,КофеТочка Зеленоград,ЗелАО,Матушкино,55.9964,37.1904,Доставка,P002,Американо,Кофейные напитки,M,1,240.0,0,,Банковская карта,240.0,0.0,240.0,73.0,73.0,167.0,
L0004131,O002575,2025-04-14 16:52:28,,Нет,,S009,КофеТочка Останкино,СВАО,Останкинский,55.8211,37.6208,Мобильное приложение,P005,Флэт уайт,Кофейные напитки,L,1,385.0,0,,Банковская карта,385.0,0.0,385.0,136.0,136.0,249.0,
L0006508,O004069,2025-08-14 18:48:00,C00128,Да,55+,S004,КофеТочка Басманная,ЦАО,Басманный,55.7667,37.6749,Касса,P007,Фильтр-кофе,Кофейные напитки,L,1,305.0,0,,Банковская карта,305.0,0.0,305.0,98.0,98.0,207.0,5.0
L0005183,O003236,2025-07-12 11:37:16,C02504,Да,25–34,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Касса,P007,Фильтр-кофе,Кофейные напитки,S,1,230.0,0,,Банковская карта,230.0,0.0,230.0,70.0,70.0,160.0,
L0006184,O003864,2025-06-11 14:34:55,,Нет,,S012,КофеТочка Сокольники,ВАО,Сокольники,55.7892,37.6797,Касса,P004,Латте,Кофейные напитки,M,1,330.0,0,,СБП,330.0,0.0,330.0,119.0,119.0,211.0,5.0
L0000107,O000067,2025-11-10 08:32:06,C00938,Да,35–44,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Касса,P006,Раф,Кофейные напитки,L,1,415.0,0,,СБП,415.0,0.0,415.0,160.0,160.0,255.0,
L0004971,O003105,2025-06-29 18:33:44,C00953,Да,35–44,S019,КофеТочка Нагатино,ЮАО,Нагатино-Садовники,55.6788,37.6537,Касса,P011,Круассан классический,Выпечка,Не применимо,1,190.0,0,,Банковская карта,190.0,0.0,190.0,86.0,86.0,104.0,
L0000122,O000076,2025-07-18 18:54:01,C01372,Да,35–44,S029,КофеТочка Митино,СЗАО,Митино,55.8452,37.3618,Касса,P018,Сэндвич с индейкой,Сэндвичи,Не применимо,1,390.0,0,,Наличные,390.0,0.0,390.0,205.0,205.0,185.0,
L0004416,O002751,2025-01-09 09:42:59,C00054,Да,25–34,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Касса,P006,Раф,Кофейные напитки,S,1,340.0,0,,Банковская карта,340.0,0.0,340.0,132.0,132.0,208.0,4.0
L0001430,O000911,2025-04-08 06:14:27,C00595,Да,25–34,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Касса,P011,Круассан классический,Выпечка,Не применимо,1,190.0,10,LOYAL10,Банковская карта,190.0,19.0,171.0,86.0,86.0,85.0,
L0002886,O001796,2025-08-20 19:05:52,C01222,Да,35–44,S021,КофеТочка Гагаринская,ЮЗАО,Гагаринский,55.7046,37.5503,Касса,P001,Эспрессо,Кофейные напитки,M,1,200.0,10,WELCOME5,Банковская карта,200.0,20.0,180.0,63.0,63.0,117.0,
L0000175,O000110,2025-08-13 09:09:25,C00654,Да,35–44,S024,КофеТочка Дорогомилово,ЗАО,Дорогомилово,55.7436,37.5657,Касса,P004,Латте,Кофейные напитки,M,1,320.0,0,,Банковская карта,320.0,0.0,320.0,119.0,119.0,201.0,
L0002677,O001674,2025-05-09 09:02:07,C00268,Да,25–34,S006,КофеТочка Аэропорт,САО,Аэропорт,55.8001,37.5326,Касса,P016,Морковный торт,Десерты,Не применимо,1,300.0,0,,Банковская карта,300.0,0.0,300.0,148.0,148.0,152.0,
L0007156,O004460,2025-07-01 13:58:44,,Нет,,S016,КофеТочка Марьино,ЮВАО,Марьино,55.649,37.7432,Доставка,P004,Латте,Кофейные напитки,M,1,320.0,0,,Банковская карта,320.0,0.0,320.0,119.0,119.0,201.0,
L0009878,O006166,2025-10-28 02:10:06,C02330,Да,45–54,S016,КофеТочка Марьино,ЮВАО,Марьино,55.649,37.7432,Касса,P006,Раф,Кофейные напитки,M,1,380.0,0,,Наличные,380.0,0.0,380.0,147.0,147.0,233.0,5.0
L0006827,O004261,2025-06-25 11:39:07,C01186,Да,45–54,S012,КофеТочка Сокольники,ВАО,Сокольники,55.7892,37.6797,Касса,P002,Американо,Кофейные напитки,S,1,200.0,0,,Банковская карта,200.0,0.0,200.0,58.0,58.0,142.0,
L0009576,O005971,2025-12-22 08:15:39,C01801,Да,35–44,S001,КофеТочка Арбат,ЦАО,Арбат,55.7522,37.5902,Мобильное приложение,P012,Круассан с сыром,Выпечка,Не применимо,1,250.0,5,APP10,Банковская карта,250.0,12.5,237.5,118.0,118.0,119.5,5.0
L0008786,O005474,2025-03-21 09:07:52,C00741,Да,45–54,S002,КофеТочка Тверская,ЦАО,Тверской,55.7653,37.6059,Мобильное приложение,P004,Латте,Кофейные напитки,M,1,330.0,5,LOYAL10,Банковская карта,330.0,16.5,313.5,119.0,119.0,194.5,
L0007480,O004657,2025-05-26 13:37:48,,Нет,,S003,КофеТочка Хамовники,ЦАО,Хамовники,55.7339,37.5747,Касса,P004,Латте,Кофейные напитки,M,1,330.0,0,,Банковская карта,330.0,0.0,330.0,119.0,119.0,211.0,
L0005529,O003454,2025-08-06 14:31:19,,Нет,,S017,КофеТочка Кузьминки,ЮВАО,Кузьминки,55.7056,37.7656,Касса,P012,Круассан с сыром,Выпечка,Не применимо,2,250.0,0,,Банковская карта,500.0,0.0,500.0,118.0,236.0,264.0,
L0001716,O001082,2025-10-03 05:58:15,C00307,Да,18–24,S017,КофеТочка Кузьминки,ЮВАО,Кузьминки,55.7056,37.7656,Касса,P011,Круассан классический,Выпечка,Не применимо,1,190.0,0,,Банковская карта,190.0,0.0,190.0,86.0,86.0,104.0,
L0009652,O006020,2025-10-14 18:31:22,C00738,Да,25–34,S027,КофеТочка Щукино,СЗАО,Щукино,55.8071,37.4648,Касса,P003,Капучино,Кофейные напитки,M,1,5000.0,5,LOYAL10,СБП,300.0,15.0,285.0,107.0,107.0,178.0,4.0
L0007161,O004462,2025-09-28 18:53:29,C00448,Да,35–44,S021,КофеТочка Гагаринская,ЮЗАО,Гагаринский,55.7046,37.5503,Касса,P008,Чай чёрный,Чай и другие напитки,M,1,260.0,0,,Банковская карта,260.0,0.0,260.0,70.0,70.0,190.0,
L0001152,O000735,2025-09-23 17:04:03,C00054,Да,25–34,S023,КофеТочка Южное Бутово,ЮЗАО,Южное Бутово,55.5417,37.5304,Касса,P014,Маффин шоколадный,Выпечка,Не применимо,1,200.0,0,,Банковская карта,200.0,0.0,200.0,92.0,92.0,108.0,
L0002995,O001866,2025-10-23 15:43:24,C01969,Да,25–34,S025,КофеТочка Раменки,ЗАО,Раменки,55.705,37.51,Касса,P020,Сэндвич с лососем,Сэндвичи,Не применимо,1,450.0,0,,Банковская карта,450.0,0.0,450.0,245.0,245.0,205.0,
L0005068,O003166,2025-03-07 09:54:39,,Нет,,S018,КофеТочка Даниловская,ЮАО,Даниловский,55.7102,37.6234,Касса,P004,Латте,Кофейные напитки,S,1,290.0,0,,СБП,290.0,0.0,290.0,104.0,104.0,186.0,
