shipment_id,order_date,origin_city,destination_city,transport_type,cargo_weight_kg,planned_days,actual_days,delivery_cost_rub,delivery_status
SHP000816,2025-09-20,Санкт-Петербург,Казань,Авто,73.4,4,5,3338.27,Задержка
SHP005106,2025-09-26,Екатеринбург,Самара,Авто,261.7,3,3,3099.02,В срок
SHP009712,2025-01-28,Москва,Самара,Авто,373.6,3,3,3227.58,В срок
SHP001739,2025-10-25,Новосибирск,Пермь,Железная дорога,185.9,5,5,3866.63,В срок
SHP001418,2025-05-16,Москва,Санкт-Петербург,Авто,166.0,3,4,2580.47,Задержка
SHP000845,2025-01-28,Санкт-Петербург,Екатеринбург,Авиа,828.7,2,4,14514.31,Задержка
SHP003416,2025-08-18,Казань,Самара,Авто,628.5,2,2,2897.5,В срок
SHP005694,2025-05-05,Новосибирск,Ростов-на-Дону,Авиа,192.2,3,2,19623.72,В срок
SHP008906,2025-12-10,Санкт-Петербург,Самара,Авто,211.7,4,6,3666.03,Задержка
SHP004454,2025-03-20,Москва,Пермь,Железная дорога,238.4,4,4,3120.26,В срок
SHP004278,2025-08-19,Казань,Санкт-Петербург,Авиа,371.1,2,2,10032.23,В срок
SHP000317,2025-08-02,Казань,Новосибирск,Железная дорога,79.6,5,4,4251.96,В срок
SHP000135,2025-10-11,Москва,Ростов-на-Дону,Авто,289.6,3,3,3555.58,В срок
SHP008622,2025-11-25,Санкт-Петербург,Екатеринбург,Авто,136.8,5,5,4962.49,В срок
SHP000842,2025-07-10,Казань,Нижний Новгород,Авто,215.4,2,2,2158.64,В срок
SHP001095,2025-09-07,Москва,Казань,Железная дорога,314.7,3,7,2867.97,Задержка
SHP003587,2025-01-02,Новосибирск,Москва,Железная дорога,192.2,6,6,5554.24,В срок
SHP005848,2025-02-26,Москва,Пермь,Авто,85.8,4,4,3463.91,В срок
SHP004702,2025-02-11,Новосибирск,Ростов-на-Дону,Авиа,251.2,3,7,17972.84,Задержка
SHP003903,2025-08-07,Москва,Санкт-Петербург,Железная дорога,472.3,3,3,3298.53,В срок
SHP005555,08.11.2025,Новосибирск,Пермь,Железная дорога,186.9,5,5,3596.42,В срок
SHP004048,2025-06-19,Москва,Ростов-на-Дону,Авто,305.7,3,3,3433.97,В срок
SHP001616,2025-05-25,Казань,Ростов-на-Дону,Авиа,136.9,2,2,8540.76,В срок
SHP005318,2025-09-18,Казань,Москва,Авто,466.9,3,3,3315.39,В срок
SHP006349,2025-10-08,Санкт-Петербург,Казань,Авиа,411.9,2,2,10570.23,В срок
SHP009711,2025-05-20,Москва,Нижний Новгород,Авто,275.7,2,6,2226.43,Задержка
SHP007178,24.06.2025,Казань,Новосибирск,Авиа,407.2,3,3,13632.63,В срок
SHP007882,2025-02-13,Санкт-Петербург,Уфа,Авто,394.7,5,5,4417.61,В срок
SHP001178,2025-10-28,Москва,Уфа,Авто,268.4,4,4,3159.55,В срок
SHP004952,2025-01-26,Санкт-Петербург,Самара,Железная дорога,951.1,4,4,4365.85,В срок
SHP008080,2025-04-17,Екатеринбург,Москва,Железная дорога,156.6,4,4,3619.12,В срок
SHP006709,2025-11-09,Москва,Новосибирск,Авиа,227.3,3,2,16235.62,В срок
SHP000399,2025-05-21,Москва,Ростов-на-Дону,Железная дорога,169.4,4,4,3109.29,В срок
SHP005488,2025-04-17,Москва,Санкт-Петербург,Авиа,137.8,2,2,6799.28,В срок
SHP003618,2025-02-04,Санкт-Петербург,Москва,Авто,611.9,3,5,3653.02,Задержка
SHP007008,2025-09-13,Москва,Екатеринбург,Авто,222.6,4,4,4356.42,В срок
SHP005584,2025-06-03,Москва,Ростов-на-Дону,Железная дорога,183.9,4,4,3397.52,В срок
SHP002165,2025-10-01,Санкт-Петербург,Нижний Новгород,Железная дорога,129.8,4,6,3121.51,Задержка
SHP004378,2025-07-15,Новосибирск,Уфа,Авиа,301.2,2,2,12347.45,В срок
SHP008929,2025-05-31,Казань,Уфа,Железная дорога,103.0,3,5,2116.04,Задержка
SHP000054,2025-12-09,Санкт-Петербург,Москва,Авто,1286.4,3,3,4823.28,В срок
SHP002606,2025-09-13,Екатеринбург,Санкт-Петербург,Авиа,114.6,2,2,11901.03,В срок
SHP007268,2025-07-29,Санкт-Петербург,Уфа,Авиа,67.9,2,2,11374.4,В срок
SHP005702,2025-11-12,Москва,Ростов-на-Дону,Авто,596.0,3,4,3825.05,Задержка
SHP006017,2025-05-16,Екатеринбург,Пермь,Авто,1421.9,2,2,5145.9,В срок
SHP003483,2025-11-11,Санкт-Петербург,Новосибирск,Авиа,877.7,3,3,21647.92,В срок
SHP008042,2025-11-11,Санкт-Петербург,Ростов-на-Дону,Авто,216.9,4,8,4269.66,Задержка
SHP007662,2025-08-19,Казань,Уфа,Авто,388.7,2,2,2594.86,В срок
SHP002680,2025-08-27,Санкт-Петербург,Ростов-на-Дону,Железная дорога,105.4,5,5,3871.19,В срок
SHP007222,2025-12-27,Новосибирск,Самара,Железная дорога,378.3,5,7,4551.4,Задержка
SHP000695,2025-06-18,Казань,Новосибирск,Железная дорога,857.7,5,5,5740.47,В срок
SHP004646,2025-08-10,Санкт-Петербург,Екатеринбург,Авто,384.8,5,5,4793.68,В срок
SHP000722,2025-04-22,Москва,Новосибирск,Железная дорога,379.7,6,6,5791.33,В срок
SHP003838,2025-12-04,Санкт-Петербург,Екатеринбург,Авиа,217.5,2,2,13230.9,В срок
SHP004798,2025-07-30,Москва,Ростов-на-Дону,Железная дорога,93.9,4,4,2508.21,В срок
SHP009686,2025-05-06,Казань,Пермь,Железная дорога,331.7,3,3,2455.63,В срок
SHP009957,2025-12-22,Москва,Новосибирск,Железная дорога,102.9,6,6,5253.35,В срок
SHP008559,2025-11-20,Москва,Екатеринбург,Железная дорога,126.2,4,4,3776.94,В срок
SHP005910,2025-08-28,Москва,Самара,Авиа,576.5,2,2,10249.49,В срок
SHP009865,2025-04-16,Новосибирск,Екатеринбург,Железная дорога,337.2,4,4,3775.03,В срок
SHP004951,2025-06-04,Москва,Новосибирск,Авиа,242.2,3,3,16537.53,В срок
SHP001813,2025-03-29,Москва,Пермь,Авто,213.1,4,4,3400.2,В срок
SHP005360,2025-12-06,Москва,Нижний Новгород,Авто,278.0,2,2,2000.63,В срок
SHP004128,2025-10-06,Новосибирск,Москва,Железная дорога,159.1,6,6,5787.22,В срок
SHP007751,2025-11-23,Москва,Пермь,Авто,179.2,4,4,3675.73,В срок
SHP006134,2025-04-30,Москва,Нижний Новгород,Железная дорога,108.4,3,3,2152.57,В срок
SHP008111,2025-08-25,Москва,Нижний Новгород,Авто,304.5,2,2,2126.4,В срок
SHP002194,2025-02-08,Екатеринбург,Пермь,Авто,20.5,2,6,1457.84,Задержка
SHP005788,2025-06-22,Москва,Пермь,Железная дорога,163.4,4,4,3336.86,В срок
SHP002904,2025-08-10,Екатеринбург,Новосибирск,Железная дорога,246.5,4,8,3518.13,Задержка
SHP002897,2025-09-30,Санкт-Петербург,Самара,Авто,1800.0,4,4,7728.1,В срок
SHP001712,2025-08-16,Москва,Самара,Авто,662.1,3,3,4196.07,В срок
SHP001214,2025-10-21,Москва,Санкт-Петербург,Авто,181.7,3,5,2370.16,Задержка
SHP004225,2025-09-20,Новосибирск,Казань,Железная дорога,146.5,5,5,4441.8,В срок
SHP007267,2025-06-02,Новосибирск,Самара,Авто,110.5,6,10,5436.74,Задержка
SHP000321,2025-03-24,Москва,Пермь,Железная дорога,722.7,4,4,3940.92,В срок
SHP008265,2025-10-29,Москва,Нижний Новгород,Авто,259.1,2,2,2420.14,В срок
SHP006001,2025-10-27,Екатеринбург,Москва,Авто,40.4,4,7,3756.42,Задержка
SHP009376,2025-09-27,Санкт-Петербург,Москва,Авто,151.0,3,3,2239.28,В срок
SHP007641,2025-12-11,Казань,Санкт-Петербург,Железная дорога,223.3,4,8,3179.48,Задержка
SHP004818,2025-07-02,Санкт-Петербург,Ростов-на-Дону,Железная дорога,1221.0,5,7,5318.46,Задержка
SHP008826,2025-06-25,Екатеринбург,Москва,Авто,75.1,4,4,3603.89,В срок
SHP009563,2025-07-30,Новосибирск,Екатеринбург,Авиа,231.6,2,2,11096.62,В срок
SHP004627,2025-08-13,Санкт-Петербург,Казань,Железная дорога,965.4,4,4,4795.3,В срок
SHP006400,2025-04-26,Екатеринбург,Казань,Авто,101.5,3,3,2441.17,В срок
SHP002987,2025-08-11,Москва,Ростов-на-Дону,Железная дорога,131.6,4,3,2594.54,В срок
SHP000492,2025-10-31,Москва,Уфа,Авто,1272.1,4,8,5746.41,Задержка
SHP009209,2025-09-15,Санкт-Петербург,Уфа,Железная дорога,846.9,5,5,4715.89,В срок
SHP006538,2025-04-22,Москва,Казань,Авто,351.7,3,7,3296.67,Задержка
SHP005151,2025-06-10,Казань,Ростов-на-Дону,Авиа,298.5,2,2,9706.87,В срок
SHP002135,2025-01-15,Санкт-Петербург,Казань,Авто,365.9,4,4,3660.68,В срок
SHP002472,2025-12-05,Москва,Пермь,Железная дорога,200.6,4,4,3282.06,В срок
SHP000500,2025-07-23,Москва,Уфа,Железная дорога,266.0,4,4,3507.09,В срок
SHP005069,2025-02-23,Москва,Ростов-на-Дону,Железная дорога,336.7,4,4,3132.51,В срок
SHP006926,2025-11-08,Москва,Пермь,Авиа,739.8,2,2,11481.72,В срок
SHP009116,2025-08-28,Казань,Ростов-на-Дону,Железная дорога,274.8,4,4,3221.79,В срок
SHP000758,2025-09-27,Москва,Уфа,Авто,105.6,4,4,3339.7,В срок
SHP009263,2025-10-26,Казань,Пермь,Авто,362.0,2,4,2828.15,Задержка
SHP000927,2025-01-23,Екатеринбург,Санкт-Петербург,Железная дорога,345.5,5,5,4288.56,В срок
SHP008963,2025-03-01,Санкт-Петербург,Екатеринбург,Авто,108.4,5,8,4112.39,Задержка
SHP003854,2025-09-22,Москва,Казань,Авто,124.9,3,3,2692.23,В срок
SHP008721,2025-05-12,Москва,Екатеринбург,Авиа,288.7,2,60,10863.52,В срок
SHP007556,2025-04-02,Казань,Уфа,Авто,253.2,2,2,2510.76,В срок
SHP005271,2025-06-17,Москва,Пермь,Железная дорога,271.1,4,4,3462.92,В срок
SHP000449,2025-09-20,Новосибирск,Екатеринбург,Авто,111.9,4,4,3368.36,В срок
SHP008889,2025-07-17,Москва,Уфа,Железная дорога,356.6,4,4,3380.54,В срок
SHP006824,2025-05-01,Санкт-Петербург,Новосибирск,Железная дорога,233.3,7,6,5606.18,В срок
SHP001003,2025-07-02,Москва,Екатеринбург,Авто,151.4,4,4,3744.29,В срок
SHP009069,2025-08-22,Казань,Нижний Новгород,Авто,97.1,2,2,1798.26,В срок
SHP008703,2025-01-31,Казань,Самара,Железная дорога,300.5,3,3,2211.92,В срок
SHP005476,2025-07-29,Новосибирск,Уфа,Железная дорога,747.3,5,5,4985.26,В срок
SHP002748,2025-06-04,Новосибирск,Самара,Железная дорога,417.4,5,5,5006.8,В срок
SHP008869,2025-02-27,Санкт-Петербург,Уфа,Железная дорога,518.3,5,9,4106.75,Задержка
SHP009060,2025-07-26,Москва,Нижний Новгород,Железная дорога,75.2,3,3,1911.97,В срок
SHP001466,2025-05-10,Москва,Казань,Авиа,491.7,2,2,9670.95,В срок
SHP003934,2025-07-30,Москва,Екатеринбург,Авто,692.6,4,6,6270.05,Задержка
SHP007581,2025-12-19,Казань,Санкт-Петербург,Железная дорога,400.5,4,7,4052.73,Задержка
SHP007843,2025-04-28,Казань,Москва,Авто,98.3,3,3,2393.5,В срок
SHP002404,2025-06-27,Санкт-Петербург,Пермь,Авто,145.6,4,4,4330.79,В срок
SHP005279,2025-08-17,Москва,Ростов-на-Дону,Авиа,257.0,2,2,8791.13,В срок
SHP007434,2025-03-28,Москва,Екатеринбург,Авиа,589.5,2,2,12465.19,В срок
SHP004047,2025-07-22,Екатеринбург,Казань,Авто,676.8,3,3,3398.85,В срок
SHP001738,2025-03-29,Москва,Самара,Железная дорога,465.3,4,5,2846.2,Задержка
SHP005812,2025-01-31,Казань,Самара,Авто,146.4,2,2,-100.0,В срок
SHP003341,2025-03-19,Москва,Санкт-Петербург,Железная дорога,1218.0,3,3,4230.83,В срок
SHP001891,2025-07-23,Казань,Пермь,Авто,197.1,2,5,2358.91,Задержка
SHP003540,2025-07-01,Москва,Казань,Авто,41.9,3,2,2293.38,В срок
SHP005139,2025-05-07,Москва,Пермь,Железная дорога,682.6,4,4,3953.68,В срок
SHP008072,2025-07-01,Новосибирск,Пермь,Авто,102.9,5,5,4315.79,В срок
SHP009129,2025-12-15,Новосибирск,Нижний Новгород,Железная дорога,-5.0,6,9,4905.04,Задержка
SHP005843,2025-06-10,Екатеринбург,Казань,Авто,309.8,3,3,2934.63,В срок
SHP003948,2025-07-20,Москва,Ростов-на-Дону,Авиа,100.4,2,3,7527.55,Задержка
SHP008281,2025-06-12,Москва,Нижний Новгород,Авиа,462.0,2,2,6677.58,В срок
SHP002780,2025-09-29,Екатеринбург,Ростов-на-Дону,Железная дорога,280.4,5,5,4400.93,В срок
SHP009908,2025-05-25,Москва,Новосибирск,Авиа,242.3,3,3,18076.01,В срок
SHP000706,2025-06-16,Санкт-Петербург,Ростов-на-Дону,Железная дорога,588.8,5,4,4323.76,В срок
SHP003811,2025-03-15,Новосибирск,Самара,Железная дорога,122.4,5,4,4601.63,В срок
SHP008931,2025-03-28,Новосибирск,Уфа,Авиа,371.0,2,2,12554.51,В срок
SHP009809,2025-10-12,Екатеринбург,Уфа,Авто,124.8,2,6,1809.57,Задержка
SHP001612,2025-04-20,Москва,Уфа,Авто,168.3,4,7,3544.57,Задержка
SHP001056,2025-02-11,Москва,Казань,Железная дорога,84.4,3,6,2458.74,Задержка
SHP000435,2025-05-17,Санкт-Петербург,Москва,Авто,101.4,3,3,2518.82,В срок
SHP009705,2025-05-11,Екатеринбург,Ростов-на-Дону,Авиа,123.7,2,5,11647.35,Задержка
SHP001271,2025-12-19,Москва,Санкт-Петербург,Авто,161.1,3,3,2670.75,В срок
SHP007369,2025-05-26,Москва,Уфа,Авто,136.9,4,4,3279.69,В срок
SHP008120,2025-12-27,Москва,Новосибирск,Авиа,272.9,3,4,18978.83,Задержка
SHP000919,2025-06-27,Санкт-Петербург,Уфа,Железная дорога,214.5,5,5,3410.26,В срок
SHP008797,2025-06-23,Москва,Пермь,Железная дорога,113.2,4,4,3293.58,В срок
SHP009145,2025-10-29,Санкт-Петербург,Ростов-на-Дону,Авиа,113.9,2,6,11203.89,Задержка
SHP006721,2025-11-14,Санкт-Петербург,Пермь,Авто,476.5,4,4,4984.81,В срок
SHP009905,2025-06-13,Казань,Новосибирск,Авиа,537.3,3,3,15614.14,В срок
SHP001405,2025-12-07,Екатеринбург,Нижний Новгород,Железная дорога,178.0,4,4,3110.1,В срок
SHP009420,2025-01-13,Новосибирск,Ростов-на-Дону,Авиа,180.5,3,3,18973.89,В срок
SHP004059,2025-09-23,Москва,Казань,Авто,123.4,3,3,2628.66,В срок
SHP001172,2025-06-15,Москва,Пермь,Железная дорога,324.7,4,3,3459.5,В срок
SHP009403,2025-04-15,Москва,Нижний Новгород,Авто,192.9,2,2,2218.52,В срок
SHP005860,2025-04-06,Москва,Казань,Железная дорога,130.4,3,3,2491.61,В срок
SHP001734,2025-03-16,Новосибирск,Самара,Железная дорога,464.0,5,5,4832.37,В срок
SHP008796,2025-06-02,Москва,Санкт-Петербург,Авто,391.0,3,6,3064.86,Задержка
SHP002688,2025-12-31,Санкт-Петербург,Пермь,Авто,430.2,4,4,4487.72,В срок
SHP005239,2025-09-26,Москва,Уфа,Железная дорога,109.5,4,3,3377.82,В срок
SHP001163,2025-04-03,Москва,Самара,Железная дорога,158.5,4,4,2684.7,В срок
SHP005715,2025-09-30,Москва,Уфа,Железная дорога,491.0,4,4,3475.48,В срок
SHP001546,2025-04-13,Москва,Нижний Новгород,Авто,1499.2,2,3,4940.25,Задержка
SHP002830,2025-09-22,Москва,Казань,Авто,326.8,3,6,2543.44,Задержка
SHP005953,2025-05-17,Санкт-Петербург,Самара,Железная дорога,178.3,4,4,3410.83,В срок
SHP007451,2025-11-02,Москва,Новосибирск,Железная дорога,227.2,6,8,6198.06,Задержка
SHP002582,2025-04-11,Москва,Казань,Авто,417.2,3,3,3074.28,В срок
SHP006760,2025-02-04,Екатеринбург,Уфа,Авто,116.5,2,2,1902.64,В срок
SHP009770,2025-02-02,Санкт-Петербург,Нижний Новгород,Авиа,407.7,2,2,9951.2,В срок
SHP005233,2025-04-07,Москва,Новосибирск,Железная дорога,362.3,6,6,5010.89,В срок
SHP000274,2025-11-08,Новосибирск,Самара,Авто,478.6,6,9,6557.29,Задержка
SHP006751,2025-09-14,Новосибирск,Нижний Новгород,Авиа,246.8,3,3,14828.85,В срок
SHP003651,2025-03-15,Москва,Нижний Новгород,Авто,290.9,2,2,2550.74,В срок
SHP006238,2025-04-15,Москва,Пермь,Железная дорога,601.5,4,4,4214.33,В срок
SHP000445,2025-01-30,Екатеринбург,Нижний Новгород,Железная дорога,347.0,4,4,3278.24,В срок
SHP000272,2025-11-19,Казань,Ростов-на-Дону,Железная дорога,624.2,4,6,4075.16,Задержка
SHP004971,2025-09-28,Москва,Пермь,Железная дорога,212.3,4,4,3270.9,В срок
SHP005203,2025-09-25,Екатеринбург,Пермь,Авто,128.3,2,2,1894.7,В срок
SHP000809,2025-01-22,Екатеринбург,Казань,Авто,333.5,3,3,2764.5,В срок
SHP008899,2025-02-15,Екатеринбург,Самара,Авто,1115.9,3,3,5254.49,Задержка
SHP002050,2025-09-24,Казань,Санкт-Петербург,Авто,171.7,4,5,3446.4,Задержка
SHP003652,2025-05-03,Новосибирск,Нижний Новгород,Железная дорога,62.0,6,6,4332.07,В срок
SHP003518,2025-12-28,Казань,Нижний Новгород,Железная дорога,126.0,3,3,2040.9,В срок
SHP000911,2025-08-01,Москва,Уфа,Авиа,356.3,2,2,10013.35,В срок
SHP008286,2025-01-31,Москва,Новосибирск,Авиа,408.3,3,3,17812.17,В срок
SHP007853,2025-10-25,Санкт-Петербург,Казань,Авиа,274.4,2,1,10905.39,В срок
SHP004517,2025-03-06,Екатеринбург,Москва,Авто,527.5,4,7,4820.61,Задержка
SHP009194,2025-04-14,Москва,Новосибирск,Авиа,112.4,3,3,13998.37,В срок
SHP006898,2025-04-13,Санкт-Петербург,Казань,Железная дорога,160.8,4,3,3410.06,В срок
SHP003504,2025-08-10,Москва,Самара,Железная дорога,390.9,4,7,3372.15,Задержка
SHP006137,2025-11-13,Москва,Ростов-на-Дону,Авиа,124.4,2,2,8069.8,В срок
SHP000171,2025-02-01,Москва,Уфа,Железная дорога,225.5,4,4,3282.21,В срок
SHP005551,2025-02-11,Новосибирск,Ростов-на-Дону,Железная дорога,,7,6,6087.02,В срок
SHP005162,2025-12-18,Москва,Ростов-на-Дону,Авиа,315.3,2,1,9233.11,В срок
SHP007354,2025-03-19,Новосибирск,Самара,Авто,149.7,6,6,5991.79,В срок
SHP006536,2025-09-30,Москва,Казань,Железная дорога,275.4,3,3,2893.43,В срок
SHP007690,2025-11-11,Москва,Нижний Новгород,Железная дорога,266.4,3,3,2137.36,В срок
SHP004457,2025-07-06,Санкт-Петербург,Москва,Железная дорога,342.7,3,3,2671.25,В срок
SHP007130,2025-01-30,Москва,Самара,Авто,118.3,3,3,2970.67,В срок
SHP007527,2025-12-29,Екатеринбург,Казань,Железная дорога,1405.4,3,3,4170.52,В срок
SHP000805,2025-09-28,Казань,Новосибирск,Авиа,205.5,3,3,13078.28,В срок
SHP001507,2025-08-30,Москва,Екатеринбург,Авиа,371.4,2,6,12364.43,Задержка
SHP004463,2025-11-22,Москва,Пермь,Авиа,418.7,2,2,9099.37,В срок
SHP009850,2025-02-18,Москва,Нижний Новгород,Авто,79.2,2,2,1812.03,В срок
SHP007748,2025-12-17,Москва,Казань,Авто,230.5,3,3,3072.33,В срок
SHP008110,2025-06-07,Казань,Уфа,Железная дорога,794.8,3,3,3061.05,В срок
SHP008528,2025-12-02,Новосибирск,Пермь,Авто,83.2,5,7,3697.45,Задержка
SHP002631,2025-12-10,Москва,Пермь,Авто,161.2,4,3,3463.22,В срок
SHP009482,2025-02-10,Москва,Ростов-на-Дону,Железная дорога,872.2,4,4,3991.85,В срок
SHP004835,2025-07-28,Москва,Уфа,Авто,356.5,4,7,4158.11,Задержка
SHP006150,2025-07-04,Казань,Екатеринбург,Авто,384.3,3,3,3251.28,В срок
SHP007764,2025-12-06,Москва,Казань,Авто,343.3,3,6,2793.82,Задержка
SHP001843,2025-05-15,Москва,Новосибирск,Авиа,150.8,3,3,14406.19,В срок
SHP001686,2025-05-24,Новосибирск,Самара,Железная дорога,,5,5,4795.89,В срок
SHP008886,2025-11-18,Москва,Казань,Железная дорога,353.0,3,3,3181.6,В срок
SHP003424,2025-08-03,Казань,Екатеринбург,Авиа,118.2,2,2,6383.81,В срок
SHP007403,2025-01-26,Москва,Санкт-Петербург,Железная дорога,302.9,3,3,2596.25,В срок
SHP008109,2025-12-02,Москва,Пермь,Железная дорога,123.5,4,3,3153.24,В срок
SHP005063,2025-01-17,Москва,Пермь,Железная дорога,413.6,4,4,3214.11,В срок
SHP007404,2025-08-12,санкт-петербург,Казань,,371.4,4,4,3717.5,В срок
SHP008222,2025-02-12,Екатеринбург,Уфа,Авто,707.9,2,2,3132.32,В срок
SHP006738,2025-04-08,Екатеринбург,Нижний Новгород,Авиа,107.2,2,2,8305.81,В срок
SHP000676,2025-01-11,Москва,Пермь,Авиа,198.5,2,1,9341.47,В срок
SHP003986,2025-03-16,Екатеринбург,Уфа,Железная дорога,197.7,3,3,2489.85,В срок
SHP002089,2025-06-12,Новосибирск,Пермь,Авто,541.5,5,5,5532.22,В срок
SHP003994,2025-07-12,Москва,Нижний Новгород,Железная дорога,762.7,3,2,3293.29,В срок
SHP009722,2025-07-08,Санкт-Петербург,Москва,Железная дорога,160.7,3,3,2708.28,В срок
SHP002097,2025-03-12,Казань,Москва,Авто,262.8,3,3,3152.0,В срок
SHP009745,2025-04-01,Санкт-Петербург,Казань,Авто,420.1,4,7,4479.95,Задержка
SHP004540,2025-07-25,Москва,Пермь,Железная дорога,150.4,4,4,2947.28,В срок
SHP002361,2025-05-15,Санкт-Петербург,Ростов-на-Дону,Железная дорога,99.2,5,5,3449.54,В срок
SHP002140,2025-02-06,Москва,Екатеринбург,Железная дорога,429.0,4,4,4084.82,В срок
SHP002960,2025-05-14,Москва,Уфа,Авиа,89.8,2,2,7636.8,В срок
SHP003192,2025-05-11,Москва,Казань,Авто,399.6,3,3,3239.89,В срок
SHP001080,2025-03-06,Екатеринбург,Новосибирск,Железная дорога,359.8,4,4,3937.52,В срок
SHP009766,2025-03-16,Санкт-Петербург,Нижний Новгород,Авто,116.6,3,3,2907.02,В срок
SHP001698,2025-04-10,Москва,Пермь,Авто,298.1,4,4,3542.24,В срок
SHP005342,2025-09-16,Новосибирск,Уфа,Железная дорога,955.8,5,9,5371.9,Задержка
SHP005635,2025-10-11,Москва,Ростов-на-Дону,Железная дорога,245.0,4,8,3125.27,Задержка
SHP002283,2025-06-02,Москва,Уфа,Железная дорога,550.4,4,5,3996.33,Задержка
SHP000384,2025-11-29,Москва,Екатеринбург,Железная дорога,262.7,4,7,3263.42,Задержка
SHP003616,2025-02-15,Екатеринбург,новосибирск ,Железная дорога,98.4,4,4,3300.32,В срок
SHP007317,2025-06-09,Москва,Екатеринбург,Железная дорога,220.5,4,4,3962.1,В срок
SHP008540,2025-09-25,Екатеринбург,Пермь,Авиа,695.8,2,2,8383.48,В срок
SHP005003,2025-05-27,Москва,Самара,Железная дорога,252.1,4,4,2704.58,В срок
SHP007695,2025-06-06,Екатеринбург,Самара,Железная дорога,410.4,4,3,3076.72,В срок
SHP005021,2025-10-30,Москва,Самара,Авто,122.7,3,6,2614.16,Задержка
SHP003274,2025-04-24,Москва,Новосибирск,Авиа,265.7,3,3,17704.21,В срок
SHP002873,2025-06-03,Санкт-Петербург,Ростов-на-Дону,Авиа,92.7,2,2,9767.18,В срок
SHP001572,2025-11-23,Екатеринбург,Самара,Авто,127.7,3,3,2615.19,В срок
SHP003509,2025-06-23,Москва,Уфа,Железная дорога,114.9,4,4,3144.45,В срок
SHP004678,2025-07-14,Новосибирск,Пермь,Авто,519.9,5,5,5157.54,В срок
SHP002752,2025-05-10,Санкт-Петербург,Нижний Новгород,Железная дорога,164.2,4,4,2802.68,В срок
SHP001786,2025-05-20,Новосибирск,Ростов-на-Дону,Авиа,479.1,3,3,19874.23,В срок
SHP001422,2025-06-16,Москва,Казань,Авто,260.3,3,2,3000.79,В срок
SHP007343,2025-02-05,Санкт-Петербург,Казань,Железная дорога,93.5,4,4,3123.59,В срок
SHP001446,2025-03-06,Санкт-Петербург,Пермь,Железная дорога,436.2,5,5,4610.67,В срок
SHP004551,2025-03-25,Екатеринбург,Казань,Железная дорога,423.0,3,3,3201.19,В срок
SHP008992,2025-11-05,Санкт-Петербург,Новосибирск,Железная дорога,191.2,7,7,5766.63,В срок
SHP008585,2025-11-21,Москва,Нижний Новгород,Авиа,108.2,2,2,5190.38,В срок
SHP003643,2025-05-11,Москва,Нижний Новгород,Авто,258.4,2,2,2742.14,В срок
SHP006615,2025-11-09,Москва,Екатеринбург,Железная дорога,29.7,4,4,3592.55,В срок
SHP004347,2025-03-06,Санкт-Петербург,Самара,Авиа,252.3,2,2,9935.6,В срок
SHP008919,2025-07-30,Санкт-Петербург,Пермь,Авто,680.1,4,4,4643.15,В срок
SHP006053,2025-06-16,Москва,Санкт-Петербург,Авто,186.9,3,3,2493.84,В срок
SHP007940,2025-09-10,Москва,Уфа,Авто,232.7,4,6,3063.21,Задержка
SHP003368,2025-08-02,Казань,Ростов-на-Дону,Железная дорога,350.1,4,4,3785.1,В срок
SHP004224,2025-06-27,Казань,Уфа,Авто,218.0,2,1,2682.75,В срок
SHP003497,2025-02-20,Москва,Екатеринбург,Железная дорога,205.9,4,4,3479.37,В срок
SHP006356,2025-05-28,Москва,Уфа,Авто,419.9,4,4,4801.59,В срок
SHP008806,2025-03-28,Санкт-Петербург,Нижний Новгород,,224.2,4,6,2741.38,Задержка
SHP005145,2025-06-04,Санкт-Петербург,Ростов-на-Дону,Авто,731.3,4,4,5960.89,В срок
SHP008196,2025-08-15,Новосибирск,Ростов-на-Дону,Авиа,279.7,3,3,19096.78,В срок
SHP009794,2025-09-16,Санкт-Петербург,Новосибирск,Железная дорога,230.8,7,7,6496.27,В срок
SHP002150,2025-02-05,Екатеринбург,Ростов-на-Дону,Железная дорога,303.6,5,5,4817.58,В срок
SHP002496,2025-05-23,Москва,Самара,Авиа,709.9,2,1,9935.98,В срок
SHP009655,2025-07-16,Новосибирск,Самара,Железная дорога,481.3,5,5,4696.43,В срок
SHP005004,2025-10-19,Москва,Новосибирск,Железная дорога,305.8,6,6,5908.31,В срок
SHP000170,2025-11-03,Екатеринбург,Ростов-на-Дону,Авто,879.3,5,8,6466.07,Задержка
SHP004610,2025-11-21,Санкт-Петербург,Самара,Авиа,128.0,2,2,10245.54,В срок
SHP003267,2025-08-13,Москва,Новосибирск,Железная дорога,224.0,6,6,5733.17,В срок
SHP006578,2025-04-06,Санкт-Петербург,Новосибирск,Авиа,180.9,3,3,17454.56,В срок
SHP009707,2025-02-21,Москва,Новосибирск,Железная дорога,178.4,6,9,5443.58,Задержка
SHP006138,2025-02-17,Москва,Нижний Новгород,Авто,914.6,2,4,3712.33,Задержка
SHP006867,2025-11-25,Новосибирск,Уфа,Железная дорога,305.7,5,5,4336.11,В срок
SHP005061,2025-06-24,Новосибирск,Самара,Авиа,395.9,3,4,12348.0,Задержка
SHP007219,2025-11-28,Санкт-Петербург,Нижний Новгород,Железная дорога,140.1,4,4,2972.05,В срок
