ticket_id,created_at,channel,priority,category,customer_segment,region,resolution_hours,sla_missed,satisfaction_score,first_response_minutes
TCK-00305,2026-02-20 10:15:00,email,high,technical,B2C,Volga,10.36,0,4,100
TCK-00306,2026-02-20 11:16:00,chat,medium,technical,B2C,Central,6.84,0,5,10
TCK-00307,2026-02-20 11:39:00,email,low,delivery,B2C,Central,5.86,0,3,99
TCK-00308,2026-02-20 09:57:00,phone,medium,access,B2C,Siberia,1.77,0,4,42
TCK-00309,2026-02-20 08:13:00,web,critical,billing,B2C,Volga,19.16,1,3,65
TCK-00310,2026-02-20 11:12:00,chat,medium,technical,B2C,Central,2.27,0,5,43
TCK-00311,2026-02-20 20:33:00,chat,high,delivery,B2C,Central,8.07,0,4,39
TCK-00312,2026-02-20 15:01:00,phone,high,delivery,SMB,Volga,28.66,1,3,26
TCK-00313,2026-02-21 15:39:00,email,medium,technical,SMB,Volga,7.58,0,4,62
TCK-00314,2026-02-21 11:13:00,chat,low,technical,B2C,Volga,4.86,0,3,27
TCK-00315,2026-02-21 11:33:00,email,medium,technical,Enterprise,Central,9.88,0,4,61
TCK-00316,2026-02-21 10:57:00,email,low,product,B2C,Central,3.57,0,5,88
TCK-00317,2026-02-21 19:55:00,chat,critical,billing,Enterprise,Siberia,13.72,1,4,31
TCK-00318,2026-02-21 15:11:00,web,medium,technical,B2C,Central,7.85,0,5,50
TCK-00319,2026-02-21 08:28:00,phone,high,technical,SMB,North-West,24.08,1,3,49
TCK-00320,2026-02-22 17:31:00,chat,medium,delivery,B2C,South,1.31,0,5,68
TCK-00321,2026-02-22 20:11:00,chat,medium,technical,B2C,Central,2.54,0,3,36
TCK-00322,2026-02-22 16:56:00,email,high,technical,B2C,South,3.56,0,5,75
TCK-00323,2026-02-22 21:16:00,email,medium,technical,B2C,Volga,,0,4,87
TCK-00324,2026-02-22 16:04:00,email,high,billing,B2C,Central,23.03,0,4,77
TCK-00325,2026-02-22 11:04:00,email,medium,access,B2C,North-West,10.96,0,4,127
TCK-00326,2026-02-22 17:05:00,chat,low,technical,B2C,Central,14.84,0,3,16
TCK-00327,2026-02-23 17:15:00,email,high,billing,B2C,Volga,18.73,0,4,69
TCK-00328,2026-02-23 17:39:00,email,high,delivery,Enterprise,Volga,33.27,1,3,121
TCK-00329,2026-02-23 15:22:00,chat,low,technical,B2C,Siberia,8.28,0,4,34
TCK-00330,2026-02-23 09:43:00,chat,low,billing,B2C,North-West,1.87,0,5,20
TCK-00331,2026-02-23 14:58:00,web,low,product,B2C,Siberia,1.95,0,5,26
TCK-00332,2026-02-23 13:38:00,email,medium,product,B2C,North-West,11.81,0,4,90
TCK-00333,2026-02-23 12:43:00,chat,low,technical,B2C,Central,1.63,0,4,29
TCK-00334,2026-02-23 14:11:00,email,low,billing,SMB,Siberia,7.97,0,5,135
TCK-00335,2026-02-24 20:35:00,web,medium,technical,SMB,Central,1.86,0,5,43
TCK-00336,2026-02-24 19:28:00,web,medium,product,B2C,North-West,3.54,0,4,54
TCK-00337,2026-02-24 18:42:00,chat,medium,billing,B2C,Siberia,4.2,0,4,31
TCK-00338,2026-02-24 09:24:00,chat,low,billing,SMB,North-West,7.96,0,5,33
TCK-00339,2026-02-24 15:51:00,email,medium,billing,B2C,Central,6.68,0,4,91
TCK-00340,2026-02-24 11:17:00,chat,medium,product,SMB,South,4.3,0,4,50
TCK-00341,2026-02-24 14:55:00,web,medium,billing ,SMB,North-West,13.58,0,3,41
TCK-00342,2026-02-24 21:31:00,email,medium,technical,SMB,Central,13.14,0,4,128
TCK-00343,2026-02-24 11:11:00,phone,low,access,SMB,Siberia,8.23,0,4,40
TCK-00344,2026-02-24 12:04:00,chat,low,access,B2C,Volga,1.49,0,5,33
TCK-00345,2026-02-24 21:33:00,email,low,product,SMB,Central,6.28,0,5,119
TCK-00346,2026-02-25 16:48:00,phone,low,product,B2C,Central,2.19,0,5,61
TCK-00347,2026-02-25 16:57:00,email,low,technical,Enterprise,Central,6.56,0,4,76
TCK-00348,2026-02-25 14:28:00,chat,high,delivery,SMB,South,4.59,0,5,42
TCK-00349,2026-02-25 09:36:00,web,low,access,B2C,North-West,4.74,0,4,48
TCK-00350,2026-02-25 18:35:00,web,medium,billing,B2C,Central,3.17,0,5,18
TCK-00351,2026-02-25 18:00:00,phone,medium,delivery ,Enterprise,North-West,8.79,0,4,48
TCK-00352,2026-02-25 14:37:00,chat,medium,technical,SMB,Central,13.04,0,5,28
TCK-00353,2026-02-25 12:03:00,chat,medium,billing,B2C,Volga,15.55,0,5,55
TCK-00354,2026-02-25 21:01:00,email,medium,delivery,B2C,Central,6.66,0,4,79
TCK-00355,2026-02-26 16:44:00,web,medium,product,B2C,North-West,16.94,0,4,75
TCK-00356,2026-02-26 20:07:00,chat,medium,billing,B2C,Central,4.09,0,5,42
TCK-00357,2026-02-26 12:13:00,email,high,billing,B2C,Central,25.39,1,3,86
TCK-00358,2026-02-26 11:39:00,phone,medium,billing,SMB,North-West,1.64,0,5,56
TCK-00359,2026-02-26 18:28:00,phone,medium,delivery,B2C,Central,3.25,0,5,55
TCK-00360,2026-02-26 21:46:00,chat,low,delivery,B2C,Central,15.06,0,4,46
TCK-00361,2026-02-26 15:08:00,chat,low,access,B2C,Central,1.59,0,5,43
TCK-00362,2026-02-26 12:17:00,chat,medium,access,SMB,Central,2.86,0,4,35
TCK-00363,2026-02-27 11:20:00,web,critical,access,SMB,North-West,17.69,1,4,41
TCK-00364,2026-02-27 16:09:00,chat,low,product,B2C,Central,2.17,0,4,43
TCK-00365,2026-02-27 20:14:00,chat,low,technical,SMB,Volga,8.01,0,4,32
TCK-00366,2026-02-27 18:17:00,email,high,technical,SMB,Central,9.48,0,5,65
TCK-00367,2026-02-27 09:46:00,email,low,technical,B2C,Siberia,5.57,0,4,72
TCK-00368,2026-02-28 20:17:00,web,low,billing,B2C,North-West,4.27,0,5,60
TCK-00369,2026-02-28 19:14:00,web,medium,technical,SMB,Volga,13.35,0,3,51
TCK-00370,2026-02-28 09:21:00,chat,low,access,SMB,Central,7.88,0,4,9
TCK-00371,2026-02-28 11:04:00,email,critical,technical,SMB,Central,24.53,1,3,95
TCK-00372,2026-02-28 21:14:00,phone,medium,billing,SMB,South,6.01,0,4,61
TCK-00373,2026-02-28 19:09:00,email,medium,access,B2C,Siberia,29.41,0,5,81
TCK-00374,2026-03-01 13:12:00,web,low,technical,SMB,Central,18.13,0,4,37
TCK-00375,2026-03-01 18:19:00,chat,high,product,SMB,Volga,17.58,0,5,22
TCK-00376,2026-03-01 16:08:00,email,medium,technical,B2C,Central,16.22,0,5,112
TCK-00377,2026-03-01 20:19:00,chat,high,billing,SMB,Siberia,10.75,0,3,53
TCK-00378,2026-03-01 10:10:00,email,medium,billing,B2C,Volga,69.16,1,3,78
TCK-00379,2026-03-01 10:50:00,web,high,billing,B2C,North-West,13.94,0,5,49
TCK-00380,2026-03-01 19:54:00,web,low,access,B2C,Volga,14.67,0,5,63
TCK-00381,2026-03-01 21:02:00,chat,high,technical,B2C,Central,5.73,0,5,2
TCK-00382,2026-03-01 12:44:00,email,high,product,B2C,Siberia,12.84,0,4,101
TCK-00383,2026-03-01 13:24:00,email,medium,product,B2C,Volga,16.37,0,5,104
TCK-00384,2026-03-02 14:34:00,chat,medium,billing,SMB,South,12.82,0,4,35
TCK-00385,2026-03-02 18:20:00,chat,medium,technical,SMB,Central,4.17,0,4,27
TCK-00386,2026-03-02 18:40:00,web,low,billing,Enterprise,Siberia,2.7,0,5,70
TCK-00387,2026-03-02 16:37:00,phone,low,billing,B2C,North-West,1.0,0,4,60
TCK-00388,2026-03-02 13:03:00,chat,high,technical,B2C,South,12.43,0,4,19
TCK-00389,2026-03-02 15:42:00,chat,low,access,B2C,Central,7.83,0,4,36
TCK-00390,2026-03-03 21:57:00,email,medium,technical,B2C,Central,9.3,0,5,75
TCK-00391,2026-03-03 14:48:00,phone,medium,billing,B2C,North-West,1.44,0,5,74
TCK-00392,2026-03-03 08:00:00,chat,medium,technical,Enterprise,North-West,14.26,0,3,26
TCK-00393,2026-03-03 19:10:00,email,medium,access,B2C,North-West,10.42,0,4,114
TCK-00394,2026-03-03 13:00:00,phone,medium,technical,SMB,Central,0.22,0,5,48
TCK-00395,2026-03-03 13:08:00,chat,medium,technical,B2C,Volga,3.75,0,4,28
TCK-00396,2026-03-03 15:16:00,email,high,technical,SMB,Central,11.82,0,5,99
TCK-00397,2026-03-03 12:26:00,email,low,billing,B2C,Volga,1.4,0,5,98
TCK-00398,2026-03-03 20:35:00,email,medium,technical,B2C,Central,15.61,0,3,114
TCK-00399,2026-03-03 14:26:00,phone,medium,product,B2C,Central,4.93,0,4,31
TCK-00400,2026-03-03 20:52:00,web,medium,technical,B2C,Central,1.46,0,5,90
TCK-00401,2026-03-04 19:12:00,email,low,product,B2C,Central,17.74,0,4,93
TCK-00402,2026-03-04 20:43:00,phone,low,access,B2C,North-West,3.97,0,4,46
TCK-00403,2026-03-04 19:39:00,web,medium,delivery,SMB,Siberia,18.66,0,3,19
TCK-00404,2026-03-04 17:42:00,email,low,product,B2C,North-West,7.08,0,3,67
TCK-00405,2026-03-04 16:37:00,email,low,technical,B2C,Volga,4.12,0,4,63
TCK-00406,2026-03-04 18:13:00,chat,low,delivery,Enterprise,South,7.91,0,4,19
TCK-00407,2026-03-04 11:42:00,email,high,billing,B2C,Siberia,2.96,0,5,87
TCK-00408,2026-03-04 16:09:00,chat,medium,billing,SMB,Siberia,4.74,0,5,39
TCK-00409,2026-03-04 18:11:00,chat,low,technical,B2C,Volga,1.71,0,5,57
TCK-00410,2026-03-04 12:36:00,web,high,product,SMB,Volga,26.39,1,3,45
TCK-00411,2026-03-04 13:53:00,web,low,technical,SMB,Central,1.1,0,4,72
TCK-00412,2026-03-05 08:32:00,chat,medium,billing,SMB,Central,7.1,0,5,17
TCK-00413,2026-03-05 08:21:00,email,low,product,B2C,Volga,6.84,0,4,115
TCK-00414,2026-03-05 09:20:00,chat,critical,billing,B2C,Central,14.79,1,4,46
TCK-00415,2026-03-05 19:17:00,web,medium,delivery,B2C,South,8.26,0,2,72
TCK-00416,2026-03-05 11:33:00,chat,medium,access,SMB,Siberia,8.89,0,3,69
TCK-00417,2026-03-05 13:36:00,email,low,technical,SMB,Central,6.3,0,5,102
TCK-00418,2026-03-05 09:25:00,phone,low,technical,SMB,Central,3.12,0,3,26
TCK-00419,2026-03-05 12:28:00,web,critical,technical,B2C,Central,37.92,1,3,38
TCK-00420,2026-03-06 15:35:00,chat,low,billing,B2C,Central,5.79,0,4,14
TCK-00421,2026-03-06 11:07:00,chat,medium,delivery,B2C,Siberia,1.96,0,5,53
TCK-00422,2026-03-06 21:31:00,email,low,billing,B2C,North-West,13.67,0,3,109
TCK-00423,2026-03-06 10:40:00,email,medium,product,B2C,Volga,15.74,0,4,129
TCK-00424,2026-03-06 19:10:00,chat,medium,technical,B2C,Central,2.01,0,5,31
TCK-00425,2026-03-06 18:54:00,email,low,technical,B2C,South,7.45,0,4,104
TCK-00426,2026-03-06 14:28:00,email,low,access,B2C,Central,29.67,0,4,111
TCK-00427,2026-03-06 18:11:00,web,medium,technical,SMB,Volga,22.78,0,3,51
TCK-00428,2026-03-06 13:12:00,email,low,technical,SMB,North-West,17.09,0,4,99
TCK-00429,2026-03-06 19:25:00,phone,medium,product,SMB,North-West,9.95,0,4,63
TCK-00430,2026-03-06 09:29:00,chat,low,technical,SMB,South,2.34,0,4,64
TCK-00431,2026-03-07 18:19:00,email,medium,technical,B2C,Volga,13.96,0,4,93
TCK-00432,2026-03-07 09:36:00,web,low,technical,B2C,Volga,9.66,0,3,108
TCK-00433,2026-03-07 17:20:00,email,medium,technical,B2C,Volga,7.65,0,5,105
TCK-00434,2026-03-07 15:08:00,email,medium,product,B2C,Central,4.82,0,4,65
TCK-00435,2026-03-07 12:41:00,phone,low,billing,B2C,Siberia,2.85,0,4,42
TCK-00436,2026-03-07 18:44:00,web,medium,technical,B2C,Volga,8.56,0,4,55
TCK-00437,2026-03-07 17:21:00,phone,high,product,SMB,North-West,6.43,0,4,61
TCK-00438,2026-03-07 08:18:00,web,high,technical,SMB,Siberia,12.99,0,4,73
TCK-00439,2026-03-07 10:13:00,phone,low,delivery,B2C,Siberia,1.43,0,5,28
TCK-00440,2026-03-08 12:19:00,web,medium,technical,B2C,Central,3.89,0,5,21
TCK-00441,2026-03-08 18:13:00,email,medium,delivery,B2C,Central,13.08,0,4,77
TCK-00442,2026-03-08 08:21:00,phone,medium,billing,Enterprise,Central,9.43,0,5,54
TCK-00443,2026-03-08 08:21:00,chat,high,delivery,Enterprise,Volga,30.87,1,4,59
TCK-00444,2026-03-08 13:48:00,web,low,product,B2C,Central,8.17,0,5,59
TCK-00445,2026-03-09 09:03:00,web,medium,billing,SMB,Central,16.8,0,4,71
TCK-00446,2026-03-09 13:37:00,phone,medium,billing,B2C,Central,3.42,0,4,64
TCK-00447,2026-03-09 09:00:00,email,medium,access,Enterprise,Central,18.82,0,4,87
TCK-00448,2026-03-09 20:14:00,email,medium,delivery,B2C,Volga,4.53,0,5,127
TCK-00449,2026-03-09 14:37:00,email,low,billing,B2C,Central,4.14,0,4,117
TCK-00450,2026-03-09 16:10:00,chat,medium,technical,B2C,South,2.12,0,3,9
TCK-00451,2026-03-10 08:35:00,chat,low,billing ,Enterprise,Volga,12.06,0,3,59
TCK-00452,2026-03-10 16:10:00,phone,medium,technical,B2C,North-West,5.16,0,4,43
TCK-00453,2026-03-10 20:55:00,email,high,technical,B2C,Central,20.28,0,4,84
TCK-00454,2026-03-10 08:07:00,email,low,technical,SMB,Central,14.27,0,5,94
TCK-00455,2026-03-10 10:34:00,chat,low,delivery,SMB,South,6.59,0,5,46
TCK-00456,2026-03-10 08:24:00,chat,low,access,SMB,South,7.68,0,4,51
TCK-00457,2026-03-10 15:25:00,web,medium,technical,B2C,Volga,10.07,0,4,67
TCK-00458,2026-03-10 21:04:00,chat,low,technical,SMB,Volga,1.88,0,4,2
TCK-00459,2026-03-10 11:25:00,chat,medium,delivery,B2C,Central,2.48,0,4,15
TCK-00460,2026-03-10 09:47:00,EMAIL,medium,billing,B2C,North-West,9.43,0,3,118
TCK-00461,2026-03-10 18:35:00,email,medium,billing,Enterprise,North-West,4.44,0,5,80
TCK-00462,2026-03-10 09:07:00,email,medium,technical,B2C,North-West,3.89,0,5,97
TCK-00463,2026-03-10 11:30:00,web,medium,product,B2C,Volga,8.44,0,5,53
TCK-00464,2026-03-11 11:32:00,email,medium,product,B2C,Central,2.06,0,5,139
TCK-00465,2026-03-11 21:45:00,web,low,delivery,B2C,Central,,0,5,26
TCK-00466,2026-03-11 16:06:00,chat,medium,technical,Enterprise,Volga,9.18,0,4,16
TCK-00467,2026-03-11 18:52:00,phone,low,billing,Enterprise,Siberia,7.43,0,5,63
TCK-00468,2026-03-11 20:36:00,web,medium,product,B2C,South,10.05,0,4,32
TCK-00469,2026-03-11 21:57:00,phone,high,access,B2C,Central,21.79,0,4,53
TCK-00470,2026-03-12 17:24:00,email,high,delivery,Enterprise,North-West,49.1,1,4,45
TCK-00471,2026-03-12 17:42:00,web,low,technical,B2C,Central,3.49,0,5,86
TCK-00472,2026-03-12 21:48:00,chat,high,billing,SMB,Siberia,2.25,0,4,25
TCK-00473,2026-03-12 15:39:00,email,medium,access,B2C,South,5.75,0,5,93
TCK-00474,2026-03-12 12:45:00,chat,medium,access,SMB,Central,4.64,0,5,5
TCK-00475,2026-03-12 15:41:00,phone,low,billing,B2C,North-West,1.88,0,5,79
TCK-00476,2026-03-13 21:19:00,web,medium,technical,B2C,North-West,7.63,0,4,58
TCK-00477,2026-03-13 09:01:00,email,low,delivery,Enterprise,Siberia,7.77,0,4,103
TCK-00478,2026-03-13 17:44:00,chat,low,access,B2C,Volga,2.28,0,4,2
TCK-00479,2026-03-13 09:09:00,email,medium,technical,B2C,Central,1.2,0,5,115
TCK-00480,2026-03-13 13:02:00,email,low,delivery,Enterprise,North-West,7.08,0,5,115
TCK-00481,2026-03-13 12:06:00,chat,medium,delivery,B2C,Siberia,19.47,0,4,69
TCK-00482,2026-03-13 09:37:00,email,medium,technical,Enterprise,Volga,15.72,0,4,140
TCK-00483,2026-03-13 19:52:00,email,low,access,SMB,Siberia,8.34,0,4,104
TCK-00484,2026-03-13 09:59:00,email,high,delivery,SMB,Central,5.42,0,5,90
TCK-00485,2026-03-14 20:20:00,email,low,access,B2C,Volga,9.66,0,4,99
TCK-00486,2026-03-14 09:09:00,chat,low,access,B2C,Central,0.51,0,4,80
TCK-00487,2026-03-14 18:32:00,email,medium,delivery,B2C,Central,3.71,0,4,84
TCK-00488,2026-03-14 17:21:00,chat,medium,delivery,B2C,Volga,7.03,0,5,54
TCK-00489,2026-03-14 18:34:00,phone,critical,product,B2C,North-West,28.55,1,4,36
TCK-00490,2026-03-14 09:51:00,email,medium,access,SMB,Siberia,34.61,0,5,71
TCK-00491,2026-03-14 15:53:00,email,high,delivery,Enterprise,South,14.54,0,4,122
TCK-00492,2026-03-14 11:07:00,email,high,billing,B2C,North-West,8.43,0,5,91
TCK-00493,2026-03-15 16:05:00,phone,critical,technical,B2C,North-West,10.08,1,5,67
TCK-00494,2026-03-15 11:48:00,email,low,billing,B2C,Volga,5.54,0,4,89
TCK-00495,2026-03-15 16:08:00,email,high,technical,B2C,Central,52.22,1,3,82
TCK-00496,2026-03-16 19:20:00,email,low,delivery,B2C,Central,9.42,0,3,152
TCK-00497,2026-03-16 13:08:00,web,low,billing,B2C,Volga,2.22,0,4,77
TCK-00498,2026-03-16 16:05:00,web,critical,billing,B2C,Volga,12.42,1,4,62
TCK-00499,2026-03-16 15:21:00,chat,low,product,B2C,Central,2.26,0,4,61
TCK-00500,2026-03-16 12:15:00,chat,low,technical,SMB,Volga,2.97,0,4,39
TCK-00501,2026-03-16 11:36:00,chat,low,billing,B2C,Volga,4.17,0,2,45
TCK-00502,2026-03-17 10:34:00,email,high,access,B2C,Central,9.03,0,5,92
TCK-00503,2026-03-17 11:59:00,web,medium,technical,B2C,North-West,8.3,0,4,62
TCK-00504,2026-03-17 08:43:00,chat,high,access,B2C,Volga,6.52,0,4,48
TCK-00505,2026-03-17 16:08:00,email,medium,billing,B2C,Siberia,6.57,0,4,106
TCK-00506,2026-03-17 15:01:00,phone,medium,technical,B2C,Siberia,8.44,0,5,66
TCK-00507,2026-03-17 08:08:00,email,medium,technical,B2C,Volga,7.5,0,5,78
TCK-00508,2026-03-17 14:21:00,chat,high,technical,SMB,Central,2.41,0,4,67
TCK-00509,2026-03-18 10:12:00,web,critical,access,B2C,Siberia,8.41,1,4,58
TCK-00510,2026-03-18 17:03:00,email,medium,billing,Enterprise,Central,5.83,0,4,71
TCK-00511,2026-03-18 19:01:00,email,low,technical,B2C,Volga,4.24,0,5,103
TCK-00512,2026-03-18 10:33:00,phone,low,technical,B2C,Siberia,4.37,0,5,52
TCK-00513,2026-03-18 12:48:00,web,high,product,B2C,Siberia,6.19,0,4,78
TCK-00514,2026-03-19 16:36:00,phone,medium,technical,SMB,North-West,0.27,0,3,78
TCK-00515,2026-03-19 14:26:00,email,high,access,B2C,Central,5.39,0,4,75
TCK-00516,2026-03-19 21:54:00,chat,low,billing,SMB,Siberia,4.64,0,5,31
TCK-00517,2026-03-19 09:45:00,phone,medium,access,SMB,South,13.21,0,4,37
TCK-00518,2026-03-19 14:07:00,chat,medium,technical,SMB,North-West,1.22,0,4,53
TCK-00519,2026-03-19 19:17:00,phone,high,billing,Enterprise,Volga,21.39,0,5,43
TCK-00520,2026-03-19 10:52:00,phone,high,access,SMB,Central,8.5,0,4,43
TCK-00521,2026-03-19 14:47:00,chat,low,billing,SMB,Siberia,3.87,0,5,25
TCK-00522,2026-03-19 09:12:00,email,medium,billing,SMB,South,5.93,0,5,90
TCK-00523,2026-03-20 20:24:00,email,low,technical,B2C,Central,6.93,0,4,150
TCK-00524,2026-03-20 17:54:00,chat,low,product,B2C,North-West,15.73,0,3,40
TCK-00525,2026-03-20 20:29:00,chat,medium,delivery,B2C,Central,5.09,0,3,2
TCK-00526,2026-03-20 17:15:00,CHAT,medium,billing,SMB,Volga,2.28,0,5,5
TCK-00527,2026-03-20 16:06:00,web,medium,access,Enterprise,Volga,10.1,0,4,90
TCK-00528,2026-03-20 20:15:00,chat,high,delivery,Enterprise,Siberia,6.72,0,4,32
TCK-00529,2026-03-20 11:28:00,web,low,delivery,B2C,North-West,1.01,0,5,30
TCK-00530,2026-03-20 17:35:00,web,medium,billing,Enterprise,Central,20.84,0,4,66
TCK-00531,2026-03-20 12:18:00,email,medium,delivery,SMB,Central,15.36,0,5,79
TCK-00532,2026-03-20 12:16:00,web,low,billing,B2C,Central,14.15,0,5,83
TCK-00533,2026-03-20 10:14:00,email,medium,technical,SMB,South,14.21,0,4,87
TCK-00534,2026-03-21 09:27:00,chat,high,billing,SMB,Central,18.45,0,5,47
TCK-00535,2026-03-21 08:31:00,chat,medium,access,Enterprise,Volga,5.73,0,4,66
TCK-00536,2026-03-21 11:10:00,web,high,delivery,SMB,Siberia,148.19,1,2,6
TCK-00537,2026-03-21 18:20:00,email,medium,technical,SMB,South,19.93,0,4,98
TCK-00538,2026-03-21 16:51:00,email,low,billing,SMB,Central,59.01,0,3,93
TCK-00539,2026-03-21 21:14:00,email,critical,billing,B2C,Siberia,18.21,1,3,94
TCK-00540,2026-03-21 13:41:00,email,high,access,SMB,Central,10.33,0,5,72
TCK-00541,2026-03-22 08:04:00,phone,low,technical,SMB,Central,4.58,0,5,48
TCK-00542,2026-03-22 18:57:00,phone,medium,technical,B2C,Volga,11.66,0,4,54
TCK-00543,2026-03-22 09:11:00,web,low,delivery,SMB,North-West,15.35,0,5,57
TCK-00544,2026-03-22 09:27:00,phone,low,technical,Enterprise,Central,8.81,0,3,28
TCK-00545,2026-03-22 16:27:00,chat,high,product,B2C,North-West,10.46,0,5,51
TCK-00546,2026-03-23 08:07:00,phone,medium,billing,SMB,South,2.61,0,3,49
TCK-00547,2026-03-23 08:37:00,email,low,product,B2C,Volga,15.28,0,3,95
TCK-00548,2026-03-23 08:23:00,chat,low,technical,B2C,North-West,2.46,0,5,3
TCK-00549,2026-03-23 09:00:00,chat,high,delivery,B2C,South,2.23,0,4,61
TCK-00550,2026-03-23 09:31:00,email,low,billing,B2C,Volga,0.71,0,4,102
TCK-00551,2026-03-23 11:24:00,web,medium,billing,SMB,Siberia,23.66,0,4,44
TCK-00552,2026-03-23 11:23:00,email,medium,delivery,B2C,Siberia,11.06,0,4,70
TCK-00553,2026-03-23 11:22:00,chat,medium,technical,B2C,Volga,4.94,0,4,36
TCK-00554,2026-03-24 11:46:00,chat,medium,technical,B2C,Siberia,5.45,0,4,44
TCK-00555,2026-03-24 18:38:00,email,low,billing,B2C,Central,2.31,0,4,86
TCK-00556,2026-03-24 17:51:00,chat,low,access,B2C,Central,0.58,0,4,2
TCK-00557,2026-03-24 12:59:00,web,medium,billing,B2C,Volga,5.66,0,5,25
TCK-00558,2026-03-24 13:57:00,chat,low,billing,B2C,Central,5.31,0,4,27
TCK-00559,2026-03-24 12:13:00,email,low,technical,B2C,Central,7.25,0,4,86
TCK-00560,2026-03-24 13:34:00,chat,low,access,B2C,Volga,1.05,0,4,34
TCK-00561,2026-03-24 14:23:00,email,medium,billing,B2C,Volga,3.67,0,5,87
TCK-00562,2026-03-24 18:12:00,chat,medium,access,B2C,Central,6.54,0,5,31
TCK-00563,2026-03-24 09:28:00,web,low,technical,SMB,Central,9.69,0,4,44
TCK-00564,2026-03-24 19:53:00,phone,medium,access,SMB,Siberia,10.73,0,4,66
TCK-00565,2026-03-24 12:15:00,phone,medium,technical,B2C,Central,8.38,0,5,86
TCK-00566,2026-03-24 20:33:00,chat,medium,access,SMB,South,18.69,0,4,9
TCK-00567,2026-03-25 17:05:00,web,low,billing,B2C,North-West,2.66,0,4,89
TCK-00568,2026-03-25 19:01:00,phone,low,billing,Enterprise,Volga,10.05,0,4,74
TCK-00569,2026-03-25 10:35:00,web,low,delivery,B2C,Volga,5.81,0,4,54
TCK-00570,2026-03-25 15:23:00,web,medium,delivery,SMB,Volga,17.5,0,3,47
TCK-00571,2026-03-25 11:00:00,chat,high,technical,SMB,Central,10.97,0,5,33
TCK-00572,2026-03-25 08:33:00,email,critical,technical,B2C,Central,33.25,1,5,89
TCK-00573,2026-03-25 11:12:00,email,medium,product,B2C,Central,26.91,0,5,71
TCK-00574,2026-03-25 14:13:00,web,high,access,B2C,Central,2.44,0,4,75
TCK-00575,2026-03-25 08:07:00,email,critical,billing,B2C,North-West,15.85,1,3,109
TCK-00576,2026-03-25 09:48:00,email,low,technical,B2C,North-West,2.12,0,4,111
TCK-00577,2026-03-25 19:13:00,email,low,technical,SMB,North-West,2.6,0,4,103
TCK-00578,2026-03-25 10:16:00,phone,low,access,SMB,Siberia,3.43,0,4,25
TCK-00579,2026-03-25 09:14:00,phone,medium,technical,B2C,Central,5.07,0,3,37
TCK-00580,2026-03-25 14:08:00,email,low,access,B2C,Central,6.09,0,4,81
TCK-00581,2026-03-25 18:23:00,web,medium,access,B2C,Volga,7.15,0,5,68
TCK-00582,2026-03-26 16:25:00,phone,low,billing,SMB,Central,14.14,0,5,32
TCK-00583,2026-03-26 09:44:00,email,medium,delivery,SMB,Volga,1.33,0,3,130
TCK-00584,2026-03-26 10:34:00,web,low,billing,SMB,North-West,2.27,0,4,33
TCK-00585,2026-03-26 10:38:00,chat,low,technical,B2C,Volga,1.42,0,4,8
TCK-00586,2026-03-26 11:04:00,email,low,technical,SMB,North-West,5.1,0,4,84
TCK-00587,2026-03-26 12:57:00,chat,low,technical,B2C,Siberia,3.79,0,5,24
TCK-00588,2026-03-26 08:02:00,email,critical,access,B2C,Volga,12.61,1,3,87
TCK-00589,2026-03-26 20:16:00,chat,high,billing,SMB,Volga,18.26,0,4,27
TCK-00590,2026-03-27 18:36:00,web,low,billing,B2C,North-West,3.04,0,4,74
TCK-00591,2026-03-27 17:59:00,chat,low,access,SMB,North-West,4.14,0,4,52
TCK-00592,2026-03-27 12:26:00,chat,high,access,B2C,Central,8.71,0,5,32
TCK-00593,2026-03-27 12:37:00,chat,low,access,B2C,Central,,0,5,25
TCK-00594,2026-03-28 21:07:00,email,low,product,Enterprise,Siberia,3.35,0,3,98
TCK-00595,2026-03-28 16:54:00,email,medium,product,SMB,Central,9.98,0,5,93
TCK-00596,2026-03-28 10:23:00,chat,medium,billing,SMB,Central,5.08,0,4,80
TCK-00597,2026-03-28 10:02:00,email,high,product,B2C,Central,18.97,0,5,123
TCK-00598,2026-03-28 09:53:00,web,medium,technical,B2C,Central,19.77,0,4,59
TCK-00599,2026-03-28 16:52:00,chat,low,product,B2C,Central,6.01,0,5,10
TCK-00600,2026-03-28 17:34:00,email,low,billing,B2C,South,7.28,0,4,96
TCK-00601,2026-03-28 13:11:00,phone,medium,delivery,Enterprise,Siberia,14.28,0,3,45
TCK-00602,2026-03-29 16:56:00,web,medium,technical,B2C,North-West,3.25,0,4,42
TCK-00603,2026-03-29 11:44:00,email,low,technical,B2C,Central,1.19,0,5,79
TCK-00604,2026-03-29 08:57:00,email,low,technical,B2C,Central,7.76,0,5,88
TCK-00605,2026-03-29 09:52:00,email,medium,access,SMB,Central,27.54,0,4,78
TCK-00606,2026-03-29 12:35:00,chat,medium,billing,Enterprise,Central,4.64,0,4,17
TCK-00607,2026-03-29 13:54:00,email,medium,billing,B2C,Central,7.46,0,5,87
TCK-00608,2026-03-30 11:25:00,chat,medium,technical,B2C,Central,7.52,0,4,16
TCK-00609,2026-03-30 16:54:00,email,medium,technical,B2C,Central,16.0,0,4,104
