contact_id,contact_date,channel,campaign_type,customer_segment,device_type,ad_cost_rub,clicked,converted,revenue_rub
MKT003356,2025-08-07,Социальные сети,Новый продукт,Повторный,Мобильное устройство,13.12,0,0,0.0
MKT000643,2025-06-23,Push,Сезонная акция,Лояльный,Мобильное устройство,1.77,0,0,0.0
MKT003258,2025-11-27,Push,Ретаргетинг,Повторный,Мобильное устройство,1.95,0,0,0.0
MKT006776,2025-10-09,Медийная реклама,Новый продукт,Повторный,Мобильное устройство,7.0,0,0,0.0
MKT001353,2025-09-01,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,17.21,0,0,0.0
MKT001407,2025-05-08,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,22.44,0,0,0.0
MKT001245,2025-08-24,Медийная реклама,Имиджевая кампания,Повторный,Планшет,5.99,0,0,0.0
MKT007700,2025-10-16,Медийная реклама,Новый продукт,Повторный,Компьютер,11.38,0,0,0.0
MKT009397,2025-03-18,Социальные сети,Новый продукт,Лояльный,Мобильное устройство,10.82,1,1,5746.85
MKT000436,2025-08-26,Медийная реклама,Сезонная акция,Новый,Компьютер,6.54,0,0,0.0
MKT004141,2025-07-05,Медийная реклама,Сезонная акция,Лояльный,Компьютер,9.87,0,0,0.0
MKT004057,2025-04-19,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,28.34,0,0,0.0
MKT005182,2025-12-12,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,4.69,0,0,0.0
MKT009801,10.05.2025,Email,Ретаргетинг,Повторный,Планшет,1.72,0,0,0.0
MKT009601,2025-04-03,Push,Программа лояльности,Лояльный,Мобильное устройство,0.78,0,0,0.0
MKT005567,2025-10-20,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,20.84,0,0,0.0
MKT005620,2025-05-02,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,19.82,0,0,0.0
MKT009680,29.09.2025,Email,Новый продукт,Лояльный,Компьютер,3.03,0,0,0.0
MKT007266,2025-09-29,Социальные сети,Имиджевая кампания,Новый,Компьютер,11.08,0,0,0.0
MKT002391,2025-04-04,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,8.95,0,0,0.0
MKT001314,2025-02-26,Медийная реклама,Программа лояльности,Повторный,Мобильное устройство,4.4,0,0,0.0
MKT000324,2025-11-19,Социальные сети,Новый продукт,Повторный,Мобильное устройство,16.87,0,0,0.0
MKT004069,2025-03-25,Поисковая реклама,Программа лояльности,Повторный,Компьютер,21.43,0,0,0.0
MKT008520,2025-04-28,Социальные сети,Программа лояльности,Новый,Планшет,7.28,1,1,3136.69
MKT000304,2025-01-13,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,19.41,1,1,6246.4
MKT009383,2025-10-26,Поисковая реклама,Программа лояльности,Новый,Планшет,19.33,0,0,0.0
MKT001499,2025-08-13,Email,Сезонная акция,Повторный,Мобильное устройство,1.37,0,0,0.0
MKT007614,2025-09-02,Email,Сезонная акция,Повторный,Компьютер,2.55,0,0,0.0
MKT000859,2025-11-03,Социальные сети,Программа лояльности,Новый,Мобильное устройство,6.05,1,0,0.0
MKT004136,2025-03-05,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,31.42,0,0,0.0
MKT003909,2025-06-06,Социальные сети,Программа лояльности,Новый,Компьютер,5.02,0,0,0.0
MKT006020,2025-05-31,Email,Ретаргетинг,Лояльный,Мобильное устройство,1.53,0,0,0.0
MKT001527,2025-04-15,Email,Сезонная акция,Лояльный,Мобильное устройство,1.71,0,0,0.0
MKT006459,2025-01-27,Социальные сети,Имиджевая кампания,Повторный,Компьютер,5.81,0,0,0.0
MKT001264,2025-11-23,Email,Ретаргетинг,Лояльный,Компьютер,1.68,0,0,0.0
MKT002214,2025-05-04,Email,Имиджевая кампания,Новый,Компьютер,2.6,0,0,0.0
MKT001879,2025-05-03,Поисковая реклама,Сезонная акция,Новый,Компьютер,19.85,0,0,0.0
MKT007456,2025-10-13,Email,Имиджевая кампания,Повторный,Мобильное устройство,2.08,0,0,0.0
MKT005067,2025-02-26,Push,Сезонная акция,Новый,Мобильное устройство,2.25,0,0,0.0
MKT001695,2025-09-17,Email,Ретаргетинг,Лояльный,Мобильное устройство,1.74,0,0,0.0
MKT009239,2025-07-03,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,9.87,0,0,0.0
MKT009909,2025-06-15,Социальные сети,Сезонная акция,Новый,Компьютер,16.36,0,0,0.0
MKT005224,2025-01-15,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,27.33,0,0,0.0
MKT004117,2025-09-15,Email,Сезонная акция,Повторный,Мобильное устройство,1.77,0,0,0.0
MKT006796,2025-05-28,Поисковая реклама,Ретаргетинг,Новый,Компьютер,17.47,0,0,0.0
MKT009660,2025-04-03,Поисковая реклама,Программа лояльности,Лояльный,Мобильное устройство,23.25,0,0,0.0
MKT008483,2025-06-27,Медийная реклама,Ретаргетинг,Повторный,Мобильное устройство,3.74,0,0,0.0
MKT000518,2025-09-19,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,18.88,0,0,0.0
MKT005405,2025-01-26,Медийная реклама,Программа лояльности,Лояльный,Планшет,5.16,0,0,0.0
MKT002810,2025-11-19,Поисковая реклама,Ретаргетинг,Лояльный,Мобильное устройство,16.59,0,0,0.0
MKT002316,2025-10-28,Email,Имиджевая кампания,Новый,Компьютер,2.0,0,0,0.0
MKT007455,2025-12-05,Социальные сети,сезонная акция ,Новый,Компьютер,7.49,1,0,0.0
MKT000147,2025-10-31,Поисковая реклама,Ретаргетинг,Новый,Компьютер,20.58,1,0,0.0
MKT005396,2025-06-04,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,25.44,1,0,0.0
MKT001730,2025-02-15,Email,Ретаргетинг,Новый,Компьютер,3.0,0,0,0.0
MKT006687,2025-06-30,Push,Сезонная акция,Повторный,Мобильное устройство,1.66,0,0,0.0
MKT003058,2025-11-20,Email,Программа лояльности,Новый,Компьютер,2.01,0,0,0.0
MKT008410,2025-06-26,Push,Сезонная акция,Лояльный,Компьютер,2.75,0,0,0.0
MKT002641,2025-11-08,Email,Ретаргетинг,Новый,Мобильное устройство,1.77,0,0,0.0
MKT004061,2025-08-01,Поисковая реклама,Имиджевая кампания,Лояльный,Мобильное устройство,13.2,0,0,0.0
MKT000241,2025-09-24,Email,Сезонная акция,Повторный,Мобильное устройство,3.74,0,0,0.0
MKT003088,2025-07-08,Поисковая реклама,Сезонная акция,Лояльный,Мобильное устройство,13.76,0,0,0.0
MKT007558,2025-12-24,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,10.53,0,0,0.0
MKT001023,2025-03-17,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,5.92,0,0,0.0
MKT004252,2025-11-27,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,17.66,0,0,0.0
MKT006896,2025-10-18,Социальные сети,Имиджевая кампания,Повторный,Компьютер,9.86,1,0,0.0
MKT009435,2025-10-28,Медийная реклама,Имиджевая кампания,Лояльный,Мобильное устройство,5.54,0,0,0.0
MKT006800,2025-06-10,Push,Программа лояльности,Повторный,Мобильное устройство,1.64,0,0,0.0
MKT003810,2025-09-10,Push,Ретаргетинг,Новый,Мобильное устройство,1.35,0,0,0.0
MKT001599,2025-03-05,Социальные сети,Программа лояльности,Новый,Планшет,9.02,0,0,0.0
MKT004632,2025-11-24,Email,Новый продукт,Новый,Мобильное устройство,2.89,0,0,0.0
MKT001392,2025-10-02,Email,Имиджевая кампания,Новый,Мобильное устройство,2.7,0,0,0.0
MKT009114,2025-12-30,Социальные сети,Программа лояльности,Новый,Компьютер,8.78,0,0,0.0
MKT008300,2025-04-01,Email,Сезонная акция,Новый,Компьютер,2.28,1,0,0.0
MKT007561,2025-01-15,Поисковая реклама,Новый продукт,Повторный,Компьютер,24.24,0,0,0.0
MKT003982,2025-12-22,Социальные сети,Новый продукт,Новый,Мобильное устройство,10.6,0,0,0.0
MKT006318,2025-01-31,Email,Ретаргетинг,Повторный,Мобильное устройство,2.42,0,0,0.0
MKT006037,2025-04-08,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,15.89,0,0,0.0
MKT000322,2025-01-25,Медийная реклама,Имиджевая кампания,Лояльный,Мобильное устройство,7.59,0,0,0.0
MKT007374,2025-07-23,Push,Ретаргетинг,Повторный,Компьютер,1.22,0,0,0.0
MKT001186,2025-10-16,Email,Имиджевая кампания,Новый,Компьютер,2.22,0,0,0.0
MKT007100,2025-12-23,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,9.56,0,0,0.0
MKT003458,2025-08-08,Социальные сети,Новый продукт,Повторный,Мобильное устройство,14.79,0,0,0.0
MKT008701,2025-12-05,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,38.39,0,0,0.0
MKT008676,2025-09-23,Социальные сети,Программа лояльности,Новый,Мобильное устройство,7.95,0,0,0.0
MKT009645,2025-12-06,Email,Новый продукт,Новый,Мобильное устройство,1.59,0,0,0.0
MKT000068,2025-03-08,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,19.11,0,0,0.0
MKT000538,2025-03-04,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,20.41,0,2,0.0
MKT001519,2025-04-08,Email,Имиджевая кампания,Лояльный,Мобильное устройство,1.81,0,0,0.0
MKT005929,2025-01-22,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,9.23,0,0,0.0
MKT002490,2025-06-16,Email,Имиджевая кампания,Повторный,Мобильное устройство,2.61,0,0,0.0
MKT007519,2025-02-12,Социальные сети,Ретаргетинг,Новый,Планшет,9.47,0,0,0.0
MKT002172,2025-11-01,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,17.63,0,0,0.0
MKT008539,2025-06-21,Социальные сети,Имиджевая кампания,Лояльный,Мобильное устройство,7.76,0,0,0.0
MKT002234,2025-01-07,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,9.8,1,0,0.0
MKT004639,2025-05-12,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,6.86,1,0,0.0
MKT008723,2025-07-28,Email,Программа лояльности,Лояльный,Мобильное устройство,3.17,0,0,0.0
MKT001790,2025-03-10,Email,Ретаргетинг,Новый,Мобильное устройство,2.35,0,0,0.0
MKT005177,2025-02-03,Email,Сезонная акция,Новый,Компьютер,1.6,0,0,0.0
MKT005372,2025-11-29,Push,Сезонная акция,Новый,Мобильное устройство,1.37,0,0,0.0
MKT001136,2025-07-10,Push,Ретаргетинг,Лояльный,Мобильное устройство,1.2,0,0,0.0
MKT006368,2025-10-21,Push,Программа лояльности,Новый,Планшет,1.33,0,0,0.0
MKT007890,2025-06-20,Медийная реклама,Сезонная акция,Новый,Компьютер,8.57,0,0,0.0
MKT001254,2025-06-20,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,16.57,0,0,0.0
MKT007506,2025-07-18,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,21.98,0,0,0.0
MKT002811,20.07.2025,Социальные сети,Программа лояльности,Повторный,Компьютер,12.11,0,0,0.0
MKT000462,2025-03-08,Push,Имиджевая кампания,Новый,Мобильное устройство,1.35,0,0,0.0
MKT004009,2025-10-10,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,29.49,0,0,0.0
MKT003842,2025-01-05,Поисковая реклама,Новый продукт,Повторный,Компьютер,27.3,1,0,0.0
MKT004719,2025-05-14,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,10.59,1,0,0.0
MKT003526,2025-05-04,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,14.21,0,0,0.0
MKT007153,2025-10-10,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,31.62,0,0,0.0
MKT001946,2025-08-23,Email,Сезонная акция,Повторный,Мобильное устройство,1.65,0,0,0.0
MKT002026,2025-05-28,Медийная реклама,Имиджевая кампания,Новый,Планшет,7.79,0,0,0.0
MKT007116,2025-12-29,Социальные сети,Программа лояльности,Повторный,Компьютер,7.36,0,0,0.0
MKT007968,2025-03-23,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,17.16,0,0,0.0
MKT008869,2025-05-11,Социальные сети,Ретаргетинг,Лояльный,Мобильное устройство,9.91,0,0,0.0
MKT007427,2025-05-29,Медийная реклама,Программа лояльности,Лояльный,Мобильное устройство,5.98,1,0,0.0
MKT000866,2025-07-18,Email,Ретаргетинг,Повторный,Компьютер,1.99,0,0,0.0
MKT001380,2025-11-09,Email,Программа лояльности,Новый,Компьютер,2.4,0,0,0.0
MKT009283,2025-11-18,Push,Имиджевая кампания,Новый,Мобильное устройство,1.4,1,1,4177.03
MKT001548,2025-04-21,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,6.92,1,0,0.0
MKT008707,2025-01-27,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,26.2,0,0,0.0
MKT002954,2025-02-13,Email,Ретаргетинг,Новый,Компьютер,2.65,1,0,0.0
MKT009962,2025-09-21,Push,Имиджевая кампания,Новый,Мобильное устройство,1.12,0,0,0.0
MKT005136,2025-07-26,Социальные сети,Новый продукт,Новый,Компьютер,7.61,0,0,0.0
MKT008154,2025-03-31,Email,Сезонная акция,Повторный,Мобильное устройство,2.2,0,0,0.0
MKT001596,2025-02-07,Email,Ретаргетинг,Новый,Компьютер,2.2,0,0,0.0
MKT003190,2025-08-23,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,17.98,0,0,0.0
MKT003191,2025-09-29,Социальные сети,Новый продукт,Повторный,Мобильное устройство,11.95,0,0,0.0
MKT002529,2025-03-15,Социальные сети,Ретаргетинг,Новый,Компьютер,8.93,1,0,0.0
MKT008048,2025-11-06,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,10.06,0,0,0.0
MKT000291,2025-06-11,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,16.22,0,0,0.0
MKT006187,2025-09-26,Push,Сезонная акция,Повторный,Мобильное устройство,1.67,0,0,0.0
MKT003792,2025-11-07,Push,Сезонная акция,Новый,Компьютер,1.94,0,0,0.0
MKT001020,2025-01-30,Поисковая реклама,Сезонная акция,Новый,Компьютер,23.97,0,1,0.0
MKT006654,2025-06-07,Email,Имиджевая кампания,Лояльный,Компьютер,2.36,0,0,0.0
MKT007577,2025-12-16,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,12.01,0,0,0.0
MKT009162,2025-04-02,Медийная реклама,Сезонная акция,Повторный,Мобильное устройство,4.89,0,0,0.0
MKT006123,2025-08-08,Социальные сети,Сезонная акция,Новый,Мобильное устройство,11.09,0,0,0.0
MKT008803,2025-04-20,Push,Имиджевая кампания,Новый,Мобильное устройство,1.7,1,0,0.0
MKT009422,2025-10-23,Социальные сети,Программа лояльности,Новый,Компьютер,10.47,0,0,0.0
MKT005652,2025-10-17,Email,Сезонная акция,Повторный,Мобильное устройство,3.36,0,0,0.0
MKT007668,2025-05-28,Email,Сезонная акция,Новый,Мобильное устройство,1.39,0,0,0.0
MKT000282,2025-01-09,Медийная реклама,Ретаргетинг,Новый,Планшет,7.01,0,0,0.0
MKT006401,2025-05-02,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,9.24,0,0,0.0
MKT000066,2025-06-16,Email,Ретаргетинг,Повторный,Компьютер,1.95,1,0,0.0
MKT006487,2025-04-04,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,24.3,0,0,0.0
MKT007911,2025-02-18,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,11.72,0,0,0.0
MKT005711,2025-01-17,Социальные сети,Ретаргетинг,Повторный,Компьютер,10.17,0,0,0.0
MKT000861,2025-05-24,,Имиджевая кампания,Повторный,Мобильное устройство,8.32,0,0,0.0
MKT004548,2025-12-01,Email,Новый продукт,Новый,Компьютер,2.72,0,0,0.0
MKT003438,2025-01-03,Поисковая реклама,Ретаргетинг,Лояльный,Компьютер,25.01,0,0,0.0
MKT009975,2025-10-24,Email,Имиджевая кампания,Повторный,Компьютер,1.68,0,0,0.0
MKT007158,2025-06-02,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,10.5,0,0,0.0
MKT001336,2025-10-28,Медийная реклама,Ретаргетинг,Повторный,мобильное ,4.78,0,0,0.0
MKT008796,2025-06-24,Социальные сети,Новый продукт,Повторный,Мобильное устройство,14.57,0,0,0.0
MKT004511,2025-03-24,Push,Ретаргетинг,Повторный,Мобильное устройство,1.44,0,0,0.0
MKT008754,2025-12-21,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,30.47,0,0,0.0
MKT004608,2025-06-21,Социальные сети,Сезонная акция,Новый,Планшет,7.47,0,0,0.0
MKT007927,2025-07-15,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,6.71,0,0,0.0
MKT005604,2025-05-10,Социальные сети,Программа лояльности,Повторный,Планшет,7.33,0,0,0.0
MKT003102,2025-04-10,Email,Ретаргетинг,Повторный,Мобильное устройство,1.31,0,0,0.0
MKT007729,2025-05-06,Социальные сети,Имиджевая кампания,Лояльный,Мобильное устройство,10.6,0,0,0.0
MKT008062,2025-10-09,Email,Имиджевая кампания,Повторный,Мобильное устройство,3.28,0,0,0.0
MKT003359,2025-05-13,Медийная реклама,Имиджевая кампания,Повторный,Компьютер,4.23,0,0,0.0
MKT000533,2025-12-17,Поисковая реклама,Программа лояльности,Новый,Компьютер,14.15,0,0,0.0
MKT001838,2025-03-08,Социальные сети,Имиджевая кампания,Новый,Компьютер,6.85,0,0,0.0
MKT007432,2025-08-20,Медийная реклама,Программа лояльности,Новый,Компьютер,4.04,0,0,0.0
MKT004484,2025-08-26,Push,Новый продукт,Повторный,Мобильное устройство,1.35,0,0,0.0
MKT007313,2025-09-30,Социальные сети,Новый продукт,Лояльный,Мобильное устройство,11.11,0,0,0.0
MKT009692,2025-03-14,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,44.07,1,0,0.0
MKT004710,2025-10-04,Email,Сезонная акция,Новый,Компьютер,1.69,0,0,0.0
MKT003609,2025-10-16,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,12.16,0,0,0.0
MKT009399,2025-11-20,Push,Программа лояльности,Новый,Мобильное устройство,1.05,0,0,0.0
MKT005373,2025-11-02,,Программа лояльности,Повторный,Мобильное устройство,5.45,0,1,0.0
MKT004757,2025-04-05,Push,Новый продукт,Повторный,Мобильное устройство,1.21,0,0,0.0
MKT004442,2025-12-21,Поисковая реклама,Ретаргетинг,Повторный,Компьютер,20.02,0,0,0.0
MKT009787,2025-09-07,Медийная реклама,Программа лояльности,Новый,Компьютер,6.12,0,0,0.0
MKT007523,2025-03-21,Push,Программа лояльности,Новый,Планшет,1.33,0,0,0.0
MKT008076,2025-10-08,Email,Программа лояльности,Лояльный,Мобильное устройство,1.57,0,0,0.0
MKT009259,2025-11-15,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,11.28,0,0,0.0
MKT003788,2025-01-10,Push,Программа лояльности,Повторный,Мобильное устройство,0.98,0,0,0.0
MKT002113,2025-05-21,Медийная реклама,Сезонная акция,Новый,Мобильное устройство,7.99,0,0,0.0
MKT005513,2025-07-31,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,20.17,0,0,0.0
MKT001756,2025-12-19,Email,Программа лояльности,Повторный,Мобильное устройство,1.48,2,0,0.0
MKT007799,2025-09-25,Медийная реклама,Новый продукт,Новый,Компьютер,6.33,0,0,0.0
MKT002484,2025-11-17,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,15.22,0,0,0.0
MKT002680,2025-10-16,Социальные сети,Программа лояльности,Повторный,Компьютер,7.2,0,0,0.0
MKT002754,2025-01-19,Медийная реклама,Сезонная акция,Новый,Компьютер,5.72,0,0,0.0
MKT005918,2025-05-31,Поисковая реклама,Имиджевая кампания,Лояльный,Мобильное устройство,30.05,0,0,0.0
MKT002200,2025-07-11,Email,Сезонная акция,Повторный,Компьютер,2.72,0,0,0.0
MKT000453,2025-10-18,Email,Ретаргетинг,Лояльный,Мобильное устройство,1.86,0,0,0.0
MKT005467,2025-02-03,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,7.86,0,0,0.0
MKT006349,2025-06-11,Поисковая реклама,Ретаргетинг,Лояльный,Мобильное устройство,24.01,0,0,0.0
MKT003168,2025-01-25,Email,Программа лояльности,Повторный,Мобильное устройство,2.06,0,0,0.0
MKT003826,2025-09-22,Поисковая реклама,Новый продукт,Повторный,Компьютер,12.48,0,0,0.0
MKT007512,2025-04-19,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,17.64,0,0,0.0
MKT009699,2025-08-11,Email,Сезонная акция,Новый,Планшет,2.52,0,0,0.0
MKT003651,2025-11-30,Медийная реклама,Программа лояльности,Новый,Компьютер,7.37,0,0,0.0
MKT009148,2025-07-08,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,9.94,0,0,0.0
MKT001156,2025-08-08,Push,Ретаргетинг,Лояльный,Мобильное устройство,1.19,1,0,0.0
MKT000711,2025-09-09,Медийная реклама,Сезонная акция,Новый,Мобильное устройство,9.83,0,0,0.0
MKT004766,2025-03-16,Email,Ретаргетинг,Повторный,Мобильное устройство,1.54,0,0,0.0
MKT003054,2025-04-26,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,11.56,0,0,0.0
MKT007796,2025-03-02,Поисковая реклама,Ретаргетинг,Новый,Компьютер,21.17,0,0,0.0
MKT002622,2025-02-13,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,24.59,1,1,3934.26
MKT002552,2025-11-02,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,13.73,0,0,0.0
MKT002585,2025-10-21,Email,Программа лояльности,Повторный,Мобильное устройство,2.11,0,0,0.0
MKT002168,2025-02-02,Email,Имиджевая кампания,Лояльный,Мобильное устройство,1.81,0,0,0.0
MKT007939,2025-04-27,Социальные сети,Ретаргетинг,Лояльный,Компьютер,9.87,0,0,0.0
MKT007594,2025-05-10,Медийная реклама,Программа лояльности,Повторный,Мобильное устройство,7.32,0,0,0.0
MKT000636,2025-08-22,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,9.86,0,0,0.0
MKT000137,2025-04-15,Поисковая реклама,Программа лояльности,Лояльный,Мобильное устройство,14.81,0,0,0.0
MKT004977,2025-04-18,Email,Ретаргетинг,Повторный,Мобильное устройство,1.58,0,0,0.0
MKT006057,2025-07-27,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,5.25,0,0,0.0
MKT006412,2025-02-17,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,11.28,0,0,0.0
MKT008847,2025-10-18,Поисковая реклама,Имиджевая кампания,Лояльный,Мобильное устройство,23.9,0,0,0.0
MKT003683,2025-05-31,Push,Сезонная акция,Повторный,Мобильное устройство,1.1,0,0,0.0
MKT004921,2025-12-19,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,18.98,1,0,0.0
MKT004671,2025-03-25,Медийная реклама,Программа лояльности,Новый,Мобильное устройство,3.92,0,0,0.0
MKT001298,2025-09-29,Социальные сети,Новый продукт,Повторный,Мобильное устройство,12.61,0,0,0.0
MKT005935,2025-03-28,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,12.33,0,0,0.0
MKT003456,2025-01-19,Email,Сезонная акция,Новый,Планшет,2.15,0,0,0.0
MKT009970,2025-10-13,Медийная реклама,Ретаргетинг,Повторный,Мобильное устройство,6.04,1,0,0.0
MKT004650,2025-08-12,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,11.38,0,0,0.0
MKT009683,2025-08-29,,Имиджевая кампания,Повторный,Компьютер,2.54,0,0,0.0
MKT004354,2025-11-26,Push,Новый продукт,Новый,Мобильное устройство,1.49,0,0,0.0
MKT004504,2025-09-19,Email,Программа лояльности,Повторный,Мобильное устройство,1.77,0,0,0.0
MKT004435,2025-02-17,Медийная реклама,Программа лояльности,Повторный,Мобильное устройство,5.19,0,0,0.0
MKT001988,2025-03-17,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,8.05,0,0,0.0
MKT007533,2025-01-01,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,16.17,0,0,0.0
MKT002634,2025-09-21,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,23.68,0,0,0.0
MKT001877,2025-05-23,Медийная реклама,Имиджевая кампания,Повторный,Мобильное устройство,9.06,0,0,0.0
MKT000989,2025-05-05,Push,Имиджевая кампания,Повторный,Мобильное устройство,1.5,0,0,0.0
MKT003920,2025-06-05,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,16.5,0,0,0.0
MKT001123,2025-06-16,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,22.16,0,0,0.0
MKT000102,2025-03-15,Email,Новый продукт,Повторный,Мобильное устройство,2.41,0,0,0.0
MKT008102,2025-01-16,Поисковая реклама,Ретаргетинг, лояльный,Компьютер,15.17,0,0,0.0
MKT006524,2025-01-24,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,20.64,1,0,0.0
MKT006792,2025-01-24,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,18.98,0,0,0.0
MKT004109,2025-09-24,Медийная реклама,Сезонная акция,Повторный,Компьютер,8.47,0,0,0.0
MKT009958,2025-08-23,Социальные сети,Ретаргетинг,Повторный,Компьютер,5.5,0,0,0.0
MKT003541,2025-09-21,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,10.36,0,0,0.0
MKT000829,2025-01-16,Поисковая реклама,Программа лояльности,Лояльный,Мобильное устройство,17.76,0,0,0.0
MKT004867,2025-01-03,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,14.6,0,0,0.0
MKT003357,2025-05-21,Медийная реклама,Ретаргетинг,Новый,Компьютер,4.64,1,0,0.0
MKT000181,2025-04-24,Поисковая реклама,Программа лояльности,Лояльный,Мобильное устройство,20.9,0,0,0.0
MKT002223,2025-09-13,Email,Ретаргетинг,Повторный,Мобильное устройство,1.66,0,0,0.0
MKT005739,2025-12-23,Push,Имиджевая кампания,Повторный,Мобильное устройство,1.72,0,0,0.0
MKT009159,2025-07-26,Социальные сети,Ретаргетинг,Лояльный,Компьютер,-5.0,0,0,0.0
MKT009560,2025-01-14,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,30.98,0,0,0.0
MKT002864,2025-09-24,Email,Сезонная акция,Повторный,Мобильное устройство,2.35,0,0,0.0
MKT006690,2025-07-25,Поисковая реклама,Ретаргетинг,Новый,Компьютер,21.57,0,0,0.0
MKT008889,2025-01-06,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,16.82,0,0,0.0
MKT008509,2025-01-09,Социальные сети,Программа лояльности,Новый,Компьютер,10.22,0,0,0.0
MKT007958,2025-10-14,Email,Ретаргетинг,Новый,Мобильное устройство,1.46,0,0,0.0
MKT009903,2025-09-13,Медийная реклама,Новый продукт,Повторный,Компьютер,7.51,0,0,0.0
MKT004878,2025-02-16,Социальные сети,Сезонная акция,Повторный,Планшет,9.91,0,0,0.0
MKT001324,2025-11-30,Push,Ретаргетинг,Повторный,Мобильное устройство,1.54,0,0,0.0
MKT006953,2025-10-16,Социальные сети,Сезонная акция,Лояльный,Компьютер,9.98,0,0,0.0
MKT005740,2025-02-15,Поисковая реклама,Ретаргетинг,Повторный,Компьютер,25.5,0,0,0.0
MKT002813,2025-12-30,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,7.88,0,0,0.0
MKT004559,2025-10-31,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,8.39,0,0,0.0
MKT006799,2025-04-28,Push,Ретаргетинг,Новый,Мобильное устройство,2.09,0,0,0.0
