client_id,client_segment,loyalty_level,registration_date
CL-03436,regular,gold,2025-06-23
CL-03437,new,silver,2025-07-01
CL-03438,new,none,2025-05-25
CL-03439,new,none,2024-01-21
CL-03440,regular,silver,2025-08-19
CL-03441,new,none,2025-05-06
CL-03442,new,silver,2024-02-17
CL-03443,new,none,2025-12-20
CL-03444,regular,gold,2025-08-05
CL-03445,vip,silver,2025-06-09
CL-03446,new,gold,2025-01-07
CL-03447,regular,none,2025-08-27
CL-03448,regular,silver,2024-08-25
CL-03449,new,gold,2025-07-04
CL-03450,vip,silver,2025-04-08
CL-03451,regular,none,2025-04-08
CL-03452,regular,none,2025-08-30
CL-03453,new,silver,2024-05-11
CL-03454,new,silver,2024-03-19
CL-03455,sleeping,gold,2025-02-26
CL-03456,regular,gold,2025-09-05
CL-03457,sleeping,silver,2024-07-11
CL-03458,sleeping,platinum,2025-03-08
CL-03459,new,silver,2025-12-28
CL-03460,regular,none,2025-04-16
CL-03461,regular,none,2024-02-29
CL-03462,regular,gold,2025-10-30
CL-03463,new,none,2026-01-11
CL-03464,new,gold,2025-06-23
CL-03465,regular,none,2025-04-09
CL-03466,regular,none,2025-03-19
CL-03467,regular,gold,2025-04-18
CL-03468,new,gold,2024-09-12
CL-03469,new,gold,2025-05-04
CL-03470,sleeping,none,2025-01-22
CL-03471,regular,none,2025-08-24
CL-03472,regular,silver,2025-09-27
CL-03473,regular,gold,2025-06-23
CL-03474,regular,none,2026-01-26
CL-03475,regular,silver,2024-12-07
CL-03476,regular,none,2025-07-28
CL-03477,vip,silver,2024-09-17
CL-03478,sleeping,none,2025-08-23
CL-03479,sleeping,platinum,2024-07-22
CL-03480,regular,none,2025-06-15
CL-03481,regular,silver,2024-01-11
CL-03482,regular,gold,2025-08-05
CL-03483,vip,none,2024-08-08
CL-03484,regular,none,2024-07-03
CL-03485,regular,silver,2024-09-10
CL-03486,regular,silver,2024-11-18
CL-03487,regular,silver,2024-04-07
CL-03488,regular,silver,2025-02-26
CL-03489,new,none,2024-04-04
CL-03490,regular,gold,2025-02-21
CL-03491,regular,none,2024-10-07
CL-03492,new,silver,2025-03-29
CL-03493,vip,gold,2024-04-25
CL-03494,regular,gold,2026-01-09
CL-03495,new,none,2024-01-12
CL-03496,vip,none,2025-10-12
CL-03497,regular,silver,2024-09-24
CL-03498,regular,none,2025-09-21
CL-03499,regular,silver,2025-03-29
CL-03500,vip,silver,2025-09-23
CL-03501,regular,none,2025-02-25
CL-03502,regular,silver,2025-08-25
CL-03503,new,silver,2025-05-13
CL-03504,regular,gold,2025-05-31
CL-03505,regular,none,2025-03-10
CL-03506,regular,none,2024-07-13
CL-03507,regular,none,2025-10-07
CL-03508,vip,silver,2025-10-12
CL-03509,regular,gold,2025-07-03
CL-03510,new,gold,2024-07-31
CL-03511,sleeping,platinum,2024-11-05
CL-03512,regular,silver,2025-07-04
CL-03513,sleeping,gold,2024-05-21
CL-03514,sleeping,none,2024-03-25
CL-03515,sleeping,silver,2024-11-02
CL-03516,regular,silver,2025-02-19
CL-03517,regular,gold,2025-11-10
CL-03518,new,gold,2024-08-30
CL-03519,regular,none,2024-06-13
CL-03520,regular,gold,2025-06-19
CL-03521,regular,gold,2025-10-27
CL-03522,vip,platinum,2025-10-12
CL-03523,new,silver,2025-04-25
CL-03524,regular,platinum,2024-01-12
CL-03525,regular,gold,2025-05-11
CL-03526,regular,silver,2024-03-27
CL-03527,new,silver,2025-08-21
CL-03528,new,gold,2025-12-04
CL-03529,vip,gold,2025-04-09
CL-03530,regular,silver,2024-06-30
CL-03531,new,platinum,2024-08-14
CL-03532,new,none,2025-07-09
CL-03533,regular,silver,2025-07-31
CL-03534,new,none,2025-09-09
CL-03535,regular,silver,2024-03-18
CL-03536,regular,none,2025-07-16
CL-03537,new,none,2025-12-30
CL-03538,regular,none,2024-01-25
CL-03539,new,none,2024-11-23
CL-03540,new,none,2025-07-12
CL-03541,sleeping,silver,2025-02-06
CL-03542,regular,none,2025-12-31
CL-03543,sleeping,none,2025-05-28
CL-03544,new,none,2024-10-07
CL-03545,new,none,2025-04-17
CL-03546,regular,none,2025-06-23
CL-03547,regular,platinum,2025-08-17
CL-03548,sleeping,silver,2024-07-29
CL-03549,new,none,2025-11-27
CL-03550,vip,silver,2026-01-28
CL-03551,vip,none,2024-06-12
CL-03552,regular,silver,2024-06-07
CL-03553,new,platinum,2024-10-19
CL-03554,regular,none,2024-08-20
CL-03555,new,none,2024-05-21
CL-03556,regular,silver,2024-05-07
CL-03557,regular,none,2025-06-23
CL-03558,sleeping,none,2025-12-26
CL-03559,regular,silver,2024-03-13
CL-03560,regular,silver,2025-03-10
CL-03561,regular,none,2024-07-31
CL-03562,regular,gold,2024-07-06
CL-03563,sleeping,none,2025-03-10
CL-03564,new,none,2024-04-12
CL-03565,sleeping,silver,2024-03-04
CL-03566,vip,silver,2025-10-26
CL-03567,vip,silver,2024-12-05
CL-03568,regular,silver,2024-02-17
CL-03569,vip,silver,2025-10-28
CL-03570,new,gold,2025-05-03
CL-03571,regular,silver,2025-07-15
CL-03572,new,silver,2025-04-08
CL-03573,new,gold,2024-12-26
CL-03574,regular,none,2025-08-09
CL-03575,new,gold,2024-09-19
CL-03576,regular,none,2025-06-02
CL-03577,vip,silver,2025-11-01
CL-03578,new,silver,2025-09-27
CL-03579,regular,silver,2025-02-25
CL-03580,new,none,2024-01-29
CL-03581,regular,silver,2024-01-12
CL-03582,regular,gold,2024-11-23
CL-03583,regular,platinum,2025-05-18
CL-03584,regular,silver,2024-03-02
CL-03585,sleeping,none,2024-11-08
CL-03586,vip,none,2024-11-03
CL-03587,regular,silver,2024-12-14
CL-03588,regular,none,2025-03-02
CL-03589,regular,gold,2024-07-31
CL-03590,new,silver,2025-03-27
CL-03591,vip,silver,2024-12-10
CL-03592,new,none,2025-12-03
CL-03593,vip,none,2024-09-03
CL-03594,new,silver,2025-12-01
CL-03595,new,silver,2026-01-01
CL-03596,sleeping,none,2024-08-23
CL-03597,vip,silver,2024-11-05
CL-03598,sleeping,silver,2025-06-15
CL-03599,sleeping,silver,2024-12-14
CL-03600,regular,gold,2025-06-25
CL-03601,new,none,2024-07-15
CL-03602,new,none,2025-12-28
CL-03603,regular,gold,2025-06-14
CL-03604,new,none,2024-03-04
CL-03605,sleeping,silver,2024-07-03
CL-03606,new,gold,2025-04-14
CL-03607,new,silver,2024-08-10
CL-03608,new,platinum,2024-11-05
CL-03609,new,silver,2025-05-06
CL-03610,new,silver,2024-09-20
CL-03611,regular,none,2025-11-18
CL-03612,new,none,2025-04-14
CL-03613,regular,silver,2024-11-14
CL-03614,sleeping,none,2024-07-31
CL-03615,regular,silver,2024-08-12
CL-03616,regular,none,2024-01-28
CL-03617,regular,none,2024-03-06
CL-03618,new,silver,2025-08-14
CL-03619,new,silver,2025-08-07
CL-03620,sleeping,none,2024-03-06
CL-03621,regular,gold,2025-02-23
CL-03622,new,none,2024-09-06
CL-03623,regular,none,2025-06-14
CL-03624,vip,platinum,2025-03-28
CL-03625,regular,gold,2025-08-30
CL-03626,regular,silver,2025-04-19
CL-03627,sleeping,silver,2024-05-31
CL-03628,regular,gold,2025-05-21
CL-03629,regular,silver,2025-09-26
CL-03630,new,none,2026-01-25
CL-03631,new,none,2025-06-18
CL-03632,sleeping,none,2024-11-01
CL-03633,regular,gold,2025-01-21
CL-03634,regular,silver,2024-04-14
CL-03635,regular,none,2025-04-29
CL-03636,new,none,2024-04-14
CL-03637,vip,none,2024-07-16
CL-03638,new,silver,2025-01-22
CL-03639,vip,gold,2024-12-29
CL-03640,regular,silver,2024-10-18
CL-03641,new,gold,2025-05-06
CL-03642,new,none,2025-11-25
CL-03643,vip,silver,2025-12-02
CL-03644,new,silver,2025-01-23
CL-03645,new,none,2025-02-23
CL-03646,regular,silver,2024-12-09
CL-03647,regular,gold,2025-11-12
CL-03648,regular,none,2025-10-17
CL-03649,new,silver,2024-02-11
CL-03650,vip,gold,2025-08-28
CL-03651,new,gold,2024-01-23
CL-03652,new,silver,2025-06-26
CL-03653,new,none,2024-09-14
CL-03654,new,gold,2025-02-04
CL-03655,new,none,2025-08-17
CL-03656,new,none,2024-06-27
CL-03657,new,none,2024-04-11
CL-03658,regular,silver,2025-03-07
CL-03659,vip,silver,2025-09-28
CL-03660,new,gold,2024-03-28
CL-03661,new,silver,2024-10-21
CL-03662,sleeping,platinum,2025-02-11
CL-03663,sleeping,silver,2024-06-21
CL-03664,regular,silver,2025-10-09
CL-03665,new,none,2025-03-30
CL-03666,regular,none,2025-01-26
CL-03667,new,silver,2024-04-15
CL-03668,new,silver,2024-02-22
CL-03669,regular,none,2024-05-05
CL-03670,regular,silver,2024-01-24
CL-03671,regular,none,2025-02-10
CL-03672,regular,silver,2025-10-15
CL-03673,new,none,2025-07-30
CL-03674,new,none,2024-06-19
CL-03675,regular,none,2024-05-29
CL-03676,vip,gold,2025-02-03
CL-03677,new,gold,2025-08-13
CL-03678,regular,none,2025-08-13
CL-03679,new,none,2025-01-31
CL-03680,new,silver,2024-07-11
CL-03681,regular,none,2025-01-02
CL-03682,new,gold,2025-07-14
CL-03683,regular,silver,2025-10-30
CL-03684,regular,gold,2024-02-27
CL-03685,new,none,2025-08-11
CL-03686,new,platinum,2025-07-22
CL-03687,new,gold,2024-06-11
CL-03688,sleeping,silver,2024-02-18
CL-03689,regular,platinum,2024-08-22
CL-03690,regular,silver,2024-07-29
CL-03691,new,none,2024-03-27
CL-03692,regular,silver,2024-07-14
CL-03693,new,gold,2024-05-28
CL-03694,regular,gold,2025-11-08
CL-03695,regular,silver,2024-03-06
CL-03696,regular,silver,2025-02-10
CL-03697,new,none,2024-09-05
CL-03698,new,none,2025-10-02
CL-03699,new,silver,2024-12-26
CL-03700,regular,silver,2025-03-18
CL-03701,sleeping,none,2024-10-27
CL-03702,new,gold,2025-09-05
CL-03703,regular,silver,2025-05-22
CL-03704,regular,silver,2025-02-23
CL-03705,new,none,2024-10-28
CL-03706,new,none,2024-12-07
CL-03707,new,silver,2024-07-11
CL-03708,regular,gold,2025-05-15
CL-03709,regular,none,2024-08-12
CL-03710,regular,gold,2024-08-05
CL-03711,vip,gold,2024-12-20
CL-03712,regular,gold,2025-11-29
CL-03713,sleeping,silver,2024-11-30
CL-03714,regular,none,2025-11-21
CL-03715,vip,gold,2025-02-04
CL-03716,vip,silver,2024-02-25
CL-03717,regular,none,2025-03-19
CL-03718,vip,silver,2025-11-27
CL-03719,sleeping,silver,2025-11-01
CL-03720,regular,silver,2024-05-18
CL-03721,regular,gold,2024-07-22
CL-03722,regular,silver,2025-06-01
CL-03723,vip,none,2024-11-28
CL-03724,regular,platinum,2025-09-17
CL-03725,vip,none,2025-01-30
CL-03726,regular,none,2024-07-02
CL-03727,sleeping,gold,2024-09-09
CL-03728,new,platinum,2024-03-26
CL-03729,regular,silver,2024-08-05
CL-03730,regular,silver,2025-07-28
CL-03731,sleeping,silver,2024-06-17
CL-03732,sleeping,gold,2024-12-02
CL-03733,regular,gold,2024-05-16
CL-03734,regular,none,2025-01-04
CL-03735,new,gold,2026-01-03
CL-03736,sleeping,silver,2025-08-02
CL-03737,new,none,2025-08-03
CL-03738,regular,none,2024-07-11
CL-03739,regular,none,2024-08-21
CL-03740,regular,platinum,2024-03-14
CL-03741,new,silver,2025-12-01
CL-03742,new,silver,2025-12-28
CL-03743,vip,none,2024-09-14
CL-03744,regular,gold,2025-06-15
CL-03745,new,silver,2024-06-09
CL-03746,regular,gold,2025-05-10
CL-03747,new,silver,2024-03-13
CL-03748,vip,gold,2024-09-10
CL-03749,new,silver,2024-10-25
CL-03750,new,silver,2026-01-26
CL-03751,new,platinum,2024-12-21
CL-03752,regular,silver,2024-06-18
CL-03753,regular,gold,2024-02-05
CL-03754,regular,none,2024-05-15
CL-03755,regular,silver,2024-07-03
CL-03756,new,gold,2024-08-29
CL-03757,new,gold,2024-04-13
CL-03758,new,silver,2025-07-15
CL-03759,sleeping,silver,2024-10-20
CL-03760,new,gold,2024-06-29
CL-03761,sleeping,none,2025-02-03
CL-03762,new,platinum,2024-08-25
CL-03763,new,none,2025-06-03
CL-03764,new,none,2025-02-06
CL-03765,new,gold,2025-12-09
CL-03766,regular,silver,2025-05-08
CL-03767,regular,none,2024-10-05
CL-03768,new,none,2024-04-23
CL-03769,regular,platinum,2024-03-18
CL-03770,regular,silver,2025-05-12
CL-03771,sleeping,platinum,2024-01-26
CL-03772,sleeping,none,2024-10-16
CL-03773,regular,silver,2024-01-16
CL-03774,vip,none,2024-09-20
CL-03775,regular,silver,2025-11-02
CL-03776,regular,none,2024-03-01
CL-03777,regular,none,2026-01-10
CL-03778,new,silver,2026-01-10
CL-03779,regular,silver,2025-10-18
CL-03780,sleeping,silver,2025-06-10
CL-03781,new,silver,2024-05-15
CL-03782,vip,silver,2024-03-16
CL-03783,sleeping,silver,2025-11-29
CL-03784,new,gold,2024-10-05
CL-03785,regular,gold,2024-12-07
CL-03786,sleeping,gold,2024-03-01
CL-03787,sleeping,none,2024-02-15
CL-03788,new,silver,2025-02-15
CL-03789,new,gold,2024-11-04
CL-03790,regular,platinum,2025-06-16
CL-03791,new,silver,2025-09-25
CL-03792,new,silver,2024-02-12
CL-03793,new,gold,2026-01-07
CL-03794,new,platinum,2025-12-01
CL-03795,regular,silver,2025-03-11
CL-03796,regular,none,2024-10-11
CL-03797,regular,gold,2024-05-06
CL-03798,regular,silver,2024-06-27
CL-03799,regular,none,2025-06-16
CL-03800,new,none,2024-04-08
CL-03801,new,silver,2026-01-03
CL-03802,new,silver,2024-04-20
CL-03803,new,gold,2025-07-27
CL-03804,new,none,2025-10-07
CL-03805,new,none,2024-08-12
CL-03806,new,silver,2024-12-30
CL-03807,regular,none,2025-03-14
CL-03808,regular,silver,2025-08-29
CL-03809,sleeping,silver,2024-02-08
CL-03810,regular,none,2024-06-21
CL-03811,regular,gold,2024-04-23
CL-03812,new,none,2024-08-29
CL-03813,regular,gold,2025-05-26
CL-03814,new,silver,2024-11-09
CL-03815,regular,silver,2025-01-09
CL-03816,regular,gold,2024-12-11
CL-03817,regular,none,2024-01-05
CL-03818,new,gold,2024-03-15
CL-03819,regular,none,2024-06-21
CL-03820,vip,platinum,2024-02-04
CL-03821,regular,none,2025-09-16
CL-03822,regular,silver,2026-01-26
CL-03823,regular,none,2025-01-03
CL-03824,new,silver,2025-05-21
CL-03825,regular,none,2024-02-12
CL-03826,regular,none,2024-02-11
CL-03827,new,none,2025-04-04
CL-03828,new,none,2025-08-10
CL-03829,sleeping,silver,2025-12-07
CL-03830,regular,silver,2024-10-01
CL-03831,regular,none,2024-11-14
CL-03832,regular,platinum,2025-08-28
CL-03833,regular,silver,2024-04-16
CL-03834,regular,none,2025-12-22
CL-03835,new,silver,2024-08-14
CL-03836,regular,silver,2024-01-21
CL-03837,regular,silver,2025-08-23
CL-03838,new,gold,2026-01-02
CL-03839,regular,silver,2025-01-01
CL-03840,new,platinum,2024-05-05
CL-03841,regular,silver,2024-04-25
CL-03842,regular,platinum,2024-08-13
CL-03843,regular,silver,2025-02-09
CL-03844,regular,silver,2025-04-21
CL-03845,sleeping,silver,2025-06-14
CL-03846,regular,gold,2025-06-28
CL-03847,regular,none,2024-07-02
CL-03848,regular,none,2024-05-09
CL-03849,new,none,2025-12-24
CL-03850,new,none,2024-04-13
CL-03851,regular,gold,2025-01-22
CL-03852,new,silver,2024-08-05
CL-03853,regular,none,2025-07-09
CL-03854,regular,silver,2024-09-04
CL-03855,regular,none,2024-03-17
CL-03856,new,gold,2024-08-29
CL-03857,vip,gold,2024-03-17
CL-03858,regular,none,2024-05-10
CL-03859,regular,silver,2024-12-25
CL-03860,new,platinum,2026-01-07
CL-03861,regular,silver,2024-06-03
CL-03862,new,gold,2025-08-29
CL-03863,regular,none,2025-01-30
CL-03864,new,none,2026-01-14
CL-03865,sleeping,silver,2025-01-30
CL-03866,new,none,2024-03-19
CL-03867,regular,gold,2024-11-07
CL-03868,new,gold,2024-02-27
CL-03869,regular,none,2024-06-17
CL-03870,regular,silver,2025-02-11
CL-03871,regular,gold,2025-11-15
CL-03872,new,platinum,2025-04-11
CL-03873,new,none,2024-10-04
CL-03874,new,gold,2025-04-27
CL-03875,sleeping,none,2024-07-04
CL-03876,regular,gold,2024-03-11
CL-03877,new,silver,2025-07-11
CL-03878,sleeping,none,2025-10-03
CL-03879,new,silver,2025-04-10
CL-03880,regular,silver,2025-01-07
CL-03881,regular,silver,2024-12-14
CL-03882,sleeping,none,2024-10-06
CL-03883,regular,silver,2026-01-07
CL-03884,regular,gold,2025-01-18
CL-03885,sleeping,none,2025-10-24
CL-03886,new,none,2024-01-31
CL-03887,sleeping,gold,2024-09-24
CL-03888,vip,silver,2024-06-12
CL-03889,sleeping,silver,2024-03-29
CL-03890,new,gold,2026-01-28
CL-03891,new,none,2024-02-09
CL-03892,regular,gold,2025-02-23
CL-03893,regular,silver,2024-06-14
CL-03894,regular,none,2024-02-29
CL-03895,sleeping,platinum,2026-01-16
CL-03896,regular,gold,2024-08-10
CL-03897,new,none,2024-09-24
CL-03898,regular,gold,2024-05-20
CL-03899,new,platinum,2025-06-05
CL-03900,new,gold,2025-12-03
CL-03901,new,none,2024-09-14
CL-03902,vip,none,2025-09-04
CL-03903,regular,gold,2024-11-06
CL-03904,regular,gold,2025-02-19
CL-03905,regular,none,2025-08-31
CL-03906,regular,silver,2025-12-24
CL-03907,vip,none,2025-04-07
CL-03908,sleeping,silver,2024-10-10
CL-03909,regular,silver,2024-12-22
CL-03910,vip,none,2025-10-19
CL-03911,regular,silver,2024-09-25
CL-03912,regular,silver,2024-12-21
CL-03913,vip,silver,2025-08-12
CL-03914,regular,gold,2025-10-06
CL-03915,regular,none,2024-12-05
CL-03916,new,none,2025-11-15
CL-03917,regular,silver,2025-10-17
CL-03918,regular,silver,2024-12-17
CL-03919,regular,none,2024-07-29
CL-03920,regular,platinum,2024-05-15
CL-03921,new,none,2024-04-01
CL-03922,vip,none,2024-05-26
CL-03923,new,gold,2024-02-22
CL-03924,sleeping,gold,2024-08-07
CL-03925,new,silver,2026-01-23
CL-03926,regular,none,2024-06-18
CL-03927,regular,none,2024-10-19
CL-03928,vip,none,2024-10-22
CL-03929,new,silver,2025-01-29
CL-03930,sleeping,silver,2025-01-20
CL-03931,regular,none,2025-03-17
CL-03932,regular,silver,2024-03-07
CL-03933,regular,gold,2024-09-01
CL-03934,new,none,2025-11-22
CL-03935,regular,none,2026-01-11
CL-03936,new,gold,2024-01-02
CL-03937,new,none,2025-04-24
CL-03938,regular,none,2024-04-15
CL-03939,regular,none,2025-02-11
CL-03940,new,silver,2024-01-07
CL-03941,new,silver,2025-07-28
CL-03942,new,silver,2026-01-19
CL-03943,new,silver,2024-04-03
CL-03944,regular,silver,2024-11-08
CL-03945,new,none,2024-05-27
CL-03946,sleeping,gold,2024-05-28
CL-03947,new,platinum,2025-08-25
CL-03948,new,silver,2024-03-31
CL-03949,vip,none,2024-04-04
CL-03950,new,gold,2024-10-08
CL-03951,regular,none,2024-08-22
CL-03952,sleeping,none,2026-01-11
CL-03953,sleeping,platinum,2024-10-26
CL-03954,regular,none,2025-02-21
CL-03955,new,none,2024-03-19
CL-03956,regular,silver,2024-09-26
CL-03957,sleeping,silver,2024-06-05
CL-03958,sleeping,silver,2024-10-04
CL-03959,new,none,2024-08-18
CL-03960,regular,silver,2024-03-30
CL-03961,new,none,2025-02-25
CL-03962,new,platinum,2025-01-27
CL-03963,regular,none,2025-01-29
CL-03964,new,none,2024-11-18
CL-03965,new,silver,2025-02-02
CL-03966,new,none,2025-07-07
CL-03967,regular,silver,2024-07-17
CL-03968,new,none,2024-05-25
CL-03969,regular,silver,2025-05-30
CL-03970,new,none,2024-04-14
CL-03971,sleeping,silver,2024-09-24
CL-03972,new,none,2025-03-17
CL-03973,regular,none,2025-03-20
CL-03974,new,none,2025-07-17
CL-03975,new,gold,2024-12-24
CL-03976,new,silver,2025-01-13
CL-03977,new,none,2024-02-03
CL-03978,new,none,2025-08-23
CL-03979,regular,none,2024-06-29
CL-03980,regular,none,2025-10-01
CL-03981,new,silver,2025-05-04
CL-03982,regular,none,2025-11-27
CL-03983,regular,platinum,2025-10-27
CL-03984,new,gold,2024-10-14
CL-03985,regular,none,2024-10-26
CL-03986,new,none,2025-11-18
CL-03987,new,none,2025-11-02
CL-03988,regular,none,2025-06-22
CL-03989,sleeping,silver,2025-12-02
CL-03990,sleeping,none,2025-04-19
CL-03991,sleeping,none,2024-01-19
CL-03992,regular,none,2025-02-24
CL-03993,new,silver,2024-10-08
CL-03994,new,none,2024-01-15
CL-03995,new,platinum,2025-02-26
CL-03996,new,none,2025-03-01
CL-03997,new,none,2025-07-10
CL-03998,regular,silver,2025-08-15
CL-03999,new,silver,2024-09-02
CL-04000,new,silver,2026-01-21
CL-04001,regular,silver,2024-12-01
CL-04002,regular,none,2024-11-25
CL-04003,vip,none,2024-05-17
CL-04004,new,none,2026-01-22
CL-04005,regular,silver,2024-10-26
CL-04006,new,silver,2024-05-10
CL-04007,regular,silver,2025-10-05
CL-04008,new,platinum,2025-12-29
CL-04009,new,silver,2024-06-11
CL-04010,regular,gold,2025-03-24
CL-04011,new,silver,2025-11-18
CL-04012,new,silver,2025-05-18
CL-04013,sleeping,silver,2024-11-27
CL-04014,new,none,2025-03-11
CL-04015,regular,none,2024-03-18
CL-04016,regular,silver,2026-01-16
CL-04017,new,none,2025-01-24
CL-04018,regular,none,2024-02-03
CL-04019,new,gold,2024-09-13
CL-04020,regular,silver,2024-11-07
CL-04021,new,none,2026-01-25
CL-04022,new,none,2025-10-27
CL-04023,new,gold,2024-08-19
CL-04024,sleeping,platinum,2024-05-06
CL-04025,regular,silver,2024-02-02
CL-04026,sleeping,none,2025-03-08
CL-04027,regular,none,2024-12-04
CL-04028,regular,none,2025-02-01
CL-04029,regular,gold,2024-07-26
CL-04030,sleeping,silver,2025-09-05
CL-04031,regular,gold,2025-01-27
CL-04032,regular,none,2025-11-28
CL-04033,regular,gold,2024-07-01
CL-04034,regular,silver,2024-07-15
CL-04035,new,silver,2025-03-21
CL-04036,regular,silver,2025-06-10
CL-04037,new,silver,2024-08-12
CL-04038,vip,gold,2025-02-20
CL-04039,regular,silver,2025-01-23
CL-04040,vip,platinum,2025-05-18
CL-04041,regular,none,2025-04-28
CL-04042,regular,none,2024-06-01
CL-04043,new,none,2024-03-27
CL-04044,sleeping,none,2024-07-26
CL-04045,regular,gold,2024-04-06
CL-04046,new,none,2025-02-21
CL-04047,new,none,2025-01-24
CL-04048,new,none,2024-01-03
CL-04049,regular,silver,2025-09-18
CL-04050,regular,platinum,2025-06-28
CL-04051,sleeping,gold,2024-12-20
CL-04052,regular,none,2024-05-02
CL-04053,regular,silver,2024-05-02
CL-04054,regular,none,2025-12-08
CL-04055,vip,gold,2024-06-28
CL-04056,vip,none,2025-10-16
CL-04057,new,platinum,2025-05-19
CL-04058,sleeping,gold,2025-04-18
CL-04059,regular,silver,2025-09-27
CL-04060,vip,gold,2025-11-08
CL-04061,sleeping,none,2024-07-24
CL-04062,regular,none,2026-01-20
CL-04063,new,none,2024-04-07
CL-04064,regular,none,2025-08-11
CL-04065,new,silver,2024-10-20
CL-04066,regular,silver,2025-04-21
CL-04067,new,gold,2025-09-26
CL-04068,regular,gold,2024-12-07
CL-04069,sleeping,none,2024-03-03
CL-04070,new,none,2025-09-10
CL-04071,regular,silver,2024-04-10
CL-04072,regular,none,2025-06-19
CL-04073,regular,silver,2024-11-30
CL-04074,new,silver,2024-12-25
CL-04075,new,silver,2024-07-18
CL-04076,regular,silver,2025-01-15
CL-04077,regular,gold,2024-05-22
CL-04078,regular,silver,2024-06-22
CL-04079,new,platinum,2024-12-25
CL-04080,regular,gold,2025-08-22
CL-04081,regular,silver,2025-01-25
CL-04082,new,none,2025-10-29
CL-04083,regular,gold,2024-07-27
CL-04084,new,none,2024-01-13
CL-04085,regular,silver,2024-08-22
CL-04086,sleeping,silver,2024-03-26
CL-04087,regular,none,2025-02-01
CL-04088,regular,none,2026-01-23
CL-04089,new,none,2025-01-06
CL-04090,new,gold,2024-05-15
CL-04091,new,silver,2025-03-19
CL-04092,regular,platinum,2025-07-13
CL-04093,vip,gold,2025-10-23
CL-04094,new,silver,2024-12-31
CL-04095,new,gold,2024-11-18
CL-04096,new,silver,2025-01-31
CL-04097,regular,none,2024-06-11
CL-04098,regular,platinum,2024-03-23
CL-04099,regular,gold,2025-08-09
CL-04100,sleeping,none,2024-04-14
CL-04101,new,gold,2025-06-07
CL-04102,regular,none,2025-03-15
CL-04103,regular,gold,2024-12-24
CL-04104,new,silver,2024-10-13
CL-04105,sleeping,none,2026-01-17
CL-04106,new,gold,2025-08-29
CL-04107,regular,silver,2024-05-04
CL-04108,regular,none,2026-01-08
CL-04109,sleeping,gold,2024-04-08
CL-04110,regular,gold,2025-09-09
CL-04111,new,silver,2024-11-20
CL-04112,vip,silver,2024-11-04
CL-04113,regular,none,2025-01-18
CL-04114,regular,none,2025-01-01
CL-04115,regular,silver,2024-04-05
CL-04116,new,none,2024-04-29
CL-04117,regular,silver,2025-07-13
CL-04118,vip,platinum,2025-06-12
CL-04119,new,gold,2024-10-25
CL-04120,regular,silver,2024-12-05
CL-04121,sleeping,silver,2024-10-18
CL-04122,regular,gold,2025-10-13
CL-04123,sleeping,gold,2024-02-22
CL-04124,regular,none,2025-05-10
CL-04125,sleeping,silver,2024-08-22
CL-04126,new,none,2024-05-09
CL-04127,regular,none,2024-04-29
CL-04128,regular,none,2024-11-08
CL-04129,regular,silver,2024-04-20
CL-04130,sleeping,gold,2025-05-29
CL-04131,regular,gold,2024-09-06
CL-04132,regular,silver,2025-10-14
CL-04133,regular,silver,2024-04-20
CL-04134,regular,none,2024-09-23
CL-04135,regular,none,2024-10-17
CL-04136,new,none,2025-05-23
CL-04137,regular,platinum,2024-08-13
CL-04138,vip,none,2024-05-11
CL-04139,regular,gold,2024-11-04
CL-04140,regular,none,2025-11-18
CL-04141,regular,silver,2025-09-10
CL-04142,regular,gold,2025-03-13
CL-04143,new,platinum,2026-01-26
CL-04144,regular,none,2025-08-07
CL-04145,regular,gold,2025-08-04
CL-04146,new,none,2024-10-28
CL-04147,new,gold,2025-01-11
CL-04148,regular,none,2025-12-15
CL-04149,regular,silver,2025-12-04
CL-04150,regular,silver,2025-07-01
CL-04151,new,gold,2024-03-14
CL-04152,regular,gold,2024-04-26
CL-04153,regular,none,2024-12-13
CL-04154,regular,gold,2025-02-22
CL-04155,regular,none,2025-04-18
CL-04156,new,none,2024-07-25
CL-04157,sleeping,none,2025-08-15
CL-04158,new,none,2025-09-25
CL-04159,regular,none,2024-06-07
CL-04160,new,silver,2025-08-17
CL-04161,regular,none,2024-04-24
CL-04162,new,silver,2025-01-10
CL-04163,vip,none,2025-10-29
CL-04164,regular,silver,2024-08-17
CL-04165,regular,none,2025-06-04
CL-04166,new,none,2025-10-10
CL-04167,new,silver,2025-01-08
CL-04168,regular,platinum,2025-10-08
CL-04169,regular,platinum,2025-04-29
CL-04170,regular,none,2025-01-18
CL-04171,sleeping,platinum,2024-03-30
CL-04172,regular,silver,2025-06-29
CL-04173,sleeping,gold,2024-08-24
CL-04174,new,none,2024-08-04
CL-04175,regular,none,2025-11-29
CL-04176,regular,none,2024-09-22
CL-04177,regular,gold,2024-09-30
CL-04178,sleeping,none,2025-12-18
CL-04179,regular,none,2024-08-08
CL-04180,sleeping,silver,2025-07-13
CL-04181,regular,platinum,2025-01-30
CL-04182,new,silver,2024-02-24
CL-04183,regular,silver,2025-03-18
CL-04184,regular,none,2024-12-13
CL-04185,sleeping,gold,2025-07-05
CL-04186,vip,none,2024-10-27
CL-04187,new,none,2024-07-01
