order_id,order_date,client_id,product_id,region,channel,quantity,discount,delivery_days,unit_price,revenue,rating,is_returned,category
ORD-0030852,2026-06-29,CL-13130,PR-0243,Ростов-на-Дону,online,2,0.04,5,2844.91,5477.43,4.4,0,Одежда
ORD-0030853,2026-02-07,CL-16547,PR-0526,Краснодар,marketplace,4,0.11,5,7034.44,24927.51,3.8,0,Электроника
ORD-0030854,2026-05-10,CL-11107,PR-0193,Краснодар,online,4,0.04,1,2974.96,11434.53,4.2,0,Одежда
ORD-0030855,2026-01-10,CL-09278,PR-0129,Ростов-на-Дону,marketplace,2,0.11,3,9470.05,16813.83,4.1,0,Бытовая техника
ORD-0030856,2026-04-05,CL-03716,PR-0558,Екатеринбург,online,4,0.22,4,3109.37,9734.16,4.3,0,Одежда
ORD-0030857,2026-01-23,CL-12128,PR-0600,Краснодар,online,3,0.16,9,4307.98,10904.74,4.5,0,Спорт
ORD-0030858,2026-06-26,CL-12516,PR-0331,Краснодар,marketplace,4,0.1,3,22646.93,81835.47,4.8,0,Бытовая техника
ORD-0030859,2026-03-22,CL-09778,PR-0482,Москва,online,5,0.25,1,3100.67,11647.97,4.3,0,Одежда
ORD-0030860,2026-06-21,CL-06111,PR-0430,Казань,mobile_app,7,0.12,4,3221.54,19791.04,4.2,0,Одежда
ORD-0030861,2026-06-12,CL-17279,PR-0303,,online,2,0.07,3,9949.2,18542.26,4.6,0,Бытовая техника
ORD-0030862,2026-01-21,CL-08732,PR-0488,Москва,online,4,0.07,2,12967.83,48091.97,4.1,0,Бытовая техника
ORD-0030863,2026-04-02,CL-14860,PR-0315,Екатеринбург,online,4,0.16,4,3694.69,12358.09,4.4,0,Спорт
ORD-0030864,2026-04-25,CL-04854,PR-0144,Краснодар,mobile_app,3,0.17,3,4146.1,10374.49,4.9,0,Электроника
ORD-0030865,2026-03-19,CL-09014,PR-0316,Нижний Новгород,online,2,0.14,4,3504.95,6019.46,4.8,0,Товары для дома
ORD-0030866,2026-05-05,CL-00338,PR-0510,Москва,marketplace,4,0.11,2,3526.46,12537.39,4.4,0,Одежда
ORD-0030867,2026-03-22,CL-16800,PR-0298,Москва,offline,2,0.07,2,5840.41,10806.3,4.8,1,Электроника
ORD-0030868,2026-06-05,CL-07329,PR-0456,Москва,online,4,0.2,4,9930.46,31897.15,4.0,0,Электроника
ORD-0030869,2026-04-24,CL-13982,PR-0448,Краснодар,marketplace,7,0.12,5,2210.07,13611.66,5.0,0,Косметика
ORD-0030870,2026-03-31,CL-00452,PR-0001,Москва,offline,3,0.14,8,1321.19,3396.88,3.8,0,Косметика
ORD-0030871,2026-06-04,CL-11561,PR-0053,Новосибирск,marketplace,4,0.15,2,2926.6,9984.54,4.6,0,Одежда
ORD-0030872,2026-05-03,CL-03527,PR-0612,Санкт-Петербург,ONLINE ,4,0.06,5,4094.86,15357.21,4.8,0,Одежда
ORD-0030873,2026-02-18,CL-04174,PR-0266,Самара,online,4,0.0,5,4191.55,16766.21,4.4,1,Товары для дома
ORD-0030874,2026-03-05,CL-16302,PR-0144,Нижний Новгород,mobile_app,1,0.08,2,4786.62,4416.05,3.9,0,Электроника
ORD-0030875,2026-01-17,CL-10283,PR-0328,Санкт-Петербург,online,4,0.15,3,1147.54,3900.11,4.1,0,Косметика
ORD-0030876,2026-03-14,CL-15818,PR-0579,Москва,marketplace,2,0.24,6,3567.41,5437.78,4.4,1,Одежда
ORD-0030877,2026-04-12,CL-03932,PR-0288,Казань,online,9,0.12,1,10427.04,82703.41,4.5,0,Бытовая техника
ORD-0030878,2026-04-12,CL-09142,PR-0526,Санкт-Петербург,offline,3,0.17,1,7966.03,19778.43,4.5,0,Электроника
ORD-0030879,2026-05-23,CL-00750,PR-0316,Ростов-на-Дону,online,3,0.19,6,2982.38,7253.62,4.4,0,Товары для дома
ORD-0030880,2026-02-08,CL-09988,PR-0417,Самара,online,3,0.07,3,8632.77,24197.36,4.5,0,Бытовая техника
ORD-0030881,2026-03-13,CL-05852,PR-0273,Нижний Новгород,online,3,0.09,2,5381.36,14673.77,4.1,0,Спорт
ORD-0030882,2026-05-23,CL-09879,PR-0148,Казань,mobile_app,2,0.09,5,1803.73,3286.07,4.2,0,Товары для дома
ORD-0030883,2026-05-12,CL-16086,PR-0640,Санкт-Петербург,mobile_app,2,0.16,3,2603.54,4369.0,4.6,0,Товары для дома
ORD-0030884,2026-03-31,CL-14523,PR-0470,Краснодар,marketplace,4,0.12,3,7056.83,24740.99,4.2,0,Спорт
ORD-0030885,2026-05-23,CL-05362,PR-0234,Санкт-Петербург,mobile_app,7,0.11,3,9457.75,58650.3,4.2,0,Электроника
ORD-0030886,2026-06-03,CL-09924,PR-0443,Москва,online,3,0.11,6,3804.73,10130.98,4.3,0,Одежда
ORD-0030887,2026-03-18,CL-00765,PR-0497,Новосибирск,offline,3,0.08,10,1074.9,2954.66,3.5,0,Косметика
ORD-0030888,2026-05-22,CL-10162,PR-0339,Нижний Новгород,mobile_app,4,0.23,4,3679.51,11301.7,4.8,0,Одежда
ORD-0030889,2026-02-10,CL-13858,PR-0440,Санкт-Петербург,mobile_app,3,0.24,7,11475.56,26085.49,3.9,0,Электроника
ORD-0030890,2026-04-12,CL-09908,PR-0260,Самара,offline,3,0.0,2,1812.0,5435.99,4.5,1,Косметика
ORD-0030891,2026-02-14,CL-16306,PR-0614,Новосибирск,online,1,0.12,1,2123.76,1874.55,4.8,0,Одежда
ORD-0030892,2026-05-04,CL-08755,PR-0067,Санкт-Петербург,offline,7,0.0,5,4374.93,30624.54,4.4,0,Электроника
ORD-0030893,2026-03-07,CL-16246,PR-0534,Новосибирск,online,1,0.14,5,11258.43,9643.71,4.4,0,Бытовая техника
ORD-0030894,2026-06-02,CL-10017,PR-0205,Санкт-Петербург,online,2,0.12,3,1868.36,3291.82,4.3,0,Косметика
ORD-0030895,2026-06-14,CL-08650,PR-0433,Самара,marketplace,3,0.13,4,2001.63,5195.56,5.0,0,Товары для дома
ORD-0030896,2026-03-02,CL-16709,PR-0148,Краснодар,marketplace,2,0.05,3,1741.32,3303.76,4.7,1,Товары для дома
ORD-0030897,2026-01-07,CL-00770,PR-0470,Москва,marketplace,1,0.27,6,8134.15,5932.93,4.4,0,Спорт
ORD-0030898,2026-05-12,CL-05478,PR-0439,,online,4,0.04,1,3670.96,14087.63,4.5,0,Одежда
ORD-0030899,2026-06-14,CL-00768,PR-0115,Нижний Новгород,marketplace,3,0.07,3,22921.15,63909.29,4.7,0,Бытовая техника
ORD-0030900,2026-06-16,CL-16896,PR-0279,Москва,marketplace,1,0.02,3,1371.49,1343.58,4.5,0,Косметика
ORD-0030901,2026-02-11,CL-15403,PR-0446,Краснодар,marketplace,2,0.14,4,10492.49,17947.79,4.3,0,Бытовая техника
ORD-0030902,2026-01-06,CL-09979,PR-0282,Москва,online,2,0.03,4,12702.9,24689.13,4.1,0,Бытовая техника
ORD-0030903,2026-01-14,CL-16023,PR-0472,Новосибирск,online,6,0.13,4,6110.15,31785.02,4.2,0,Электроника
ORD-0030904,2026-03-31,CL-06573,PR-0119,Новосибирск,ONLINE ,4,0.07,5,6272.72,23365.75,3.4,0,Спорт
ORD-0030905,2026-02-18,CL-09916,PR-0439,,mobile_app,2,0.25,5,4356.89,6509.02,4.0,0,Одежда
ORD-0030906,2026-01-27,CL-02173,PR-0186,Москва,offline,3,0.32,4,9356.75,19217.61,4.5,0,Электроника
ORD-0030907,2026-02-05,CL-06365,PR-0169,Екатеринбург,marketplace,2,0.12,4,9418.15,16636.9,4.9,0,Бытовая техника
ORD-0030908,2026-03-11,CL-17576,PR-0099,Москва,online,4,0.18,4,2331.15,7669.69,4.0,0,Косметика
ORD-0030909,2026-01-10,CL-12390,PR-0312,Воронеж,online,1,0.07,4,1712.49,1587.42,4.5,0,Товары для дома
ORD-0030910,2026-05-30,CL-08043,PR-0034,Москва,marketplace,4,0.13,2,5484.82,19137.13,4.3,0,Электроника
ORD-0030911,2026-06-21,CL-16544,PR-0097,Воронеж,online,4,0.03,5,17842.69,68921.0,4.2,0,Бытовая техника
ORD-0030912,2026-02-05,CL-14131,PR-0587,Москва,marketplace,4,0.08,6,7441.4,27328.43,4.2,0,Электроника
ORD-0030913,2026-04-14,CL-15463,PR-0522,Москва,marketplace,5,0.16,1,3009.8,12601.56,3.9,0,Товары для дома
ORD-0030914,2026-01-07,CL-11547,PR-0620,Новосибирск,offline,3,0.21,2,2795.71,6612.11,4.2,0,Одежда
ORD-0030915,2026-01-16,CL-14207,PR-0610,Краснодар,online,4,0.08,2,2094.56,7668.82,4.0,0,Одежда
ORD-0030916,2026-02-21,CL-02136,PR-0386,Екатеринбург,mobile_app,4,0.19,3,3086.71,10027.68,4.0,0,Одежда
ORD-0030917,2026-06-02,CL-05796,PR-0151,Москва,online,3,0.17,6,2404.27,5983.57,4.2,0,Одежда
ORD-0030918,2026-05-21,CL-02705,PR-0152,Санкт-Петербург,mobile_app,4,0.09,4,2777.55,10106.8,4.2,0,Одежда
ORD-0030919,2026-05-08,CL-02721,PR-0274,Краснодар,online,2,0.02,2,10402.28,20322.65,4.4,0,Электроника
ORD-0030920,2026-01-20,CL-13346,PR-0380,Санкт-Петербург,online,2,0.0,3,1218.8,2437.6,4.1,0,Спорт
ORD-0030921,2026-02-09,CL-16118,PR-0017,Ростов-на-Дону,mobile_app,5,0.23,3,3028.7,11585.62,3.9,0,Бытовая техника
ORD-0030922,2026-04-16,CL-09756,PR-0432,Новосибирск,online,5,0.1,2,7917.96,35806.87,4.8,0,Спорт
ORD-0030923,2026-03-08,CL-09223,PR-0027,Москва,online,3,0.04,4,3184.64,9185.11,4.4,0,Одежда
ORD-0030924,2026-05-14,CL-05661,PR-0091,Санкт-Петербург,online,4,0.17,6,12622.62,41705.61,4.2,0,Электроника
ORD-0030925,2026-04-10,CL-03495,PR-0574,Екатеринбург,online,3,0.09,5,9017.64,24556.67,4.7,0,Электроника
ORD-0030926,2026-04-13,CL-03950,PR-0178,Москва,online,3,0.0,4,1511.12,4533.36,4.3,0,Товары для дома
ORD-0030927,2026-04-14,CL-16357,PR-0185,Санкт-Петербург,mobile_app,2,0.15,2,6265.56,10664.27,4.6,0,Спорт
ORD-0030928,2026-06-18,CL-16278,PR-0213,Москва,marketplace,2,0.05,4,9317.92,17659.36,4.3,0,Электроника
ORD-0030929,2026-04-11,CL-13426,PR-0225,Нижний Новгород,mobile_app,3,0.17,3,2663.94,6653.82,4.3,0,Косметика
ORD-0030930,2026-05-17,CL-03467,PR-0423,Ростов-на-Дону,mobile_app,3,0.14,4,4715.01,12141.86,3.9,0,Спорт
ORD-0030931,2026-03-29,CL-00265,PR-0318,Москва,marketplace,3,0.06,2,2626.01,7408.17,5.0,0,Товары для дома
ORD-0030932,2026-01-16,CL-16675,PR-0069,Нижний Новгород,online,4,0.09,8,11957.37,43571.75,3.8,0,Электроника
ORD-0030933,2026-04-08,CL-14625,PR-0612,Ростов-на-Дону,marketplace,1,0.22,4,3671.32,2867.01,4.0,0,Одежда
ORD-0030934,2026-06-04,CL-12518,PR-0649,Москва,online,3,0.01,6,15540.26,46280.77,4.7,0,Электроника
ORD-0030935,2026-05-17,CL-14772,PR-0519,Новосибирск,mobile_app,2,0.11,2,11451.19,20496.6,4.8,0,Электроника
ORD-0030936,2026-04-09,CL-05282,PR-0051,Москва,marketplace,1,0.09,6,3937.58,3577.61,4.2,0,Одежда
ORD-0030937,2026-06-22,CL-05580,PR-0519,Краснодар,offline,4,0.05,3,11265.22,42606.61,4.4,0,Электроника
ORD-0030938,2026-06-24,CL-10604,PR-0638,Казань,mobile_app,4,0.0,2,1526.24,6104.95,4.1,0,Косметика
ORD-0030939,2026-06-19,CL-07089,PR-0006,Новосибирск,mobile_app,4,0.19,3,4083.3,13245.28,4.6,0,Одежда
ORD-0030940,2026-06-27,CL-12204,PR-0024,Москва,online,3,0.25,3,2737.78,6169.57,3.9,0,Одежда
ORD-0030941,2026-03-01,CL-05984,PR-0268,Москва,marketplace,4,0.2,8,14385.87,46070.27,4.1,0,Электроника
ORD-0030942,2026-01-30,CL-06358,PR-0203,Новосибирск,mobile_app,3,0.16,2,2206.61,5532.94,4.7,0,Товары для дома
ORD-0030943,2026-03-21,CL-01671,PR-0067,Москва,online,1,0.12,5,4620.35,4080.66,3.8,0,Электроника
ORD-0030944,2026-02-14,CL-12096,PR-0263,Самара,mobile_app,2,0.33,3,13455.38,17950.91,4.2,0,Бытовая техника
ORD-0030945,2026-01-29,CL-08730,PR-0224,Нижний Новгород,ONLINE ,3,0.1,3,2599.21,6982.41,4.6,0,Косметика
ORD-0030946,2026-04-28,CL-08223,PR-0588,Нижний Новгород,offline,6,0.12,4,15662.91,82706.53,4.6,0,Бытовая техника
ORD-0030947,2026-01-20,CL-06613,PR-0007,Екатеринбург,mobile_app,3,0.22,5,1724.65,4011.03,4.1,0,Косметика
ORD-0030948,2026-01-11,CL-03884,PR-0148,Краснодар,mobile_app,3,0.28,8,2096.81,4543.72,,0,Товары для дома
ORD-0030949,2026-02-03,CL-14488,PR-0145,,marketplace,5,0.13,3,2120.99,9198.07,4.7,0,Косметика
ORD-0030950,2026-03-14,CL-15991,PR-0072,Москва,marketplace,2,0.0,1,7127.16,14254.31,,0,Спорт
ORD-0030951,2026-04-29,CL-12722,PR-0625,Москва,marketplace,2,0.31,2,4000.03,5518.76,4.7,0,Электроника
ORD-0030952,2026-06-27,CL-03562,PR-0414,Воронеж,marketplace,2,0.16,4,2299.43,3840.76,4.4,0,Косметика
ORD-0030953,2026-04-23,CL-04353,PR-0310,Нижний Новгород,offline,5,0.09,4,4445.03,20326.67,4.4,0,Спорт
ORD-0030954,2026-04-05,CL-13384,PR-0392,Воронеж,marketplace,5,0.19,4,3158.63,12852.04,4.7,0,Одежда
ORD-0030955,2026-02-23,CL-07413,PR-0499,Москва,marketplace,4,0.19,4,2721.14,8779.93,3.8,0,Товары для дома
ORD-0030956,2026-03-01,CL-07797,PR-0215,Санкт-Петербург,marketplace,3,0.26,5,5175.12,11466.44,4.1,0,Спорт
ORD-0030957,2026-04-22,CL-02353,PR-0009,Москва,marketplace,3,0.14,5,3023.17,7787.26,4.6,0,Товары для дома
ORD-0030958,2026-02-03,CL-06359,PR-0326,Екатеринбург,mobile_app,3,0.13,5,1639.8,4260.32,,0,Товары для дома
ORD-0030959,2026-01-15,CL-01047,PR-0499,Санкт-Петербург,online,6,0.04,8,2073.98,11951.04,4.4,0,Товары для дома
ORD-0030960,2026-05-16,CL-01906,PR-0123,Москва,online,2,0.14,6,2797.8,4795.93,4.9,0,Товары для дома
ORD-0030961,2026-06-26,CL-05868,PR-0331,Москва,offline,2,0.0,3,19907.4,39814.8,4.5,0,Бытовая техника
ORD-0030962,2026-06-17,CL-10771,PR-0433,Краснодар,online,3,0.13,2,1916.89,5028.17,4.2,0,Товары для дома
ORD-0030963,2026-05-02,CL-15280,PR-0400,Москва,offline,5,0.0,5,3083.91,15419.55,4.0,0,Одежда
ORD-0030964,2026-06-16,CL-10927,PR-0129,Москва,online,3,0.13,2,10360.88,27097.11,4.1,0,Бытовая техника
ORD-0030965,2026-05-17,CL-01033,PR-0086,Ростов-на-Дону,marketplace,2,0.05,3,1797.05,3422.62,4.4,0,Косметика
ORD-0030966,2026-01-12,CL-14706,PR-0095,Казань,mobile_app,2,0.12,4,1996.88,3520.15,4.5,0,Товары для дома
ORD-0030967,2026-03-12,CL-11700,PR-0351,Санкт-Петербург,offline,4,0.07,6,3681.82,13744.68,,0,Товары для дома
ORD-0030968,2026-01-14,CL-17641,PR-0609,Краснодар,online,1,0.19,2,2316.56,1884.3,4.1,0,Косметика
ORD-0030969,2026-02-16,CL-10914,PR-0469,Новосибирск,offline,4,0.12,4,7036.4,24752.51,4.4,0,Электроника
ORD-0030970,2026-06-28,CL-00105,PR-0456,Казань,mobile_app,2,0.16,4,9838.72,16541.7,4.2,0,Электроника
ORD-0030971,2026-05-29,CL-04846,PR-0387,Санкт-Петербург,mobile_app,2,0.01,6,7035.1,13860.32,4.0,0,Спорт
ORD-0030972,2026-06-21,CL-11433,PR-0333,Санкт-Петербург,online,4,0.04,3,11834.93,45515.94,4.4,0,Бытовая техника
ORD-0030973,2026-03-28,CL-10328,PR-0234,Ростов-на-Дону,mobile_app,5,0.03,7,10699.54,51998.94,4.1,0,Электроника
ORD-0030974,2026-02-09,CL-03374,PR-0151,Самара,online,2,0.21,2,2382.14,3786.9,4.1,0,Одежда
ORD-0030975,2026-03-10,CL-13846,PR-0431,Новосибирск,online,2,0.21,3,10843.95,17044.17,5.0,1,Бытовая техника
ORD-0030976,2026-02-05,CL-13513,PR-0038,Москва,offline,3,0.12,4,1788.58,4704.91,4.3,0,Товары для дома
ORD-0030977,2026-06-23,CL-13475,PR-0631,Ростов-на-Дону,online,2,0.11,3,4264.69,7604.47,4.9,0,Одежда
ORD-0030978,2026-04-17,CL-12761,PR-0344,Екатеринбург,marketplace,5,0.14,8,1695.33,7323.92,4.4,0,Товары для дома
ORD-0030979,2026-01-09,CL-02884,PR-0015,Санкт-Петербург,online,2,0.11,2,2861.25,5089.99,4.3,0,Косметика
ORD-0030980,2026-02-27,CL-00958,PR-0165,Екатеринбург,offline,2,0.17,3,12704.86,21096.65,4.9,0,Электроника
ORD-0030981,2026-03-31,CL-06561,PR-0294,Москва,marketplace,2,0.18,3,7302.26,11948.6,4.2,0,Электроника
ORD-0030982,2026-05-10,CL-00717,PR-0347,Казань,online,1,0.08,6,4513.53,4147.98,3.7,0,Товары для дома
ORD-0030983,2026-06-11,CL-04485,PR-0439,Москва,offline,2,0.19,5,3830.9,6170.47,4.9,0,Одежда
ORD-0030984,2026-02-07,CL-17446,PR-0006,Самара,marketplace,3,0.17,4,3692.49,9193.15,4.4,0,Одежда
ORD-0030985,2026-05-08,CL-17763,PR-0032,Самара,online,3,0.21,6,4565.99,10846.23,4.4,0,Одежда
ORD-0030986,2026-05-26,CL-00185,PR-0435,Санкт-Петербург,marketplace,2,0.09,5,14591.53,26635.15,3.6,0,Бытовая техника
ORD-0030987,2026-05-21,CL-12622,PR-0153,Екатеринбург,marketplace,3,0.0,3,3894.65,11683.94,4.8,1,Электроника
ORD-0030988,2026-02-20,CL-05160,PR-0539,Москва,online,5,0.08,1,2546.94,11760.64,5.0,0,Товары для дома
ORD-0030989,2026-03-02,CL-13386,PR-0564,Москва,online,2,0.26,4,1658.11,2465.98,4.5,0,Косметика
ORD-0030990,2026-01-26,CL-14105,PR-0549,Санкт-Петербург,online,2,0.17,3,2053.54,3422.09,4.0,0,Косметика
ORD-0030991,2026-04-15,CL-03015,PR-0499,Нижний Новгород,marketplace,5,0.13,5,2050.56,8919.32,4.8,0,Товары для дома
ORD-0030992,2026-03-03,CL-09408,PR-0188,Краснодар,offline,2,0.23,3,855.03,1311.76,4.7,0,Косметика
ORD-0030993,2026-03-16,CL-14357,PR-0035,Москва,mobile_app,2,0.16,4,2757.14,4640.47,4.1,0,Товары для дома
ORD-0030994,2026-01-04,CL-04321,PR-0530,Санкт-Петербург,ONLINE ,3,0.16,3,1701.45,4281.27,4.4,0,Товары для дома
ORD-0030995,2026-06-19,CL-04191,PR-0151,Москва,online,4,0.26,4,2093.04,6223.81,5.0,0,Одежда
ORD-0030996,2026-04-27,CL-17718,PR-0300,Новосибирск,mobile_app,6,0.16,5,2034.36,10292.47,4.9,0,Косметика
ORD-0030997,2026-02-12,CL-03213,PR-0636,Санкт-Петербург,online,1,0.21,2,3968.05,3143.72,4.4,0,Спорт
ORD-0030998,2026-01-13,CL-12434,PR-0346,Санкт-Петербург,marketplace,4,0.08,9,13438.53,49671.5,4.3,0,Бытовая техника
ORD-0030999,2026-03-12,CL-01147,PR-0337,Москва,online,2,0.1,5,14559.6,26067.66,4.7,0,Бытовая техника
ORD-0031000,2026-01-27,CL-07847,PR-0636,Воронеж,offline,2,0.24,8,4644.33,7048.1,3.7,0,Спорт
ORD-0031001,2026-02-03,CL-05904,PR-0041,Екатеринбург,online,6,0.05,3,3118.22,17821.25,4.0,0,Товары для дома
ORD-0031002,2026-05-23,CL-15656,PR-0309,Москва,offline,4,0.13,2,12217.68,42484.78,3.8,0,Бытовая техника
ORD-0031003,2026-01-10,CL-09475,PR-0508,Москва,online,4,0.16,5,9060.5,30383.46,4.8,0,Электроника
ORD-0031004,2026-04-02,CL-14983,PR-0582,Казань,online,3,0.17,2,3033.39,7594.68,4.7,0,Одежда
ORD-0031005,2026-05-20,CL-15585,PR-0398,Санкт-Петербург,mobile_app,7,0.14,4,12275.5,74122.81,4.8,0,Электроника
ORD-0031006,2026-04-17,CL-08812,PR-0486,Москва,online,1,0.08,4,19580.48,17968.75,4.6,0,Бытовая техника
ORD-0031007,2026-01-24,CL-06387,PR-0475,Москва,online,2,0.14,4,1672.09,2878.84,5.0,1,Одежда
ORD-0031008,2026-02-20,CL-13303,PR-0643,Москва,offline,7,0.23,4,3129.62,16786.14,4.8,0,Одежда
ORD-0031009,2026-02-01,CL-08188,PR-0041,Москва,marketplace,3,0.04,6,2933.3,8452.68,4.4,0,Товары для дома
ORD-0031010,2026-06-25,CL-04840,PR-0083,Воронеж,marketplace,2,0.17,6,2425.22,4014.54,3.9,0,Одежда
ORD-0031011,2026-05-03,CL-11844,PR-0320,Москва,marketplace,2,0.16,4,2565.67,4293.23,4.4,0,Одежда
ORD-0031012,2026-06-27,CL-02204,PR-0369,Москва,offline,4,0.25,4,16350.89,49184.86,4.3,0,Электроника
ORD-0031013,2026-01-25,CL-09604,PR-0163,Ростов-на-Дону,marketplace,4,0.06,4,2240.13,8383.95,4.2,0,Одежда
ORD-0031014,2026-03-07,CL-04083,PR-0319,Новосибирск,offline,3,0.3,6,2195.81,4632.93,,0,Одежда
ORD-0031015,2026-03-05,CL-06392,PR-0243,Санкт-Петербург,online,3,0.08,3,3470.94,9548.02,4.7,0,Одежда
ORD-0031016,2026-05-22,CL-15157,PR-0355,Москва,online,3,0.08,5,3605.99,9954.47,4.1,0,Спорт
ORD-0031017,2026-01-14,CL-02149,PR-0380,Краснодар,online,2,0.03,6,1274.19,2479.09,4.6,0,Спорт
ORD-0031018,2026-05-25,CL-03660,PR-0437,Москва,mobile_app,2,0.0,6,1330.87,2661.73,4.5,0,Косметика
ORD-0031019,2026-03-26,CL-03976,PR-0377,Новосибирск,online,3,0.11,6,2890.41,7700.78,4.0,0,Спорт
ORD-0031020,2026-06-14,CL-00597,PR-0442,Санкт-Петербург,online,3,0.19,2,1788.28,4362.36,4.3,0,Одежда
ORD-0031021,2026-03-01,CL-15228,PR-0346,Казань,offline,4,0.08,3,14126.32,52001.63,4.4,0,Бытовая техника
ORD-0031022,2026-06-05,CL-09772,PR-0380,Екатеринбург,marketplace,5,0.08,4,1354.23,6237.93,4.5,0,Спорт
ORD-0031023,2026-06-11,CL-08675,PR-0607,Казань,online,4,0.01,7,12193.05,48097.13,5.0,0,Бытовая техника
ORD-0031024,2026-03-21,CL-03634,PR-0269,Москва,online,4,0.07,5,1797.61,6671.26,4.7,0,Одежда
ORD-0031025,2026-06-11,CL-00148,PR-0205,Ростов-на-Дону,online,3,0.07,4,2307.61,6405.99,4.2,0,Косметика
ORD-0031026,2026-03-06,CL-07718,PR-0456,Санкт-Петербург,online,3,0.19,3,9029.24,21891.86,4.8,0,Электроника
ORD-0031027,2026-04-29,CL-00908,PR-0397,Воронеж,online,4,0.07,3,3618.81,13400.62,4.6,0,Одежда
ORD-0031028,2026-06-18,CL-16926,PR-0361,Москва,offline,3,0.06,5,4832.09,13625.4,4.3,0,Спорт
ORD-0031029,2026-02-01,CL-14115,PR-0318,Краснодар,online,1,0.15,6,2778.99,2348.92,3.5,0,Товары для дома
ORD-0031030,2026-03-15,CL-13457,PR-0464,Ростов-на-Дону,online,5,0.09,5,888.17,4023.49,5.0,1,Спорт
ORD-0031031,2026-01-10,CL-08453,PR-0450,Москва,marketplace,3,0.09,2,2743.96,7512.84,4.1,0,Товары для дома
ORD-0031032,2026-04-04,CL-02070,PR-0382,Краснодар,offline,4,0.06,3,2108.96,7961.15,4.3,0,Косметика
ORD-0031033,2026-02-19,CL-10360,PR-0095,Екатеринбург,online,6,0.05,5,2532.36,14496.15,4.3,0,Товары для дома
ORD-0031034,2026-01-18,CL-15992,PR-0168,Екатеринбург,online,3,0.02,2,6358.47,18745.7,4.5,0,Электроника
ORD-0031035,2026-06-12,CL-01793,PR-0632,Самара,marketplace,4,0.17,3,4606.92,15247.41,4.2,0,Спорт
ORD-0031036,2026-02-22,CL-00479,PR-0034,Екатеринбург,marketplace,3,0.22,3,5831.26,13708.43,4.3,0,Электроника
ORD-0031037,2026-05-12,CL-08401,PR-0287,Санкт-Петербург,online,3,0.23,3,3750.32,8689.39,4.6,0,Товары для дома
ORD-0031038,2026-01-30,CL-06596,PR-0539,Новосибирск,marketplace,1,0.02,3,2202.55,2153.35,4.0,0,Товары для дома
ORD-0031039,2026-02-17,CL-04246,PR-0499,Ростов-на-Дону,mobile_app,4,0.18,4,2676.76,8738.86,4.6,0,Товары для дома
ORD-0031040,2026-01-15,CL-10252,PR-0587,Санкт-Петербург,marketplace,2,0.18,6,7194.64,11740.8,4.6,0,Электроника
ORD-0031041,2026-05-08,CL-03942,PR-0393,Новосибирск,online,2,0.03,3,3631.01,7067.64,4.8,0,Одежда
ORD-0031042,2026-03-08,CL-11708,PR-0137,Краснодар,online,2,0.0,2,3284.4,6568.81,4.3,1,Товары для дома
ORD-0031043,2026-06-12,CL-13137,PR-0329,Самара,mobile_app,2,0.13,3,2646.47,4610.37,4.8,0,Товары для дома
ORD-0031044,2026-04-03,CL-16690,PR-0398,Санкт-Петербург,online,2,0.06,3,11213.64,21015.72,4.6,0,Электроника
ORD-0031045,2026-02-04,CL-13800,PR-0310,Санкт-Петербург,mobile_app,2,0.14,2,3876.32,6670.86,,0,Спорт
ORD-0031046,2026-05-21,CL-07725,PR-0123,Самара,online,4,0.27,1,2550.05,7475.67,4.6,0,Товары для дома
ORD-0031047,2026-06-06,CL-16333,PR-0488,Екатеринбург,marketplace,3,0.03,6,13416.3,39015.32,4.5,0,Бытовая техника
ORD-0031048,2026-04-20,CL-07721,PR-0121,Воронеж,online,6,0.1,3,1743.95,9391.66,,0,Товары для дома
ORD-0031049,2026-05-06,CL-00065,PR-0307,Москва,marketplace,7,0.19,3,3684.82,20887.09,4.4,0,Товары для дома
ORD-0031050,2026-05-29,CL-11629,PR-0054,Москва,online,2,0.18,4,2359.53,3848.21,4.8,0,Товары для дома
ORD-0031051,2026-01-20,CL-15885,PR-0637,Санкт-Петербург,mobile_app,4,0.31,5,1499.73,4162.36,3.9,0,Косметика
ORD-0031052,2026-02-11,CL-00352,PR-0230,Новосибирск,marketplace,2,0.08,3,12985.91,23983.71,4.2,0,Электроника
ORD-0031053,2026-05-21,CL-14025,PR-0245,Новосибирск,offline,1,0.17,4,1761.34,1462.34,4.7,0,Косметика
ORD-0031054,2026-05-24,CL-12134,PR-0104,,mobile_app,3,0.15,2,3551.75,9105.74,4.2,0,Одежда
ORD-0031055,2026-02-03,CL-03414,PR-0239,Санкт-Петербург,offline,4,0.22,3,2685.71,8413.55,4.5,0,Одежда
ORD-0031056,2026-01-10,CL-06812,PR-0598,Воронеж,mobile_app,3,0.0,3,4057.53,12172.59,4.0,0,Товары для дома
ORD-0031057,2026-04-08,CL-03140,PR-0097,Москва,marketplace,3,0.13,2,20033.64,52559.53,4.4,0,Бытовая техника
ORD-0031058,2026-02-19,CL-03704,PR-0470,Нижний Новгород,mobile_app,4,0.15,7,7904.39,26932.11,4.1,0,Спорт
ORD-0031059,2026-01-30,CL-03701,PR-0222,Казань,offline,6,0.17,6,11313.65,56093.56,4.0,0,Бытовая техника
